Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
250680,Castellnou de Seana,48,256,90,57,216,99,105,472,189,
170470,Castelló d'Empúries,904,4126,1007,912,3800,1045,1816,7926,2052,
250693,Castelló de Farfanya,31,186,80,18,151,83,49,337,163,
080636,Castellolí,38,196,37,66,176,50,104,372,87,
170486,Castell-Platja d'Aro,776,3710,750,744,3672,875,1520,7382,1625,
250707,Castellserà,55,355,151,57,301,170,112,656,321,
080641,Castellterçol,178,775,232,188,736,298,366,1511,530,
430424,Castellvell del Camp,300,972,147,304,974,148,604,1946,295,
080654,Castellví de la Marca,140,553,138,142,494,183,282,1047,321,
080667,Castellví de Rosanes,152,606,110,166,579,144,318,1185,254,
430430,"Catllar, el",393,1516,232,333,1453,237,726,2969,469,
250714,Cava,1,22,10,1,17,9,2,39,19,
171899,"Cellera de Ter, la",163,686,180,161,630,246,324,1316,426,
170499,Celrà,522,1720,201,528,1680,263,1050,3400,464,
080673,Centelles,599,2414,540,595,2362,772,1194,4776,1312,
082687,Cercs,71,434,155,59,375,212,130,809,367,
082665,Cerdanyola del Vallès,4687,20102,3723,4386,20274,4720,9073,40376,8443,
080689,Cervelló,749,3091,506,704,2961,649,1453,6052,1155,
250729,Cervera,906,3257,623,825,2995,834,1731,6252,1457,
250735,Cervià de les Garrigues,42,248,101,40,197,118,82,445,219,
170502,Cervià de Ter,94,285,80,72,287,88,166,572,168,
170519,Cistella,16,97,30,20,86,32,36,183,62,
250740,Ciutadilla,11,71,33,6,59,27,17,130,60,
250753,Clariana de Cardener,8,54,12,13,44,11,21,98,23,
250766,"Cogul, el",7,68,33,11,50,28,18,118,61,
170545,Colera,25,192,81,27,170,79,52,362,160,
250772,Coll de Nargó,33,203,67,29,188,75,62,391,142,
080692,Collbató,531,1482,203,463,1384,224,994,2866,427,
430458,Colldejou,9,69,18,8,58,15,17,127,33,
080706,Collsuspina,35,115,34,25,112,26,60,227,60,
170558,Colomers,15,58,26,10,65,31,25,123,57,
251636,"Coma i la Pedra, la",15,130,21,13,73,22,28,203,43,
251615,Conca de Dalt,20,149,56,22,123,63,42,272,119,
430461,Conesa,3,50,12,6,41,18,9,91,30,
430477,Constantí,692,2492,391,602,2137,460,1294,4629,851,
080713,Copons,29,97,32,32,101,33,61,198,65,
430483,Corbera d'Ebre,78,450,121,81,338,136,159,788,257,
080728,Corbera de Llobregat,1435,4927,744,1313,4895,917,2748,9822,1661,
250788,Corbins,117,514,115,106,409,142,223,923,257,
170577,Corçà,89,408,126,91,431,134,180,839,260,
080734,Cornellà de Llobregat,6870,29422,6816,6621,28461,9268,13491,57883,16084,
170561,Cornellà del Terri,192,744,211,168,719,223,360,1463,434,
430496,Cornudella de Montsant,61,375,105,60,289,135,121,664,240,
430509,Creixell,278,1162,318,255,1051,367,533,2213,685,
170583,Crespià,23,85,26,18,82,32,41,167,58,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",88,441,108,91,416,109,179,857,217,
080749,Cubelles,1347,5013,934,1181,4848,1052,2528,9861,1986,
250791,Cubells,21,138,57,23,110,60,44,248,117,
430516,Cunit,1062,4162,1125,1071,4020,1186,2133,8182,2311,
170600,Darnius,25,186,56,23,165,77,48,351,133,
170617,Das,19,84,23,15,62,19,34,146,42,
439018,Deltebre,966,4161,1120,869,3900,1300,1835,8061,2420,
080752,Dosrius,540,1828,269,480,1771,288,1020,3599,557,
430537,Duesaigües,9,100,29,13,61,29,22,161,58,
170622,"Escala, l'",759,3595,1016,654,3450,1034,1413,7045,2050,
080765,Esparreguera,2015,7804,1341,1849,7196,1651,3864,15000,2992,
170638,Espinelves,12,66,20,16,57,30,28,123,50,
250812,"Espluga Calba, l'",17,137,56,27,90,72,44,227,128,
430542,"Espluga de Francolí, l'",266,1305,340,288,1228,486,554,2533,826,
080771,Esplugues de Llobregat,3343,15386,3916,3028,15993,5060,6371,31379,8976,
170643,Espolla,22,143,45,24,123,64,46,266,109,
170656,Esponellà,49,133,40,40,129,55,89,262,95,
250827,Espot,25,141,26,27,103,33,52,244,59,
080787,"Espunyola, l'",16,80,35,13,74,37,29,154,72,
082541,"Esquirol, l'",160,739,208,157,668,261,317,1407,469,
250886,Estamariu,6,39,26,4,29,18,10,68,44,
080790,"Estany, l'",27,128,43,19,118,63,46,246,106,
250851,Estaràs,6,61,24,7,47,23,13,108,47,
250864,Esterri d'Àneu,58,347,66,56,293,80,114,640,146,
250870,Esterri de Cardós,4,27,5,4,27,8,8,54,13,
430555,Falset,239,977,245,221,905,307,460,1882,552,
170059,"Far d'Empordà, el",51,183,46,57,165,53,108,348,99,
250899,Farrera,13,54,14,10,41,8,23,95,22,
430568,"Fatarella, la",51,339,158,60,293,188,111,632,346,
430574,"Febró, la",0,26,7,1,12,3,1,38,10,
081347,Figaró-Montmany,96,371,91,97,334,114,193,705,205,
080804,Fígols,3,14,8,3,10,8,6,24,16,
259084,Fígols i Alinyà,16,94,46,10,67,45,26,161,91,
430580,"Figuera, la",4,51,16,0,36,21,4,87,37,
170669,Figueres,3946,15873,2710,3832,15033,3868,7778,30906,6578,
430593,Figuerola del Camp,26,112,32,37,104,37,63,216,69,
170675,Flaçà,88,340,86,72,348,131,160,688,217,
430607,Flix,206,1356,421,184,1249,545,390,2605,966,
250925,"Floresta, la",11,60,21,10,36,26,21,96,47,
080826,Fogars de la Selva,129,566,111,130,487,106,259,1053,217,
080811,Fogars de Montclús,49,147,41,34,131,40,83,278,81,
170681,Foixà,23,97,42,14,87,48,37,184,90,
080832,Folgueroles,277,698,147,235,706,167,512,1404,314,
250931,Fondarella,60,301,57,55,280,72,115,581,129,
080847,Fonollosa,116,519,104,109,488,102,225,1007,206,
170694,Fontanals de Cerdanya,16,179,41,24,167,45,40,346,86,
170708,Fontanilles,15,52,22,8,40,19,23,92,41,
170715,Fontcoberta,95,483,82,125,489,101,220,972,183,
080850,Font-rubí,111,479,151,122,410,164,233,889,315,
250946,Foradada,10,63,30,5,52,24,15,115,54,
179026,Forallac,125,573,136,121,591,175,246,1164,311,
430614,Forès,0,20,8,0,12,10,0,32,18,
170736,Fornells de la Selva,268,806,123,269,837,146,537,1643,269,
170741,Fortià,50,214,73,61,203,78,111,417,151,
080863,"Franqueses del Vallès, les",1842,6949,982,1683,6387,1180,3525,13336,2162,
430629,Freginals,20,183,53,17,138,71,37,321,124,
250962,"Fuliola, la",107,427,139,85,386,176,192,813,315,
250978,Fulleda,0,33,18,2,32,18,2,65,36,
080902,Gaià,13,69,8,14,49,14,27,118,22,
430635,"Galera, la",52,295,87,54,254,101,106,549,188,
080879,Gallifa,17,73,14,11,70,15,28,143,29,
430640,Gandesa,220,1123,293,201,964,361,421,2087,654,
430653,Garcia,31,198,71,42,165,85,73,363,156,
430666,"Garidells, els",12,74,16,7,66,18,19,140,34,
080885,"Garriga, la",1427,5110,945,1338,5316,1336,2765,10426,2281,
170754,Garrigàs,22,134,46,25,117,38,47,251,84,
170767,Garrigoles,8,62,23,12,42,20,20,104,43,
170773,Garriguella,76,280,76,68,280,94,144,560,170,
080898,Gavà,4079,15930,3013,3739,15844,3883,7818,31774,6896,
250984,Gavet de la Conca,14,86,53,10,81,62,24,167,115,
080919,Gelida,690,2431,432,657,2329,563,1347,4760,995,
170789,Ger,36,176,46,31,150,42,67,326,88,
259123,Gimenells i el Pla de la Font,80,387,129,88,333,153,168,720,282,
430672,Ginestar,56,315,115,54,263,134,110,578,249,
170792,Girona,8576,32852,5437,7948,34387,7998,16524,67239,13435,
080924,Gironella,309,1695,496,333,1521,709,642,3216,1205,
080930,Gisclareny,0,14,2,0,12,3,0,26,5,
430688,Godall,40,263,115,46,236,112,86,499,227,
250997,Golmés,147,581,135,152,563,163,299,1144,298,
170806,Gombrèn,20,64,17,14,70,24,34,134,41,
251001,Gósol,6,95,25,3,61,31,9,156,56,
080945,"Granada, la",184,712,131,181,676,163,365,1388,294,
251018,"Granadella, la",43,257,101,35,193,121,78,450,222,
080958,Granera,2,41,10,4,20,6,6,61,16,
251023,"Granja d'Escarp, la",47,377,110,53,271,128,100,648,238,
080961,Granollers,4880,21072,3852,4560,20203,5387,9440,41275,9239,
251039,Granyanella,7,51,18,4,41,22,11,92,40,
251057,Granyena de les Garrigues,7,69,26,6,44,23,13,113,49,
251044,Granyena de Segarra,3,42,22,5,32,32,8,74,54,
430691,Gratallops,17,91,28,11,78,34,28,169,62,
080977,Gualba,134,473,82,142,432,96,276,905,178,
170813,Gualta,32,129,34,25,105,37,57,234,71,
080996,Guardiola de Berguedà,57,358,109,58,294,122,115,652,231,
430705,"Guiamets, els",11,102,32,14,97,55,25,199,87,
170828,Guils de Cerdanya,37,226,32,34,189,40,71,415,72,
251095,Guimerà,6,98,64,8,63,66,14,161,130,
259031,"Guingueta d'Àneu, la",22,121,33,19,107,39,41,228,72,
251109,Guissona,683,2669,250,654,2156,351,1337,4825,601,
251116,Guixers,3,55,22,5,36,11,8,91,33,
081000,Gurb,275,895,164,215,844,187,490,1739,351,
430712,Horta de Sant Joan,90,432,168,61,347,182,151,779,350,
081017,"Hospitalet de Llobregat, l'",18218,85878,21269,17080,85962,28650,35298,171840,49919,
081629,"Hostalets de Pierola, els",319,1030,149,283,937,179,602,1967,328,
170834,Hostalric,362,1397,283,332,1292,352,694,2689,635,
081022,Igualada,3481,13003,2782,3215,12679,4038,6696,25682,6820,
251155,Isona i Conca Dellà,57,347,172,55,294,158,112,641,330,
170849,Isòvol,16,138,31,9,102,31,25,240,62,
251137,Ivars d'Urgell,107,581,185,98,439,237,205,1020,422,
251121,Ivars de Noguera,15,135,42,19,101,49,34,236,91,
251142,Ivorra,4,40,17,5,28,24,9,68,41,
170852,Jafre,31,156,40,24,120,54,55,276,94,
170865,"Jonquera, la",294,1155,188,248,1075,243,542,2230,431,
081038,Jorba,90,260,64,73,271,68,163,531,132,
259101,Josa i Tuixén,5,55,19,3,44,14,8,99,33,
170871,Juià,41,124,29,26,97,30,67,221,59,
251180,Juncosa,15,163,65,28,116,71,43,279,136,
251193,Juneda,277,1215,342,223,1048,385,500,2263,727,
251214,Les,84,376,54,73,349,76,157,725,130,
251229,Linyola,213,901,258,196,809,284,409,1710,542,
081043,"Llacuna, la",61,348,97,51,256,115,112,604,212,
170887,Lladó,67,244,55,68,234,68,135,478,123,
251235,Lladorre,10,83,25,18,79,24,28,162,49,
251240,Lladurs,7,64,27,10,44,28,17,108,55,
081056,"Llagosta, la",1189,4643,933,1144,4488,1215,2333,9131,2148,
170890,Llagostera,693,2903,616,699,2500,746,1392,5403,1362,
170904,Llambilles,69,247,53,71,209,64,140,456,117,
170911,Llanars,33,188,51,26,170,66,59,358,117,
170926,Llançà,353,1711,481,364,1615,581,717,3326,1062,
251253,Llardecans,17,163,81,19,128,97,36,291,178,
251266,Llavorsí,19,129,44,23,114,37,42,243,81,
251207,Lleida,11206,49123,8973,10808,46794,12930,22014,95917,21903,
170932,Llers,93,399,114,88,377,123,181,776,237,
251272,Lles de Cerdanya,16,114,35,10,63,31,26,177,66,
081075,Lliçà d'Amunt,1413,5039,966,1344,4808,1014,2757,9847,1980,
081081,Lliçà de Vall,565,2233,459,544,2154,439,1109,4387,898,
251288,Llimiana,11,66,28,4,50,24,15,116,52,
081069,Llinars del Vallès,835,3234,619,772,3195,822,1607,6429,1441,
170947,Llívia,120,696,107,96,556,114,216,1252,221,
430727,"Lloar, el",8,38,18,6,30,16,14,68,34,
251291,Llobera,14,70,25,12,59,26,26,129,51,
430733,Llorac,7,43,13,6,32,17,13,75,30,
430748,Llorenç del Penedès,221,743,160,194,715,247,415,1458,407,
170950,Lloret de Mar,3294,16070,1991,2995,14066,2421,6289,30136,4412,
170963,"Llosses, les",10,101,20,13,60,20,23,161,40,
081094,Lluçà,22,93,18,22,81,23,44,174,41,
171024,Maçanet de Cabrenys,40,229,109,43,203,115,83,432,224,
171030,Maçanet de la Selva,616,2585,492,635,2283,564,1251,4868,1056,
170979,Madremanya,27,78,25,18,90,28,45,168,53,
170985,Maià de Montcal,40,141,45,40,133,44,80,274,89,
251333,Maials,62,331,127,60,248,152,122,579,279,
251305,Maldà,16,77,30,5,71,40,21,148,70,
081108,Malgrat de Mar,1474,6367,1416,1359,6010,1878,2833,12377,3294,
081115,Malla,20,91,24,15,91,28,35,182,52,
081120,Manlleu,1927,6868,1385,1895,6412,1929,3822,13280,3314,
081136,Manresa,6206,25575,5779,5869,24406,8735,12075,49981,14514,
430764,Marçà,50,206,77,47,186,72,97,392,149,
430751,Margalef,5,39,18,0,30,18,5,69,36,
082423,Marganell,25,97,23,16,106,41,41,203,64,
081141,Martorell,2702,10100,1741,2503,8781,2243,5205,18881,3984,
081154,Martorelles,361,1727,378,349,1623,489,710,3350,867,
430770,Mas de Barberans,34,211,68,31,187,105,65,398,173,
171002,Masarac,21,112,27,15,84,34,36,196,61,
430786,Masdenverge,66,392,120,69,357,118,135,749,238,
081167,"Masies de Roda, les",62,253,54,48,262,81,110,515,135,
081173,"Masies de Voltregà, les",283,1055,220,271,1038,277,554,2093,497,
430799,Masllorenç,42,191,54,29,146,66,71,337,120,
081189,"Masnou, el",1777,7531,1528,1618,7842,2254,3395,15373,3782,
430803,"Masó, la",22,90,45,16,89,34,38,179,79,
430810,Maspujols,61,268,65,67,227,62,128,495,127,
081192,Masquefa,866,2895,477,850,2750,535,1716,5645,1012,
430825,"Masroig, el",40,183,73,34,154,81,74,337,154,
251312,Massalcoreig,25,222,58,21,165,84,46,387,142,
171019,Massanes,54,266,54,57,224,56,111,490,110,
251327,Massoteres,23,70,18,19,59,18,42,129,36,
081206,Matadepera,924,2868,550,797,2877,653,1721,5745,1203,
081213,Mataró,10575,43272,8012,9841,41211,11173,20416,84483,19185,
081228,Mediona,203,773,204,202,690,276,405,1463,480,
251348,Menàrguens,50,330,102,43,243,114,93,573,216,
170998,Meranges,7,31,13,4,25,11,11,56,24,
171058,Mieres,20,124,30,24,100,35,44,224,65,
430831,"Milà, el",13,51,23,13,52,22,26,103,45,
251351,Miralcamp,115,491,129,100,450,147,215,941,276,
430846,Miravet,56,278,84,42,213,116,98,491,200,
081385,Moià,532,1995,404,518,1822,522,1050,3817,926,
430859,"Molar, el",17,101,45,13,76,44,30,177,89,
