Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
439060,"Ampolla, l'",185,1038,291,135,1001,297,320,2039,588,
430141,Amposta,1601,7489,1483,1555,6715,1809,3156,14204,3292,
170084,Anglès,397,1947,448,414,1679,561,811,3626,1009,
250273,Anglesola,81,447,147,87,408,162,168,855,309,
250292,Arbeca,177,813,291,131,724,336,308,1537,627,
430167,"Arboç, l'",521,2013,334,416,1682,411,937,3695,745,
430154,Arbolí,1,51,8,0,35,16,1,86,24,
170097,Arbúcies,551,2475,453,502,1977,568,1053,4452,1021,
080060,Arenys de Mar,1111,4887,1055,962,4864,1570,2073,9751,2625,
080076,Arenys de Munt,710,2803,491,683,2691,645,1393,5494,1136,
170101,Argelaguer,42,145,37,29,133,44,71,278,81,
080082,Argençola,14,106,16,15,56,23,29,162,39,
430173,"Argentera, l'",5,59,18,5,39,17,10,98,35,
080095,Argentona,1065,4005,671,991,3920,892,2056,7925,1563,
170118,"Armentera, l'",46,268,88,51,258,116,97,526,204,
430189,Arnes,18,147,90,15,135,92,33,282,182,
250313,Arres,3,40,3,1,14,5,4,54,8,
250328,Arsèguel,3,35,12,4,30,9,7,65,21,
080109,Artés,437,1868,364,391,1722,523,828,3590,887,
250334,Artesa de Lleida,131,510,146,102,436,178,233,946,324,
250349,Artesa de Segre,288,1398,354,243,1174,415,531,2572,769,
430192,Ascó,83,564,179,80,499,196,163,1063,375,
250365,Aspa,19,73,44,11,75,40,30,148,84,
250371,"Avellanes i Santa Linya, les",21,168,77,16,125,63,37,293,140,
080116,Avià,168,723,185,159,671,238,327,1394,423,
080121,Avinyó,171,754,187,168,670,272,339,1424,459,
170123,Avinyonet de Puigventós,183,507,62,137,453,75,320,960,137,
080137,Avinyonet del Penedès,141,615,132,115,502,155,256,1117,287,
080155,Badalona,16241,78412,13278,15125,73483,18790,31366,151895,32068,
089045,Badia del Vallès,1102,4873,836,1038,4778,1202,2140,9651,2038,
080168,Bagà,141,783,229,129,734,305,270,1517,534,
250390,Baix Pallars,26,141,56,23,116,45,49,257,101,
250404,Balaguer,1315,5803,1166,1247,5231,1579,2562,11034,2745,
080174,Balenyà,275,1347,216,307,1229,298,582,2576,514,
080180,Balsareny,215,1303,278,226,1086,397,441,2389,675,
430206,Banyeres del Penedès,279,1023,168,253,941,181,532,1964,349,
170157,Banyoles,1610,6135,1230,1511,5684,1747,3121,11819,2977,
250411,Barbens,51,318,109,44,231,137,95,549,246,
430213,Barberà de la Conca,35,196,53,31,147,59,66,343,112,
082520,Barberà del Vallès,2443,11201,1487,2393,10827,1920,4836,22028,3407,
080193,Barcelona,97654,541584,128459,93020,554021,201170,190674,1095605,329629,
250426,"Baronia de Rialb, la",22,95,32,17,71,39,39,166,71,
170160,Bàscara,73,317,99,35,279,112,108,596,211,
250447,Bassella,18,86,32,13,77,32,31,163,64,
430228,Batea,127,731,265,120,649,277,247,1380,542,
250450,Bausen,3,19,15,1,9,13,4,28,28,
080207,Begues,659,2131,235,642,2117,294,1301,4248,529,
170139,Begur,335,1566,325,298,1427,353,633,2993,678,
250463,Belianes,42,181,77,35,151,98,77,332,175,
251706,Bellaguarda,23,99,59,13,88,62,36,187,121,
170182,Bellcaire d'Empordà,49,208,60,50,210,74,99,418,134,
250479,Bellcaire d'Urgell,62,393,167,70,383,194,132,776,361,
250485,Bell-lloc d'Urgell,170,812,219,192,744,276,362,1556,495,
250498,Bellmunt d'Urgell,11,65,27,16,66,30,27,131,57,
430234,Bellmunt del Priorat,20,118,37,18,98,56,38,216,93,
080214,Bellprat,4,34,14,3,26,10,7,60,24,
250501,Bellpuig,356,1791,352,363,1441,495,719,3232,847,
430249,Bellvei,189,739,133,155,621,148,344,1360,281,
250518,Bellver de Cerdanya,130,820,179,134,666,203,264,1486,382,
250523,Bellvís,159,848,271,134,735,321,293,1583,592,
250539,Benavent de Segrià,142,516,89,146,465,87,288,981,176,
430252,Benifallet,38,252,111,39,217,145,77,469,256,
430265,Benissanet,85,461,138,70,373,141,155,834,279,
080229,Berga,1172,5979,1417,1104,5394,2006,2276,11373,3423,
170195,Besalú,141,736,230,160,737,286,301,1473,516,
170209,Bescanó,390,1428,302,380,1371,371,770,2799,673,
170216,Beuda,5,61,14,11,57,10,16,118,24,
080235,Bigues i Riells del Fai,810,3008,400,761,2750,462,1571,5758,862,
250557,Biosca,12,77,30,9,54,39,21,131,69,
170221,"Bisbal d'Empordà, la",834,3626,700,750,3319,944,1584,6945,1644,
430271,"Bisbal de Falset, la",18,72,36,12,64,39,30,136,75,
430287,"Bisbal del Penedès, la",263,1226,250,260,1063,266,523,2289,516,
172348,Biure,10,92,23,19,72,28,29,164,51,
430290,Blancafort,29,149,49,21,120,60,50,269,109,
170237,Blanes,3067,14150,2502,2947,13264,3177,6014,27414,5679,
170293,Boadella i les Escaules,13,79,21,11,82,27,24,161,48,
170242,Bolvir,23,146,28,18,115,33,41,261,61,
430304,Bonastre,49,246,51,49,195,52,98,441,103,
250576,"Bòrdes, Es",17,91,20,6,86,17,23,177,37,
170255,Bordils,147,614,112,138,548,144,285,1162,256,
250582,"Borges Blanques, les",423,2093,509,384,1839,694,807,3932,1203,
430311,"Borges del Camp, les",167,716,162,174,645,197,341,1361,359,
170268,Borrassà,41,263,56,38,212,72,79,475,128,
080240,Borredà,53,221,51,36,170,78,89,391,129,
250595,Bossòst,76,470,78,77,408,93,153,878,171,
430326,Bot,29,217,116,24,200,122,53,417,238,
430332,Botarell,98,395,55,83,342,59,181,737,114,
250560,Bovera,8,102,72,10,90,75,18,192,147,
430347,Bràfim,48,219,62,34,209,80,82,428,142,
170274,Breda,268,1320,325,276,1170,394,544,2490,719,
080253,"Bruc, el",186,701,103,155,585,111,341,1286,214,
080266,"Brull, el",27,85,21,19,77,17,46,162,38,
170280,Brunyola i Sant Martí Sapresa,21,112,48,15,115,52,36,227,100,
430350,Cabacés,14,122,49,20,90,47,34,212,96,
250609,Cabanabona,4,22,19,4,23,29,8,45,48,
170314,Cabanelles,13,96,26,9,67,25,22,163,51,
170307,Cabanes,68,323,87,79,259,87,147,582,174,
080272,"Cabanyes, les",94,307,48,99,295,47,193,602,95,
250616,Cabó,4,33,20,5,25,12,9,58,32,
430363,Cabra del Camp,98,386,87,74,353,80,172,739,167,
080288,Cabrera d'Anoia,113,492,73,105,419,72,218,911,145,
080291,Cabrera de Mar,389,1566,256,350,1456,304,739,3022,560,
080305,Cabrils,766,2301,303,759,2363,342,1525,4664,645,
170329,Cadaqués,235,1014,182,215,982,245,450,1996,427,
080312,Calaf,244,1360,286,251,1070,350,495,2430,636,
430379,Calafell,1742,8524,1450,1617,7987,1619,3359,16511,3069,
080348,Calders,74,310,79,78,284,89,152,594,168,
080327,Caldes d'Estrac,200,943,181,192,924,295,392,1867,476,
170335,Caldes de Malavella,566,2226,410,555,2167,535,1121,4393,945,
080333,Caldes de Montbui,1433,5839,1023,1276,5557,1390,2709,11396,2413,
080351,Calella,1379,6662,1216,1334,6225,1799,2713,12887,3015,
080370,Calldetenes,179,872,136,183,781,178,362,1653,314,
080386,Callús,134,556,134,113,538,200,247,1094,334,
080364,Calonge de Segarra,18,62,27,9,55,30,27,117,57,
170340,Calonge i Sant Antoni,785,3750,773,769,3497,854,1554,7247,1627,
250621,Camarasa,44,323,125,31,276,149,75,599,274,
439039,Camarles,252,1293,327,252,1116,389,504,2409,716,
430385,Cambrils,2644,11234,1639,2595,10818,2026,5239,22052,3665,
170353,Camós,49,234,69,41,218,85,90,452,154,
170366,Campdevànol,239,1150,377,173,1093,469,412,2243,846,
170372,Campelles,5,45,14,11,43,10,16,88,24,
080399,Campins,28,145,22,37,125,23,65,270,45,
170388,Campllong,42,136,34,39,134,38,81,270,72,
170391,Camprodon,145,877,258,171,810,317,316,1687,575,
250637,Canejan,1,39,19,5,28,18,6,67,37,
170405,Canet d'Adri,39,225,45,34,195,63,73,420,108,
080403,Canet de Mar,1051,4652,945,926,4452,1355,1977,9104,2300,
080410,Canovelles,1317,6235,851,1216,5173,1024,2533,11408,1875,
080425,Cànoves i Samalús,217,997,164,250,873,192,467,1870,356,
170412,Cantallops,22,104,38,15,98,43,37,202,81,
080431,Canyelles,392,1471,197,374,1381,190,766,2852,387,
430398,Capafonts,0,41,21,2,34,19,2,75,40,
430402,Capçanes,20,135,45,16,133,59,36,268,104,
080446,Capellades,422,1859,412,398,1826,541,820,3685,953,
170427,Capmany,35,202,64,34,163,62,69,365,126,
080459,Capolat,4,26,6,8,19,13,12,45,19,
080462,Cardedeu,1514,5602,848,1376,5590,1172,2890,11192,2020,
080478,Cardona,296,1749,492,305,1579,755,601,3328,1247,
080484,Carme,58,293,75,41,242,96,99,535,171,
430419,Caseres,15,83,47,15,82,52,30,165,99,
170448,Cassà de la Selva,770,3329,675,701,2878,903,1471,6207,1578,
080497,Casserres,96,536,180,75,508,239,171,1044,419,
080575,Castell de l'Areny,5,34,7,6,20,6,11,54,13,
259046,Castell de Mur,10,54,29,12,47,25,22,101,54,
250642,Castellar de la Ribera,13,42,23,14,46,21,27,88,44,
080522,Castellar de n'Hug,9,87,14,7,66,25,16,153,39,
080500,Castellar del Riu,7,52,18,14,47,9,21,99,27,
080517,Castellar del Vallès,2186,7971,1131,1981,7807,1550,4167,15778,2681,
080538,Castellbell i el Vilar,259,1340,260,263,1144,351,522,2484,611,
080543,Castellbisbal,1249,4249,560,1133,3977,627,2382,8226,1187,
080556,Castellcir,57,229,38,66,186,55,123,415,93,
250674,Castelldans,52,402,112,54,284,125,106,686,237,
080569,Castelldefels,5240,22399,2776,4961,21605,3591,10201,44004,6367,
080581,Castellet i la Gornal,198,774,159,167,707,176,365,1481,335,
170464,Castellfollit de la Roca,69,345,100,56,308,136,125,653,236,
080608,Castellfollit de Riubregós,8,71,22,6,54,31,14,125,53,
080594,Castellfollit del Boix,36,133,37,35,136,48,71,269,85,
080615,Castellgalí,172,629,120,148,557,134,320,1186,254,
080620,Castellnou de Bages,82,378,48,96,317,45,178,695,93,
250680,Castellnou de Seana,41,238,102,38,209,103,79,447,205,
170470,Castelló d'Empúries,922,4289,843,892,3821,886,1814,8110,1729,
250693,Castelló de Farfanya,29,213,71,21,163,87,50,376,158,
080636,Castellolí,31,161,37,44,153,48,75,314,85,
170486,Castell-Platja d'Aro,706,3813,649,696,3554,732,1402,7367,1381,
250707,Castellserà,55,385,145,65,313,160,120,698,305,
080641,Castellterçol,177,777,210,173,714,274,350,1491,484,
430424,Castellvell del Camp,282,931,115,257,875,128,539,1806,243,
080654,Castellví de la Marca,131,549,133,129,511,175,260,1060,308,
080667,Castellví de Rosanes,145,592,100,174,542,106,319,1134,206,
430430,"Catllar, el",365,1483,208,313,1397,207,678,2880,415,
250714,Cava,0,25,11,0,13,6,0,38,17,
171899,"Cellera de Ter, la",165,752,178,158,662,247,323,1414,425,
170499,Celrà,432,1531,192,448,1488,238,880,3019,430,
080673,Centelles,550,2447,496,520,2389,731,1070,4836,1227,
082687,Cercs,77,444,155,55,389,204,132,833,359,
082665,Cerdanyola del Vallès,4567,21166,3180,4379,21122,4079,8946,42288,7259,
080689,Cervelló,673,3081,413,639,2861,520,1312,5942,933,
250729,Cervera,825,3340,618,743,2902,819,1568,6242,1437,
250735,Cervià de les Garrigues,41,289,117,43,245,125,84,534,242,
170502,Cervià de Ter,82,275,75,74,271,86,156,546,161,
170519,Cistella,11,90,31,19,75,27,30,165,58,
250740,Ciutadilla,19,79,31,5,64,28,24,143,59,
250753,Clariana de Cardener,9,62,7,12,48,9,21,110,16,
250766,"Cogul, el",6,73,36,8,59,29,14,132,65,
170545,Colera,23,207,71,23,179,75,46,386,146,
250772,Coll de Nargó,32,230,68,25,190,83,57,420,151,
080692,Collbató,473,1434,164,396,1311,193,869,2745,357,
430458,Colldejou,5,79,17,9,60,16,14,139,33,
080706,Collsuspina,29,123,27,25,109,21,54,232,48,
170558,Colomers,11,61,26,8,65,32,19,126,58,
251636,"Coma i la Pedra, la",11,125,27,11,68,25,22,193,52,
251615,Conca de Dalt,14,144,59,16,116,69,30,260,128,
430461,Conesa,6,47,15,7,37,22,13,84,37,
430477,Constantí,560,2530,374,498,2003,436,1058,4533,810,
080713,Copons,16,105,26,33,99,34,49,204,60,
430483,Corbera d'Ebre,75,419,132,56,339,148,131,758,280,
080728,Corbera de Llobregat,1319,4908,634,1173,4633,768,2492,9541,1402,
250788,Corbins,101,516,112,92,411,138,193,927,250,
170577,Corçà,80,439,108,75,444,124,155,883,232,
080734,Cornellà de Llobregat,6278,29797,6267,5968,28445,8425,12246,58242,14692,
170561,Cornellà del Terri,183,737,186,137,725,221,320,1462,407,
430496,Cornudella de Montsant,54,366,105,59,279,143,113,645,248,
430509,Creixell,232,1138,263,189,1012,320,421,2150,583,
170583,Crespià,21,86,25,13,83,29,34,169,54,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",87,453,93,96,430,111,183,883,204,
080749,Cubelles,1144,4833,738,1052,4592,884,2196,9425,1622,
250791,Cubells,21,124,57,27,100,68,48,224,125,
430516,Cunit,915,4267,866,943,3879,860,1858,8146,1726,
170600,Darnius,26,183,61,28,161,75,54,344,136,
170617,Das,18,78,17,16,67,18,34,145,35,
439018,Deltebre,761,4105,998,664,3714,1203,1425,7819,2201,
080752,Dosrius,451,1814,194,442,1712,256,893,3526,450,
430537,Duesaigües,11,93,34,9,59,30,20,152,64,
170622,"Escala, l'",691,3515,873,609,3266,875,1300,6781,1748,
080765,Esparreguera,1931,7933,1157,1747,7202,1481,3678,15135,2638,
170638,Espinelves,11,68,18,9,58,27,20,126,45,
250812,"Espluga Calba, l'",15,154,55,20,108,72,35,262,127,
430542,"Espluga de Francolí, l'",268,1330,358,251,1236,491,519,2566,849,
080771,Esplugues de Llobregat,3243,16120,3432,2962,16533,4296,6205,32653,7728,
170643,Espolla,9,144,44,26,123,62,35,267,106,
170656,Esponellà,35,146,37,38,141,54,73,287,91,
250827,Espot,22,151,23,23,109,32,45,260,55,
080787,"Espunyola, l'",17,79,36,18,85,34,35,164,70,
082541,"Esquirol, l'",176,765,211,180,696,261,356,1461,472,
250886,Estamariu,4,35,22,6,29,19,10,64,41,
080790,"Estany, l'",18,119,43,22,122,61,40,241,104,
250851,Estaràs,8,67,23,8,48,24,16,115,47,
250864,Esterri d'Àneu,59,342,68,55,287,80,114,629,148,
250870,Esterri de Cardós,0,25,6,6,26,9,6,51,15,
430555,Falset,202,965,240,207,889,304,409,1854,544,
170059,"Far d'Empordà, el",51,169,45,49,158,52,100,327,97,
250899,Farrera,5,52,12,7,33,6,12,85,18,
430568,"Fatarella, la",50,370,153,58,324,184,108,694,337,
430574,"Febró, la",0,24,7,0,15,3,0,39,10,
081347,Figaró-Montmany,81,367,90,83,305,119,164,672,209,
080804,Fígols,1,13,12,2,10,9,3,23,21,
259084,Fígols i Alinyà,11,99,48,5,67,50,16,166,98,
430580,"Figuera, la",6,60,20,5,46,19,11,106,39,
170669,Figueres,3521,15327,2571,3307,14324,3759,6828,29651,6330,
430593,Figuerola del Camp,25,99,28,35,106,37,60,205,65,
170675,Flaçà,70,353,95,68,346,118,138,699,213,
430607,Flix,212,1437,413,201,1311,480,413,2748,893,
250925,"Floresta, la",14,70,26,11,49,29,25,119,55,
080826,Fogars de la Selva,138,540,90,138,485,89,276,1025,179,
080811,Fogars de Montclús,51,156,41,32,138,41,83,294,82,
170681,Foixà,26,115,38,15,98,41,41,213,79,
080832,Folgueroles,233,713,137,206,711,154,439,1424,291,
250931,Fondarella,65,294,49,48,289,66,113,583,115,
080847,Fonollosa,107,502,88,103,464,98,210,966,186,
170694,Fontanals de Cerdanya,23,169,35,16,158,42,39,327,77,
170708,Fontanilles,12,68,21,8,42,16,20,110,37,
170715,Fontcoberta,85,429,71,103,434,78,188,863,149,
080850,Font-rubí,108,504,155,111,424,159,219,928,314,
250946,Foradada,12,67,30,4,53,23,16,120,53,
179026,Forallac,115,615,133,99,610,168,214,1225,301,
430614,Forès,0,18,11,0,9,11,0,27,22,
170736,Fornells de la Selva,196,714,100,229,738,133,425,1452,233,
170741,Fortià,40,216,64,49,193,66,89,409,130,
080863,"Franqueses del Vallès, les",1456,6454,831,1351,5808,1078,2807,12262,1909,
430629,Freginals,20,161,57,20,128,63,40,289,120,
250962,"Fuliola, la",71,408,134,64,378,170,135,786,304,
250978,Fulleda,2,45,18,5,33,16,7,78,34,
080902,Gaià,14,58,13,12,49,14,26,107,27,
430635,"Galera, la",53,301,89,49,255,104,102,556,193,
080879,Gallifa,16,80,16,15,70,16,31,150,32,
430640,Gandesa,207,1134,294,196,979,363,403,2113,657,
430653,Garcia,31,201,75,35,167,97,66,368,172,
430666,"Garidells, els",15,75,21,15,77,19,30,152,40,
080885,"Garriga, la",1306,4928,822,1256,5076,1197,2562,10004,2019,
170754,Garrigàs,27,144,45,21,113,45,48,257,90,
170767,Garrigoles,9,63,17,9,45,24,18,108,41,
170773,Garriguella,53,286,78,58,258,88,111,544,166,
080898,Gavà,3767,16007,2720,3474,15759,3463,7241,31766,6183,
250984,Gavet de la Conca,15,82,51,11,86,59,26,168,110,
080919,Gelida,592,2374,383,547,2195,510,1139,4569,893,
170789,Ger,34,162,43,26,155,29,60,317,72,
259123,Gimenells i el Pla de la Font,81,400,121,76,358,148,157,758,269,
430672,Ginestar,69,402,121,66,308,132,135,710,253,
170792,Girona,7702,33648,5030,7309,33315,7480,15011,66963,12510,
080924,Gironella,277,1674,489,311,1561,704,588,3235,1193,
080930,Gisclareny,0,17,2,0,12,3,0,29,5,
430688,Godall,40,270,118,55,233,120,95,503,238,
250997,Golmés,144,569,123,127,541,157,271,1110,280,
170806,Gombrèn,16,79,20,16,81,27,32,160,47,
251001,Gósol,16,89,27,5,68,28,21,157,55,
080945,"Granada, la",160,714,122,158,639,156,318,1353,278,
251018,"Granadella, la",35,252,105,35,200,131,70,452,236,
080958,Granera,1,40,8,1,17,5,2,57,13,
251023,"Granja d'Escarp, la",49,383,117,51,289,135,100,672,252,
080961,Granollers,4676,22090,3469,4362,20571,4954,9038,42661,8423,
251039,Granyanella,8,61,21,10,54,24,18,115,45,
251057,Granyena de les Garrigues,6,65,19,4,40,27,10,105,46,
251044,Granyena de Segarra,1,46,26,1,38,32,2,84,58,
430691,Gratallops,22,90,23,10,77,35,32,167,58,
080977,Gualba,92,416,66,95,384,73,187,800,139,
170813,Gualta,32,133,27,21,96,38,53,229,65,
080996,Guardiola de Berguedà,67,347,109,48,285,126,115,632,235,
430705,"Guiamets, els",14,117,36,12,94,54,26,211,90,
170828,Guils de Cerdanya,29,191,27,25,157,38,54,348,65,
251095,Guimerà,9,116,62,6,78,70,15,194,132,
259031,"Guingueta d'Àneu, la",28,146,36,14,115,37,42,261,73,
251109,Guissona,531,2229,248,543,1808,324,1074,4037,572,
251116,Guixers,6,57,18,4,37,18,10,94,36,
081000,Gurb,244,839,145,212,788,166,456,1627,311,
430712,Horta de Sant Joan,84,451,164,63,356,169,147,807,333,
081017,"Hospitalet de Llobregat, l'",16372,88656,19639,15638,86969,26508,32010,175625,46147,
081629,"Hostalets de Pierola, els",223,926,126,213,787,151,436,1713,277,
170834,Hostalric,299,1445,252,304,1273,309,603,2718,561,
081022,Igualada,3044,13362,2588,2877,12426,3867,5921,25788,6455,
251155,Isona i Conca Dellà,63,382,169,48,312,177,111,694,346,
170849,Isòvol,17,114,25,5,76,31,22,190,56,
251137,Ivars d'Urgell,105,639,186,101,482,234,206,1121,420,
251121,Ivars de Noguera,15,125,46,18,98,46,33,223,92,
251142,Ivorra,7,45,18,5,39,24,12,84,42,
170852,Jafre,21,160,44,13,108,56,34,268,100,
170865,"Jonquera, la",238,1180,174,221,1067,227,459,2247,401,
081038,Jorba,68,261,59,69,249,80,137,510,139,
259101,Josa i Tuixén,7,60,17,4,54,17,11,114,34,
170871,Juià,30,95,34,21,86,35,51,181,69,
251180,Juncosa,21,177,69,33,127,81,54,304,150,
251193,Juneda,225,1198,325,203,1018,373,428,2216,698,
251214,Les,73,359,47,61,352,76,134,711,123,
251229,Linyola,215,985,251,198,835,297,413,1820,548,
081043,"Llacuna, la",56,338,94,51,262,109,107,600,203,
170887,Lladó,46,228,61,43,199,67,89,427,128,
251235,Lladorre,12,78,23,15,76,26,27,154,49,
251240,Lladurs,13,71,33,14,60,21,27,131,54,
081056,"Llagosta, la",1068,4998,824,1016,4685,1054,2084,9683,1878,
170890,Llagostera,591,2802,555,600,2363,703,1191,5165,1258,
170904,Llambilles,60,231,50,55,207,57,115,438,107,
170911,Llanars,37,218,49,23,178,66,60,396,115,
170926,Llançà,335,1777,430,348,1655,537,683,3432,967,
251253,Llardecans,24,174,82,27,145,93,51,319,175,
251266,Llavorsí,23,125,38,22,122,35,45,247,73,
251207,Lleida,9967,47280,8297,9680,44424,12083,19647,91704,20380,
170932,Llers,87,402,95,84,377,112,171,779,207,
251272,Lles de Cerdanya,20,107,29,7,69,31,27,176,60,
081075,Lliçà d'Amunt,1372,4915,783,1300,4639,800,2672,9554,1583,
081081,Lliçà de Vall,581,2227,381,501,2114,378,1082,4341,759,
251288,Llimiana,7,58,26,5,46,21,12,104,47,
081069,Llinars del Vallès,782,3143,513,700,2983,718,1482,6126,1231,
170947,Llívia,114,627,95,79,498,104,193,1125,199,
430727,"Lloar, el",9,37,22,4,31,12,13,68,34,
251291,Llobera,17,75,23,8,59,30,25,134,53,
430733,Llorac,5,37,14,4,30,16,9,67,30,
430748,Llorenç del Penedès,214,731,141,179,713,179,393,1444,320,
170950,Lloret de Mar,2999,15417,1617,2657,13073,1971,5656,28490,3588,
170963,"Llosses, les",12,91,25,7,79,20,19,170,45,
081094,Lluçà,18,92,22,21,76,26,39,168,48,
171024,Maçanet de Cabrenys,25,247,107,37,202,105,62,449,212,
171030,Maçanet de la Selva,526,2500,420,532,2175,458,1058,4675,878,
170979,Madremanya,14,65,26,19,81,27,33,146,53,
170985,Maià de Montcal,30,137,44,30,126,40,60,263,84,
251333,Maials,47,322,129,52,263,164,99,585,293,
251305,Maldà,14,79,53,12,73,42,26,152,95,
081108,Malgrat de Mar,1410,6492,1260,1271,6094,1734,2681,12586,2994,
081115,Malla,17,96,17,12,95,24,29,191,41,
081120,Manlleu,1791,7282,1362,1744,6450,1876,3535,13732,3238,
081136,Manresa,5579,25864,5558,5233,24348,8471,10812,50212,14029,
430764,Marçà,49,201,80,50,188,83,99,389,163,
430751,Margalef,8,39,20,1,31,21,9,70,41,
082423,Marganell,23,100,22,16,99,41,39,199,63,
081141,Martorell,2365,9635,1553,2185,8387,2044,4550,18022,3597,
081154,Martorelles,367,1744,364,315,1679,436,682,3423,800,
430770,Mas de Barberans,33,225,82,35,199,102,68,424,184,
171002,Masarac,20,103,26,13,77,39,33,180,65,
430786,Masdenverge,61,402,126,73,345,114,134,747,240,
081167,"Masies de Roda, les",46,269,55,48,254,73,94,523,128,
081173,"Masies de Voltregà, les",293,1089,192,273,1074,268,566,2163,460,
430799,Masllorenç,33,181,54,35,147,67,68,328,121,
081189,"Masnou, el",1681,7591,1341,1615,7781,2057,3296,15372,3398,
430803,"Masó, la",11,98,37,20,90,35,31,188,72,
430810,Maspujols,49,180,66,49,161,60,98,341,126,
081192,Masquefa,805,2846,424,797,2689,468,1602,5535,892,
430825,"Masroig, el",34,174,71,27,158,86,61,332,157,
251312,Massalcoreig,35,222,70,28,172,87,63,394,157,
171019,Massanes,48,281,46,48,228,58,96,509,104,
251327,Massoteres,22,75,24,18,64,21,40,139,45,
081206,Matadepera,1005,2834,429,820,2836,536,1825,5670,965,
081213,Mataró,9387,43318,7331,8804,40672,10268,18191,83990,17599,
081228,Mediona,184,799,210,173,689,252,357,1488,462,
251348,Menàrguens,41,282,113,47,227,133,88,509,246,
170998,Meranges,4,34,13,1,22,9,5,56,22,
171058,Mieres,26,122,33,29,94,42,55,216,75,
430831,"Milà, el",10,53,22,13,57,22,23,110,44,
251351,Miralcamp,89,489,119,96,463,149,185,952,268,
430846,Miravet,47,306,72,37,218,119,84,524,191,
081385,Moià,520,1967,378,478,1809,509,998,3776,887,
430859,"Molar, el",17,102,44,10,73,47,27,175,91,
081234,Molins de Rei,1964,8325,1411,1873,8326,1929,3837,16651,3340,
251370,Mollerussa,1219,5228,710,1119,4434,965,2338,9662,1675,
