Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
172076,"Vall d'en Bas, la",240,981,259,242,922,322,482,1903,581,
172082,"Vall de Bianya, la",109,442,110,111,402,123,220,844,233,
250432,"Vall de Boí, la",53,387,92,58,333,81,111,720,173,
259010,Vall de Cardós,21,134,41,27,107,38,48,241,79,
082922,Vallbona d'Anoia,129,482,121,100,441,144,229,923,265,
252385,Vallbona de les Monges,13,83,40,12,62,46,25,145,86,
082938,Vallcebre,12,90,44,9,68,32,21,158,76,
431589,Vallclara,8,36,18,7,28,12,15,64,30,
252402,Vallfogona de Balaguer,151,627,147,153,631,171,304,1258,318,
171707,Vallfogona de Ripollès,14,66,31,8,57,29,22,123,60,
431592,Vallfogona de Riucorb,1,40,17,2,17,18,3,57,35,
082943,Vallgorguina,303,955,151,274,900,166,577,1855,317,
082956,Vallirana,1382,4865,1060,1390,4688,1248,2772,9553,2308,
172095,Vall-llobrega,103,310,45,97,309,51,200,619,96,
431606,Vallmoll,118,579,139,143,542,130,261,1121,269,
082969,Vallromanes,301,857,137,260,830,158,561,1687,295,
431613,Valls,2074,8266,1787,1961,7811,2422,4035,16077,4209,
259062,"Valls d'Aguilar, les",18,99,47,12,89,37,30,188,84,
252398,"Valls de Valira, les",48,302,78,49,290,78,97,592,156,
431628,Vandellòs i l'Hospitalet de l'Infant,530,2039,450,501,1982,548,1031,4021,998,
259097,"Vansa i Fórnols, la",5,77,29,8,60,31,13,137,60,
082975,Veciana,13,56,28,16,39,23,29,95,51,
431634,"Vendrell, el",3277,12149,2803,3144,11908,3277,6421,24057,6080,
172109,Ventalló,64,282,83,70,242,89,134,524,172,
252424,Verdú,48,290,114,63,265,167,111,555,281,
172116,Verges,91,373,114,100,356,163,191,729,277,
431649,Vespella de Gaià,40,149,43,32,121,40,72,270,83,
082981,Vic,4045,14433,2668,3674,13660,4018,7719,28093,6686,
172121,Vidrà,14,63,12,11,56,17,25,119,29,
172137,Vidreres,688,2725,593,632,2439,664,1320,5164,1257,
252430,Vielha e Mijaran,424,2071,272,373,1957,353,797,4028,625,
431652,Vilabella,53,280,88,54,223,105,107,503,193,
172142,Vilabertran,75,300,85,74,273,95,149,573,180,
172155,Vilablareix,222,870,164,213,912,178,435,1782,342,
082994,Vilada,19,148,60,7,119,74,26,267,134,
172174,Viladamat,25,153,51,31,131,50,56,284,101,
172168,Viladasens,20,80,14,15,71,21,35,151,35,
083015,Viladecans,6141,22049,4351,5789,21757,5462,11930,43806,9813,
083008,Viladecavalls,670,2583,432,625,2568,487,1295,5151,919,
172180,Vilademuls,80,274,82,68,241,89,148,515,171,
172207,Viladrau,74,358,95,80,322,106,154,680,201,
172214,Vilafant,472,1856,392,463,1880,480,935,3736,872,
083054,Vilafranca del Penedès,3565,13005,2712,3343,12821,3778,6908,25826,6490,
252445,Vilagrassa,52,173,45,38,167,47,90,340,92,
172235,Vilajuïga,88,387,102,114,369,109,202,756,211,
431750,Vilalba dels Arcs,30,206,105,34,180,114,64,386,219,
083067,Vilalba Sasserra,79,234,39,68,225,64,147,459,103,
252458,Vilaller,36,210,57,28,165,70,64,375,127,
172240,Vilallonga de Ter,24,133,48,19,113,61,43,246,109,
431665,Vilallonga del Camp,226,776,136,209,724,157,435,1500,293,
172253,Vilamacolum,19,106,25,19,86,39,38,192,64,
172266,Vilamalla,87,399,95,90,359,103,177,758,198,
172272,Vilamaniscle,22,63,12,14,55,13,36,118,25,
252477,Vilamòs,11,73,8,9,56,7,20,129,15,
172288,Vilanant,27,140,31,44,123,34,71,263,65,
431671,Vilanova d'Escornalbou,48,176,64,34,169,47,82,345,111,
252483,Vilanova de Bellpuig,94,359,151,75,312,184,169,671,335,
252496,Vilanova de l'Aguda,10,67,31,11,62,37,21,129,68,
252542,Vilanova de la Barca,80,353,113,67,353,133,147,706,246,
252509,Vilanova de Meià,23,145,65,19,108,64,42,253,129,
431687,Vilanova de Prades,4,40,17,11,34,15,15,74,32,
083036,Vilanova de Sau,17,103,37,10,105,40,27,208,77,
252516,Vilanova de Segrià,63,351,83,59,279,105,122,630,188,
083020,Vilanova del Camí,1200,4224,826,1103,4069,1030,2303,8293,1856,
089024,Vilanova del Vallès,617,1780,264,571,1718,291,1188,3498,555,
083073,Vilanova i la Geltrú,5255,21554,5012,5046,22094,6723,10301,43648,11735,
431690,Vilaplana,32,225,59,43,200,65,75,425,124,
431704,Vila-rodona,111,436,100,108,386,135,219,822,235,
172305,Vila-sacra,53,213,53,69,205,77,122,418,130,
252521,Vila-sana,56,243,60,55,221,83,111,464,143,
431711,Vila-seca,2168,7968,1178,2032,7572,1414,4200,15540,2592,
082140,Vilassar de Dalt,741,2939,726,721,2967,870,1462,5906,1596,
082191,Vilassar de Mar,1791,6539,1530,1720,6866,2001,3511,13405,3531,
172229,Vilaür,20,43,17,13,46,20,33,89,37,
431726,Vilaverd,37,163,46,43,131,49,80,294,95,
431732,"Vilella Alta, la",10,41,19,14,35,16,24,76,35,
431747,"Vilella Baixa, la",17,66,26,12,49,27,29,115,53,
172333,Vilobí d'Onyar,289,1105,253,279,951,289,568,2056,542,
083041,Vilobí del Penedès,108,360,96,81,330,110,189,690,206,
172327,Vilopriu,22,64,21,12,56,24,34,120,45,
252537,"Vilosell, el",4,52,35,4,57,35,8,109,70,
431763,Vimbodí i Poblet,70,335,137,47,240,137,117,575,274,
252555,Vinaixa,31,171,66,22,152,84,53,323,150,
431779,Vinebre,41,133,45,31,128,57,72,261,102,
431785,Vinyols i els Arcs,165,671,157,161,633,144,326,1304,301,
083089,Viver i Serrateix,16,49,25,12,44,22,28,93,47,
430521,Xerta,68,389,132,72,360,188,140,749,320,
,Catalunya,608721,2502653,580371,573995,2461120,781246,1182716,4963773,1361617,

