,Codi,Literal,Habitatges familiars secundaris,Habitatges familiars vacants,Habitatges familiars altres,Any,Habitatges familiars principals
104,430234,Bellmunt del Priorat,99,111,,2011,142
105,080214,Bellprat,36,0,,2011,36
106,250501,Bellpuig,0,514,,2011,1760
107,430249,Bellvei,394,0,,2011,813
108,250518,Bellver de Cerdanya,1116,437,,2011,1047
109,250523,Bellvís,0,45,,2011,958
110,250539,Benavent de Segrià,0,76,,2011,512
111,430252,Benifallet,125,95,,2011,272
112,430265,Benissanet,48,65,,2011,463
113,080229,Berga,551,1531,,2011,7038
114,170195,Besalú,0,206,,2011,967
115,170209,Bescanó,0,196,,2011,1652
116,170216,Beuda,14,10,,2011,58
117,080235,Bigues i Riells del Fai,1026,147,,2011,3218
118,250557,Biosca,0,44,,2011,89
119,170221,"Bisbal d'Empordà, la",315,661,,2011,4129
120,430271,"Bisbal de Falset, la",41,49,,2011,89
121,430287,"Bisbal del Penedès, la",1120,466,,2011,1259
122,172348,Biure,36,0,,2011,102
123,430290,Blancafort,94,70,,2011,170
124,170237,Blanes,7062,2238,,2011,15957
125,170293,Boadella i les Escaules,54,0,,2011,102
126,170242,Bolvir,578,28,,2011,166
127,430304,Bonastre,232,56,,2011,264
128,250576,"Bòrdes, Es",141,25,,2011,114
129,170255,Bordils,0,87,,2011,622
130,250582,"Borges Blanques, les",0,1129,,2011,2370
131,430311,"Borges del Camp, les",161,97,,2011,759
132,170268,Borrassà,0,32,,2011,260
133,080240,Borredà,92,141,,2011,223
134,250595,Bossòst,223,139,,2011,413
135,430326,Bot,73,146,,2011,251
136,430332,Botarell,52,0,,2011,409
137,250560,Bovera,53,63,,2011,125
138,430347,Bràfim,67,60,,2011,275
139,170274,Breda,200,0,,2011,1461
140,080253,"Bruc, el",0,311,,2011,729
141,080266,"Brull, el",0,0,,2011,76
142,170280,Brunyola i Sant Martí Sapresa,50,0,,2011,129
143,430350,Cabacés,66,42,,2011,128
144,250609,Cabanabona,0,42,,2011,26
145,170314,Cabanelles,28,21,,2011,104
146,170307,Cabanes,0,0,,2011,346
147,080272,"Cabanyes, les",0,0,,2011,308
148,250616,Cabó,50,15,,2011,38
149,430363,Cabra del Camp,432,128,,2011,413
150,080288,Cabrera d'Anoia,566,0,,2011,526
151,080291,Cabrera de Mar,441,0,,2011,1606
152,080305,Cabrils,371,293,,2011,2423
153,170329,Cadaqués,2131,0,,2011,1131
154,080312,Calaf,0,300,,2011,1431
155,430379,Calafell,13635,3254,,2011,10092
156,080348,Calders,209,0,,2011,350
157,080327,Caldes d'Estrac,485,229,,2011,1226
158,170335,Caldes de Malavella,637,287,,2011,2619
159,080333,Caldes de Montbui,563,367,,2011,6507
160,080351,Calella,1559,1537,,2011,7519
161,080370,Calldetenes,0,0,,2011,917
162,080386,Callús,0,138,,2011,740
163,080364,Calonge de Segarra,71,0,,2011,56
164,170340,Calonge i Sant Antoni,6475,2069,,2011,4167
165,250621,Camarasa,308,30,,2011,397
166,439039,Camarles,151,316,,2011,1245
167,430385,Cambrils,13030,5098,,2011,12622
168,170353,Camós,0,0,,2011,228
169,170366,Campdevànol,197,172,,2011,1393
170,170372,Campelles,101,0,,2011,57
171,080399,Campins,67,0,,2011,195
172,170388,Campllong,0,0,,2011,165
173,170391,Camprodon,1160,556,,2011,1083
174,250637,Canejan,17,11,,2011,54
175,170405,Canet d'Adri,69,0,,2011,246
176,080403,Canet de Mar,1307,800,,2011,5613
177,439076,"Canonja, la",0,29,,2011,2283
178,080410,Canovelles,0,568,,2011,5584
179,080425,Cànoves i Samalús,0,0,,2011,1042
180,170412,Cantallops,61,0,,2011,134
181,080431,Canyelles,781,85,,2011,1528
182,430398,Capafonts,78,17,,2011,67
183,430402,Capçanes,48,68,,2011,170
184,080446,Capellades,130,331,,2011,2123
185,170427,Capmany,0,0,,2011,279
186,080459,Capolat,4,0,,2011,40
187,080462,Cardedeu,0,752,,2011,6490
188,080478,Cardona,0,553,,2011,1963
189,080484,Carme,0,83,,2011,342
190,430419,Caseres,86,0,,2011,110
191,170448,Cassà de la Selva,234,580,,2011,3828
192,080497,Casserres,162,273,,2011,609
193,080575,Castell de l'Areny,8,4,,2011,42
194,259046,Castell de Mur,44,19,,2011,86
195,250642,Castellar de la Ribera,0,9,,2011,42
196,080522,Castellar de n'Hug,147,24,,2011,84
197,080500,Castellar del Riu,4,4,,2011,78
198,080517,Castellar del Vallès,505,1190,,2011,8261
199,080538,Castellbell i el Vilar,491,271,,2011,1339
200,080543,Castellbisbal,823,0,,2011,4254
201,080556,Castellcir,48,0,,2011,226
202,250674,Castelldans,76,53,,2011,398
203,080569,Castelldefels,4523,4294,,2011,23397
204,080581,Castellet i la Gornal,366,0,,2011,857
205,170464,Castellfollit de la Roca,0,118,,2011,433
206,080608,Castellfollit de Riubregós,30,41,,2011,82
207,080594,Castellfollit del Boix,99,20,,2011,168
208,080615,Castellgalí,226,112,,2011,735
209,080620,Castellnou de Bages,88,0,,2011,419
210,250680,Castellnou de Seana,0,47,,2011,280
211,170470,Castelló d'Empúries,11045,844,,2011,4523
212,250693,Castelló de Farfanya,132,79,,2011,217
213,080636,Castellolí,0,62,,2011,219
214,170486,Castell-Platja d'Aro,10038,659,,2011,4542
215,250707,Castellserà,0,70,,2011,448
216,080641,Castellterçol,557,121,,2011,937
217,430424,Castellvell del Camp,253,112,,2011,954
218,080654,Castellví de la Marca,0,0,,2011,586
219,080667,Castellví de Rosanes,167,0,,2011,579
220,430430,"Catllar, el",796,106,,2011,1531
221,250714,Cava,68,23,,2011,37
222,171899,"Cellera de Ter, la",0,106,,2011,779
223,170499,Celrà,0,217,,2011,1791
224,080673,Centelles,0,239,,2011,2960
225,082687,Cercs,270,337,,2011,585
226,082665,Cerdanyola del Vallès,435,3549,,2011,21316
227,080689,Cervelló,553,314,,2011,3117
228,250729,Cervera,158,872,,2011,3560
229,250735,Cervià de les Garrigues,271,87,,2011,314
230,170502,Cervià de Ter,31,0,,2011,324
231,170519,Cistella,16,0,,2011,101
232,250740,Ciutadilla,97,0,,2011,84
233,250753,Clariana de Cardener,0,23,,2011,41
234,250766,"Cogul, el",18,49,,2011,70
235,170545,Colera,778,55,,2011,223
236,250772,Coll de Nargó,289,68,,2011,241
237,080692,Collbató,593,0,,2011,1469
238,430458,Colldejou,36,0,,2011,70
239,080706,Collsuspina,44,0,,2011,123
240,170558,Colomers,32,0,,2011,88
241,251636,"Coma i la Pedra, la",559,51,,2011,117
242,251615,Conca de Dalt,252,13,,2011,191
243,430461,Conesa,103,15,,2011,62
244,430477,Constantí,0,154,,2011,2502
245,080713,Copons,40,0,,2011,124
246,430483,Corbera d'Ebre,45,120,,2011,414
247,080728,Corbera de Llobregat,1215,440,,2011,5067
248,250788,Corbins,0,65,,2011,507
249,170577,Corçà,157,0,,2011,516
250,080734,Cornellà de Llobregat,550,2688,,2011,33424
251,170561,Cornellà del Terri,0,0,,2011,747
252,430496,Cornudella de Montsant,306,81,,2011,452
253,430509,Creixell,2249,366,,2011,1409
254,170583,Crespià,0,18,,2011,96
255,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",126,30,,2011,476
256,080749,Cubelles,3076,1721,,2011,5803
257,250791,Cubells,85,68,,2011,147
258,430516,Cunit,7587,416,,2011,5010
259,170600,Darnius,144,31,,2011,233
260,170617,Das,295,0,,2011,92
261,439018,Deltebre,440,1549,,2011,4270
262,080752,Dosrius,196,105,,2011,1954
263,430537,Duesaigües,41,36,,2011,111
264,170622,"Escala, l'",9929,993,,2011,4072
265,080765,Esparreguera,834,1160,,2011,8495
266,170638,Espinelves,20,0,,2011,92
267,250812,"Espluga Calba, l'",123,86,,2011,172
268,430542,"Espluga de Francolí, l'",308,526,,2011,1493
269,080771,Esplugues de Llobregat,625,1299,,2011,17529
270,170643,Espolla,62,43,,2011,172
271,170656,Esponellà,17,0,,2011,146
272,250827,Espot,299,26,,2011,149
273,080787,"Espunyola, l'",24,17,,2011,75
274,082541,"Esquirol, l'",264,80,,2011,824
275,250886,Estamariu,19,8,,2011,39
276,080790,"Estany, l'",75,93,,2011,151
277,250851,Estaràs,29,14,,2011,68
278,250864,Esterri d'Àneu,546,190,,2011,382
279,250870,Esterri de Cardós,24,0,,2011,29
280,430555,Falset,459,263,,2011,1074
281,170059,"Far d'Empordà, el",0,0,,2011,196
282,250899,Farrera,22,10,,2011,56
283,430568,"Fatarella, la",94,99,,2011,438
284,430574,"Febró, la",18,0,,2011,31
285,081347,Figaró-Montmany,59,101,,2011,375
286,080804,Fígols,10,0,,2011,14
287,259084,Fígols i Alinyà,155,20,,2011,107
288,430580,"Figuera, la",117,19,,2011,54
289,170669,Figueres,769,2575,,2011,17597
290,430593,Figuerola del Camp,76,0,,2011,117
291,170675,Flaçà,0,70,,2011,412
292,430607,Flix,162,575,,2011,1611
293,250925,"Floresta, la",61,30,,2011,67
294,080826,Fogars de la Selva,213,0,,2011,550
295,080811,Fogars de Montclús,59,25,,2011,160
296,170681,Foixà,101,0,,2011,116
297,080832,Folgueroles,0,0,,2011,781
298,250931,Fondarella,0,0,,2011,296
299,080847,Fonollosa,0,245,,2011,513
300,170694,Fontanals de Cerdanya,884,0,,2011,236
301,170708,Fontanilles,0,42,,2011,62
302,170715,Fontcoberta,0,0,,2011,476
303,080850,Font-rubí,93,60,,2011,521
304,250946,Foradada,57,19,,2011,80
305,179026,Forallac,243,126,,2011,626
306,430614,Forès,49,0,,2011,32
307,170736,Fornells de la Selva,0,0,,2011,828
308,170741,Fortià,49,56,,2011,237
309,080863,"Franqueses del Vallès, les",0,375,,2011,7240
310,430629,Freginals,40,27,,2011,166
311,250962,"Fuliola, la",0,137,,2011,470
312,250978,Fulleda,22,41,,2011,46
313,080902,Gaià,29,41,,2011,60
314,430635,"Galera, la",64,66,,2011,322
315,080879,Gallifa,40,0,,2011,75
316,430640,Gandesa,162,161,,2011,1153
317,430653,Garcia,0,161,,2011,237
318,430666,"Garidells, els",25,20,,2011,70
319,080885,"Garriga, la",0,747,,2011,6052
320,170754,Garrigàs,64,41,,2011,150
321,170767,Garrigoles,43,0,,2011,65
322,170773,Garriguella,91,0,,2011,352
323,080898,Gavà,2028,1725,,2011,17675
324,250984,Gavet de la Conca,136,0,,2011,123
325,080919,Gelida,393,687,,2011,2825
326,170789,Ger,335,37,,2011,209
327,259123,Gimenells i el Pla de la Font,25,38,,2011,430
328,430672,Ginestar,65,82,,2011,346
329,170792,Girona,2474,6727,,2011,38245
330,080924,Gironella,208,527,,2011,2110
331,080930,Gisclareny,16,10,,2011,11
332,430688,Godall,136,119,,2011,287
333,250997,Golmés,0,111,,2011,638
334,170806,Gombrèn,82,27,,2011,83
335,251001,Gósol,245,42,,2011,97
336,080945,"Granada, la",0,94,,2011,816
337,251018,"Granadella, la",88,138,,2011,298
338,080958,Granera,49,0,,2011,42
339,251023,"Granja d'Escarp, la",61,113,,2011,380
340,080961,Granollers,685,2609,,2011,22831
341,251039,Granyanella,15,5,,2011,74
342,251057,Granyena de les Garrigues,37,33,,2011,78
343,251044,Granyena de Segarra,41,18,,2011,54
344,430691,Gratallops,61,64,,2011,110
345,080977,Gualba,116,140,,2011,534
346,170813,Gualta,37,29,,2011,153
347,080996,Guardiola de Berguedà,161,199,,2011,458
348,430705,"Guiamets, els",0,16,,2011,117
349,170828,Guils de Cerdanya,545,0,,2011,223
350,251095,Guimerà,231,54,,2011,137
351,259031,"Guingueta d'Àneu, la",246,29,,2011,179
352,251109,Guissona,0,239,,2011,2216
353,251116,Guixers,69,31,,2011,44
354,081000,Gurb,0,0,,2011,757
355,430712,Horta de Sant Joan,0,0,,2011,444
356,081017,"Hospitalet de Llobregat, l'",1429,8605,,2011,102031
357,081629,"Hostalets de Pierola, els",142,258,,2011,1092
358,170834,Hostalric,0,462,,2011,1612
359,081022,Igualada,546,3802,,2011,15688
360,251155,Isona i Conca Dellà,449,97,,2011,440
361,170849,Isòvol,271,0,,2011,148
362,251137,Ivars d'Urgell,0,138,,2011,616
363,251121,Ivars de Noguera,31,0,,2011,124
364,251142,Ivorra,16,7,,2011,50
365,170852,Jafre,0,0,,2011,167
366,170865,"Jonquera, la",0,77,,2011,1222
367,081038,Jorba,69,53,,2011,308
368,259101,Josa i Tuixén,141,33,,2011,65
369,170871,Juià,11,0,,2011,125
370,251180,Juncosa,83,59,,2011,179
371,251193,Juneda,63,442,,2011,1226
372,251214,Les,94,43,,2011,417
373,251229,Linyola,0,267,,2011,1052
374,081043,"Llacuna, la",244,107,,2011,375
375,170887,Lladó,0,80,,2011,288
376,251235,Lladorre,72,21,,2011,99
377,251240,Lladurs,49,25,,2011,63
378,081056,"Llagosta, la",0,424,,2011,5222
379,170890,Llagostera,845,503,,2011,3104
380,170904,Llambilles,0,0,,2011,225
381,170911,Llanars,527,93,,2011,228
382,170926,Llançà,6594,267,,2011,2063
383,251253,Llardecans,60,52,,2011,234
384,251266,Llavorsí,138,0,,2011,171
385,251207,Lleida,3167,7456,,2011,55792
386,170932,Llers,0,0,,2011,420
387,251272,Lles de Cerdanya,179,56,,2011,123
388,081075,Lliçà d'Amunt,1311,350,,2011,4935
389,081081,Lliçà de Vall,367,166,,2011,2166
390,251288,Llimiana,37,4,,2011,92
391,081069,Llinars del Vallès,308,670,,2011,3374
392,170947,Llívia,1553,345,,2011,700
393,430727,"Lloar, el",61,11,,2011,42
394,251291,Llobera,16,0,,2011,62
395,430733,Llorac,37,12,,2011,52
396,430748,Llorenç del Penedès,162,0,,2011,830
397,170950,Lloret de Mar,4200,3789,,2011,15541
398,170963,"Llosses, les",64,0,,2011,97
399,081094,Lluçà,117,0,,2011,94
400,171024,Maçanet de Cabrenys,298,0,,2011,297
401,171030,Maçanet de la Selva,737,467,,2011,2660
402,170979,Madremanya,40,0,,2011,99
403,170985,Maià de Montcal,47,22,,2011,185
404,251333,Maials,104,138,,2011,380
405,251305,Maldà,24,125,,2011,97
406,081108,Malgrat de Mar,2106,1109,,2011,6969
407,081115,Malla,0,0,,2011,81
408,081120,Manlleu,314,1103,,2011,7353
409,081136,Manresa,1099,9434,,2011,29072
410,430764,Marçà,159,81,,2011,267
411,430751,Margalef,73,13,,2011,49
412,082423,Marganell,82,0,,2011,103
413,081141,Martorell,0,600,,2011,9987
414,081154,Martorelles,0,265,,2011,1854
415,430770,Mas de Barberans,0,145,,2011,256
416,171002,Masarac,24,0,,2011,106
417,430786,Masdenverge,0,75,,2011,427
418,081167,"Masies de Roda, les",0,0,,2011,275
419,081173,"Masies de Voltregà, les",0,0,,2011,1138
420,430799,Masllorenç,176,0,,2011,219
421,081189,"Masnou, el",908,621,,2011,8837
422,430803,"Masó, la",27,27,,2011,106
423,430810,Maspujols,119,0,,2011,302
424,081192,Masquefa,0,1153,,2011,3133
425,430825,"Masroig, el",107,71,,2011,205
426,251312,Massalcoreig,38,37,,2011,214
427,171019,Massanes,127,53,,2011,266
428,251327,Massoteres,30,34,,2011,69
429,081206,Matadepera,317,220,,2011,2796
430,081213,Mataró,1272,5957,,2011,47081
431,081228,Mediona,862,187,,2011,886
432,251348,Menàrguens,59,100,,2011,369
433,170998,Meranges,40,8,,2011,40
434,171058,Mieres,71,0,,2011,133
435,430831,"Milà, el",20,19,,2011,60
436,251351,Miralcamp,0,47,,2011,525
437,430846,Miravet,127,69,,2011,296
438,081385,Moià,513,795,,2011,2144
439,430859,"Molar, el",44,69,,2011,125
440,081234,Molins de Rei,0,1129,,2011,9672
441,251370,Mollerussa,0,1184,,2011,5352
442,171061,Mollet de Peralada,44,0,,2011,73
443,081249,Mollet del Vallès,306,2829,,2011,19307
444,171077,Molló,241,59,,2011,153
445,251364,"Molsosa, la",9,0,,2011,33
446,081287,Monistrol de Calders,223,44,,2011,250
447,081271,Monistrol de Montserrat,0,253,,2011,1278
448,171096,Montagut i Oix,62,51,,2011,348
449,430862,Montblanc,381,610,,2011,3012
450,430884,Montbrió del Camp,95,317,,2011,966
451,081252,Montcada i Reixac,366,2537,,2011,13007
452,081304,Montclar,25,0,,2011,37
453,251399,Montellà i Martinet,253,94,,2011,304
454,081311,Montesquiu,87,129,,2011,370
455,251403,Montferrer i Castellbò,222,315,,2011,429
456,430897,Montferri,131,0,,2011,154
457,251386,Montgai,80,53,,2011,264
458,081265,Montgat,0,0,,2011,4351
459,081326,Montmajor,41,48,,2011,161
460,081332,Montmaneu,23,0,,2011,76
461,430901,"Montmell, el",694,231,,2011,615
462,081350,Montmeló,0,0,,2011,3252
463,251425,Montoliu de Lleida,60,0,,2011,198
464,251410,Montoliu de Segarra,59,16,,2011,98
465,251431,Montornès de Segarra,22,0,,2011,33
466,081363,Montornès del Vallès,0,556,,2011,5895
467,430918,Mont-ral,79,19,,2011,75
468,171100,Mont-ras,57,0,,2011,634
469,430923,Mont-roig del Camp,5103,3713,,2011,5241
470,081379,Montseny,90,62,,2011,109
471,430939,Móra d'Ebre,253,907,,2011,2051
472,430944,Móra la Nova,0,165,,2011,1276
473,430957,"Morell, el",0,0,,2011,1377
474,430960,"Morera de Montsant, la",32,60,,2011,70
475,081290,Muntanyola,95,0,,2011,203
476,081398,Mura,130,0,,2011,99
477,251459,Nalec,74,0,,2011,39
478,250254,Naut Aran,2590,401,,2011,743
479,081402,Navarcles,0,532,,2011,2362
480,081419,Navàs,0,774,,2011,2371
481,171117,Navata,215,41,,2011,497
482,251462,Navès,75,44,,2011,95
483,081424,"Nou de Berguedà, la",48,12,,2011,46
484,430976,"Nou de Gaià, la",0,0,,2011,226
485,430982,Nulles,89,56,,2011,177
486,251484,Odèn,32,11,,2011,78
487,081430,Òdena,82,256,,2011,1292
488,171122,Ogassa,143,55,,2011,92
489,081458,Olèrdola,280,121,,2011,1300
490,081461,Olesa de Bonesvalls,229,0,,2011,646
491,081477,Olesa de Montserrat,283,936,,2011,9093
492,251497,Oliana,0,446,,2011,712
493,251500,Oliola,35,0,,2011,89
494,251517,Olius,120,0,,2011,324
495,081483,Olivella,426,0,,2011,1445
496,081496,Olost,79,81,,2011,445
497,171143,Olot,829,3118,,2011,12810
498,251522,"Oluges, les",51,9,,2011,79
499,081445,Olvan,60,55,,2011,390
500,251538,"Omellons, els",0,31,,2011,104
501,251543,"Omells de na Gaia, els",121,0,,2011,60
502,171156,Ordis,0,0,,2011,147
503,251556,Organyà,216,155,,2011,378
504,081509,Orís,0,0,,2011,111
505,081516,Oristà,0,0,,2011,195
506,081521,Orpí,27,17,,2011,62
507,081537,Òrrius,78,0,,2011,253
508,251569,Os de Balaguer,206,116,,2011,353
509,171169,Osor,90,44,,2011,199
510,251575,Ossó de Sió,74,48,,2011,88
511,081542,Pacs del Penedès,0,0,,2011,276
512,081555,Palafolls,315,485,,2011,3438
513,171175,Palafrugell,7179,1527,,2011,8349
514,171181,Palamós,3841,795,,2011,7358
515,251581,"Palau d'Anglesola, el",0,60,,2011,801
516,171194,Palau de Santa Eulàlia,24,0,,2011,44
517,171215,Palau-sator,106,22,,2011,98
518,171208,Palau-saverdera,194,0,,2011,576
519,081568,Palau-solità i Plegamans,0,521,,2011,4897
520,431009,"Pallaresos, els",0,0,,2011,1516
521,081574,Pallejà,332,315,,2011,4147
522,430995,"Palma d'Ebre, la",88,45,,2011,174
523,089058,"Palma de Cervelló, la",0,0,,2011,1087
524,171236,Palol de Revardit,0,0,,2011,169
525,171241,Pals,2632,383,,2011,1043
526,081580,"Papiol, el",0,203,,2011,1470
527,171254,Pardines,131,13,,2011,59
528,081593,Parets del Vallès,0,417,,2011,6888
529,171267,Parlavà,66,0,,2011,160
530,431016,Passanant i Belltall,117,43,,2011,93
531,171289,Pau,60,0,,2011,207
532,431021,Paüls,0,0,,2011,214
533,171292,Pedret i Marzà,0,0,,2011,64
534,251641,Penelles,19,0,,2011,192
535,171306,"Pera, la",68,0,,2011,167
536,081607,Perafita,76,0,,2011,159
537,431037,Perafort,0,28,,2011,473
538,171328,Peralada,0,19,,2011,685
539,251654,Peramola,0,0,,2011,159
540,431042,"Perelló, el",0,376,,2011,1271
541,081614,Piera,3187,1569,,2011,5368
542,431055,"Piles, les",85,0,,2011,90
543,081635,Pineda de Mar,4541,1424,,2011,10390
544,431068,"Pinell de Brai, el",94,98,,2011,400
545,251667,Pinell de Solsonès,0,0,,2011,80
546,251673,Pinós,27,15,,2011,91
547,431074,Pira,99,0,,2011,182
548,431080,"Pla de Santa Maria, el",260,168,,2011,928
549,081640,"Pla del Penedès, el",77,204,,2011,472
550,171334,"Planes d'Hostoles, les",103,149,,2011,679
551,171349,Planoles,441,43,,2011,125
552,259118,"Plans de Sió, els",67,26,,2011,237
553,251689,"Poal, el",0,0,,2011,239
554,251692,"Pobla de Cérvoles, la",164,0,,2011,104
555,081653,"Pobla de Claramunt, la",0,278,,2011,816
556,081666,"Pobla de Lillet, la",305,266,,2011,529
557,431093,"Pobla de Mafumet, la",0,195,,2011,1050
558,431107,"Pobla de Massaluca, la",64,43,,2011,153
559,431114,"Pobla de Montornès, la",290,162,,2011,1184
560,251713,"Pobla de Segur, la",522,278,,2011,1387
561,431129,Poboleda,237,0,,2011,158
562,081672,Polinyà,0,0,,2011,3002
563,431135,"Pont d'Armentera, el",99,77,,2011,254
564,250306,"Pont de Bar, el",107,30,,2011,77
565,171352,Pont de Molins,0,0,,2011,220
566,251734,"Pont de Suert, el",375,292,,2011,1056
567,081825,"Pont de Vilomara i Rocafort, el",269,249,,2011,1381
568,431418,Pontils,114,14,,2011,58
569,081688,Pontons,150,186,,2011,206
570,171365,Pontós,31,0,,2011,100
571,251728,Ponts,0,642,,2011,1055
572,171371,Porqueres,0,0,,2011,1561
573,431140,Porrera,53,75,,2011,190
574,171404,"Port de la Selva, el",1441,190,,2011,461
575,171387,Portbou,320,205,,2011,594
576,251749,"Portella, la",18,0,,2011,279
577,431153,Pradell de la Teixeta,44,26,,2011,85
578,431166,Prades,446,76,,2011,287
579,431172,Prat de Comte,76,35,,2011,71
580,081691,"Prat de Llobregat, el",531,2297,,2011,24253
581,431188,Pratdip,265,97,,2011,333
582,081712,Prats de Lluçanès,173,227,,2011,972
583,081705,"Prats de Rei, els",76,76,,2011,194
584,251752,Prats i Sansor,409,0,,2011,88
585,251765,Preixana,0,81,,2011,144
586,251771,Preixens,38,61,,2011,190
587,082303,Premià de Dalt,0,203,,2011,3755
588,081727,Premià de Mar,1132,1065,,2011,10891
589,171390,"Preses, les",0,0,,2011,671
590,251790,Prullans,146,31,,2011,96
591,171411,Puigcerdà,1803,859,,2011,3296
592,081748,Puigdàlber,0,0,,2011,199
593,251804,Puiggròs,12,12,,2011,123
594,431191,Puigpelat,110,78,,2011,381
595,081751,Puig-reig,0,639,,2011,1678
596,251811,Puigverd d'Agramunt,0,27,,2011,103
597,251826,Puigverd de Lleida,146,109,,2011,500
598,081764,Pujalt,52,0,,2011,70
599,081770,"Quar, la",7,0,,2011,19
600,171426,Quart,0,78,,2011,1197
601,170433,Queralbs,243,19,,2011,94
602,431205,Querol,435,89,,2011,238
603,171432,Rabós,0,0,,2011,81
604,081786,Rajadell,18,22,,2011,219
605,431212,Rasquera,154,85,,2011,344
606,171447,Regencós,45,0,,2011,113
607,081799,Rellinars,252,0,,2011,292
608,431227,Renau,17,0,,2011,54
609,431233,Reus,2793,6488,,2011,40586
610,251832,Rialp,165,81,,2011,312
611,431248,"Riba, la",0,154,,2011,295
612,431251,Riba-roja d'Ebre,108,256,,2011,499
613,259059,Ribera d'Ondara,74,35,,2011,170
614,251850,Ribera d'Urgellet,169,80,,2011,408
615,171450,Ribes de Freser,572,241,,2011,795
616,171463,Riells i Viabrea,672,176,,2011,1458
617,431264,"Riera de Gaià, la",0,146,,2011,700
618,251863,Riner,32,13,,2011,98
619,171479,Ripoll,221,1223,,2011,4479
620,081803,Ripollet,0,930,,2011,14033
621,259139,Riu de Cerdanya,93,0,,2011,57
622,171485,Riudarenes,341,103,,2011,767
623,171498,Riudaura,0,85,,2011,169
624,431270,Riudecanyes,92,116,,2011,467
625,431286,Riudecols,62,94,,2011,512
626,171501,Riudellots de la Selva,0,0,,2011,696
627,431299,Riudoms,193,313,,2011,2383
628,171518,Riumors,24,40,,2011,100
629,081810,"Roca del Vallès, la",0,442,,2011,3622
630,431303,Rocafort de Queralt,90,48,,2011,109
631,431310,Roda de Berà,5100,909,,2011,2482
632,081831,Roda de Ter,0,238,,2011,2266
633,431325,Rodonyà,183,0,,2011,190
634,431331,Roquetes,226,336,,2011,3050
635,171523,Roses,15363,2500,,2011,7849
636,251898,Rosselló,0,203,,2011,1211
637,431346,"Rourell, el",28,39,,2011,145
638,081846,Rubí,1751,3174,,2011,28114
639,081859,Rubió,31,0,,2011,70
640,171539,Rupià,64,21,,2011,92
641,089019,Rupit i Pruit,111,0,,2011,133
642,081878,Sabadell,1423,10184,,2011,81596
643,081884,Sagàs,28,10,,2011,46
644,251902,Salàs de Pallars,258,0,,2011,166
645,081901,Saldes,198,36,,2011,115
646,171544,Sales de Llierca,15,0,,2011,46
647,081918,Sallent,280,843,,2011,2718
648,431359,Salomó,50,58,,2011,200
649,439057,Salou,17454,3019,,2011,10793
650,171557,Salt,134,827,,2011,10276
651,251919,Sanaüja,65,64,,2011,178
652,081944,Sant Adrià de Besòs,0,1562,,2011,13034
653,081957,Sant Agustí de Lluçanès,39,0,,2011,32
654,081960,Sant Andreu de la Barca,0,238,,2011,9977
655,081976,Sant Andreu de Llavaneres,1148,863,,2011,3785
656,171576,Sant Andreu Salou,0,0,,2011,49
657,171833,Sant Aniol de Finestres,50,40,,2011,125
658,081982,Sant Antoni de Vilamajor,0,475,,2011,2084
659,081995,Sant Bartomeu del Grau,0,0,,2011,329
660,082009,Sant Boi de Llobregat,631,3295,,2011,30582
661,082016,Sant Boi de Lluçanès,72,61,,2011,191
662,431362,Sant Carles de la Ràpita,2664,1634,,2011,5857
663,082037,Sant Cebrià de Vallalta,382,350,,2011,1296
664,082021,Sant Celoni,0,652,,2011,6474
665,082042,Sant Climent de Llobregat,0,233,,2011,1364
666,171582,Sant Climent Sescebes,0,0,,2011,202
667,082055,Sant Cugat del Vallès,1431,2264,,2011,29641
668,082068,Sant Cugat Sesgarrigues,0,0,,2011,351
669,251961,Sant Esteve de la Sarga,128,0,,2011,56
670,082074,Sant Esteve de Palautordera,162,291,,2011,939
671,082080,Sant Esteve Sesrovires,864,0,,2011,2232
672,171595,Sant Feliu de Buixalleu,221,70,,2011,273
673,082107,Sant Feliu de Codines,0,521,,2011,2533
674,171609,Sant Feliu de Guíxols,5320,1667,,2011,8383
675,082114,Sant Feliu de Llobregat,0,1780,,2011,16329
676,171616,Sant Feliu de Pallerols,205,142,,2011,515
677,082129,Sant Feliu Sasserra,62,64,,2011,255
678,171621,Sant Ferriol,13,0,,2011,82
679,082093,Sant Fost de Campsentelles,181,195,,2011,2926
680,082135,Sant Fruitós de Bages,0,824,,2011,3088
681,171637,Sant Gregori,75,167,,2011,1100
682,251924,Sant Guim de Freixenet,133,144,,2011,485
683,251977,Sant Guim de la Plana,27,19,,2011,70
684,171642,Sant Hilari Sacalm,352,436,,2011,2303
685,082153,Sant Hipòlit de Voltregà,0,195,,2011,1362
686,081939,Sant Iscle de Vallalta,0,119,,2011,476
687,439023,Sant Jaume d'Enveja,412,196,,2011,1292
688,082166,Sant Jaume de Frontanyà,16,7,,2011,18
689,171655,Sant Jaume de Llierca,0,87,,2011,319
690,431378,Sant Jaume dels Domenys,405,153,,2011,971
691,171674,Sant Joan de les Abadesses,384,571,,2011,1446
692,171680,Sant Joan de Mollet,0,0,,2011,200
693,082188,Sant Joan de Vilatorrada,0,566,,2011,4119
694,082172,Sant Joan Despí,0,1128,,2011,12237
695,171851,Sant Joan les Fonts,0,152,,2011,1242
696,171668,Sant Jordi Desvalls,0,0,,2011,284
