,Any,Serveis,Literal,Codi
105,2012,0.0,Montornès del Vallès,081363
106,2012,2.1654,Olesa de Montserrat,081477
107,2012,0.0,Montseny,081379
108,2012,0.0,Olèrdola,081458
109,2012,0.0,Olvan,081445
110,2012,2.7694,Òdena,081430
111,2012,0.0,"Nou de Berguedà, la",081424
112,2012,0.0,Navàs,081419
113,2012,0.0,Navarcles,081402
114,2012,0.3934,Mura,081398
115,2012,0.0,"Masies de Voltregà, les",081173
116,2012,0.0,Olivella,081483
117,2012,3.5847,Font-rubí,080850
118,2012,0.0,"Granada, la",080945
119,2012,0.0,Gisclareny,080930
120,2012,0.525,Gironella,080924
121,2012,0.0,Gelida,080919
122,2012,0.0,Gaià,080902
123,2012,4.8022,Gavà,080898
124,2012,3.8708,"Garriga, la",080885
125,2012,0.0,Masquefa,081192
126,2012,1.8837,"Franqueses del Vallès, les",080863
127,2012,0.0,Gualba,080977
128,2012,0.436,Fonollosa,080847
129,2012,0.0,Folgueroles,080832
130,2012,0.0,Fogars de la Selva,080826
131,2012,0.6877,Fogars de Montclús,080811
132,2012,0.0,Fígols,080804
133,2012,0.0,"Estany, l'",080790
134,2012,0.0,Palau-solità i Plegamans,081568
135,2012,0.0,Gallifa,080879
136,2012,3.4945,Lliçà d'Amunt,081075
137,2012,0.0,"Masies de Roda, les",081167
138,2012,0.0,Martorelles,081154
139,2012,1.7318,Martorell,081141
140,2012,13.0565,Manresa,081136
141,2012,1.2924,Manlleu,081120
142,2012,0.0,Malla,081115
143,2012,7.0145,Malgrat de Mar,081108
144,2012,0.0,Granera,080958
145,2012,0.0,Lliçà de Vall,081081
146,2012,1.1188,Granollers,080961
147,2012,0.0,Llinars del Vallès,081069
148,2012,0.0,"Llagosta, la",081056
149,2012,0.0,Jorba,081038
150,2012,11.318,"Hospitalet de Llobregat, l'",081017
151,2012,1.9305,Gurb,081000
152,2012,0.0,Guardiola de Berguedà,080996
153,2012,0.0,Sant Salvador de Guardiola,080983
154,2012,1.5176,Esplugues de Llobregat,080771
155,2012,0.0,Lluçà,081094
156,2012,0.0,Meranges,170998
157,2012,3.1071,Mont-ras,171100
158,2012,0.0,Masarac,171002
159,2012,0.0,Montagut i Oix,171096
160,2012,0.0,Maçanet de Cabrenys,171024
161,2012,0.0,Mollet de Peralada,171061
162,2012,8.1708,Maçanet de la Selva,171030
163,2012,0.0,Molló,171077
164,2012,0.6084,Llívia,170947
165,2012,0.2242,Mieres,171058
166,2012,0.0,Massanes,171019
167,2012,0.0,Maià de Montcal,170985
168,2012,0.0,Madremanya,170979
169,2012,0.3897,Llanars,170911
170,2012,45.0545,Lloret de Mar,170950
171,2012,2.392,Llers,170932
172,2012,4.1533,Llançà,170926
173,2012,0.0,Navata,171117
174,2012,0.0,"Planes d'Hostoles, les",171334
175,2012,0.0,Llambilles,170904
176,2012,0.042,Llagostera,170890
177,2012,0.0,"Llosses, les",170963
178,2012,0.0,Pardines,171254
179,2012,50.6656,Castelló d'Empúries,170470
180,2012,0.0,Lladó,170887
181,2012,0.0,"Preses, les",171390
182,2012,0.1373,Portbou,171387
183,2012,3.129,Porqueres,171371
184,2012,0.0,Pontós,171365
185,2012,1.8538,Pont de Molins,171352
186,2012,0.2509,Planoles,171349
187,2012,2.5017,Peralada,171328
188,2012,0.0,Pedret i Marzà,171292
189,2012,0.0,"Pera, la",171306
190,2012,0.1766,Parlavà,171267
191,2012,0.0,Ogassa,171122
192,2012,7.48,Pals,171241
193,2012,0.3077,Palol de Revardit,171236
194,2012,0.0,Palau-sator,171215
195,2012,0.0,Palau-saverdera,171208
196,2012,0.0,Palau de Santa Eulàlia,171194
197,2012,2.5292,Palamós,171181
198,2012,6.9808,Palafrugell,171175
199,2012,0.47,Osor,171169
200,2012,0.0,Ordis,171156
201,2012,6.3987,Olot,171143
202,2012,0.0,Pau,171289
203,2012,0.0,Castellfollit de la Roca,170464
204,2012,0.0,Das,170617
205,2012,0.0,Darnius,170600
206,2012,0.0,Crespià,170583
207,2012,0.0,Corçà,170577
208,2012,0.0,Cornellà del Terri,170561
209,2012,0.0,Colomers,170558
210,2012,0.0,Colera,170545
211,2012,0.0,Siurana,170524
212,2012,0.0,Cistella,170519
213,2012,0.4104,Celrà,170499
214,2012,54.6961,Castell-Platja d'Aro,170486
215,2012,0.7839,Espolla,170643
216,2012,0.6184,Cassà de la Selva,170448
217,2012,0.0496,Queralbs,170433
218,2012,0.0,Capmany,170427
219,2012,0.0,Cantallops,170412
220,2012,0.0,Canet d'Adri,170405
221,2012,0.0,Camprodon,170391
222,2012,3.5467,Campllong,170388
223,2012,0.0,"Port de la Selva, el",171404
224,2012,0.0,Torroella de Fluvià,171984
225,2012,3.1308,Cervià de Ter,170502
226,2012,0.0,Garrigàs,170754
227,2012,6.869,"Jonquera, la",170865
228,2012,0.0,Jafre,170852
229,2012,0.0,Isòvol,170849
230,2012,0.229,Hostalric,170834
231,2012,0.0,Guils de Cerdanya,170828
232,2012,0.0,Gualta,170813
233,2012,0.0,Gombrèn,170806
234,2012,35.065,Girona,170792
235,2012,0.0,Ger,170789
236,2012,7.6691,"Escala, l'",170622
237,2012,0.0,Garrigoles,170767
238,2012,0.0704,Espinelves,170638
239,2012,0.0,Fortià,170741
240,2012,1.1808,Fornells de la Selva,170736
241,2012,0.0,Fontcoberta,170715
242,2012,0.0,Fontanilles,170708
243,2012,0.33,Fontanals de Cerdanya,170694
244,2012,0.0,Foixà,170681
245,2012,0.0,Flaçà,170675
246,2012,6.3121,Figueres,170669
247,2012,0.0,Esponellà,170656
248,2012,0.0,Juià,170871
249,2012,0.0,Garriguella,170773
250,2012,0.0,Tortellà,172001
251,2012,0.0,Verges,172116
252,2012,0.0,Ventalló,172109
253,2012,0.0,Vall-llobrega,172095
254,2012,0.0,"Vall de Bianya, la",172082
255,2012,1.5364,"Vall d'en Bas, la",172076
256,2012,0.0,Urús,172060
257,2012,0.0,Ullastret,172057
258,2012,0.5974,Ullà,172044
259,2012,0.0,Ultramort,172039
260,2012,0.0,Serinyà,171903
261,2012,0.0,Toses,172018
262,2012,0.0,Vilabertran,172142
263,2012,30.6306,Torroella de Montgrí,171997
264,2012,0.0,Vallcebre,082938
265,2012,0.0,Torrent,171978
266,2012,0.1395,Campelles,170372
267,2012,1.6724,"Tallada d'Empordà, la",171959
268,2012,0.0,Susqueda,171946
269,2012,1.1157,Sils,171931
270,2012,0.6099,Setcases,171925
271,2012,0.0,Terrades,171962
272,2012,21.29,Tossa de Mar,172023
273,2012,0.0,Vilamacolum,172253
274,2012,0.0,Abella de la Conca,250019
275,2012,0.1704,Sant Julià del Llor i Bonmatí,179032
276,2012,0.7164,Forallac,179026
277,2012,0.0,Biure,172348
278,2012,0.0,Vilobí d'Onyar,172333
279,2012,0.0,Vilopriu,172327
280,2012,0.0,Vila-sacra,172305
281,2012,0.0,Vilanant,172288
282,2012,0.0,Vidrà,172121
283,2012,11.7569,Vilamalla,172266
284,2012,10.2239,Vidreres,172137
285,2012,0.0,Vilallonga de Ter,172240
286,2012,0.0,Vilajuïga,172235
287,2012,0.0,Vilaür,172229
288,2012,0.7002,Vilafant,172214
289,2012,0.0,Viladrau,172207
290,2012,0.0,Vilademuls,172180
291,2012,0.0,Viladamat,172174
292,2012,0.0,Viladasens,172168
293,2012,0.0,Vilablareix,172155
294,2012,0.0,"Cellera de Ter, la",171899
295,2012,0.0,Vilamaniscle,172272
296,2012,0.0,Riumors,171518
297,2012,0.0,Sant Gregori,171637
298,2012,0.0,Sant Ferriol,171621
299,2012,1.1125,Sant Feliu de Pallerols,171616
300,2012,10.4405,Sant Feliu de Guíxols,171609
301,2012,0.0387,Sant Feliu de Buixalleu,171595
302,2012,0.0,Sant Climent Sescebes,171582
303,2012,0.0,Sant Andreu Salou,171576
304,2012,0.0,Salt,171557
305,2012,0.0,Sales de Llierca,171544
306,2012,0.0,Serra de Daró,171910
307,2012,3.9898,Roses,171523
308,2012,0.0,Sant Jordi Desvalls,171668
309,2012,0.2634,Riudellots de la Selva,171501
310,2012,0.0,Riudaura,171498
311,2012,2.1452,Riudarenes,171485
312,2012,1.5254,Ripoll,171479
313,2012,0.0,Riells i Viabrea,171463
314,2012,0.962,Ribes de Freser,171450
315,2012,0.0,Regencós,171447
316,2012,0.3211,Rabós,171432
317,2012,0.0,Quart,171426
318,2012,0.0,Rupià,171539
319,2012,0.0,Sant Mori,171766
320,2012,0.028,"Selva de Mar, la",171886
321,2012,0.0,"Saus, Camallera i Llampaies",171870
322,2012,2.6772,Sarrià de Ter,171864
323,2012,0.6906,Sant Joan les Fonts,171851
324,2012,0.8346,Santa Pau,171848
325,2012,0.0,Sant Aniol de Finestres,171833
326,2012,0.0,Santa Llogaia d'Àlguema,171827
327,2012,44.8108,Santa Cristina d'Aro,171812
328,2012,2.1606,Santa Coloma de Farners,171805
329,2012,0.0,Sant Hilari Sacalm,171642
330,2012,0.0,Sant Pau de Segúries,171772
331,2012,1.7503,Sant Jaume de Llierca,171655
332,2012,0.0,Sant Miquel de Fluvià,171753
333,2012,0.0,Sant Miquel de Campmajor,171740
334,2012,0.5293,Sant Martí Vell,171735
335,2012,1.7955,Sant Martí de Llémena,171729
336,2012,0.0,Sant Llorenç de la Muga,171714
337,2012,0.5541,Vallfogona de Ripollès,171707
338,2012,10.254,Sant Julià de Ramis,171693
339,2012,0.0495,Sant Joan de Mollet,171680
340,2012,0.9322,Sant Joan de les Abadesses,171674
341,2012,3.1472,Puigcerdà,171411
342,2012,12.4162,Sant Pere Pescador,171788
343,2012,0.0,Sant Jaume de Frontanyà,082166
344,2012,0.0,Sant Martí Sarroca,082270
345,2012,0.0,Sant Martí de Tous,082264
346,2012,0.0,Sant Martí d'Albars,082251
347,2012,0.0,Sant Martí de Centelles,082248
348,2012,0.0,Sant Llorenç Savall,082233
349,2012,0.0,Sant Llorenç d'Hortons,082227
350,2012,4.3105,Sant Just Desvern,082212
351,2012,0.0,Sant Julià de Vilatorta,082205
352,2012,0.244,Vilassar de Mar,082191
353,2012,6.0269,Vallirana,082956
354,2012,8.2937,Sant Joan Despí,082172
355,2012,0.0,Premià de Dalt,082303
356,2012,0.0,Sant Hipòlit de Voltregà,082153
357,2012,0.0,Vilassar de Dalt,082140
358,2012,0.0,Sant Fruitós de Bages,082135
359,2012,0.5442,Sant Feliu Sasserra,082129
360,2012,0.3733,Sant Feliu de Llobregat,082114
361,2012,0.0,Sant Feliu de Codines,082107
362,2012,0.0,Sant Fost de Campsentelles,082093
363,2012,6.3135,Sant Esteve Sesrovires,082080
364,2012,0.0,Sant Esteve de Palautordera,082074
365,2012,1.2078,Sant Joan de Vilatorrada,082188
366,2012,0.0,Sant Sadurní d'Anoia,082401
367,2012,2.0898,Santa Margarida i els Monjos,082515
368,2012,0.0,Santa Margarida de Montbui,082508
369,2012,0.0,Santa Fe del Penedès,082495
370,2012,0.0,Santa Eulàlia de Ronçana,082482
371,2012,0.0,Santa Eulàlia de Riuprimer,082476
372,2012,0.0,Santa Eugènia de Berga,082460
373,2012,0.0,Santa Coloma de Gramenet,082457
374,2012,0.2859,Santa Coloma de Cervelló,082444
375,2012,0.0,Santa Cecília de Voltregà,082439
376,2012,0.0,Sant Martí Sesgueioles,082286
377,2012,0.0,Sant Sadurní d'Osormort,082418
378,2012,0.0,Sant Mateu de Bages,082299
379,2012,3.6724,Sant Quirze Safaja,082397
380,2012,11.3052,Sant Quirze del Vallès,082384
381,2012,0.0,Sant Quirze de Besora,082378
382,2012,0.1912,Sant Quintí de Mediona,082362
383,2012,0.0,Sant Pol de Mar,082359
384,2012,2.3381,Sant Pere de Vilamajor,082346
385,2012,0.0,Sant Pere de Torelló,082331
386,2012,0.0,Sant Pere de Riudebitlles,082325
387,2012,1.3765,Sant Pere de Ribes,082310
388,2012,0.0,Sant Climent de Llobregat,082042
389,2012,0.0,Marganell,082423
390,2012,0.0,Puigdàlber,081748
391,2012,0.0204,Sant Cugat Sesgarrigues,082068
392,2012,1.7293,Rubí,081846
393,2012,0.0,Roda de Ter,081831
394,2012,0.0,"Pont de Vilomara i Rocafort, el",081825
395,2012,2.271,"Roca del Vallès, la",081810
396,2012,0.3114,Ripollet,081803
397,2012,0.0,Rellinars,081799
398,2012,0.0,Rajadell,081786
399,2012,0.0,"Quar, la",081770
400,2012,3.6257,Sabadell,081878
401,2012,0.0,Puig-reig,081751
402,2012,0.0,Sagàs,081884
403,2012,1.0532,Premià de Mar,081727
404,2012,0.9979,Prats de Lluçanès,081712
405,2012,0.0,"Prats de Rei, els",081705
406,2012,16.9522,"Prat de Llobregat, el",081691
407,2012,0.0,Pontons,081688
408,2012,2.2948,Polinyà,081672
409,2012,0.6004,"Pobla de Lillet, la",081666
410,2012,0.0,"Pobla de Claramunt, la",081653
411,2012,0.0,"Pla del Penedès, el",081640
412,2012,4.9058,Pineda de Mar,081635
413,2012,0.0,Pujalt,081764
414,2012,0.0,Sant Iscle de Vallalta,081939
415,2012,0.0,"Esquirol, l'",082541
416,2012,0.0,Sant Cebrià de Vallalta,082037
417,2012,0.0,Sant Celoni,082021
418,2012,0.0,Sant Boi de Lluçanès,082016
419,2012,14.6606,Sant Boi de Llobregat,082009
420,2012,0.0,Sant Bartomeu del Grau,081995
421,2012,0.0,Sant Antoni de Vilamajor,081982
422,2012,0.1185,Sant Andreu de Llavaneres,081976
423,2012,0.0,Sant Andreu de la Barca,081960
424,2012,0.0,Rubió,081859
425,2012,0.7745,Sant Adrià de Besòs,081944
426,2012,58.4445,Sant Cugat del Vallès,082055
427,2012,1.4033,Santpedor,081923
428,2012,0.0,Sallent,081918
429,2012,0.0,Saldes,081901
430,2012,0.0,Sant Pere Sallavinera,081897
431,2012,0.0,"Hostalets de Pierola, els",081629
432,2012,0.0,Piera,081614
433,2012,0.0,Perafita,081607
434,2012,0.0,Parets del Vallès,081593
435,2012,0.0,"Papiol, el",081580
436,2012,0.6606,Pallejà,081574
437,2012,0.0,Sant Agustí de Lluçanès,081957
438,2012,2.1324,Badia del Vallès,089045
439,2012,16.2264,Viladecans,083015
440,2012,0.4659,Arbúcies,170097
441,2012,0.0,Anglès,170084
442,2012,0.0,Amer,170078
443,2012,3.3935,Alp,170062
444,2012,0.0,"Far d'Empordà, el",170059
445,2012,0.0,Albons,170046
446,2012,0.0,Albanyà,170031
447,2012,0.0,Aiguaviva,170025
448,2012,0.0,"Armentera, l'",170118
449,2012,0.0,"Palma de Cervelló, la",089058
450,2012,0.0,Avinyonet de Puigventós,170123
451,2012,0.0,Sant Julià de Cerdanyola,089030
452,2012,0.0,Vilanova del Vallès,089024
453,2012,0.0,Rupit i Pruit,089019
454,2012,0.0,Viver i Serrateix,083089
455,2012,4.6229,Vilanova i la Geltrú,083073
456,2012,0.0,Vilalba Sasserra,083067
457,2012,6.5182,Vilafranca del Penedès,083054
458,2012,0.0533,Vilobí del Penedès,083041
459,2012,0.0,Vilanova de Sau,083036
460,2012,12.5598,Barberà del Vallès,082520
461,2012,0.0,Agullana,170010
462,2012,0.2331,Bolvir,170242
463,2012,0.0,Camós,170353
464,2012,47.8241,Calonge de Segarra,170340
465,2012,7.9362,Caldes de Malavella,170335
466,2012,0.0,Cadaqués,170329
467,2012,0.0,Cabanelles,170314
468,2012,0.0,Cabanes,170307
469,2012,0.0,Boadella i les Escaules,170293
470,2012,0.0,Brunyola,170280
471,2012,0.5665,Breda,170274
472,2012,0.0,Argelaguer,170101
473,2012,0.0,Bordils,170255
474,2012,4.8125,Viladecavalls,083008
475,2012,48.434,Blanes,170237
476,2012,0.0,"Bisbal d'Empordà, la",170221
477,2012,0.0,Beuda,170216
478,2012,1.6477,Bescanó,170209
479,2012,0.0,Besalú,170195
480,2012,0.0,Bellcaire d'Empordà,170182
481,2012,0.0,Bàscara,170160
482,2012,2.5989,Banyoles,170157
483,2012,0.0,"Vajol, la",170144
484,2012,15.5283,Begur,170139
485,2012,0.0,Borrassà,170268
486,2012,0.0,Sant Vicenç de Montalt,082649
487,2012,0.0,Vilanova del Camí,083020
488,2012,0.0,Súria,082747
489,2012,0.0,Subirats,082732
490,2012,0.0,Sora,082726
491,2012,0.0,Sobremunt,082711
492,2012,9.3225,Sitges,082704
493,2012,0.0,Seva,082690
494,2012,0.0,Cercs,082687
495,2012,0.0,Sentmenat,082671
496,2012,0.0,Tagamanent,082763
497,2012,0.0,Sant Vicenç de Torelló,082652
498,2012,0.0,Talamanca,082779
499,2012,0.0,Sant Vicenç dels Horts,082634
500,2012,0.0,Sant Vicenç de Castellet,082628
501,2012,5.0485,Santa Susanna,082613
502,2012,30.4794,Santa Perpètua de Mogoda,082606
503,2012,1.4018,Santa Maria de Palautordera,082592
504,2012,0.075,Santa Maria d'Oló,082589
505,2012,0.0,Santa Maria de Miralles,082573
506,2012,0.0,Santa Maria de Martorelles,082567
507,2012,0.0,Santa Maria de Merlès,082554
508,2012,0.0,Campdevànol,170366
509,2012,2.2437,Cerdanyola del Vallès,082665
510,2012,0.0,Torrelles de Foix,082883
511,2012,0.0,Vilada,082994
512,2012,26.2503,Vic,082981
513,2012,0.0,Veciana,082975
514,2012,1.4471,Vallromanes,082969
515,2012,0.3984,Àger,250024
516,2012,0.0,Vallgorguina,082943
517,2012,0.0,Bausen,250450
518,2012,0.0,Vallbona d'Anoia,082922
519,2012,0.0,Vacarisses,082917
520,2012,0.0,Tavèrnoles,082750
521,2012,0.0,Torrelles de Llobregat,082896
522,2012,0.0,Santa Maria de Besora,082536
523,2012,0.0,Torrelavit,082877
524,2012,3.1385,"Torre de Claramunt, la",082861
525,2012,0.0,Torelló,082858
526,2012,1.8328,Tordera,082845
527,2012,6.4448,Tona,082830
528,2012,0.0,Tiana,082824
529,2012,0.0231,Teià,082819
530,2012,0.0,Tavertet,082802
531,2012,62.0589,Terrassa,082798
532,2012,0.0,Taradell,082785
533,2012,0.1655,Ullastrell,082900
534,2012,0.0,"Sénia, la",430445
535,2012,0.0,"Fatarella, la",430568
536,2012,0.0,Falset,430555
537,2012,0.0904,"Espluga de Francolí, l'",430542
538,2012,0.0,Duesaigües,430537
539,2012,1.5119,Xerta,430521
540,2012,3.8612,Cunit,430516
541,2012,0.1262,Creixell,430509
542,2012,0.0177,Cornudella de Montsant,430496
543,2012,0.0,Corbera d'Ebre,430483
544,2012,0.5996,Constantí,430477
545,2012,0.0,"Milà, el",430831
546,2012,0.0414,Colldejou,430458
547,2012,0.0,Figuerola del Camp,430593
548,2012,4.6495,"Catllar, el",430430
549,2012,0.2823,Castellvell del Camp,430424
550,2012,0.0,Caseres,430419
551,2012,0.0,Capçanes,430402
552,2012,0.0868,Capafonts,430398
553,2012,27.0528,Cambrils,430385
554,2012,104.748,Calafell,430379
555,2012,0.0,Cabra del Camp,430363
556,2012,0.1049,Cabacés,430350
557,2012,0.0,Bràfim,430347
558,2012,0.0,Conesa,430461
559,2012,1.2843,"Guiamets, els",430705
560,2012,0.0,"Vall de Boí, la",250432
561,2012,0.0,Maspujols,430810
562,2012,0.0,"Masó, la",430803
563,2012,0.0,Masllorenç,430799
564,2012,0.0,Masdenverge,430786
565,2012,0.0,Mas de Barberans,430770
566,2012,0.0,Marçà,430764
567,2012,0.0,Margalef,430751
568,2012,0.9977,Llorenç del Penedès,430748
569,2012,0.0,Llorac,430733
570,2012,0.0,"Febró, la",430574
571,2012,0.0,Horta de Sant Joan,430712
572,2012,0.4854,"Figuera, la",430580
573,2012,0.0,Gratallops,430691
574,2012,0.0,Godall,430688
575,2012,0.8012,Ginestar,430672
576,2012,0.0,"Garidells, els",430666
577,2012,0.0,Garcia,430653
578,2012,0.0,Gandesa,430640
579,2012,0.417,"Galera, la",430635
580,2012,0.0,Freginals,430629
581,2012,0.0,Forès,430614
582,2012,0.0,Flix,430607
583,2012,1.3517,"Borges del Camp, les",430311
584,2012,0.0478,"Lloar, el",430727
585,2012,0.0,"Valls d'Aguilar, les",259062
586,2012,0.0,Botarell,430332
587,2012,10.6608,Alcanar,430043
588,2012,0.0,"Albiol, l'",430038
589,2012,0.4168,Albinyana,430022
590,2012,0.0,Aiguamúrcia,430017
591,2012,0.0,Riu de Cerdanya,259139
592,2012,0.0,Gimenells i el Pla de la Font,259123
593,2012,0.0,"Plans de Sió, els",259118
594,2012,0.0,Josa i Tuixén,259101
595,2012,0.0,"Vansa i Fórnols, la",259097
596,2012,0.0,Aldover,430069
597,2012,0.0,Torrefeta i Florejacs,259078
598,2012,0.0,"Aleixar, l'",430075
599,2012,0.0,Ribera d'Ondara,259059
600,2012,0.0,Castell de Mur,259046
601,2012,0.3653,"Guingueta d'Àneu, la",259031
602,2012,0.137,Sant Martí de Riucorb,259025
603,2012,0.0,Vall de Cardós,259010
604,2012,0.0,Vinaixa,252555
605,2012,0.0672,Vilanova de la Barca,252542
606,2012,0.0,"Vilosell, el",252537
607,2012,0.0,Vila-sana,252521
608,2012,0.0,Vilanova de Segrià,252516
609,2012,0.1457,Vilanova de Meià,252509
610,2012,0.0,Fígols i Alinyà,259084
611,2012,0.0,Ascó,430192
612,2012,0.0,Miravet,430846
613,2012,0.0,Bonastre,430304
614,2012,0.0,Blancafort,430290
615,2012,0.0,"Bisbal del Penedès, la",430287
616,2012,0.0,"Bisbal de Falset, la",430271
617,2012,0.0,Benissanet,430265
618,2012,0.0,Benifallet,430252
619,2012,0.0,Bellvei,430249
620,2012,0.0,Bellmunt del Priorat,430234
621,2012,0.0,Batea,430228
622,2012,0.0,Alcover,430056
623,2012,0.0,Banyeres del Penedès,430206
624,2012,0.0,Bot,430326
625,2012,0.0,Arnes,430189
626,2012,0.0,"Argentera, l'",430173
627,2012,0.4945,"Arboç, l'",430167
628,2012,0.0,Arbolí,430154
629,2012,3.4772,Amposta,430141
630,2012,12.3161,"Ametlla de Mar, l'",430136
631,2012,2.3793,Altafulla,430120
632,2012,0.0,Almoster,430115
633,2012,0.0,Alió,430108
634,2012,0.0,Alforja,430094
635,2012,0.0,Alfara de Carles,430081
636,2012,0.0,Barberà de la Conca,430213
637,2012,0.0,Tarragona,431482
638,2012,2.4531,Vallmoll,431606
639,2012,0.0,Vallfogona de Riucorb,431592
640,2012,0.6464,Vallclara,431589
641,2012,0.0,Ulldemolins,431573
642,2012,0.0,Ulldecona,431567
643,2012,7.7737,Tortosa,431554
644,2012,0.0,Torroja del Priorat,431541
645,2012,1.5825,Torredembarra,431536
646,2012,0.0,"Torre de l'Espanyol, la",431520
647,2012,0.0,"Torre de Fontaubella, la",431515
648,2012,0.0,"Masroig, el",430825
649,2012,0.0,Tivenys,431495
650,2012,19.2059,"Vendrell, el",431634
651,2012,0.0,Solivella,431476
652,2012,0.0,Senan,431460
653,2012,1.6163,"Selva del Camp, la",431457
654,2012,0.0,"Secuita, la",431444
655,2012,0.0,Savallà del Comtat,431439
656,2012,0.0,Sarral,431423
657,2012,0.0,Pontils,431418
658,2012,0.9061,Santa Oliva,431401
659,2012,0.0,Santa Coloma de Queralt,431397
660,2012,0.0,Santa Bàrbara,431384
661,2012,0.0,Tivissa,431508
662,2012,0.0445,"Vilella Baixa, la",431747
663,2012,0.0,Medinyà,171045
664,2012,0.0,"Canonja, la",439076
665,2012,6.9909,"Ampolla, l'",439060
666,2012,10.1095,Salou,439057
667,2012,0.0,"Aldea, l'",439044
668,2012,5.1946,Camarles,439039
669,2012,0.5707,Sant Jaume d'Enveja,439023
670,2012,2.2808,Deltebre,439018
671,2012,0.0,Vinyols i els Arcs,431785
672,2012,0.3112,Vinebre,431779
673,2012,1.0689,Valls,431613
674,2012,0.0,Vilalba dels Arcs,431750
675,2012,2.9004,Vandellòs i l'Hospitalet de l'Infant,431628
