,Codi,Literal,1,2,3,4,5,6 i més,Any
25,080229,Berga,1925,2466,1223,1140,0,0,2011
26,080235,Bigues i Riells del Fai,449,1039,876,663,149,0,2011
27,170221,"Bisbal d'Empordà, la",924,1414,851,645,207,0,2011
28,170237,Blanes,3840,5535,3113,2687,582,200,2011
29,250582,"Borges Blanques, les",552,748,493,425,0,0,2011
30,080305,Cabrils,337,643,538,714,153,0,2011
31,430379,Calafell,2433,3640,1960,1688,269,0,2011
32,170335,Caldes de Malavella,544,808,549,483,173,0,2011
33,080333,Caldes de Montbui,1375,1925,1522,1232,349,0,2011
34,080351,Calella,2282,2439,1334,1078,193,0,2011
35,170340,Calonge i Sant Antoni,790,1426,1033,709,144,0,2011
36,430385,Cambrils,2700,3886,2588,2594,791,0,2011
37,080403,Canet de Mar,1344,1782,1312,936,238,0,2011
38,439076,"Canonja, la",0,1071,462,0,0,0,2011
39,080410,Canovelles,930,1577,1343,1116,402,0,2011
40,080446,Capellades,457,645,500,447,0,0,2011
41,080462,Cardedeu,1273,1879,1463,1544,319,0,2011
42,080478,Cardona,417,679,448,272,113,0,2011
43,170448,Cassà de la Selva,915,1134,746,874,116,0,2011
44,080517,Castellar del Vallès,1314,2314,2043,2157,303,0,2011
45,080543,Castellbisbal,629,1176,1025,1084,254,0,2011
46,080569,Castelldefels,4604,7540,5435,4655,770,394,2011
47,170470,Castelló d'Empúries,1016,1674,951,543,0,0,2011
48,170486,Castell-Platja d'Aro,1512,1408,783,563,194,0,2011
49,080673,Centelles,659,1077,602,504,0,0,2011
50,082665,Cerdanyola del Vallès,3996,6659,4796,4443,1147,275,2011
51,080689,Cervelló,648,929,606,646,220,0,2011
52,250729,Cervera,737,1070,788,738,205,0,2011
53,430477,Constantí,420,865,560,445,177,0,2011
54,080728,Corbera de Llobregat,855,1649,1108,1040,276,0,2011
55,080734,Cornellà de Llobregat,7382,10214,7628,6292,1232,675,2011
56,080749,Cubelles,1378,1956,1198,1161,0,0,2011
57,430516,Cunit,1157,1715,1066,867,119,0,2011
58,439018,Deltebre,766,1217,1024,677,469,116,2011
59,080752,Dosrius,314,658,484,400,0,0,2011
60,170622,"Escala, l'",833,1589,744,703,0,0,2011
61,080765,Esparreguera,1856,2739,1883,1470,427,0,2011
62,080771,Esplugues de Llobregat,3578,5227,4436,3333,635,321,2011
63,170669,Figueres,4396,5672,3758,2364,988,419,2011
64,080863,"Franqueses del Vallès, les",1580,2293,1444,1435,383,0,2011
65,080885,"Garriga, la",1341,1895,1465,1040,256,0,2011
66,080898,Gavà,3601,5529,3878,3722,687,257,2011
67,080919,Gelida,635,1020,587,462,92,0,2011
68,170792,Girona,10305,11664,7223,6201,2085,768,2011
69,080924,Gironella,627,631,459,304,0,0,2011
70,080961,Granollers,4989,7276,5088,3663,1186,629,2011
71,251109,Guissona,292,485,675,495,251,0,2011
72,081017,"Hospitalet de Llobregat, l'",23940,34049,21532,15947,4457,2106,2011
73,081022,Igualada,4285,4532,3130,2946,584,212,2011
74,081056,"Llagosta, la",993,1706,1335,926,136,0,2011
75,170890,Llagostera,600,1054,714,571,128,0,2011
76,170926,Llançà,420,786,442,336,0,0,2011
77,251207,Lleida,14632,16762,12254,9589,1998,556,2011
78,081075,Lliçà d'Amunt,426,1448,1539,1167,240,0,2011
79,081081,Lliçà de Vall,261,596,610,529,132,0,2011
80,081069,Llinars del Vallès,606,1019,829,633,162,0,2011
81,170950,Lloret de Mar,3924,4433,3671,2431,947,0,2011
82,171030,Maçanet de la Selva,366,1050,534,565,0,0,2011
83,081108,Malgrat de Mar,1260,2304,1649,1478,212,0,2011
84,081120,Manlleu,1447,2249,1665,1165,454,371,2011
85,081136,Manresa,6203,9336,6489,4649,1617,778,2011
86,081141,Martorell,1782,3096,2229,2026,438,415,2011
87,081189,"Masnou, el",2051,2792,2068,1401,463,0,2011
88,081192,Masquefa,665,874,711,668,154,0,2011
89,081206,Matadepera,367,772,487,821,240,0,2011
90,081213,Mataró,9991,14744,10758,8631,1782,1175,2011
91,081385,Moià,448,639,457,427,159,0,2011
92,081234,Molins de Rei,2077,2931,2323,2043,212,0,2011
93,251370,Mollerussa,961,1538,1488,925,276,0,2011
94,081249,Mollet del Vallès,3462,5800,4831,4138,694,382,2011
95,430862,Montblanc,790,962,672,414,124,0,2011
96,081252,Montcada i Reixac,2220,4434,3149,2437,560,0,2011
97,081265,Montgat,1016,1404,1085,654,148,0,2011
98,081350,Montmeló,561,987,744,831,0,0,2011
99,081363,Montornès del Vallès,986,2005,1188,1179,409,0,2011
100,430923,Mont-roig del Camp,1245,1972,1070,871,0,0,2011
101,430939,Móra d'Ebre,319,722,553,257,106,0,2011
102,081402,Navarcles,501,744,642,385,82,0,2011
103,081419,Navàs,533,655,629,453,90,0,2011
104,081477,Olesa de Montserrat,1757,2816,2328,1725,396,0,2011
105,171143,Olot,2950,4177,2438,2223,708,313,2011
106,081555,Palafolls,660,1091,834,720,112,0,2011
107,171175,Palafrugell,2077,2216,1901,1377,430,348,2011
108,171181,Palamós,1974,2326,1490,1260,230,0,2011
109,081568,Palau-solità i Plegamans,558,1394,1304,1287,306,0,2011
110,081574,Pallejà,650,1392,1057,810,198,0,2011
111,081593,Parets del Vallès,1143,2233,1692,1528,182,0,2011
112,081614,Piera,919,1539,1283,1297,234,0,2011
113,081635,Pineda de Mar,2863,3035,2137,1658,471,225,2011
114,081672,Polinyà,522,813,910,611,0,0,2011
115,081691,"Prat de Llobregat, el",4768,7898,5630,4859,789,310,2011
116,082303,Premià de Dalt,676,1204,771,826,154,0,2011
117,081727,Premià de Mar,2436,3367,2450,2038,493,0,2011
118,171411,Puigcerdà,643,991,861,543,134,0,2011
119,431233,Reus,9124,12980,8319,7120,1829,1213,2011
120,171479,Ripoll,1073,1579,1041,573,113,0,2011
121,081803,Ripollet,2694,4136,3519,2847,652,0,2011
122,431299,Riudoms,459,731,514,468,194,0,2011
123,081810,"Roca del Vallès, la",632,966,868,891,192,0,2011
124,431310,Roda de Berà,549,833,592,410,0,0,2011
125,081831,Roda de Ter,482,695,452,417,122,0,2011
126,431331,Roquetes,526,930,744,608,0,0,2011
127,171523,Roses,1830,2695,1414,1493,265,0,2011
128,081846,Rubí,5819,8675,6465,5280,1224,650,2011
129,081878,Sabadell,19133,25788,17633,14937,3039,1068,2011
130,081918,Sallent,592,864,694,443,0,0,2011
131,439057,Salou,3444,2265,2933,1765,202,0,2011
132,171557,Salt,2235,2850,1944,1747,748,753,2011
133,081944,Sant Adrià de Besòs,2378,4576,2759,2437,684,0,2011
134,081960,Sant Andreu de la Barca,1694,3060,2533,2112,485,0,2011
135,081976,Sant Andreu de Llavaneres,670,1188,769,918,189,0,2011
136,081982,Sant Antoni de Vilamajor,390,586,569,405,0,0,2011
137,082009,Sant Boi de Llobregat,5372,10002,7627,5761,1251,569,2011
138,431362,Sant Carles de la Ràpita,1157,2196,1178,1028,0,0,2011
139,082021,Sant Celoni,1283,2133,1295,1337,367,0,2011
140,082055,Sant Cugat del Vallès,5314,8186,6208,6891,2346,696,2011
141,082080,Sant Esteve Sesrovires,404,868,347,417,146,0,2011
142,082107,Sant Feliu de Codines,734,821,443,451,0,0,2011
143,171609,Sant Feliu de Guíxols,1760,2612,1930,1558,418,0,2011
144,082114,Sant Feliu de Llobregat,3346,4689,3816,3735,591,153,2011
145,082093,Sant Fost de Campsentelles,370,1034,655,634,182,0,2011
146,082135,Sant Fruitós de Bages,561,981,745,610,151,0,2011
147,171642,Sant Hilari Sacalm,476,879,477,364,0,0,2011
148,082188,Sant Joan de Vilatorrada,818,1358,860,866,175,0,2011
149,082172,Sant Joan Despí,2152,3762,2977,2833,389,0,2011
150,082212,Sant Just Desvern,1272,1918,949,1359,285,0,2011
151,082310,Sant Pere de Ribes,2426,3411,2458,1894,581,281,2011
152,082359,Sant Pol de Mar,482,563,450,375,117,0,2011
153,082384,Sant Quirze del Vallès,1107,1828,1933,1504,351,0,2011
154,082401,Sant Sadurní d'Anoia,926,1672,900,1024,216,0,2011
155,082628,Sant Vicenç de Castellet,797,1205,882,557,124,0,2011
156,082649,Sant Vicenç de Montalt,476,541,356,506,140,0,2011
157,082634,Sant Vicenç dels Horts,1469,3005,2338,2139,766,0,2011
158,082444,Santa Coloma de Cervelló,395,708,733,720,132,0,2011
159,171805,Santa Coloma de Farners,1100,1405,978,837,305,0,2011
160,082457,Santa Coloma de Gramenet,9513,14609,10701,7189,2479,1155,2011
161,171812,Santa Cristina d'Aro,477,762,356,394,0,0,2011
162,082482,Santa Eulàlia de Ronçana,440,672,519,608,92,0,2011
163,082508,Santa Margarida de Montbui,703,1038,931,811,156,0,2011
164,082515,Santa Margarida i els Monjos,524,807,642,522,0,0,2011
165,082592,Santa Maria de Palautordera,611,881,952,783,150,0,2011
166,082606,Santa Perpètua de Mogoda,1469,2596,2577,2063,502,0,2011
167,081923,Santpedor,476,778,782,486,106,0,2011
168,431457,"Selva del Camp, la",388,561,441,481,0,0,2011
169,430445,"Sénia, la",556,764,499,391,152,0,2011
170,082671,Sentmenat,591,1166,735,524,159,0,2011
171,252038,"Seu d'Urgell, la",1569,1535,1145,802,174,0,2011
172,171931,Sils,415,665,481,418,139,0,2011
173,082704,Sitges,3782,3764,2604,1577,502,0,2011
174,252075,Solsona,947,1178,658,702,0,0,2011
175,082747,Súria,516,779,524,456,0,0,2011
176,082785,Taradell,436,642,522,500,132,0,2011
177,431482,Tarragona,12909,15918,10610,9581,2334,1039,2011
178,252173,Tàrrega,1223,1832,1455,1153,389,0,2011
179,082819,Teià,403,613,458,533,137,0,2011
180,082798,Terrassa,19863,25432,17453,15055,3540,1907,2011
181,082824,Tiana,500,794,709,687,159,0,2011
182,082830,Tona,534,896,972,525,0,0,2011
183,082845,Tordera,1449,2047,1187,1175,0,0,2011
184,082858,Torelló,1257,1600,1265,890,0,188,2011
185,431536,Torredembarra,1513,1989,1523,846,272,0,2011
186,082896,Torrelles de Llobregat,311,609,546,488,96,0,2011
187,171997,Torroella de Montgrí,976,1447,982,642,254,0,2011
188,431554,Tortosa,3026,3682,3016,2031,808,422,2011
189,172023,Tossa de Mar,550,1094,313,432,0,0,2011
190,252347,Tremp,692,713,506,439,100,0,2011
191,431567,Ulldecona,581,595,801,487,0,0,2011
192,082917,Vacarisses,431,595,579,503,0,0,2011
193,082956,Vallirana,843,1468,1196,1178,299,0,2011
194,431613,Valls,2070,3135,2068,1442,587,0,2011
195,431628,Vandellòs i l'Hospitalet de l'Infant,690,689,445,369,163,0,2011
196,431634,"Vendrell, el",3161,4883,3063,2467,581,0,2011
197,082981,Vic,3911,4851,3059,2668,805,449,2011
198,172137,Vidreres,438,971,663,572,151,0,2011
199,252430,Vielha e Mijaran,390,825,300,453,0,0,2011
200,083015,Viladecans,4404,7344,5977,5181,906,419,2011
201,083008,Viladecavalls,231,694,569,746,174,0,2011
202,172214,Vilafant,223,478,502,513,83,0,2011
203,083054,Vilafranca del Penedès,3560,4833,2874,3105,488,0,2011
204,083020,Vilanova del Camí,704,1312,1186,904,281,0,2011
205,089024,Vilanova del Vallès,297,445,468,454,100,0,2011
206,083073,Vilanova i la Geltrú,6593,8537,5341,4830,863,422,2011
207,431711,Vila-seca,2015,2667,1576,1610,348,0,2011
208,082140,Vilassar de Dalt,707,1126,788,667,125,0,2011
209,082191,Vilassar de Mar,1846,2288,1456,1547,419,0,2011
