,Codi,Literal,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions
9553,250447,Bassella,2010,3216463,198335,138128,1913,8381,3528,,,-4,1005,1612
9554,430228,Batea,2010,2541363557,128724265,126639292,128126,724639,265292,,,-15,12613,3268
9555,250450,Bausen,2010,43027,31616,11411,31,1614,1611,,,-1,000,100
9556,080207,Begues,2010,13364423589,6902210261,6462213328,690646,22102213,261328,,,43,2976346,2542881
9557,170139,Begur,2010,5772892740,2961494353,2811398387,296281,14941398,353387,,,-4,1751645,1912227
9558,250463,Belianes,2010,72338174,3618776,3615198,3636,187151,7698,,,0,1606,1714
9559,251706,Bellaguarda,2010,37186111,259954,128757,2512,9987,5457,,,-6,120,702
9560,170182,Bellcaire d'Empordà,2010,113431129,6121161,5222068,6152,211220,6168,,,-9,3084,3993
9561,250479,Bellcaire d'Urgell,2010,164818359,81425165,83393194,8183,425393,165194,,,23,50414,35100
9562,250485,Bell-lloc d'Urgell,2010,3711585492,177811216,194774276,177194,811774,216276,,,0,66930,75921
9563,250498,Bellmunt d'Urgell,2010,2712856,126125,156731,1215,6167,2531,,,-7,201,1000
9564,430234,Bellmunt del Priorat,2010,4421888,2311636,2110252,2321,116102,3652,,,-6,1411,1804
9565,080214,Bellprat,2010,96127,53316,42811,54,3328,1611,,,-3,200,500
9566,250501,Bellpuig,2010,7623313867,3761838359,3861475508,376386,18381475,359508,,,74,1763390,1783314
9567,430249,Bellvei,2010,4131405292,223734144,190671148,223190,734671,144148,,,-46,131611,113774
9568,250518,Bellver de Cerdanya,2010,2901571399,153844184,137727215,153137,844727,184215,,,20,124718,103818
9569,250523,Bellvís,2010,3021620584,166859264,136761320,166136,859761,264320,,,-98,451254,5213144
9570,250539,Benavent de Segrià,2010,3111026185,15653296,15549489,156155,532494,9689,,,18,58135,46111
9571,430252,Benifallet,2010,65468255,34244110,31224145,3431,244224,110145,,,18,9116,701
9572,430265,Benissanet,2010,152828283,77462130,75366153,7775,462366,130153,,,-2,40642,301248
9573,080229,Berga,2010,2398113003463,123158811421,116754192042,12311167,58815419,14212042,,,-134,48681133,49177266
9574,170195,Besalú,2010,3351513512,160752221,175761291,160175,752761,221291,,,17,116917,1001411
9575,170209,Bescanó,2010,8663001688,4371522310,4291479378,437429,15221479,310378,,,29,2221412,1701732
9576,170216,Beuda,2010,2011427,76115,135312,713,6153,1512,,,1,1805,1705
9577,080235,Bigues i Riells del Fai,2010,16965997971,8633129454,8332868517,863833,31292868,454517,,,50,4212821,3633522
9578,250557,Biosca,2010,1513467,118130,45337,114,8153,3037,,,11,1400,300
9579,170221,"Bisbal d'Empordà, la",2010,175369831661,9233632704,8303351957,923830,36323351,704957,,,-107,38748108,40263185
9580,430271,"Bisbal de Falset, la",2010,3013671,207134,106537,2010,7165,3437,,,-9,304,1510
9581,430287,"Bisbal del Penedès, la",2010,5192267557,2671185277,2521082280,267252,11851082,277280,,,-29,1842510,1983515
9582,172348,Biure,2010,2616452,109024,167428,1016,9074,2428,,,2,702,601
9583,430290,Blancafort,2010,50274109,2714649,2312860,2723,146128,4960,,,-13,1520,2622
9584,170237,Blanes,2010,6251277905969,3233143012650,3018134893319,32333018,1430113489,26503319,,,-119,1386274542,1424347550
9585,170293,Boadella i les Escaules,2010,3217548,178920,158628,1715,8986,2028,,,0,721,1000
9586,170242,Bolvir,2010,4828562,2715527,2113035,2721,155130,2735,,,-3,3016,3541
9587,430304,Bonastre,2010,9644698,4624249,5020449,4650,242204,4949,,,8,4432,28211
9588,250576,"Bòrdes, Es",2010,2617841,169322,108519,1610,9385,2219,,,-6,1911,1377
9589,170255,Bordils,2010,2891159267,146603111,143556156,146143,603556,111156,,,17,87328,70328
9590,250582,"Borges Blanques, les",2010,85839791212,4712102514,3871877698,471387,21021877,514698,,,0,2103147,1713483
9591,430311,"Borges del Camp, les",2010,3971386358,193711162,204675196,193204,711675,162196,,,-4,8849,781116
9592,170268,Borrassà,2010,110451123,5923956,5121267,5951,239212,5667,,,13,3542,2440
9593,080240,Borredà,2010,83376145,5321062,3016683,5330,210166,6283,,,-2,31012,4311
9594,250595,Bossòst,2010,168847169,8145077,8739792,8187,450397,7792,,,-11,362716,562410
9595,430326,Bot,2010,54402227,32215109,22187118,3222,215187,109118,,,16,3019,1833
9596,430332,Botarell,2010,187776122,10341661,8436061,10384,416360,6161,,,20,52712,3858
9597,250560,Bovera,2010,20185136,1010265,108371,1010,10283,6571,,,-6,710,1400
9598,430347,Bràfim,2010,84455141,4523656,3921985,4539,236219,5685,,,-14,28417,23535
9599,170274,Breda,2010,5422496733,2661312336,2761184397,266276,13121184,336397,,,23,156936,1351627
9600,080253,"Bruc, el",2010,3811353222,206742105,175611117,206175,742611,105117,,,18,1411612,118285
9601,080266,"Brull, el",2010,5216538,319017,217521,3121,9075,1721,,,-6,700,1300
9602,170280,Brunyola i Sant Martí Sapresa,2010,4123294,2211942,1911352,2219,119113,4252,,,22,3341,1600
9603,430350,Cabacés,2010,4121987,1612044,259943,1625,12099,4443,,,-3,1002,1401
9604,250609,Cabanabona,2010,115247,62617,52630,65,2626,1730,,,2,800,600
9605,170314,Cabanelles,2010,2117145,1210321,96824,129,10368,2124,,,3,2133,1527
9606,170307,Cabanes,2010,150583182,7430998,7627484,7476,309274,9884,,,10,49112,4543
9607,080272,"Cabanyes, les",2010,191608103,8631552,10529351,86105,315293,5251,,,16,3893,2950
9608,250616,Cabó,2010,65930,13317,52613,15,3326,1713,,,-1,400,500
9609,430363,Cabra del Camp,2010,203749194,12039898,8335196,12083,398351,9896,,,9,83412,681012
9610,080288,Cabrera d'Anoia,2010,231949163,11852280,11342783,118113,522427,8083,,,14,10342,8393
9611,080291,Cabrera de Mar,2010,7873128589,4221562280,3651566309,422365,15621566,280309,,,-5,2301724,1962357
9612,080305,Cabrils,2010,15464839723,7712368351,7752471372,771775,23682471,351372,,,53,3502263,3072253
9613,170329,Cadaqués,2010,4541996442,2421001189,212995253,242212,1001995,189253,,,-11,683634,682853
9614,080312,Calaf,2010,5412434636,2761356286,2651078350,276265,13561078,286350,,,-91,851041,9915113
9615,430379,Calafell,2010,3810171033510,196487101684,184683931826,19641846,87108393,16841826,,,376,1885272390,1651244276
9616,080348,Calders,2010,155618161,8132673,7429288,8174,326292,7388,,,14,5244,4240
9617,080327,Caldes d'Estrac,2010,3991892492,202954199,197938293,202197,954938,199293,,,22,2133142,1971849
9618,170335,Caldes de Malavella,2010,12424689989,6342358439,6082331550,634608,23582331,439550,,,57,4153850,3294275
9619,080333,Caldes de Montbui,2010,2863116252531,150359581074,136056671457,15031360,59585667,10741457,,,109,64886129,57810670
9620,080351,Calella,2010,2797126713157,141065571277,138761141880,14101387,65576114,12771880,,,102,1019123345,856148381
9621,080370,Calldetenes,2010,3841734307,192917132,192817175,192192,917817,132175,,,-14,105816,118322
9622,080386,Callús,2010,3391170336,178586132,161584204,178161,586584,132204,,,83,145138,60167
9623,080364,Calonge de Segarra,2010,2511257,166027,95230,169,6052,2730,,,7,900,200
9624,170340,Calonge i Sant Antoni,2010,163774091743,8183812803,8193597940,818819,38123597,803940,,,12,61274156,51898214
9625,250621,Camarasa,2010,93626260,61335113,32291147,6132,335291,113147,,,-19,2802,4630
9626,439039,Camarles,2010,5242353740,2811239334,2431114406,281243,12391114,334406,,,-20,64731,751334
9627,430385,Cambrils,2010,5597228204005,2855115351784,2742112852221,28552742,1153511285,17842221,,,451,1561394503,1209439359
9628,170353,Camós,2010,93427161,5322571,4020290,5340,225202,7190,,,10,2613,2000
9629,170366,Campdevànol,2010,4602175864,2531101377,2071074487,253207,11011074,377487,,,9,971015,10094
9630,170372,Campelles,2010,158230,54515,103715,510,4537,1515,,,13,1710,500
9631,080399,Campins,2010,7629047,3615024,4014023,3640,150140,2423,,,59,8435,3210
9632,170388,Campllong,2010,9830267,4916131,4914136,4949,161141,3136,,,22,5014,2805
9633,170391,Camprodon,2010,3001624555,138851237,162773318,138162,851773,237318,,,-16,881620,123125
9634,250637,Canejan,2010,86332,13916,72416,17,3924,1616,,,3,610,310
9635,170405,Canet d'Adri,2010,78427113,4322249,3520564,4335,222205,4964,,,-11,2802,3560
9636,080403,Canet de Mar,2010,216192992455,11544713993,100745861462,11541007,47134586,9931462,,,57,57349102,45182134
9637,439076,"Canonja, la",2010,......,......,......,....,....,....,,,..,......,......
9638,080410,Canovelles,2010,2832113041940,14706069863,136252351077,14701362,60695235,8631077,,,-434,707108182,908112411
9639,080425,Cànoves i Samalús,2010,4861931392,2381019187,248912205,238248,1019912,187205,,,-9,14765,1301819
9640,170412,Cantallops,2010,3620677,2110735,159942,2115,10799,3542,,,5,1906,1901
9641,080431,Canyelles,2010,8332938425,4221493220,4111445205,422411,14931445,220205,,,82,2932822,2171430
9642,430398,Capafonts,2010,47844,14323,33521,13,4335,2321,,,0,500,500
9643,430402,Capçanes,2010,44279108,2114848,2313160,2123,148131,4860,,,-8,863,2140
9644,080446,Capellades,2010,8453656997,4351860425,4101796572,435410,18601796,425572,,,-30,2031827,2262626
9645,170427,Capmany,2010,90392138,5020974,4018364,5040,209183,7464,,,-6,26511,32511
9646,080459,Capolat,2010,164917,5275,112212,511,2722,512,,,3,800,500
9647,080462,Cardedeu,2010,3098116222177,16005813912,149858091265,16001498,58135809,9121265,,,179,8268095,60997116
9648,080478,Cardona,2010,62532931264,3111727513,3141566751,311314,17271566,513751,,,-38,781026,1281212
9649,080484,Carme,2010,111557160,6729869,4425991,6744,298259,6991,,,3,2752,2830
9650,430419,Caseres,2010,2916996,148347,158649,1415,8386,4749,,,0,1002,1200
9651,170448,Cassà de la Selva,2010,156864951574,8033511667,7652984907,803765,35112984,667907,,,116,34558108,3124835
9652,080497,Casserres,2010,1531023407,85524180,68499227,8568,524499,180227,,,15,7313,5543
9653,080575,Castell de l'Areny,2010,105510,5334,5226,55,3322,46,,,-4,100,401
9654,259046,Castell de Mur,2010,2110952,76028,144924,714,6049,2824,,,0,840,1110
9655,250642,Castellar de la Ribera,2010,258843,154122,104721,1510,4147,2221,,,-2,600,800
9656,080522,Castellar de n'Hug,2010,2013037,117615,95422,119,7654,1522,,,-18,901,2305
9657,080500,Castellar del Riu,2010,3010330,155219,155111,1515,5251,1911,,,11,2200,1100
9658,080517,Castellar del Vallès,2010,4286160142829,223580291225,205179851604,22352051,80297985,12251604,,,36,77486104,700103125
9659,080538,Castellbell i el Vilar,2010,5932490648,2971311287,2961179361,297296,13111179,287361,,,-46,1761324,2182219
9660,080543,Castellbisbal,2010,253184191273,13264347605,12054072668,13261205,43474072,605668,,,-41,3856783,4366971
9661,080556,Castellcir,2010,131428105,6224247,6918658,6269,242186,4758,,,-4,4034,4542
9662,250674,Castelldans,2010,101672236,49386113,52286123,4952,386286,113123,,,-5,3599,42511
9663,080569,Castelldefels,2010,10735444307085,5521224943072,5214219364013,55215214,2249421936,30724013,67.0,12.0,696,28747391367,24637021119
9664,080581,Castellet i la Gornal,2010,3611526353,184792172,177734181,184177,792734,172181,,,-7,1281116,1142028
9665,170464,Castellfollit de la Roca,2010,142662244,79345106,63317138,7963,345317,106138,,,-40,3044,60117
9666,080608,Castellfollit de Riubregós,2010,1412855,97025,55830,95,7058,2530,,,-5,120,800
9667,080594,Castellfollit del Boix,2010,6425690,3512641,2913049,3529,126130,4149,,,-4,1701,2200
9668,080615,Castellgalí,2010,3691308281,200693134,169615147,200169,693615,134147,,,12,126114,11289
9669,080620,Castellnou de Bages,2010,208753108,9540058,11335350,95113,400353,5850,,,17,5842,4601
9670,250680,Castellnou de Seana,2010,83453199,4323995,40214104,4340,239214,95104,,,-12,1025,2621
9671,170470,Castelló d'Empúries,2010,194083441936,9714395934,96939491002,971969,43953949,9341002,,,-368,40797502,506148720
9672,250693,Castelló de Farfanya,2010,49360155,2920473,2015682,2920,204156,7382,,,-6,3302,3146
9673,080636,Castellolí,2010,9533886,3817836,5716050,3857,178160,3650,,,28,4222,1800
9674,170486,Castell-Platja d'Aro,2010,145774881500,7543833693,7033655807,754703,38333655,693807,,,-73,591104343,623112376
9675,250707,Castellserà,2010,115679320,56366151,59313169,5659,366313,151169,,,4,3414,3122
9676,080641,Castellterçol,2010,3621547478,181794207,181753271,181181,794753,207271,,,-1,10657,100910
9677,430424,Castellvell del Camp,2010,5831908266,299964124,284944142,299284,964944,124142,,,13,1151013,11834
9678,080654,Castellví de la Marca,2010,2731063299,137553127,136510172,137136,553510,127172,,,10,73110,58313
9679,080667,Castellví de Rosanes,2010,3261206223,155625104,171581119,155171,625581,104119,,,48,12785,78113
9680,430430,"Catllar, el",2010,7282961435,3891508212,3391453223,389339,15081453,212223,,,11,1921122,1752316
9681,250714,Cava,2010,13422,02014,1148,01,2014,148,,,1,100,000
9682,171899,"Cellera de Ter, la",2010,3261397418,168735173,158662245,168158,735662,173245,,,-36,5829,9744
9683,170499,Celrà,2010,9613225452,4751627199,4861598253,475486,16271598,199253,,,72,2171979,1921833
9684,080673,Centelles,2010,113148691259,5742478507,5572391752,574557,24782391,507752,,,37,2642515,2102532
9685,082687,Cercs,2010,138831357,82440150,56391207,8256,440391,150207,,,-11,4256,49213
9686,082665,Cerdanyola del Vallès,2010,9088415277792,4648207703449,4440207574343,46484440,2077020757,34494343,86.0,11.0,-261,1793347903,1945364995
9687,080689,Cervelló,2010,143460811051,7403115467,6942966584,740694,31152966,467584,,,37,4444155,3972878
9688,250729,Cervera,2010,164462881429,8803289618,7642999811,880764,32892999,618811,,,-3,22762121,3124754
9689,250735,Cervià de les Garrigues,2010,82490244,44265114,38225130,4438,265225,114130,,,7,3941,3430
9690,170502,Cervià de Ter,2010,167573155,9428472,7328983,9473,284289,7283,,,-5,2627,3505
9691,170519,Cistella,2010,2915963,138329,167634,1316,8376,2934,,,1,1810,1710
9692,250740,Ciutadilla,2010,2313562,157134,86428,158,7164,3428,,,-10,912,1606
9693,250753,Clariana de Cardener,2010,2311017,11598,12519,1112,5951,89,,,6,1300,700
9694,250766,"Cogul, el",2010,1311862,76633,65229,76,6652,3329,,,-4,1010,1311
9695,170545,Colera,2010,48375153,2519974,2317679,2523,199176,7479,,,21,41216,3431
9696,250772,Coll de Nargó,2010,61411147,3421167,2720080,3427,211200,6780,,,0,1904,2012
9697,080692,Collbató,2010,9552780379,5221441183,4331339196,522433,14411339,183196,,,113,292178,163329
9698,430458,Colldejou,2010,1613035,87318,85717,88,7357,1817,,,0,800,710
9699,080706,Collsuspina,2010,5523656,3212132,2311524,3223,121115,3224,,,4,1302,1010
9700,170558,Colomers,2010,2312256,146024,96232,149,6062,2432,,,-4,700,1010
9701,251636,"Coma i la Pedra, la",2010,2619649,1412526,127123,1412,12571,2623,,,7,2200,1500
9702,251615,Conca de Dalt,2010,30253124,1613256,1412168,1614,132121,5668,,,12,2330,1211
9703,430461,Conesa,2010,68628,15211,53417,15,5234,1117,,,10,1335,1010
9704,430477,Constantí,2010,11284388840,5952423378,5331965462,595533,24231965,378462,,,114,28272126,3064911
9705,080713,Copons,2010,6220355,2810127,3410228,2834,101102,2728,,,11,1610,402
9706,430483,Corbera d'Ebre,2010,144751276,76421132,68330144,7668,421330,132144,,,26,44719,3950
9707,080728,Corbera de Llobregat,2010,264798131540,13884951701,12594862839,13881259,49514862,701839,,,-11,5475078,5827331
9708,250788,Corbins,2010,211915254,118506115,93409139,11893,506409,115139,,,-6,42919,60115
9709,170577,Corçà,2010,172876248,89433118,83443130,8983,433443,118130,,,13,61411,5067
9710,080734,Cornellà de Llobregat,2010,130995882215319,6705301126538,6394287108781,67056394,3011228710,65388781,117.0,10.0,-458,33275481009,35466091187
9711,170561,Cornellà del Terri,2010,3361477397,181759190,155718207,181155,759718,190207,,,17,107421,97513
9712,430496,Cornudella de Montsant,2010,114663251,61370111,53293140,6153,370293,111140,,,20,45413,3156
9713,430509,Creixell,2010,5022212605,2671166279,2351046326,267235,11661046,279326,,,31,2692728,2413220
9714,170583,Crespià,2010,3715957,218026,167931,2116,8079,2631,,,1,1410,1211
9715,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",2010,181860209,8945097,92410112,8992,450410,97112,,,31,9278,55813
9716,080749,Cubelles,2010,240797671821,12894960851,11184807970,12891118,49604807,851970,,,227,1018123159,837114122
9717,250791,Cubells,2010,50234123,2612958,2410565,2624,129105,5865,,,-6,903,1332
9718,430516,Cunit,2010,209083112063,10284276995,106240351068,10281062,42764035,9951068,,,130,101697148,877105149
9719,170600,Darnius,2010,51342136,2518856,2615480,2526,188154,5680,,,2,2370,2413
9720,170617,Das,2010,3514643,208322,156321,2015,8363,2221,,,-4,1220,1701
9721,439018,Deltebre,2010,168380112404,88641531115,79738581289,886797,41533858,11151289,,,165,26958173,2255555
9722,080752,Dosrius,2010,9613559490,4941819217,4671740273,494467,18191740,217273,,,67,3032915,2422711
9723,430537,Duesaigües,2010,2415462,129432,126030,1212,9460,3230,,,3,1602,1500
9724,170622,"Escala, l'",2010,137870921917,7413650933,6373442984,741637,36503442,933984,,,166,39870215,37810138
9725,080765,Esparreguera,2010,3804154142824,199280231254,181273911570,19921812,80237391,12541570,,,-107,868111132,809179230
9726,170638,Espinelves,2010,2212347,96719,135628,913,6756,1928,,,5,1915,1811
9727,250812,"Espluga Calba, l'",2010,46254127,2014656,2610871,2026,146108,5671,,,7,2209,1932
9728,430542,"Espluga de Francolí, l'",2010,5502565834,2771323344,2731242490,277273,13231242,344490,,,-26,1331924,1352344
9729,080771,Esplugues de Llobregat,2010,6313320288308,3293158003676,3020162284632,32933020,1580016228,36764632,132.0,10.0,36,2426330567,2477323487
9730,170643,Espolla,2010,43255110,1913547,2412063,1924,135120,4763,,,13,2321,1201
9731,170656,Esponellà,2010,8628392,4614633,4013759,4640,146137,3359,,,-14,1513,3300
9732,250827,Espot,2010,4925754,2214623,2711131,2227,146111,2331,,,-9,834,2310
9733,080787,"Espunyola, l'",2010,3515572,197637,167935,1916,7679,3735,,,8,1210,500
9734,082541,"Esquirol, l'",2010,3501437475,179751217,171686258,179171,751686,217258,,,-42,6486,100614
9735,250886,Estamariu,2010,116740,63922,52818,65,3928,2218,,,4,400,000
9736,080790,"Estany, l'",2010,47239103,2512643,2211360,2522,126113,4360,,,0,1301,1031
9737,250851,Estaràs,2010,1511547,76623,84924,78,6649,2324,,,-8,520,1500
9738,250864,Esterri d'Àneu,2010,112682152,5939268,5329084,5953,392290,6884,,,-18,531339,68649
9739,250870,Esterri de Cardós,2010,55317,2277,32610,23,2726,710,,,2,401,300
9740,430555,Falset,2010,4531900582,237992253,216908329,237216,992908,253329,,,13,901325,851614
9741,170059,"Far d'Empordà, el",2010,110334101,5117147,5916354,5159,171163,4754,,,4,3142,2841
9742,250899,Farrera,2010,189619,105513,8416,108,5541,136,,,4,600,200
9743,430568,"Fatarella, la",2010,108675347,53360155,55315192,5355,360315,155192,,,-5,1109,2410
9744,430574,"Febró, la",2010,0339,0217,0122,00,2112,72,,,9,1000,100
9745,081347,Figaró-Montmany,2010,177690216,8636592,91325124,8691,365325,92124,,,34,9568,6852
9746,080804,Fígols,2010,62721,31711,31010,33,1710,1110,,,0,310,400
9747,259084,Fígols i Alinyà,2010,2216595,159545,77050,157,9570,4550,,,-4,710,507
9748,430580,"Figuera, la",2010,79434,55317,24117,52,5341,1717,,,0,503,800
9749,170669,Figueres,2010,7440304196396,3817156412635,3623147783761,38173623,1564114778,26353761,,,134,1617407819,1700408601
9750,430593,Figuerola del Camp,2010,6322063,2411528,3910535,2439,115105,2835,,,6,1602,1011
9751,170675,Flaçà,2010,141714215,7336194,68353121,7368,361353,94121,,,-9,4159,5536
9752,430607,Flix,2010,4152730916,2181430417,1971300499,218197,14301300,417499,,,-39,891339,1262727
9753,250925,"Floresta, la",2010,2210651,136423,94228,139,6442,2328,,,-9,320,1130
9754,080826,Fogars de la Selva,2010,2791035199,140552100,13948399,140139,552483,10099,,,-20,9376,100188
9755,080811,Fogars de Montclús,2010,9028481,5215139,3813342,5238,151133,3942,,,-2,2910,2741
9756,170681,Foixà,2010,4020285,2510840,159445,2515,10894,4045,,,-9,210,1200
9757,080832,Folgueroles,2010,4871431298,265720141,222711157,265222,720711,141157,,,-4,6235,6509
9758,250931,Fondarella,2010,117590123,6629958,5129165,6651,299291,5865,,,-4,33172,34211
9759,080847,Fonollosa,2010,221986194,11351097,10847697,113108,510476,9797,,,17,60101,4662
9760,170694,Fontanals de Cerdanya,2010,4432786,1716239,2716547,1727,162165,3947,,,9,2513,1451
9761,170708,Fontanilles,2010,239641,145723,93918,149,5739,2318,,,9,1103,410
9762,170715,Fontcoberta,2010,198916166,8744976,11146790,87111,449467,7690,,,67,10928,4480
9763,080850,Font-rubí,2010,233914319,118500153,115414166,118115,500414,153166,,,9,6158,6230
9764,250946,Foradada,2010,1512053,106930,55123,105,6951,3023,,,-1,411,610
9765,179026,Forallac,2010,2251228296,116625122,109603174,116109,625603,122174,,,14,124216,108614
9766,430614,Forès,2010,02320,01410,0910,00,149,1010,,,15,1800,300
9767,170736,Fornells de la Selva,2010,5011594248,248785110,253809138,248253,785809,110138,,,21,10465,9121
9768,170741,Fortià,2010,96402144,4720873,4919471,4749,208194,7371,,,14,4521,2905
9769,080863,"Franqueses del Vallès, les",2010,3227128762011,16986706911,152961701100,16981529,67066170,9111100,,,400,1085103200,80211274
9770,430629,Freginals,2010,35260119,1915350,1610769,1916,153107,5069,,,28,18713,622
9771,250962,"Fuliola, la",2010,161803306,87411136,74392170,8774,411392,136170,,,18,441411,4515
9772,250978,Fulleda,2010,76332,13517,62815,16,3528,1715,,,2,1100,900
9773,080902,Gaià,2010,3211926,176810,155116,1715,6851,1016,,,-7,1201,1460
9774,430635,"Galera, la",2010,109596192,5532386,54273106,5554,323273,86106,,,-47,19218,33449
9775,080879,Gallifa,2010,2715830,148614,137216,1413,8672,1416,,,-11,111,1211
9776,430640,Gandesa,2010,4322146644,2231147285,209999359,223209,1147999,285359,,,7,541641,581531
9777,430653,Garcia,2010,61363170,2819175,3317295,2833,191172,7595,,,-2,2724,2645
9778,430666,"Garidells, els",2010,2114535,127516,97019,129,7570,1619,,,-10,500,1113
9779,080885,"Garriga, la",2010,2692102202157,14055030884,128751901273,14051287,50305190,8841273,,,55,5807392,50578107
9780,170754,Garrigàs,2010,4624987,2013946,2611041,2026,139110,4641,,,-4,1110,1510
9781,170767,Garrigoles,2010,179842,75822,104020,710,5840,2220,,,7,1002,500
9782,170773,Garriguella,2010,131555172,6728279,6427393,6764,282273,7993,,,10,5729,5323
9783,080898,Gavà,2010,7628321886567,3950162172854,3678159713713,39503678,1621715971,28543713,,,-365,1790292515,1890360712
9784,250984,Gavet de la Conca,2010,24170115,128755,128360,1212,8783,5560,,,-4,1900,2102
9785,080919,Gelida,2010,12324778935,6422474401,5902304534,642590,24742304,401534,,,89,3722140,2802341
9786,170789,Ger,2010,6032081,3317546,2714535,3327,175145,4635,,,5,2524,2330
9787,259123,Gimenells i el Pla de la Font,2010,163744276,76402123,87342153,7687,402342,123153,,,-10,19819,25427
9788,430672,Ginestar,2010,122651249,65358112,57293137,6557,358293,112137,,,-20,1818,15032
9789,170792,Girona,2010,158206748812928,8153335275203,7667339617725,81537667,3352733961,52037725,79.0,15.0,-455,41438231671,40708642158
9790,080924,Gironella,2010,60532681194,2831748488,3221520706,283322,17481520,488706,,,45,1833337,185167
9791,080930,Gisclareny,2010,0285,0163,0122,00,1612,32,,,-2,200,400
9792,430688,Godall,2010,96487232,41265120,55222112,4155,265222,120112,,,13,2152,1140
9793,250997,Golmés,2010,2751133277,141575123,134558154,141134,575558,123154,,,11,721533,551935
9794,170806,Gombrèn,2010,3415040,177114,177926,1717,7179,1426,,,-16,920,2610
9795,251001,Gósol,2010,1615455,118724,56731,115,8767,2431,,,5,1500,1000
9796,080945,"Granada, la",2010,3321346285,174698129,158648156,174158,698648,129156,,,28,110514,76322
9797,251018,"Granadella, la",2010,83465224,45262105,38203119,4538,262203,105119,,,-4,2035,2651
9798,080958,Granera,2010,55915,2399,3206,23,3920,96,,,1,310,300
9799,251023,"Granja d'Escarp, la",2010,97644245,45370110,52274135,4552,370274,110135,,,-4,15927,271513
9800,080961,Granollers,2010,9220417008771,4749213793619,4471203215152,47494471,2137920321,36195152,94.0,13.0,61,2632479952,2641476885
9801,251039,Granyanella,2010,1610040,75518,94522,79,5545,1822,,,-5,600,1100
9802,251057,Granyena de les Garrigues,2010,1611150,106824,64326,106,6843,2426,,,-6,1012,1612
9803,251044,Granyena de Segarra,2010,57559,24225,33334,23,4233,2534,,,-2,210,500
9804,430691,Gratallops,2010,3516464,258728,107736,2510,8777,2836,,,0,804,741
9805,080977,Gualba,2010,244833158,12043176,12440282,120124,431402,7682,,,58,126713,73114
9806,170813,Gualta,2010,5923670,3413632,2510038,3425,136100,3238,,,-5,17638,23142
9807,080996,Guardiola de Berguedà,2010,127658239,70362115,57296124,7057,362296,115124,,,10,5611,4152
9808,430705,"Guiamets, els",2010,2421689,1111035,1310654,1113,110106,3554,,,2,1202,1101
9809,170828,Guils de Cerdanya,2010,6039168,3421029,2618139,3426,210181,2939,,,42,5894,1937
9810,251095,Guimerà,2010,15186129,710962,87767,78,10977,6267,,,-4,1801,9014
9811,259031,"Guingueta d'Àneu, la",2010,4124669,2313732,1810937,2318,137109,3237,,,-4,1746,2047
9812,251109,Guissona,2010,11814487599,6032502253,5781985346,603578,25021985,253346,,,227,21992324,15440214
9813,251116,Guixers,2010,119232,45519,73713,47,5537,1913,,,1,501,500
9814,081000,Gurb,2010,4841719323,264883151,220836172,264220,883836,151172,,,1,8135,7846
9815,430712,Horta de Sant Joan,2010,166801340,100430163,66371177,10066,430371,163177,,,-9,1468,20611
9816,081017,"Hospitalet de Llobregat, l'",2010,3440317634747892,177398896720419,166648738027473,1773916664,8896787380,2041927473,138.0,11.0,585,1163223245638,1378422302995
9817,081629,"Hostalets de Pierola, els",2010,5391924280,2791020123,260904157,279260,1020904,123157,,,40,221720,1761121
9818,170834,Hostalric,2010,6422752604,3211446271,3211306333,321321,14461306,271333,,,-9,1842341,1861754
9819,081022,Igualada,2010,6488260526609,3354133282653,3134127243956,33543134,1332812724,26533956,,,-118,1349241427,1400273462
9820,251155,Isona i Conca Dellà,2010,124674352,66365181,58309171,6658,365309,181171,,,-33,20010,5373
9821,170849,Isòvol,2010,2722656,1613627,119029,1611,13690,2729,,,7,3403,2901
9822,251137,Ivars d'Urgell,2010,2141081421,115624183,99457238,11599,624457,183238,,,-12,411420,68415
9823,251121,Ivars de Noguera,2010,3922794,1813246,219548,1821,13295,4648,,,1,1425,1640
9824,251142,Ivorra,2010,97142,64118,33024,63,4130,1824,,,-1,500,600
9825,170852,Jafre,2010,46283103,2516443,2111960,2521,164119,4360,,,-7,1901,2511
9826,170865,"Jonquera, la",2010,5012190415,2741110182,2271080233,274227,11101080,182233,,,-18,14628137,12443162
9827,081038,Jorba,2010,153529141,8226461,7126580,8271,264265,6180,,,-6,3742,34132
9828,259101,Josa i Tuixén,2010,710232,45519,34713,43,5547,1913,,,-4,902,1014
9829,170871,Juià,2010,6419962,4111030,238932,4123,11089,3032,,,17,34321,4010
9830,251180,Juncosa,2010,48286145,1916866,2911879,1929,168118,6679,,,3,1345,1630
9831,251193,Juneda,2010,4682310709,2461265325,2221045384,246222,12651045,325384,,,22,811942,96204
9832,251214,Les,2010,137720126,7636750,6135376,7661,367353,5076,,,14,66245,422415
9833,251229,Linyola,2010,4301794550,225968253,205826297,225205,968826,253297,,,-38,631228,751650
9834,081043,"Llacuna, la",2010,113610214,6534795,48263119,6548,347263,95119,,,6,4909,5101
9835,170887,Lladó,2010,117453127,6023558,5721869,6057,235218,5869,,,11,5225,4440
