,Codi,Literal,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions
5019,430593,Figuerola del Camp,2005,318,148,170,52,195,71,,,4,19,15
5020,170675,Flaçà,2005,983,496,487,121,660,202,,,21,68,47
5021,430607,Flix,2005,4029,2061,1968,427,2704,898,,,-27,116,143
5022,250925,"Floresta, la",2005,184,100,84,20,107,57,,,2,13,11
5023,080826,Fogars de la Selva,2005,1171,611,560,215,809,147,,,159,241,82
5024,080811,Fogars de Montclús,2005,417,224,193,64,279,74,,,20,30,10
5025,170681,Foixà,2005,329,169,160,44,204,81,,,-4,12,16
5026,080832,Folgueroles,2005,1905,953,952,355,1276,274,,,56,120,64
5027,250931,Fondarella,2005,786,392,394,109,560,117,,,-6,33,39
5028,080847,Fonollosa,2005,1208,616,592,182,842,184,,,65,106,41
5029,170694,Fontanals de Cerdanya,2005,436,219,217,43,315,78,,,-10,19,29
5030,170708,Fontanilles,2005,164,93,71,15,116,33,,,8,18,10
5031,170715,Fontcoberta,2005,1137,553,584,166,830,141,,,32,81,49
5032,080850,Font-rubí,2005,1382,735,647,193,878,311,,,28,83,55
5033,250946,Foradada,2005,213,126,87,16,138,59,,,-8,13,21
5034,179026,Forallac,2005,1745,863,882,224,1214,307,,,9,95,86
5035,430614,Forès,2005,62,34,28,0,37,25,,,-4,2,6
5036,170736,Fornells de la Selva,2005,1884,912,972,359,1305,220,,,-16,49,65
5037,170741,Fortià,2005,572,291,281,74,379,119,,,3,33,30
5038,080863,"Franqueses del Vallès, les",2005,15196,7792,7404,2398,11071,1727,,,489,1453,964
5039,430629,Freginals,2005,406,209,197,37,257,112,,,39,55,16
5040,250962,"Fuliola, la",2005,1204,606,598,135,751,318,,,33,66,33
5041,250978,Fulleda,2005,121,63,58,9,77,35,,,-3,1,4
5042,080902,Gaià,2005,157,79,78,25,107,25,,,-4,5,9
5043,430635,"Galera, la",2005,818,411,407,88,516,214,,,27,52,25
5044,080879,Gallifa,2005,210,106,104,36,148,26,,,3,15,12
5045,430640,Gandesa,2005,3028,1567,1461,375,2002,651,,,62,155,93
5046,430653,Garcia,2005,498,260,238,38,301,159,,,31,45,14
5047,430666,"Garidells, els",2005,189,101,88,25,129,35,,,11,18,7
5048,080885,"Garriga, la",2005,13472,6539,6933,2337,9261,1874,,,380,887,507
5049,170754,Garrigàs,2005,332,181,151,35,214,83,,,16,21,5
5050,170767,Garrigoles,2005,156,84,72,15,98,43,,,-3,6,9
5051,170773,Garriguella,2005,735,390,345,96,485,154,,,11,62,51
5052,080898,Gavà,2005,44210,22092,22118,6869,31559,5782,,,530,3061,2531
5053,250984,Gavet de la Conca,2005,313,147,166,25,175,113,,,3,13,10
5054,080919,Gelida,2005,5650,2895,2755,914,3916,820,,,259,570,311
5055,170789,Ger,2005,433,225,208,51,312,70,,,12,57,45
5056,259123,Gimenells i el Pla de la Font,2005,1110,581,529,125,721,264,,,14,38,24
5057,430672,Ginestar,2005,950,502,448,96,605,249,,,29,66,37
5058,170792,Girona,2005,86672,41998,44674,14047,60485,12140,85.0,13.0,2530,7636,5106
5059,080924,Gironella,2005,4853,2364,2489,469,3149,1235,,,-14,164,178
5060,080930,Gisclareny,2005,36,20,16,1,30,5,,,-2,1,3
5061,430688,Godall,2005,749,391,358,73,442,234,,,35,61,26
5062,250997,Golmés,2005,1508,749,759,207,1022,279,,,47,122,75
5063,170806,Gombrèn,2005,229,110,119,20,155,54,,,-6,7,13
5064,251001,Gósol,2005,223,118,105,12,154,57,,,-5,19,24
5065,080945,"Granada, la",2005,1594,804,790,241,1090,263,,,163,209,46
5066,251018,"Granadella, la",2005,790,408,382,84,448,258,,,-8,22,30
5067,080958,Granera,2005,79,54,25,1,62,16,,,-2,4,6
5068,251023,"Granja d'Escarp, la",2005,1056,565,491,106,689,261,,,0,41,41
5069,080961,Granollers,2005,57796,28744,29052,8720,40982,8094,92.0,10.0,783,4407,3624
5070,251039,Granyanella,2005,139,75,64,8,89,42,,,1,4,3
5071,251057,Granyena de les Garrigues,2005,170,95,75,9,103,58,,,11,17,6
5072,251044,Granyena de Segarra,2005,138,73,65,3,77,58,,,-2,0,2
5073,430691,Gratallops,2005,223,122,101,29,142,52,,,1,13,12
5074,080977,Gualba,2005,988,528,460,145,713,130,,,46,110,64
5075,170813,Gualta,2005,359,212,147,54,244,61,,,5,44,39
5076,080996,Guardiola de Berguedà,2005,926,474,452,112,566,248,,,15,61,46
5077,430705,"Guiamets, els",2005,327,177,150,34,197,96,,,6,13,7
5078,170828,Guils de Cerdanya,2005,392,206,186,39,290,63,,,30,54,24
5079,251095,Guimerà,2005,360,184,176,22,201,137,,,-17,23,40
5080,259031,"Guingueta d'Àneu, la",2005,354,187,167,50,225,79,,,4,30,26
5081,251109,Guissona,2005,4874,2650,2224,776,3546,552,,,263,614,351
5082,251116,Guixers,2005,144,86,58,5,103,36,,,-5,3,8
5083,081000,Gurb,2005,2189,1111,1078,401,1505,283,,,105,142,37
5084,430712,Horta de Sant Joan,2005,1241,670,571,135,787,319,,,3,38,35
5085,081017,"Hospitalet de Llobregat, l'",2005,252884,124300,128584,30103,178383,44398,148.0,9.0,2731,20667,17936
5086,081629,"Hostalets de Pierola, els",2005,1879,988,891,291,1319,269,,,120,241,121
5087,170834,Hostalric,2005,3459,1768,1691,511,2451,497,,,138,337,199
5088,081022,Igualada,2005,35933,17764,18169,5250,24456,6227,,,740,2460,1720
5089,251155,Isona i Conca Dellà,2005,1149,630,519,102,696,351,,,12,66,54
5090,170849,Isòvol,2005,231,134,97,14,166,51,,,34,40,6
5091,251137,Ivars d'Urgell,2005,1848,986,862,194,1208,446,,,11,95,84
5092,251121,Ivars de Noguera,2005,353,187,166,27,233,93,,,6,20,14
5093,251142,Ivorra,2005,148,69,79,15,85,48,,,0,4,4
5094,170852,Jafre,2005,377,211,166,30,244,103,,,10,27,17
5095,170865,"Jonquera, la",2005,3016,1556,1460,413,2228,375,,,47,299,252
5096,081038,Jorba,2005,665,324,341,128,401,136,,,56,80,24
5097,259101,Josa i Tuixén,2005,170,87,83,12,117,41,,,6,16,10
5098,170871,Juià,2005,298,161,137,38,196,64,,,14,34,20
5099,251180,Juncosa,2005,551,306,245,61,327,163,,,-10,18,28
5100,251193,Juneda,2005,3222,1674,1548,398,2119,705,,,50,181,131
5101,251214,Les,2005,829,411,418,92,606,131,,,68,118,50
5102,251229,Linyola,2005,2587,1330,1257,346,1721,520,,,-1,123,124
5103,081043,"Llacuna, la",2005,869,463,406,103,570,196,,,-7,51,58
5104,170887,Lladó,2005,562,285,277,75,361,126,,,17,35,18
5105,251235,Lladorre,2005,224,114,110,18,153,53,,,-4,8,12
5106,251240,Lladurs,2005,215,112,103,26,140,49,,,-10,4,14
5107,081056,"Llagosta, la",2005,13455,6747,6708,1938,9758,1759,,,109,987,878
5108,170890,Llagostera,2005,6764,3497,3267,1046,4535,1183,,,339,589,250
5109,170904,Llambilles,2005,585,294,291,86,403,96,,,27,60,33
5110,170911,Llanars,2005,546,290,256,53,381,112,,,8,43,35
5111,170926,Llançà,2005,4371,2173,2198,543,2969,859,,,177,350,173
5112,251253,Llardecans,2005,570,295,275,56,341,173,,,6,16,10
5113,251266,Llavorsí,2005,334,170,164,37,218,79,,,-1,31,32
5114,251207,Lleida,2005,124709,61796,62913,18093,86836,19780,107.0,11.0,2201,8063,5862
5115,170932,Llers,2005,1145,581,564,166,783,196,,,23,70,47
5116,251272,Lles de Cerdanya,2005,237,139,98,19,152,66,,,-5,0,5
5117,081075,Lliçà d'Amunt,2005,12439,6413,6026,2275,8766,1398,,,415,1083,668
5118,081081,Lliçà de Vall,2005,5821,3013,2808,966,4215,640,,,135,453,318
5119,251288,Llimiana,2005,168,92,76,9,105,54,,,-6,1,7
5120,081069,Llinars del Vallès,2005,8166,4076,4090,1379,5705,1082,,,224,782,558
5121,170947,Llívia,2005,1252,670,582,136,932,184,,,33,127,94
5122,430727,"Lloar, el",2005,126,70,56,8,77,41,,,-7,1,8
5123,251291,Llobera,2005,224,118,106,19,142,63,,,0,2,2
5124,430733,Llorac,2005,114,56,58,14,66,34,,,3,9,6
5125,430748,Llorenç del Penedès,2005,1997,975,1022,343,1340,314,,,61,137,76
5126,170950,Lloret de Mar,2005,29445,15374,14071,4523,21913,3009,,,3053,4647,1594
5127,170963,"Llosses, les",2005,261,140,121,24,185,52,,,-18,13,31
5128,081094,Lluçà,2005,249,134,115,37,166,46,,,1,13,12
5129,171024,Maçanet de Cabrenys,2005,734,381,353,68,472,194,,,-15,18,33
5130,171030,Maçanet de la Selva,2005,5354,2765,2589,851,3753,750,,,311,629,318
5131,170979,Madremanya,2005,222,101,121,27,151,44,,,-1,13,14
5132,170985,Maià de Montcal,2005,374,193,181,40,251,83,,,9,24,15
5133,251333,Maials,2005,961,480,481,88,567,306,,,14,35,21
5134,251305,Maldà,2005,293,156,137,34,174,85,,,-2,19,21
5135,081108,Malgrat de Mar,2005,16833,8511,8322,2379,11739,2715,,,609,1545,936
5136,081115,Malla,2005,258,120,138,28,189,41,,,-3,16,19
5137,081120,Manlleu,2005,19488,9887,9601,3177,13138,3173,,,380,1238,858
5138,081136,Manresa,2005,70343,34565,35778,9484,46721,14138,148.0,12.0,1819,4648,2829
5139,430764,Marçà,2005,621,306,315,66,379,176,,,29,54,25
5140,430751,Margalef,2005,125,69,56,13,71,41,,,-1,2,3
5141,082423,Marganell,2005,275,122,153,35,179,61,,,10,26,16
5142,081141,Martorell,2005,25766,13312,12454,4170,18176,3420,,,190,1841,1651
5143,081154,Martorelles,2005,4903,2492,2411,659,3480,764,,,16,305,289
5144,430770,Mas de Barberans,2005,683,343,340,67,430,186,,,-17,16,33
5145,171002,Masarac,2005,263,130,133,35,161,67,,,10,16,6
5146,430786,Masdenverge,2005,1052,550,502,130,689,233,,,11,55,44
5147,081167,"Masies de Roda, les",2005,719,358,361,94,494,131,,,26,49,23
5148,081173,"Masies de Voltregà, les",2005,3067,1505,1562,497,2101,469,,,42,165,123
5149,430799,Masllorenç,2005,463,239,224,54,291,118,,,40,64,24
5150,081189,"Masnou, el",2005,21464,10405,11059,3164,15109,3191,,,220,1335,1115
5151,430803,"Masó, la",2005,285,140,145,25,194,66,,,-1,7,8
5152,430810,Maspujols,2005,520,267,253,84,316,120,,,9,30,21
5153,081192,Masquefa,2005,7070,3617,3453,1311,5002,757,,,279,687,408
5154,430825,"Masroig, el",2005,539,275,264,58,325,156,,,14,30,16
5155,251312,Massalcoreig,2005,625,337,288,71,395,159,,,13,42,29
5156,171019,Massanes,2005,624,329,295,88,420,116,,,37,78,41
5157,251327,Massoteres,2005,205,113,92,20,134,51,,,16,38,22
5158,081206,Matadepera,2005,7966,4017,3949,1662,5433,871,,,149,495,346
5159,081213,Mataró,2005,116698,58468,58230,17150,82722,16826,98.0,11.0,1489,6378,4889
5160,081228,Mediona,2005,1943,1023,920,247,1296,400,,,131,269,138
5161,251348,Menàrguens,2005,845,438,407,100,505,240,,,14,46,32
5162,170998,Meranges,2005,88,54,34,3,62,23,,,-7,2,9
5163,171058,Mieres,2005,352,183,169,58,217,77,,,-15,8,23
5164,430831,"Milà, el",2005,177,82,95,24,113,40,,,1,2,1
5165,251351,Miralcamp,2005,1275,635,640,146,860,269,,,24,74,50
5166,430846,Miravet,2005,799,419,380,83,514,202,,,-1,35,36
5167,081385,Moià,2005,5142,2618,2524,851,3453,838,,,219,448,229
5168,430859,"Molar, el",2005,286,155,131,29,167,90,,,16,30,14
5169,081234,Molins de Rei,2005,23069,11382,11687,3503,16290,3276,,,258,1290,1032
5170,251370,Mollerussa,2005,11829,6130,5699,1895,8291,1643,,,604,1270,666
5171,171061,Mollet de Peralada,2005,175,87,88,13,103,59,,,-1,8,9
5172,081249,Mollet del Vallès,2005,51218,25978,25240,8216,37343,5659,69.0,10.0,71,3285,3214
5173,171077,Molló,2005,336,174,162,20,223,93,,,-7,16,23
5174,251364,"Molsosa, la",2005,130,63,67,15,87,28,,,-4,0,4
5175,081287,Monistrol de Calders,2005,665,332,333,93,443,129,,,26,47,21
5176,081271,Monistrol de Montserrat,2005,2723,1420,1303,311,1868,544,,,70,248,178
5177,171096,Montagut i Oix,2005,875,455,420,118,548,209,,,24,69,45
5178,430862,Montblanc,2005,6632,3314,3318,917,4509,1206,,,77,313,236
5179,430884,Montbrió del Camp,2005,1683,864,819,240,1091,352,,,94,209,115
5180,081252,Montcada i Reixac,2005,31725,15807,15918,5002,22328,4395,,,171,2230,2059
5181,081304,Montclar,2005,121,59,62,21,71,29,,,-1,2,3
5182,251399,Montellà i Martinet,2005,541,284,257,53,347,141,,,30,57,27
5183,081311,Montesquiu,2005,858,438,420,92,548,218,,,15,74,59
5184,251403,Montferrer i Castellbò,2005,856,457,399,85,615,156,,,83,128,45
5185,430897,Montferri,2005,225,121,104,34,139,52,,,29,41,12
5186,251386,Montgai,2005,780,395,385,88,458,234,,,-6,17,23
5187,081265,Montgat,2005,9112,4499,4613,1294,6626,1192,,,262,838,576
5188,081326,Montmajor,2005,460,240,220,44,313,103,,,7,23,16
5189,081332,Montmaneu,2005,203,106,97,21,131,51,,,-3,16,19
5190,430901,"Montmell, el",2005,1065,574,491,142,768,155,,,107,207,100
5191,081350,Montmeló,2005,8804,4424,4380,1364,6269,1171,,,67,467,400
5192,251425,Montoliu de Lleida,2005,491,248,243,49,328,114,,,0,27,27
5193,251410,Montoliu de Segarra,2005,188,107,81,7,119,62,,,-2,11,13
5194,251431,Montornès de Segarra,2005,107,50,57,5,59,43,,,1,4,3
5195,081363,Montornès del Vallès,2005,14190,7282,6908,2271,10268,1651,,,188,1076,888
5196,430918,Mont-ral,2005,180,99,81,14,147,19,,,-2,5,7
5197,171100,Mont-ras,2005,1826,961,865,289,1298,239,,,12,115,103
5198,430923,Mont-roig del Camp,2005,8896,4585,4311,1217,6368,1311,,,747,1297,550
5199,081379,Montseny,2005,306,165,141,28,213,65,,,-8,11,19
5200,430939,Móra d'Ebre,2005,5012,2484,2528,749,3293,970,,,112,275,163
5201,430944,Móra la Nova,2005,3214,1674,1540,442,2193,579,,,-51,137,188
5202,430957,"Morell, el",2005,2606,1350,1256,434,1804,368,,,99,237,138
5203,430960,"Morera de Montsant, la",2005,168,96,72,21,109,38,,,-2,14,16
5204,081290,Muntanyola,2005,427,230,197,78,301,48,,,32,56,24
5205,081398,Mura,2005,220,115,105,25,150,45,,,15,19,4
5206,251459,Nalec,2005,90,45,45,6,51,33,,,10,14,4
5207,250254,Naut Aran,2005,1713,913,800,239,1277,197,,,0,116,116
5208,081402,Navarcles,2005,5638,2799,2839,781,3840,1017,,,92,283,191
5209,081419,Navàs,2005,5731,2844,2887,781,3738,1212,,,91,259,168
5210,171117,Navata,2005,882,433,449,155,557,170,,,101,122,21
5211,251462,Navès,2005,263,126,137,29,169,65,,,-5,4,9
5212,081424,"Nou de Berguedà, la",2005,159,80,79,28,91,40,,,1,4,3
5213,430976,"Nou de Gaià, la",2005,440,223,217,76,270,94,,,3,42,39
5214,430982,Nulles,2005,369,185,184,30,252,87,,,3,18,15
5215,251484,Odèn,2005,265,150,115,15,170,80,,,12,14,2
5216,081430,Òdena,2005,2936,1487,1449,463,2012,461,,,154,305,151
5217,171122,Ogassa,2005,262,150,112,28,182,52,,,9,16,7
5218,081458,Olèrdola,2005,2864,1482,1382,500,1992,372,,,202,345,143
5219,081461,Olesa de Bonesvalls,2005,1383,717,666,211,997,175,,,119,190,71
5220,081477,Olesa de Montserrat,2005,21114,10699,10415,3382,14772,2960,,,389,1542,1153
5221,251497,Oliana,2005,1932,985,947,203,1285,444,,,43,130,87
5222,251500,Oliola,2005,254,143,111,19,178,57,,,-22,4,26
5223,251517,Olius,2005,615,314,301,102,416,97,,,60,71,11
5224,081483,Olivella,2005,2179,1163,1016,379,1612,188,,,244,451,207
5225,081496,Olost,2005,1193,593,600,149,755,289,,,-12,28,40
5226,171143,Olot,2005,31271,15605,15666,4318,20469,6484,,,809,2001,1192
5227,251522,"Oluges, les",2005,178,94,84,8,117,53,,,-3,2,5
5228,081445,Olvan,2005,897,437,460,89,577,231,,,32,57,25
5229,251538,"Omellons, els",2005,260,135,125,23,167,70,,,-9,7,16
5230,251543,"Omells de na Gaia, els",2005,161,97,64,14,97,50,,,2,9,7
5231,171156,Ordis,2005,347,181,166,55,237,55,,,1,15,14
5232,251556,Organyà,2005,960,477,483,83,611,266,,,11,58,47
5233,081509,Orís,2005,278,139,139,37,189,52,,,8,27,19
5234,081516,Oristà,2005,601,291,310,54,388,159,,,-4,20,24
5235,081521,Orpí,2005,184,99,85,19,128,37,,,1,13,12
5236,081537,Òrrius,2005,315,163,152,19,232,64,,,-18,0,18
5237,251569,Os de Balaguer,2005,885,474,411,111,543,231,,,35,60,25
5238,171169,Osor,2005,409,210,199,37,247,125,,,-16,0,16
5239,251575,Ossó de Sió,2005,225,113,112,19,144,62,,,-9,0,9
5240,081542,Pacs del Penedès,2005,745,374,371,111,537,97,,,34,70,36
5241,081555,Palafolls,2005,7098,3561,3537,1281,5063,754,,,414,803,389
5242,171175,Palafrugell,2005,20509,10501,10008,3009,14169,3331,,,631,1467,836
5243,171181,Palamós,2005,16817,8312,8505,2548,11565,2704,,,262,1100,838
5244,251581,"Palau d'Anglesola, el",2005,1816,925,891,252,1201,363,,,52,111,59
5245,171194,Palau de Santa Eulàlia,2005,88,52,36,7,65,16,,,4,4,0
5246,171215,Palau-sator,2005,283,152,131,21,193,69,,,-5,15,20
5247,171208,Palau-saverdera,2005,1178,581,597,129,780,269,,,42,118,76
5248,081568,Palau-solità i Plegamans,2005,12836,6537,6299,2262,9310,1264,,,310,964,654
5249,431009,"Pallaresos, els",2005,3144,1628,1516,666,2274,204,,,134,286,152
5250,081574,Pallejà,2005,10192,5178,5014,1705,7405,1082,,,206,775,569
5251,430995,"Palma d'Ebre, la",2005,403,194,209,36,234,133,,,1,3,2
5252,089058,"Palma de Cervelló, la",2005,2923,1469,1454,484,2118,321,,,51,256,205
5253,171236,Palol de Revardit,2005,425,224,201,67,279,79,,,0,18,18
5254,171241,Pals,2005,2335,1187,1148,258,1540,537,,,57,184,127
5255,081580,"Papiol, el",2005,3686,1863,1823,568,2596,522,,,31,205,174
5256,171254,Pardines,2005,162,85,77,24,98,40,,,-14,1,15
5257,081593,Parets del Vallès,2005,16202,8265,7937,2716,11649,1837,,,193,1115,922
5258,171267,Parlavà,2005,341,182,159,29,233,79,,,11,25,14
5259,431016,Passanant i Belltall,2005,205,110,95,5,127,73,,,-17,4,21
5260,171289,Pau,2005,473,247,226,61,322,90,,,24,56,32
5261,431021,Paüls,2005,609,303,306,53,380,176,,,-1,9,10
5262,171292,Pedret i Marzà,2005,158,77,81,27,101,30,,,-5,13,18
5263,251641,Penelles,2005,523,290,233,50,320,153,,,-1,21,22
5264,171306,"Pera, la",2005,427,216,211,54,272,101,,,8,24,16
5265,081607,Perafita,2005,378,184,194,45,238,95,,,2,19,17
5266,431037,Perafort,2005,802,425,377,122,582,98,,,103,144,41
5267,171328,Peralada,2005,1558,799,759,227,1038,293,,,75,139,64
5268,251654,Peramola,2005,373,207,166,34,229,110,,,6,30,24
5269,431042,"Perelló, el",2005,2355,1261,1094,215,1566,574,,,201,283,82
5270,081614,Piera,2005,12230,6289,5941,2068,8263,1899,,,663,1318,655
5271,431055,"Piles, les",2005,191,109,82,25,129,37,,,5,13,8
5272,081635,Pineda de Mar,2005,24702,12601,12101,3602,17601,3499,,,770,2487,1717
5273,431068,"Pinell de Brai, el",2005,1099,564,535,117,694,288,,,20,44,24
5274,251667,Pinell de Solsonès,2005,205,110,95,23,131,51,,,1,7,6
5275,251673,Pinós,2005,313,172,141,30,206,77,,,9,22,13
5276,431074,Pira,2005,478,235,243,80,305,93,,,1,17,16
5277,431080,"Pla de Santa Maria, el",2005,1903,1006,897,295,1277,331,,,102,192,90
5278,081640,"Pla del Penedès, el",2005,906,468,438,112,585,209,,,30,57,27
5279,171334,"Planes d'Hostoles, les",2005,1754,885,869,192,1095,467,,,33,83,50
5280,171349,Planoles,2005,313,167,146,25,213,75,,,-23,15,38
5281,259118,"Plans de Sió, els",2005,547,284,263,41,321,185,,,-8,9,17
5282,251689,"Poal, el",2005,657,349,308,69,411,177,,,1,17,16
5283,251692,"Pobla de Cérvoles, la",2005,250,136,114,28,148,74,,,-2,8,10
5284,081653,"Pobla de Claramunt, la",2005,2060,1077,983,321,1406,333,,,34,180,146
5285,081666,"Pobla de Lillet, la",2005,1348,654,694,97,847,404,,,8,52,44
5286,431093,"Pobla de Mafumet, la",2005,1389,694,695,229,985,175,,,67,134,67
5287,431107,"Pobla de Massaluca, la",2005,433,231,202,29,260,144,,,-1,17,18
5288,431114,"Pobla de Montornès, la",2005,2123,1134,989,279,1508,336,,,194,366,172
5289,251713,"Pobla de Segur, la",2005,3043,1537,1506,311,1894,838,,,70,183,113
5290,431129,Poboleda,2005,353,191,162,21,228,104,,,8,38,30
5291,081672,Polinyà,2005,6428,3290,3138,1122,4829,477,,,210,615,405
5292,431135,"Pont d'Armentera, el",2005,596,309,287,63,382,151,,,-7,28,35
5293,250306,"Pont de Bar, el",2005,158,83,75,11,95,52,,,19,29,10
5294,171352,Pont de Molins,2005,450,240,210,52,319,79,,,8,25,17
5295,251734,"Pont de Suert, el",2005,2307,1191,1116,275,1547,485,,,27,143,116
5296,081825,"Pont de Vilomara i Rocafort, el",2005,3154,1615,1539,485,2197,472,,,152,332,180
5297,431418,Pontils,2005,142,74,68,9,98,35,,,0,17,17
5298,081688,Pontons,2005,482,260,222,51,343,88,,,23,78,55
5299,171365,Pontós,2005,229,124,105,24,150,55,,,-8,3,11
5300,251728,Ponts,2005,2378,1179,1199,323,1510,545,,,38,158,120
5301,171371,Porqueres,2005,4060,1995,2065,686,2807,567,,,103,272,169
5302,431140,Porrera,2005,498,272,226,67,313,118,,,-2,16,18
5303,171404,"Port de la Selva, el",2005,921,461,460,115,609,197,,,7,74,67
5304,171387,Portbou,2005,1374,678,696,116,846,412,,,2,67,65
5305,251749,"Portella, la",2005,815,460,355,72,602,141,,,-44,100,144
5306,431153,Pradell de la Teixeta,2005,192,93,99,16,125,51,,,-12,0,12
5307,431166,Prades,2005,612,316,296,59,392,161,,,12,53,41
5308,431172,Prat de Comte,2005,191,95,96,23,106,62,,,7,9,2
5309,081691,"Prat de Llobregat, el",2005,63190,31672,31518,8932,45797,8461,96.0,9.0,-300,2424,2724
5310,431188,Pratdip,2005,692,368,324,61,449,182,,,37,73,36
5311,081712,Prats de Lluçanès,2005,2691,1352,1339,390,1702,599,,,60,135,75
5312,081705,"Prats de Rei, els",2005,537,273,264,53,360,124,,,5,30,25
5313,251752,Prats i Sansor,2005,219,129,90,26,162,31,,,2,18,16
5314,251765,Preixana,2005,427,218,209,39,243,145,,,1,15,14
5315,251771,Preixens,2005,498,249,249,47,283,168,,,16,41,25
5316,082303,Premià de Dalt,2005,9768,4869,4899,1614,7008,1146,,,28,664,636
5317,081727,Premià de Mar,2005,27653,13843,13810,4247,19692,3714,,,-25,1787,1812
5318,171390,"Preses, les",2005,1657,812,845,255,1120,282,,,28,83,55
5319,251790,Prullans,2005,231,119,112,23,147,61,,,-8,11,19
5320,171411,Puigcerdà,2005,8845,4670,4175,1379,6274,1192,,,142,650,508
5321,081748,Puigdàlber,2005,388,186,202,62,268,58,,,-8,17,25
5322,251804,Puiggròs,2005,300,159,141,50,177,73,,,-3,8,11
5323,431191,Puigpelat,2005,789,409,380,143,550,96,,,29,76,47
5324,081751,Puig-reig,2005,4197,2042,2155,441,2620,1136,,,43,215,172
5325,251811,Puigverd d'Agramunt,2005,260,139,121,27,168,65,,,3,29,26
5326,251826,Puigverd de Lleida,2005,1195,609,586,161,777,257,,,54,106,52
5327,081764,Pujalt,2005,199,102,97,19,131,49,,,3,8,5
5328,081770,"Quar, la",2005,68,39,29,5,49,14,,,-7,0,7
5329,171426,Quart,2005,2629,1349,1280,402,1916,311,,,3,103,100
5330,170433,Queralbs,2005,202,117,85,25,119,58,,,-4,4,8
5331,431205,Querol,2005,359,196,163,41,265,53,,,43,83,40
5332,171432,Rabós,2005,177,85,92,19,126,32,,,13,17,4
5333,081786,Rajadell,2005,451,240,211,46,318,87,,,16,47,31
5334,431212,Rasquera,2005,898,460,438,94,555,249,,,16,49,33
5335,171447,Regencós,2005,297,164,133,42,191,64,,,1,14,13
5336,081799,Rellinars,2005,605,312,293,96,415,94,,,42,106,64
5337,431227,Renau,2005,88,44,44,13,62,13,,,4,7,3
5338,431233,Reus,2005,99505,49434,50071,15591,69345,14569,95.0,11.0,3265,7206,3941
5339,251832,Rialp,2005,631,321,310,73,466,92,,,20,76,56
5340,431248,"Riba, la",2005,679,371,308,71,444,164,,,13,50,37
