,Literal,Codi,Any,Aturats,Evolucio atur,Poblacio activa,Renda
4733,Viver i Serrateix,083089,2016,7.5,-1.1999999999999993,,
4734,Xerta,430521,2016,67.3,-8.799999999999997,,
4735,Abella de la Conca,250019,2017,8.5,-1.0,,
4736,Abrera,080018,2017,604.8,-109.0,,17.2
4737,Àger,250024,2017,13.8,-5.0,,
4738,Agramunt,250030,2017,237.2,-41.69999999999999,,14.9
4739,Aguilar de Segarra,080023,2017,9.4,1.0,,
4740,Agullana,170010,2017,33.4,-4.100000000000001,,
4741,Aiguafreda,080142,2017,120.6,-6.400000000000006,,17.3
4742,Aiguamúrcia,430017,2017,69.3,0.5,,
4743,Aiguaviva,170025,2017,13.3,-4.899999999999999,,
4744,Aitona,250387,2017,139.5,-4.800000000000011,,11.7
4745,"Alamús, els",250045,2017,21.7,0.5999999999999979,,
4746,Alàs i Cerc,250058,2017,8.3,-1.0999999999999996,,
4747,"Albagés, l'",250061,2017,10.5,-3.0,,
4748,Albanyà,170031,2017,6.7,-4.1000000000000005,,
4749,Albatàrrec,250077,2017,91.1,-0.7000000000000028,,12.0
4750,Albesa,250083,2017,55.8,-7.0,,14.1
4751,"Albi, l'",250096,2017,35.0,-4.299999999999997,,
4752,Albinyana,430022,2017,185.2,-14.700000000000015,,13.3
4753,"Albiol, l'",430038,2017,20.4,2.099999999999998,,
4754,Albons,170046,2017,26.6,-3.5,,
4755,Alcanar,430043,2017,484.5,-29.299999999999955,,12.3
4756,Alcanó,250100,2017,5.0,-1.0999999999999996,,
4757,Alcarràs,250117,2017,581.3,-106.20000000000005,,12.4
4758,Alcoletge,250122,2017,162.3,-26.69999999999999,,13.3
4759,Alcover,430056,2017,288.4,-24.30000000000001,,14.5
4760,"Aldea, l'",439044,2017,200.8,-23.899999999999977,,12.6
4761,Aldover,430069,2017,40.7,2.6000000000000014,,
4762,"Aleixar, l'",430075,2017,26.0,-4.0,,
4763,Alella,080039,2017,276.8,-57.80000000000001,,27.1
4764,Alfara de Carles,430081,2017,21.8,0.8000000000000007,,
4765,Alfarràs,250138,2017,216.8,-2.3999999999999773,,13.0
4766,Alfés,250143,2017,8.3,-0.5,,
4767,Alforja,430094,2017,112.2,-22.700000000000003,,12.4
4768,Algerri,250156,2017,14.0,-3.0,,
4769,Alguaire,250169,2017,138.0,-29.0,,14.1
4770,Alins,250175,2017,4.3,-0.7999999999999998,,
4771,Alió,430108,2017,19.5,-3.1999999999999997,,
4772,Almacelles,250194,2017,220.1,-31.200000000000017,,13.4
4773,Almatret,250208,2017,5.8,-1.7000000000000002,,
4774,Almenar,250215,2017,139.3,-38.19999999999999,,13.5
4775,Almoster,430115,2017,45.7,-12.099999999999994,,19.6
4776,Alòs de Balaguer,250220,2017,4.5,0.7000000000000002,,
4777,Alp,170062,2017,44.7,4.0,,15.1
4778,Alpens,080044,2017,10.6,-1.3000000000000007,,
4779,Alpicat,250236,2017,166.0,-34.19999999999999,,17.8
4780,Alt Àneu,250241,2017,4.7,-6.3,,
4781,Altafulla,430120,2017,240.8,-24.399999999999977,,17.3
4782,Amer,170078,2017,83.6,-11.200000000000005,,16.9
4783,"Ametlla de Mar, l'",430136,2017,374.2,-32.60000000000002,,12.3
4784,"Ametlla del Vallès, l'",080057,2017,299.6,-38.099999999999966,,21.4
4785,"Ampolla, l'",439060,2017,164.1,-11.5,,13.1
4786,Amposta,430141,2017,1411.3,-279.5,,12.4
4787,Anglès,170084,2017,268.2,-32.60000000000002,,14.8
4788,Anglesola,250273,2017,49.8,-11.800000000000004,,14.2
4789,Arbeca,250292,2017,82.3,-10.5,,13.1
4790,"Arboç, l'",430167,2017,397.3,-58.80000000000001,,12.9
4791,Arbolí,430154,2017,7.3,3.8,,
4792,Arbúcies,170097,2017,317.7,-38.400000000000034,,13.9
4793,Arenys de Mar,080060,2017,794.3,-75.80000000000007,,16.8
4794,Arenys de Munt,080076,2017,478.2,-58.30000000000001,,17.3
4795,Argelaguer,170101,2017,22.9,3.299999999999997,,
4796,Argençola,080082,2017,5.7,-3.3,,
4797,"Argentera, l'",430173,2017,0.4,-1.2000000000000002,,
4798,Argentona,080095,2017,609.8,-76.10000000000002,,17.9
4799,"Armentera, l'",170118,2017,35.7,1.5,,
4800,Arnes,430189,2017,13.5,-1.5999999999999996,,
4801,Arres,250313,2017,0.3,-0.3,,
4802,Arsèguel,250328,2017,0.9,-1.1,,
4803,Artés,080109,2017,257.3,-46.5,,16.5
4804,Artesa de Lleida,250334,2017,64.3,-9.299999999999995,,14.8
4805,Artesa de Segre,250349,2017,127.3,-15.500000000000014,,13.7
4806,Ascó,430192,2017,81.5,-16.299999999999997,,15.6
4807,Aspa,250365,2017,4.8,-2.8,,
4808,"Avellanes i Santa Linya, les",250371,2017,8.2,-2.700000000000001,,
4809,Avià,080116,2017,81.8,-7.900000000000006,,16.7
4810,Avinyó,080121,2017,82.9,-8.199999999999989,,16.2
4811,Avinyonet de Puigventós,170123,2017,56.2,-7.5,,16.3
4812,Avinyonet del Penedès,080137,2017,76.1,-10.900000000000006,,12.2
4813,Badalona,080155,2017,14753.8,-1886.0,,16.2
4814,Badia del Vallès,089045,2017,1227.6,-162.80000000000018,,12.4
4815,Bagà,080168,2017,89.2,-14.200000000000005,,17.3
4816,Baix Pallars,250390,2017,20.6,-1.6999999999999993,,
4817,Balaguer,250404,2017,1180.3,-135.60000000000014,,13.1
4818,Balenyà,080174,2017,224.7,-46.60000000000002,,15.9
4819,Balsareny,080180,2017,152.7,-19.40000000000001,,16.6
4820,Banyeres del Penedès,430206,2017,190.1,-24.700000000000017,,15.3
4821,Banyoles,170157,2017,847.2,-101.59999999999992,,16.1
4822,Barbens,250411,2017,27.5,0.1999999999999993,,
4823,Barberà de la Conca,430213,2017,19.7,-1.400000000000002,,
4824,Barberà del Vallès,082520,2017,1899.9,-329.7999999999997,,16.9
4825,Barcelona,080193,2017,74824.5,-7772.600000000006,,21.1
4826,"Baronia de Rialb, la",250426,2017,3.6,-0.1999999999999997,,
4827,Bàscara,170160,2017,39.1,-2.699999999999996,,
4828,Bassella,250447,2017,4.6,-0.5,,
4829,Batea,430228,2017,44.0,-9.799999999999995,,12.8
4830,Bausen,250450,2017,1.9,-2.1,,
4831,Begues,080207,2017,218.2,-32.60000000000002,,21.5
4832,Begur,170139,2017,138.7,-25.0,,15.8
4833,Belianes,250463,2017,14.4,-7.999999999999998,,
4834,Bellaguarda,251706,2017,1.8,-1.6,,
4835,Bellcaire d'Empordà,170182,2017,31.0,-1.6000000000000014,,
4836,Bellcaire d'Urgell,250479,2017,31.8,-4.900000000000002,,15.2
4837,Bell-lloc d'Urgell,250485,2017,90.6,-14.200000000000005,,16.4
4838,Bellmunt d'Urgell,250498,2017,2.7,-1.1999999999999995,,
4839,Bellmunt del Priorat,430234,2017,23.7,1.8999999999999984,,
4840,Bellprat,080214,2017,0.0,-0.2,,
4841,Bellpuig,250501,2017,245.3,-9.799999999999985,,13.7
4842,Bellvei,430249,2017,164.5,-7.400000000000006,,12.5
4843,Bellver de Cerdanya,250518,2017,46.7,-3.799999999999997,,16.1
4844,Bellvís,250523,2017,86.1,-20.60000000000001,,13.6
4845,Benavent de Segrià,250539,2017,44.3,3.0,,17.1
4846,Benifallet,430252,2017,34.6,0.3000000000000042,,
4847,Benissanet,430265,2017,44.3,-4.0,,12.5
4848,Berga,080229,2017,1011.8,-95.5,,16.5
4849,Besalú,170195,2017,63.1,-12.300000000000004,,17.4
4850,Bescanó,170209,2017,181.6,-19.200000000000017,,17.4
4851,Beuda,170216,2017,7.5,2.1,,
4852,Bigues i Riells del Fai,080235,2017,478.1,-74.29999999999995,,
4853,Biosca,250557,2017,4.5,-1.4000000000000004,,
4854,"Bisbal d'Empordà, la",170221,2017,739.1,-96.79999999999995,,13.6
4855,"Bisbal de Falset, la",430271,2017,6.2,-0.7999999999999998,,
4856,"Bisbal del Penedès, la",430287,2017,300.2,-52.19999999999999,,13.2
4857,Biure,172348,2017,11.7,-3.0,,
4858,Blancafort,430290,2017,11.9,-5.799999999999999,,
4859,Blanes,170237,2017,2743.7,-316.4000000000001,,14.1
4860,Boadella i les Escaules,170293,2017,11.6,-2.9000000000000004,,
4861,Bolvir,170242,2017,11.9,-0.4000000000000003,,
4862,Bonastre,430304,2017,51.9,-2.6000000000000014,,
4863,"Bòrdes, Es",250576,2017,8.4,1.1000000000000003,,
4864,Bordils,170255,2017,69.6,-4.700000000000003,,18.1
4865,"Borges Blanques, les",250582,2017,331.9,-18.30000000000001,,14.2
4866,"Borges del Camp, les",430311,2017,114.3,-7.0,,14.9
4867,Borrassà,170268,2017,20.3,0.0,,
4868,Borredà,080240,2017,20.7,-1.6000000000000014,,
4869,Bossòst,250595,2017,25.3,-6.399999999999999,,16.2
4870,Bot,430326,2017,16.9,-3.5,,
4871,Botarell,430332,2017,59.3,-4.5,,16.6
4872,Bovera,250560,2017,6.1,-0.3000000000000007,,
4873,Bràfim,430347,2017,28.1,-6.100000000000001,,
4874,Breda,170274,2017,201.3,-13.599999999999994,,14.8
4875,"Bruc, el",080253,2017,82.8,-14.0,,19.7
4876,"Brull, el",080266,2017,6.4,1.2000000000000002,,
4877,Brunyola i Sant Martí Sapresa,170280,2017,8.7,-2.9000000000000004,,
4878,Cabacés,430350,2017,11.2,-4.4,,
4879,Cabanabona,250609,2017,2.0,-0.2999999999999998,,
4880,Cabanelles,170314,2017,18.7,0.3999999999999986,,
4881,Cabanes,170307,2017,49.1,-4.799999999999997,,
4882,"Cabanyes, les",080272,2017,30.2,-5.300000000000001,,
4883,Cabó,250616,2017,3.8,-1.2999999999999998,,
4884,Cabra del Camp,430363,2017,86.3,-10.900000000000006,,12.5
4885,Cabrera d'Anoia,080288,2017,121.8,-22.39999999999999,,14.3
4886,Cabrera de Mar,080291,2017,143.8,-19.0,,23.3
4887,Cabrils,080305,2017,261.6,-14.699999999999989,,24.2
4888,Cadaqués,170329,2017,76.1,0.7999999999999972,,13.5
4889,Calaf,080312,2017,200.3,-58.80000000000001,,15.9
4890,Calafell,430379,2017,1918.8,-127.60000000000014,,13.7
4891,Calders,080348,2017,37.7,-9.099999999999994,,
4892,Caldes d'Estrac,080327,2017,138.5,-12.900000000000006,,18.1
4893,Caldes de Malavella,170335,2017,359.6,-48.099999999999966,,16.1
4894,Caldes de Montbui,080333,2017,881.9,-99.5,,17.6
4895,Calella,080351,2017,1205.8,-108.90000000000008,,14.5
4896,Calldetenes,080370,2017,100.8,-12.400000000000006,,16.7
4897,Callús,080386,2017,94.6,-22.5,,15.6
4898,Calonge de Segarra,080364,2017,3.5,-0.2000000000000001,,
4899,Calonge i Sant Antoni,170340,2017,555.5,-96.79999999999995,,
4900,Camarasa,250621,2017,26.8,0.5,,
4901,Camarles,439039,2017,168.8,-42.69999999999999,,12.5
4902,Cambrils,430385,2017,2084.8,-160.5,,15.3
4903,Camós,170353,2017,19.7,0.8999999999999986,,
4904,Campdevànol,170366,2017,116.2,-8.799999999999997,,17.8
4905,Campelles,170372,2017,2.6,-1.9,,
4906,Campins,080399,2017,19.2,-8.0,,
4907,Campllong,170388,2017,12.3,-1.5,,
4908,Camprodon,170391,2017,72.8,-3.5,,17.0
4909,Canejan,250637,2017,2.8,1.1999999999999995,,
4910,Canet d'Adri,170405,2017,22.7,-0.1999999999999993,,
4911,Canet de Mar,080403,2017,827.8,-73.20000000000005,,16.6
4912,"Canonja, la",439076,2017,324.2,-43.19999999999999,,13.8
4913,Canovelles,080410,2017,1303.2,-198.39999999999984,,13.9
4914,Cànoves i Samalús,080425,2017,154.8,-15.399999999999975,,17.3
4915,Cantallops,170412,2017,12.5,0.6999999999999993,,
4916,Canyelles,080431,2017,271.0,-28.600000000000023,,17.5
4917,Capafonts,430398,2017,1.3,-0.9000000000000001,,
4918,Capçanes,430402,2017,15.8,-2.0,,
4919,Capellades,080446,2017,309.7,-31.5,,15.9
4920,Capmany,170427,2017,20.1,-3.0,,
4921,Capolat,080459,2017,1.0,-1.2999999999999998,,
4922,Cardedeu,080462,2017,912.8,-92.60000000000002,,17.2
4923,Cardona,080478,2017,209.5,-29.599999999999994,,16.7
4924,Carme,080484,2017,47.7,-7.5,,
4925,Caseres,430419,2017,11.1,-0.7000000000000011,,
4926,Cassà de la Selva,170448,2017,435.7,-42.19999999999999,,16.1
4927,Casserres,080497,2017,73.8,-7.5,,16.7
4928,Castell de l'Areny,080575,2017,1.2,0.0,,
4929,Castell de Mur,259046,2017,7.8,-0.7999999999999998,,
4930,Castellar de la Ribera,250642,2017,1.7,-0.5999999999999999,,
4931,Castellar de n'Hug,080522,2017,6.2,-0.5999999999999996,,
4932,Castellar del Riu,080500,2017,1.2,-1.0000000000000002,,
4933,Castellar del Vallès,080517,2017,1182.6,-145.20000000000005,,17.7
4934,Castellbell i el Vilar,080538,2017,214.3,-39.5,,15.4
4935,Castellbisbal,080543,2017,609.9,-79.20000000000005,,17.1
4936,Castellcir,080556,2017,31.3,-6.4999999999999964,,
4937,Castelldans,250674,2017,43.1,-9.299999999999995,,22.0
4938,Castelldefels,080569,2017,2945.0,-403.6999999999998,,15.3
4939,Castellet i la Gornal,080581,2017,119.6,-22.5,,15.8
4940,Castellfollit de la Roca,170464,2017,31.2,-4.900000000000002,,
4941,Castellfollit de Riubregós,080608,2017,6.9,-0.5999999999999996,,
4942,Castellfollit del Boix,080594,2017,12.5,-4.100000000000001,,
4943,Castellgalí,080615,2017,110.7,-8.0,,18.2
4944,Castellnou de Bages,080620,2017,40.6,-6.899999999999999,,12.0
4945,Castellnou de Seana,250680,2017,27.6,-1.6999999999999993,,
4946,Castelló d'Empúries,170470,2017,674.1,-32.39999999999998,,13.1
4947,Castelló de Farfanya,250693,2017,19.8,-0.5,,
4948,Castellolí,080636,2017,11.4,-4.700000000000001,,
4949,Castell-Platja d'Aro,170486,2017,454.2,-28.100000000000023,,16.1
4950,Castellserà,250707,2017,38.2,-4.0,,
4951,Castellterçol,080641,2017,97.1,2.0999999999999943,,18.9
4952,Castellvell del Camp,430424,2017,95.8,-18.5,,15.4
4953,Castellví de la Marca,080654,2017,57.1,-18.9,,18.4
4954,Castellví de Rosanes,080667,2017,67.4,-10.299999999999995,,18.3
4955,"Catllar, el",430430,2017,179.2,-14.700000000000015,,16.2
4956,Cava,250714,2017,1.2,-0.6000000000000001,,
4957,"Cellera de Ter, la",171899,2017,73.3,-3.9000000000000057,,15.0
4958,Celrà,170499,2017,194.3,-13.899999999999975,,16.9
4959,Centelles,080673,2017,384.1,-51.39999999999998,,16.1
4960,Cercs,082687,2017,56.2,-11.399999999999991,,18.6
4961,Cerdanyola del Vallès,082665,2017,2825.2,-478.0,,19.1
4962,Cervelló,080689,2017,419.1,-38.89999999999998,,13.3
4963,Cervera,250729,2017,465.7,-103.8,,21.7
4964,Cervià de les Garrigues,250735,2017,35.6,-13.0,,
4965,Cervià de Ter,170502,2017,33.8,4.199999999999996,,
4966,Cistella,170519,2017,11.3,-1.0,,
4967,Ciutadilla,250740,2017,4.2,-0.5,,
4968,Clariana de Cardener,250753,2017,2.8,-0.3000000000000002,,
4969,"Cogul, el",250766,2017,4.9,-1.1999999999999993,,
4970,Colera,170545,2017,15.8,-7.599999999999998,,
4971,Coll de Nargó,250772,2017,20.7,-1.8000000000000007,,
4972,Collbató,080692,2017,167.3,-32.0,,11.9
4973,Colldejou,430458,2017,10.8,-1.0,,
4974,Collsuspina,080706,2017,11.3,-0.0999999999999996,,
4975,Colomers,170558,2017,5.6,-1.7000000000000002,,
4976,"Coma i la Pedra, la",251636,2017,8.3,2.3000000000000007,,
4977,Conca de Dalt,251615,2017,10.4,-4.0,,
4978,Conesa,430461,2017,2.7,-3.1,,
4979,Constantí,430477,2017,546.3,-25.200000000000045,,13.3
4980,Copons,080713,2017,17.3,-0.8000000000000007,,
4981,Corbera d'Ebre,430483,2017,30.4,-4.600000000000001,,18.3
4982,Corbera de Llobregat,080728,2017,603.3,-75.70000000000005,,14.0
4983,Corbins,250788,2017,33.5,-9.299999999999995,,16.2
4984,Corçà,170577,2017,48.9,-4.300000000000004,,16.2
4985,Cornellà de Llobregat,080734,2017,5015.4,-849.9000000000005,,16.4
4986,Cornellà del Terri,170561,2017,56.8,0.8999999999999986,,13.9
4987,Cornudella de Montsant,430496,2017,27.3,-17.400000000000002,,
4988,Creixell,430509,2017,259.5,-27.69999999999999,,21.2
4989,Crespià,170583,2017,5.2,-2.8,,
4990,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,2017,51.9,-1.3999999999999986,,
4991,Cubelles,080749,2017,907.0,-68.60000000000002,,13.3
4992,Cubells,250791,2017,7.4,-3.1,,
4993,Cunit,430516,2017,825.1,-66.60000000000002,,12.2
4994,Darnius,170600,2017,29.5,4.199999999999999,,
4995,Das,170617,2017,2.5,-2.2,,
4996,Deltebre,439018,2017,764.9,-122.20000000000005,,17.6
4997,Dosrius,080752,2017,280.8,-52.89999999999998,,16.0
4998,Duesaigües,430537,2017,14.8,4.700000000000001,,
4999,"Escala, l'",170622,2017,500.7,-65.09999999999997,,16.7
5000,Esparreguera,080765,2017,1378.4,-218.69999999999985,,15.4
5001,Espinelves,170638,2017,4.4,-2.3,,
5002,"Espluga Calba, l'",250812,2017,6.3,-2.8,,
5003,"Espluga de Francolí, l'",430542,2017,169.1,-12.300000000000011,,19.9
5004,Esplugues de Llobregat,080771,2017,2312.5,-328.4000000000001,,17.7
5005,Espolla,170643,2017,10.6,1.0999999999999996,,
5006,Esponellà,170656,2017,15.6,-1.5999999999999996,,
5007,Espot,250827,2017,6.8,1.0,,
5008,"Espunyola, l'",080787,2017,10.3,1.8000000000000007,,
5009,"Esquirol, l'",082541,2017,77.1,-11.0,,14.8
5010,Estamariu,250886,2017,2.8,0.5,,
5011,"Estany, l'",080790,2017,12.6,-2.5,,
5012,Estaràs,250851,2017,2.5,-1.5999999999999996,,
5013,Esterri d'Àneu,250864,2017,26.2,2.3000000000000007,,
5014,Esterri de Cardós,250870,2017,1.9,-0.6000000000000001,,
5015,Falset,430555,2017,169.1,-19.5,,14.0
5016,"Far d'Empordà, el",170059,2017,21.6,-0.5,,
5017,Farrera,250899,2017,6.4,1.3000000000000007,,
5018,"Fatarella, la",430568,2017,37.3,-7.800000000000004,,
5019,"Febró, la",430574,2017,1.8,-0.4000000000000001,,
5020,Figaró-Montmany,081347,2017,65.3,-10.700000000000005,,13.1
5021,Fígols,080804,2017,1.3,1.3,,
5022,Fígols i Alinyà,259084,2017,3.8,-1.2000000000000002,,
5023,"Figuera, la",430580,2017,3.4,-0.5,,
5024,Figueres,170669,2017,3501.6,-299.4000000000001,,16.1
5025,Figuerola del Camp,430593,2017,14.2,-4.400000000000002,,
5026,Flaçà,170675,2017,39.2,-4.0,,16.9
5027,Flix,430607,2017,138.9,-25.40000000000001,,15.9
5028,"Floresta, la",250925,2017,4.1,-1.1000000000000003,,
5029,Fogars de la Selva,080826,2017,99.8,-18.90000000000001,,18.3
5030,Fogars de Montclús,080811,2017,17.1,-2.6999999999999997,,
5031,Foixà,170681,2017,7.8,-0.1000000000000005,,
5032,Folgueroles,080832,2017,57.3,-11.200000000000005,,17.8
5033,Fondarella,250931,2017,21.0,-7.699999999999999,,
5034,Fonollosa,080847,2017,63.8,-7.1000000000000085,,16.7
5035,Fontanals de Cerdanya,170694,2017,7.8,0.7999999999999998,,
5036,Fontanilles,170708,2017,5.8,1.7000000000000002,,
5037,Fontcoberta,170715,2017,30.5,-3.899999999999999,,15.2
5038,Font-rubí,080850,2017,47.2,-15.299999999999995,,17.7
5039,Foradada,250946,2017,2.6,-0.6999999999999997,,
5040,Forallac,179026,2017,50.8,-19.60000000000001,,19.4
5041,Forès,430614,2017,2.3,0.4999999999999998,,
5042,Fornells de la Selva,170736,2017,66.3,-1.1000000000000083,,15.8
5043,Fortià,170741,2017,32.5,1.1000000000000014,,
5044,"Franqueses del Vallès, les",080863,2017,1149.8,-150.5,,12.9
5045,Freginals,430629,2017,18.1,-0.3999999999999986,,
5046,"Fuliola, la",250962,2017,63.0,-11.299999999999995,,13.7
5047,Fulleda,250978,2017,2.3,-0.3000000000000002,,
5048,Gaià,080902,2017,9.4,0.5999999999999996,,
5049,"Galera, la",430635,2017,28.4,-8.5,,
5050,Gallifa,080879,2017,6.3,-1.4000000000000004,,
5051,Gandesa,430640,2017,124.2,-42.49999999999999,,18.3
5052,Garcia,430653,2017,26.7,-2.6000000000000014,,
5053,"Garidells, els",430666,2017,8.3,1.700000000000001,,
5054,"Garriga, la",080885,2017,682.4,-102.39999999999998,,17.7
5055,Garrigàs,170754,2017,19.2,0.3999999999999986,,
5056,Garrigoles,170767,2017,6.0,-0.7999999999999998,,
5057,Garriguella,170773,2017,26.3,-5.399999999999999,,
5058,Gavà,080898,2017,2490.8,-371.1999999999998,,16.3
5059,Gavet de la Conca,250984,2017,6.2,-1.5999999999999996,,
5060,Gelida,080919,2017,415.2,-50.5,,13.1
5061,Ger,170789,2017,3.7,-1.5,,
5062,Gimenells i el Pla de la Font,259123,2017,30.2,-1.6000000000000014,,17.4
5063,Ginestar,430672,2017,37.6,0.5,,16.7
5064,Girona,170792,2017,5165.3,-565.0999999999995,,14.1
5065,Gironella,080924,2017,251.2,-17.0,,16.0
5066,Gisclareny,080930,2017,4.3,1.0999999999999996,,
5067,Godall,430688,2017,25.0,-6.800000000000001,,
5068,Golmés,250997,2017,80.3,-3.4000000000000057,,16.9
5069,Gombrèn,170806,2017,8.1,-5.0,,
5070,Gósol,251001,2017,3.2,-0.5999999999999996,,
5071,"Granada, la",080945,2017,88.5,-31.700000000000003,,17.2
5072,"Granadella, la",251018,2017,22.4,-2.200000000000003,,
5073,Granera,080958,2017,0.8,0.1,,
5074,"Granja d'Escarp, la",251023,2017,29.9,-7.200000000000003,,14.5
5075,Granollers,080961,2017,3867.4,-605.9999999999995,,21.4
5076,Granyanella,251039,2017,9.3,-0.8999999999999986,,
5077,Granyena de les Garrigues,251057,2017,5.7,0.2999999999999998,,
5078,Granyena de Segarra,251044,2017,4.4,-3.799999999999999,,
5079,Gratallops,430691,2017,9.3,1.200000000000001,,
5080,Gualba,080977,2017,60.3,-2.700000000000003,,13.0
5081,Gualta,170813,2017,13.7,-1.200000000000001,,
5082,Guardiola de Berguedà,080996,2017,65.7,4.200000000000003,,
5083,"Guiamets, els",430705,2017,9.8,-0.5,,
5084,Guils de Cerdanya,170828,2017,7.5,-4.800000000000001,,
5085,Guimerà,251095,2017,13.1,2.299999999999999,,
5086,"Guingueta d'Àneu, la",259031,2017,6.2,-1.2000000000000002,,
5087,Guissona,251109,2017,218.5,-8.400000000000006,,15.2
5088,Guixers,251116,2017,4.1,-0.6000000000000005,,
5089,Gurb,081000,2017,52.5,-9.799999999999995,,14.7
5090,Horta de Sant Joan,430712,2017,36.0,-5.899999999999999,,15.5
5091,"Hospitalet de Llobregat, l'",081017,2017,15415.5,-2178.900000000001,,16.1
5092,"Hostalets de Pierola, els",081629,2017,183.9,-24.599999999999994,,15.2
5093,Hostalric,170834,2017,247.2,-28.900000000000038,,14.4
5094,Igualada,081022,2017,2556.3,-299.0,,12.7
5095,Isona i Conca Dellà,251155,2017,30.5,-5.700000000000003,,13.7
5096,Isòvol,170849,2017,3.9,-2.4,,
5097,Ivars d'Urgell,251137,2017,39.9,-6.700000000000003,,13.4
5098,Ivars de Noguera,251121,2017,12.7,-3.0,,
5099,Ivorra,251142,2017,3.4,-0.3999999999999999,,
5100,Jafre,170852,2017,7.9,-5.9,,
5101,"Jonquera, la",170865,2017,218.5,-21.19999999999999,,15.1
5102,Jorba,081038,2017,34.2,1.1000000000000014,,
5103,Josa i Tuixén,259101,2017,2.3,-1.2000000000000002,,
5104,Juià,170871,2017,7.2,1.5,,
5105,Juncosa,251180,2017,8.0,-2.3000000000000007,,
5106,Juneda,251193,2017,111.8,-7.400000000000006,,14.8
5107,Les,251214,2017,31.2,-9.7,,
5108,Linyola,251229,2017,84.8,-17.5,,15.0
5109,"Llacuna, la",081043,2017,40.4,-3.6000000000000014,,
5110,Lladó,170887,2017,23.3,0.1000000000000014,,
5111,Lladorre,251235,2017,3.0,-1.7999999999999998,,
5112,Lladurs,251240,2017,1.8,-1.9,,
5113,"Llagosta, la",081056,2017,910.3,-147.5,,16.0
5114,Llagostera,170890,2017,450.7,-67.19999999999999,,17.7
5115,Llambilles,170904,2017,14.3,-0.0999999999999996,,
5116,Llanars,170911,2017,12.1,-2.8000000000000007,,
5117,Llançà,170926,2017,243.8,-18.30000000000001,,17.6
5118,Llardecans,251253,2017,8.4,-1.9000000000000004,,
5119,Llavorsí,251266,2017,14.2,1.299999999999999,,
5120,Lleida,251207,2017,8253.3,-967.5,,19.9
5121,Llers,170932,2017,48.3,-1.5,,16.5
5122,Lles de Cerdanya,251272,2017,6.0,-0.2999999999999998,,
5123,Lliçà d'Amunt,081075,2017,795.2,-110.59999999999992,,14.3
5124,Lliçà de Vall,081081,2017,324.3,-43.0,,15.0
5125,Llimiana,251288,2017,5.8,-2.1000000000000005,,
5126,Llinars del Vallès,081069,2017,566.4,-77.60000000000002,,11.5
5127,Llívia,170947,2017,32.6,-16.1,,13.9
5128,"Lloar, el",430727,2017,5.8,-2.3,,
5129,Llobera,251291,2017,6.6,-1.8000000000000007,,
5130,Llorac,430733,2017,2.5,0.2000000000000001,,
5131,Llorenç del Penedès,430748,2017,122.7,-6.6000000000000085,,14.9
5132,Lloret de Mar,170950,2017,2056.4,-134.0,,14.9
5133,"Llosses, les",170963,2017,7.9,-0.9000000000000004,,
5134,Lluçà,081094,2017,8.7,-1.5,,
5135,Maçanet de Cabrenys,171024,2017,26.6,1.5,,
5136,Maçanet de la Selva,171030,2017,509.1,-74.5,,16.1
5137,Madremanya,170979,2017,7.9,1.7000000000000002,,
5138,Maià de Montcal,170985,2017,19.3,-2.8999999999999986,,
5139,Maials,251333,2017,29.2,-1.900000000000002,,
5140,Maldà,251305,2017,8.0,-3.6999999999999993,,
5141,Malgrat de Mar,081108,2017,1098.4,-180.39999999999984,,15.4
5142,Malla,081115,2017,3.9,-2.6,,
5143,Manlleu,081120,2017,1525.6,-195.20000000000005,,17.4
5144,Manresa,081136,2017,4978.0,-568.1999999999998,,12.5
5145,Marçà,430764,2017,30.1,-1.5,,
5146,Margalef,430751,2017,4.4,-2.1999999999999997,,
5147,Marganell,082423,2017,16.3,-5.5,,
5148,Martorell,081141,2017,1823.2,-313.29999999999995,,17.1
5149,Martorelles,081154,2017,318.7,-33.30000000000001,,19.6
5150,Mas de Barberans,430770,2017,18.3,-3.5,,
5151,Masarac,171002,2017,7.2,0.1000000000000005,,
5152,Masdenverge,430786,2017,68.8,-5.5,,15.4
5153,"Masies de Roda, les",081167,2017,23.6,-8.099999999999998,,
5154,"Masies de Voltregà, les",081173,2017,131.0,-19.69999999999999,,27.6
5155,Masllorenç,430799,2017,36.4,0.1000000000000014,,
5156,"Masnou, el",081189,2017,1016.3,-167.5,,15.2
5157,"Masó, la",430803,2017,5.0,-4.9,,
5158,Maspujols,430810,2017,33.3,8.999999999999996,,
5159,Masquefa,081192,2017,553.8,-68.0,,14.1
5160,"Masroig, el",430825,2017,17.0,-1.1999999999999993,,
5161,Massalcoreig,251312,2017,17.2,1.5,,
5162,Massanes,171019,2017,58.5,-2.299999999999997,,
5163,Massoteres,251327,2017,6.4,-0.0999999999999996,,
5164,Matadepera,081206,2017,188.0,-36.400000000000006,,13.0
5165,Mataró,081213,2017,9747.6,-1171.7999999999993,,15.4
5166,Mediona,081228,2017,129.7,-20.40000000000001,,19.1
5167,Menàrguens,251348,2017,28.6,-9.1,,
5168,Meranges,170998,2017,3.1,-0.3999999999999999,,
5169,Mieres,171058,2017,11.9,-1.299999999999999,,
