,Literal,Codi,Any,Aturats,Evolucio atur,Poblacio activa,Renda
7366,Sant Vicenç dels Horts,082634,2019,1725.1,-93.0,,
7367,Santa Bàrbara,431384,2019,202.4,-31.19999999999999,,
7368,Santa Cecília de Voltregà,082439,2019,4.2,-1.0999999999999996,,
7369,Santa Coloma de Cervelló,082444,2019,265.7,-10.100000000000025,,
7370,Santa Coloma de Farners,171805,2019,577.2,14.400000000000093,,
7371,Santa Coloma de Gramenet,082457,2019,7540.1,-339.7999999999993,,
7372,Santa Coloma de Queralt,431397,2019,105.8,-13.299999999999995,,
7373,Santa Cristina d'Aro,171812,2019,188.0,-6.400000000000006,,
7374,Santa Eugènia de Berga,082460,2019,83.5,-3.5999999999999943,,
7375,Santa Eulàlia de Riuprimer,082476,2019,39.6,-6.699999999999996,,
7376,Santa Eulàlia de Ronçana,082482,2019,307.2,-12.100000000000025,,
7377,Santa Fe del Penedès,082495,2019,15.5,0.4000000000000003,,
7378,Santa Llogaia d'Àlguema,171827,2019,22.2,0.3999999999999986,,
7379,Santa Margarida de Montbui,082508,2019,785.0,-50.79999999999996,,
7380,Santa Margarida i els Monjos,082515,2019,422.5,27.19999999999999,,
7381,Santa Maria d'Oló,082589,2019,16.2,-4.5,,
7382,Santa Maria de Besora,082536,2019,4.8,-1.5,,
7383,Santa Maria de Martorelles,082567,2019,37.1,-4.199999999999996,,
7384,Santa Maria de Merlès,082554,2019,5.9,0.6000000000000005,,
7385,Santa Maria de Miralles,082573,2019,6.7,1.4000000000000004,,
7386,Santa Maria de Palautordera,082592,2019,499.2,-6.5,,
7387,Santa Oliva,431401,2019,274.2,0.8999999999999773,,
7388,Santa Pau,171848,2019,42.8,0.5999999999999943,,
7389,Santa Perpètua de Mogoda,082606,2019,1405.1,-6.0,,
7390,Santa Susanna,082613,2019,178.5,6.0,,
7391,Santpedor,081923,2019,271.0,-2.8999999999999773,,
7392,Sarral,431423,2019,55.2,-6.099999999999994,,
7393,Sarrià de Ter,171864,2019,166.6,-12.300000000000011,,
7394,Sarroca de Bellera,252017,2019,3.1,0.1,,
7395,Sarroca de Lleida,252000,2019,7.9,0.8000000000000007,,
7396,"Saus, Camallera i Llampaies",171870,2019,26.6,-2.1999999999999997,,
7397,Savallà del Comtat,431439,2019,2.8,0.5999999999999996,,
7398,"Secuita, la",431444,2019,63.7,-0.7000000000000028,,
7399,"Selva de Mar, la",171886,2019,9.6,-0.3000000000000007,,
7400,"Selva del Camp, la",431457,2019,249.7,17.899999999999977,,
7401,Senan,431460,2019,1.4,-1.6,,
7402,"Sénia, la",430445,2019,365.6,-47.19999999999999,,
7403,Senterada,252022,2019,12.7,2.3999999999999986,,
7404,"Sentiu de Sió, la",250352,2019,9.7,-4.600000000000001,,
7405,Sentmenat,082671,2019,401.6,-2.3999999999999773,,
7406,Serinyà,171903,2019,33.3,2.4999999999999964,,
7407,Seròs,252043,2019,68.9,-6.299999999999997,,
7408,Serra de Daró,171910,2019,1.9,-0.5,,
7409,Setcases,171925,2019,1.2,-0.8,,
7410,"Seu d'Urgell, la",252038,2019,575.7,-19.59999999999991,,
7411,Seva,082690,2019,146.3,6.600000000000023,,
7412,Sidamon,252056,2019,21.5,-1.1000000000000014,,
7413,Sils,171931,2019,292.2,24.19999999999999,,
7414,Sitges,082704,2019,1009.9,3.699999999999932,,
7415,Siurana,170524,2019,1.8,-0.9999999999999998,,
7416,Sobremunt,082711,2019,2.9,0.1,,
7417,"Soleràs, el",252069,2019,7.7,1.1000000000000003,,
7418,Solivella,431476,2019,17.1,-0.5999999999999979,,
7419,Solsona,252075,2019,371.9,-10.900000000000034,,
7420,Sora,082726,2019,3.0,-0.8999999999999999,,
7421,Soriguera,252081,2019,15.8,3.4000000000000004,,
7422,Sort,252094,2019,86.8,2.700000000000003,,
7423,Soses,252108,2019,78.7,-6.899999999999992,,
7424,Subirats,082732,2019,93.3,-8.900000000000006,,
7425,Sudanell,252115,2019,19.7,4.1,,
7426,Sunyer,252120,2019,7.0,-0.5,,
7427,Súria,082747,2019,273.7,8.599999999999966,,
7428,Susqueda,171946,2019,1.7,-0.3,,
7429,Tagamanent,082763,2019,12.9,-2.1,,
7430,Talamanca,082779,2019,11.5,-2.0,,
7431,Talarn,252154,2019,13.6,0.0,,
7432,Talavera,252167,2019,0.8,-3.1,,
7433,"Tallada d'Empordà, la",171959,2019,10.6,-0.0999999999999996,,
7434,Taradell,082785,2019,228.4,-8.099999999999994,,
7435,Tarragona,431482,2019,7609.0,-259.1999999999998,,
7436,Tàrrega,252173,2019,935.3,-40.200000000000045,,
7437,Tarrés,252189,2019,5.1,-0.1000000000000005,,
7438,Tarroja de Segarra,252192,2019,3.5,0.2000000000000001,,
7439,Tavèrnoles,082750,2019,4.9,0.6000000000000005,,
7440,Tavertet,082802,2019,0.8,-3.0,,
7441,Teià,082819,2019,201.7,4.0,,
7442,Térmens,252206,2019,38.9,-9.9,,
7443,Terrades,171962,2019,9.1,-1.0999999999999996,,
7444,Terrassa,082798,2019,14048.8,-280.3000000000011,,
7445,Tiana,082824,2019,240.6,-7.300000000000011,,
7446,Tírvia,252213,2019,4.1,0.4999999999999995,,
7447,Tiurana,252228,2019,0.2,0.2,,
7448,Tivenys,431495,2019,33.5,-2.0,,
7449,Tivissa,431508,2019,65.2,-7.899999999999991,,
7450,Tona,082830,2019,340.8,-23.30000000000001,,
7451,Torà,252234,2019,35.3,-5.100000000000001,,
7452,Tordera,082845,2019,1155.9,16.700000000000045,,
7453,Torelló,082858,2019,653.8,-24.800000000000068,,
7454,"Torms, els",252249,2019,2.7,-1.2999999999999998,,
7455,Tornabous,252252,2019,24.7,-4.699999999999999,,
7456,"Torre de Cabdella, la",252271,2019,14.2,2.5,,
7457,"Torre de Claramunt, la",082861,2019,248.5,-21.399999999999977,,
7458,"Torre de Fontaubella, la",431515,2019,6.1,-1.6000000000000003,,
7459,"Torre de l'Espanyol, la",431520,2019,25.5,-3.0,,
7460,Torrebesses,252265,2019,3.8,0.1999999999999997,,
7461,Torredembarra,431536,2019,1017.2,-41.09999999999991,,
7462,Torrefarrera,252287,2019,157.7,0.799999999999983,,
7463,Torrefeta i Florejacs,259078,2019,13.1,0.6999999999999993,,
7464,Torregrossa,252304,2019,69.1,-5.200000000000003,,
7465,Torrelameu,252311,2019,20.4,-2.1000000000000014,,
7466,Torrelavit,082877,2019,42.2,-1.2999999999999972,,
7467,Torrelles de Foix,082883,2019,183.4,-15.299999999999985,,
7468,Torrelles de Llobregat,082896,2019,231.3,2.200000000000017,,
7469,Torrent,171978,2019,4.5,-0.7999999999999998,,
7470,Torres de Segre,252326,2019,150.2,-3.700000000000017,,
7471,Torre-serona,252332,2019,9.3,0.6000000000000014,,
7472,Torroella de Fluvià,171984,2019,27.8,4.600000000000001,,
7473,Torroella de Montgrí,171997,2019,457.3,-20.09999999999997,,
7474,Torroja del Priorat,431541,2019,5.1,-4.700000000000001,,
7475,Tortellà,172001,2019,24.0,-0.3000000000000007,,
7476,Tortosa,431554,2019,1941.3,-112.70000000000005,,
7477,Toses,172018,2019,1.8,-0.8,,
7478,Tossa de Mar,172023,2019,184.0,-9.0,,
7479,Tremp,252347,2019,311.2,22.09999999999997,,
7480,Ullà,172044,2019,57.8,-4.600000000000001,,
7481,Ullastrell,082900,2019,67.4,0.4000000000000057,,
7482,Ullastret,172057,2019,5.6,1.5,,
7483,Ulldecona,431567,2019,364.1,-8.199999999999989,,
7484,Ulldemolins,431573,2019,9.8,2.8000000000000007,,
7485,Ultramort,172039,2019,1.2,-2.1,,
7486,Urús,172060,2019,2.7,0.6000000000000001,,
7487,Vacarisses,082917,2019,298.8,-10.800000000000011,,
7488,"Vajol, la",170144,2019,15.8,4.5,,
7489,"Vall d'en Bas, la",172076,2019,58.2,-7.599999999999994,,
7490,"Vall de Bianya, la",172082,2019,31.8,1.3000000000000007,,
7491,"Vall de Boí, la",250432,2019,16.9,-1.7000000000000028,,
7492,Vall de Cardós,259010,2019,8.8,2.3000000000000007,,
7493,Vallbona d'Anoia,082922,2019,78.3,-6.400000000000006,,
7494,Vallbona de les Monges,252385,2019,7.8,-0.2999999999999998,,
7495,Vallcebre,082938,2019,6.1,0.5,,
7496,Vallclara,431589,2019,4.2,-1.0,,
7497,Vallfogona de Balaguer,252402,2019,53.6,4.800000000000004,,
7498,Vallfogona de Ripollès,171707,2019,6.6,-3.200000000000001,,
7499,Vallfogona de Riucorb,431592,2019,0.8,-0.5,,
7500,Vallgorguina,082943,2019,140.2,5.0,,
7501,Vallirana,082956,2019,742.4,-16.399999999999977,,
7502,Vall-llobrega,172095,2019,36.2,1.8000000000000045,,
7503,Vallmoll,431606,2019,91.9,-6.699999999999989,,
7504,Vallromanes,082969,2019,97.8,1.7000000000000028,,
7505,Valls,431613,2019,1491.8,-6.0,,
7506,"Valls d'Aguilar, les",259062,2019,0.8,-1.9,,
7507,"Valls de Valira, les",252398,2019,17.7,-4.300000000000001,,
7508,Vandellòs i l'Hospitalet de l'Infant,431628,2019,313.6,-3.899999999999977,,
7509,"Vansa i Fórnols, la",259097,2019,7.1,0.1999999999999993,,
7510,Veciana,082975,2019,3.3,0.1999999999999997,,
7511,"Vendrell, el",431634,2019,2851.0,-201.30000000000015,,
7512,Ventalló,172109,2019,21.1,-4.299999999999997,,
7513,Verdú,252424,2019,32.8,2.799999999999997,,
7514,Verges,172116,2019,41.7,-0.6999999999999957,,
7515,Vespella de Gaià,431649,2019,30.7,7.099999999999998,,
7516,Vic,082981,2019,2364.3,-105.29999999999971,,
7517,Vidrà,172121,2019,5.2,-0.2999999999999998,,
7518,Vidreres,172137,2019,372.9,-9.700000000000044,,
7519,Vielha e Mijaran,252430,2019,170.8,-16.899999999999977,,
7520,Vilabella,431652,2019,30.5,0.0,,
7521,Vilabertran,172142,2019,37.3,5.399999999999999,,
7522,Vilablareix,172155,2019,70.2,-8.399999999999991,,
7523,Vilada,082994,2019,18.2,-5.300000000000001,,
7524,Viladamat,172174,2019,8.1,0.2999999999999998,,
7525,Viladasens,172168,2019,2.6,-2.8000000000000003,,
7526,Viladecans,083015,2019,3362.8,-190.5,,
7527,Viladecavalls,083008,2019,327.1,1.400000000000034,,
7528,Vilademuls,172180,2019,25.2,-1.400000000000002,,
7529,Viladrau,172207,2019,19.4,5.599999999999998,,
7530,Vilafant,172214,2019,220.3,-2.0,,
7531,Vilafranca del Penedès,083054,2019,2145.4,-96.5,,
7532,Vilagrassa,252445,2019,25.8,-6.199999999999999,,
7533,Vilajuïga,172235,2019,50.8,-2.9000000000000057,,
7534,Vilalba dels Arcs,431750,2019,21.6,1.8000000000000007,,
7535,Vilalba Sasserra,083067,2019,40.8,10.499999999999996,,
7536,Vilaller,252458,2019,15.7,2.8999999999999986,,
7537,Vilallonga de Ter,172240,2019,7.3,-3.000000000000001,,
7538,Vilallonga del Camp,431665,2019,100.1,-13.100000000000009,,
7539,Vilamacolum,172253,2019,12.7,3.6,,
7540,Vilamalla,172266,2019,48.2,4.400000000000006,,
7541,Vilamaniscle,172272,2019,2.8,1.1999999999999995,,
7542,Vilamòs,252477,2019,8.6,1.5,,
7543,Vilanant,172288,2019,6.4,-2.799999999999999,,
7544,Vilanova d'Escornalbou,431671,2019,27.4,-2.0,,
7545,Vilanova de Bellpuig,252483,2019,29.1,-5.199999999999996,,
7546,Vilanova de l'Aguda,252496,2019,0.4,-1.6,,
7547,Vilanova de la Barca,252542,2019,31.1,-6.199999999999996,,
7548,Vilanova de Meià,252509,2019,8.9,2.9000000000000004,,
7549,Vilanova de Prades,431687,2019,2.8,-0.1,,
7550,Vilanova de Sau,083036,2019,10.4,0.5999999999999996,,
7551,Vilanova de Segrià,252516,2019,35.4,1.6999999999999955,,
7552,Vilanova del Camí,083020,2019,976.2,-78.70000000000005,,
7553,Vilanova del Vallès,089024,2019,200.9,5.800000000000011,,
7554,Vilanova i la Geltrú,083073,2019,4009.7,-52.70000000000027,,
7555,Vilaplana,431690,2019,17.8,0.8000000000000007,,
7556,Vila-rodona,431704,2019,60.4,4.699999999999996,,
7557,Vila-sacra,172305,2019,25.3,-5.699999999999999,,
7558,Vila-sana,252521,2019,16.6,-2.6999999999999997,,
7559,Vila-seca,431711,2019,1127.5,-11.200000000000044,,
7560,Vilassar de Dalt,082140,2019,354.7,-5.0,,
7561,Vilassar de Mar,082191,2019,786.6,-37.79999999999996,,
7562,Vilaür,172229,2019,2.3,0.5999999999999999,,
7563,Vilaverd,431726,2019,26.5,4.300000000000001,,
7564,"Vilella Alta, la",431732,2019,3.4,0.6999999999999997,,
7565,"Vilella Baixa, la",431747,2019,9.7,-1.4000000000000004,,
7566,Vilobí d'Onyar,172333,2019,88.6,3.0,,
7567,Vilobí del Penedès,083041,2019,36.8,0.2999999999999971,,
7568,Vilopriu,172327,2019,5.3,2.4,,
7569,"Vilosell, el",252537,2019,2.0,-1.5,,
7570,Vimbodí i Poblet,431763,2019,31.8,-3.999999999999997,,
7571,Vinaixa,252555,2019,16.8,-4.5,,
7572,Vinebre,431779,2019,24.1,-0.5,,
7573,Vinyols i els Arcs,431785,2019,81.3,-4.799999999999997,,
7574,Viver i Serrateix,083089,2019,4.3,-2.0,,
7575,Xerta,430521,2019,60.3,2.299999999999997,,
7576,Abella de la Conca,250019,2020,10.1,0.0999999999999996,,
7577,Abrera,080018,2020,650.2,131.9000000000001,,
7578,Àger,250024,2020,15.5,5.300000000000001,,
7579,Agramunt,250030,2020,256.8,39.900000000000006,,
7580,Aguilar de Segarra,080023,2020,11.9,3.1,,
7581,Agullana,170010,2020,35.2,7.100000000000001,,
7582,Aiguafreda,080142,2020,112.8,10.399999999999991,,
7583,Aiguamúrcia,430017,2020,70.3,14.799999999999995,,
7584,Aiguaviva,170025,2020,18.7,1.8000000000000007,,
7585,Aitona,250387,2020,184.6,38.29999999999998,,
7586,"Alamús, els",250045,2020,21.8,-0.0999999999999978,,
7587,Alàs i Cerc,250058,2020,9.0,-0.3000000000000007,,
7588,"Albagés, l'",250061,2020,10.8,-1.1999999999999993,,
7589,Albanyà,170031,2020,11.5,2.9000000000000004,,
7590,Albatàrrec,250077,2020,92.6,6.699999999999989,,
7591,Albesa,250083,2020,56.0,16.200000000000003,,
7592,"Albi, l'",250096,2020,31.5,5.199999999999999,,
7593,Albinyana,430022,2020,196.4,13.599999999999994,,
7594,"Albiol, l'",430038,2020,22.3,4.0,,
7595,Albons,170046,2020,36.2,10.300000000000004,,
7596,Alcanar,430043,2020,496.7,90.39999999999998,,
7597,Alcanó,250100,2020,8.4,2.6000000000000005,,
7598,Alcarràs,250117,2020,685.7,117.40000000000008,,
7599,Alcoletge,250122,2020,181.3,30.0,,
7600,Alcover,430056,2020,343.5,66.10000000000002,,
7601,"Aldea, l'",439044,2020,233.3,41.0,,
7602,Aldover,430069,2020,45.4,5.699999999999996,,
7603,"Aleixar, l'",430075,2020,45.3,15.499999999999996,,
7604,Alella,080039,2020,292.7,42.19999999999999,,
7605,Alfara de Carles,430081,2020,23.3,1.400000000000002,,
7606,Alfarràs,250138,2020,241.8,29.30000000000001,,
7607,Alfés,250143,2020,9.3,2.3000000000000007,,
7608,Alforja,430094,2020,117.6,14.0,,
7609,Algerri,250156,2020,14.7,0.2999999999999989,,
7610,Alguaire,250169,2020,145.7,10.5,,
7611,Alins,250175,2020,5.1,2.3999999999999995,,
7612,Alió,430108,2020,22.8,3.6999999999999993,,
7613,Almacelles,250194,2020,241.8,23.80000000000001,,
7614,Almatret,250208,2020,4.8,-0.6000000000000005,,
7615,Almenar,250215,2020,151.9,16.5,,
7616,Almoster,430115,2020,54.1,7.899999999999999,,
7617,Alòs de Balaguer,250220,2020,3.4,2.1,,
7618,Alp,170062,2020,60.4,19.2,,
7619,Alpens,080044,2020,8.3,0.6000000000000005,,
7620,Alpicat,250236,2020,183.8,29.80000000000001,,
7621,Alt Àneu,250241,2020,9.1,3.3,,
7622,Altafulla,430120,2020,255.2,44.89999999999998,,
7623,Amer,170078,2020,98.3,18.89999999999999,,
7624,"Ametlla de Mar, l'",430136,2020,408.1,82.30000000000001,,
7625,"Ametlla del Vallès, l'",080057,2020,320.0,51.30000000000001,,
7626,"Ampolla, l'",439060,2020,192.7,36.6,,
7627,Amposta,430141,2020,1472.3,270.29999999999995,,
7628,Anglès,170084,2020,313.7,65.19999999999999,,
7629,Anglesola,250273,2020,62.3,8.699999999999996,,
7630,Arbeca,250292,2020,85.1,7.0,,
7631,"Arboç, l'",430167,2020,451.5,86.69999999999999,,
7632,Arbolí,430154,2020,13.4,5.0,,
7633,Arbúcies,170097,2020,386.8,112.2,,
7634,Arenys de Mar,080060,2020,848.1,98.39999999999998,,
7635,Arenys de Munt,080076,2020,477.9,88.19999999999999,,
7636,Argelaguer,170101,2020,23.6,5.700000000000003,,
7637,Argençola,080082,2020,7.9,-0.7999999999999989,,
7638,"Argentera, l'",430173,2020,4.0,3.2,,
7639,Argentona,080095,2020,626.3,81.89999999999998,,
7640,"Armentera, l'",170118,2020,38.7,8.400000000000002,,
7641,Arnes,430189,2020,11.3,1.0,,
7642,Arres,250313,2020,0.3,-1.3,,
7643,Arsèguel,250328,2020,1.8,0.5,,
7644,Artés,080109,2020,278.1,34.80000000000001,,
7645,Artesa de Lleida,250334,2020,54.9,6.699999999999996,,
7646,Artesa de Segre,250349,2020,133.3,20.00000000000001,,
7647,Ascó,430192,2020,85.1,6.399999999999992,,
7648,Aspa,250365,2020,3.9,1.6999999999999995,,
7649,"Avellanes i Santa Linya, les",250371,2020,9.7,1.799999999999999,,
7650,Avià,080116,2020,74.9,13.300000000000004,,
7651,Avinyó,080121,2020,99.3,30.700000000000003,,
7652,Avinyonet de Puigventós,170123,2020,63.2,14.300000000000004,,
7653,Avinyonet del Penedès,080137,2020,87.2,16.10000000000001,,
7654,Badalona,080155,2020,15726.3,2126.0999999999985,,
7655,Badia del Vallès,089045,2020,1282.4,176.80000000000018,,
7656,Bagà,080168,2020,95.8,13.5,,
7657,Baix Pallars,250390,2020,17.7,4.1,,
7658,Balaguer,250404,2020,1283.5,126.29999999999995,,
7659,Balenyà,080174,2020,233.4,23.30000000000001,,
7660,Balsareny,080180,2020,160.8,25.40000000000001,,
7661,Banyeres del Penedès,430206,2020,232.2,51.5,,
7662,Banyoles,170157,2020,911.3,180.0999999999999,,
7663,Barbens,250411,2020,42.8,17.499999999999996,,
7664,Barberà de la Conca,430213,2020,18.3,5.5,,
7665,Barberà del Vallès,082520,2020,1946.4,259.20000000000005,,
7666,Barcelona,080193,2020,86826.5,18034.0,,
7667,"Baronia de Rialb, la",250426,2020,5.2,0.2999999999999998,,
7668,Bàscara,170160,2020,47.6,12.800000000000004,,
7669,Bassella,250447,2020,4.0,2.3,,
7670,Batea,430228,2020,50.4,3.1000000000000014,,
7671,Bausen,250450,2020,3.1,1.7000000000000002,,
7672,Begues,080207,2020,274.8,65.20000000000002,,
7673,Begur,170139,2020,139.1,15.699999999999989,,
7674,Belianes,250463,2020,16.1,0.8000000000000007,,
7675,Bellaguarda,251706,2020,3.1,1.4,,
7676,Bellcaire d'Empordà,170182,2020,21.2,-0.6000000000000014,,
7677,Bellcaire d'Urgell,250479,2020,39.1,15.3,,
7678,Bell-lloc d'Urgell,250485,2020,105.9,15.5,,
7679,Bellmunt d'Urgell,250498,2020,5.2,1.3000000000000005,,
7680,Bellmunt del Priorat,430234,2020,16.7,-0.1000000000000014,,
7681,Bellprat,080214,2020,2.6,2.1,,
7682,Bellpuig,250501,2020,267.5,45.19999999999999,,
7683,Bellvei,430249,2020,185.0,27.40000000000001,,
7684,Bellver de Cerdanya,250518,2020,66.9,24.000000000000007,,
7685,Bellvís,250523,2020,97.3,15.5,,
7686,Benavent de Segrià,250539,2020,45.8,3.5,,
7687,Benifallet,430252,2020,28.1,-0.3999999999999986,,
7688,Benissanet,430265,2020,42.5,5.299999999999997,,
7689,Berga,080229,2020,1051.5,145.29999999999995,,
7690,Besalú,170195,2020,78.6,7.699999999999989,,
7691,Bescanó,170209,2020,186.0,32.69999999999999,,
7692,Beuda,170216,2020,10.1,4.1,,
7693,Bigues i Riells del Fai,080235,2020,504.7,80.39999999999998,,
7694,Biosca,250557,2020,3.0,0.2000000000000001,,
7695,"Bisbal d'Empordà, la",170221,2020,750.0,116.5,,
7696,"Bisbal de Falset, la",430271,2020,8.2,1.299999999999999,,
7697,"Bisbal del Penedès, la",430287,2020,328.2,58.0,,
7698,Biure,172348,2020,9.7,-2.6000000000000014,,
7699,Blancafort,430290,2020,12.7,4.699999999999999,,
7700,Blanes,170237,2020,3302.2,746.5999999999999,,
7701,Boadella i les Escaules,170293,2020,9.4,2.8000000000000007,,
7702,Bolvir,170242,2020,7.9,0.4000000000000003,,
7703,Bonastre,430304,2020,58.3,11.4,,
7704,"Bòrdes, Es",250576,2020,12.8,6.200000000000001,,
7705,Bordils,170255,2020,78.1,12.199999999999989,,
7706,"Borges Blanques, les",250582,2020,316.7,39.80000000000001,,
7707,"Borges del Camp, les",430311,2020,128.3,23.60000000000001,,
7708,Borrassà,170268,2020,24.2,4.0,,
7709,Borredà,080240,2020,23.6,5.400000000000002,,
7710,Bossòst,250595,2020,42.7,15.400000000000002,,
7711,Bot,430326,2020,10.8,-0.3999999999999986,,
7712,Botarell,430332,2020,64.7,19.5,,
7713,Bovera,250560,2020,7.4,2.5,,
7714,Bràfim,430347,2020,24.4,6.5,,
7715,Breda,170274,2020,208.4,20.599999999999994,,
7716,"Bruc, el",080253,2020,78.7,1.6000000000000083,,
7717,"Brull, el",080266,2020,11.0,7.7,,
7718,Brunyola i Sant Martí Sapresa,170280,2020,9.7,2.8999999999999995,,
7719,Cabacés,430350,2020,13.7,0.6999999999999993,,
7720,Cabanabona,250609,2020,2.1,0.4000000000000001,,
7721,Cabanelles,170314,2020,16.5,3.4000000000000004,,
7722,Cabanes,170307,2020,51.0,2.700000000000003,,
7723,"Cabanyes, les",080272,2020,27.7,4.599999999999998,,
7724,Cabó,250616,2020,4.3,1.5999999999999996,,
7725,Cabra del Camp,430363,2020,102.7,11.900000000000006,,
7726,Cabrera d'Anoia,080288,2020,118.4,7.900000000000006,,
7727,Cabrera de Mar,080291,2020,165.3,27.700000000000017,,
7728,Cabrils,080305,2020,285.8,45.900000000000006,,
7729,Cadaqués,170329,2020,77.8,16.799999999999997,,
7730,Calaf,080312,2020,229.9,46.400000000000006,,
7731,Calafell,430379,2020,2097.8,356.8000000000002,,
7732,Calders,080348,2020,38.9,11.099999999999998,,
7733,Caldes d'Estrac,080327,2020,166.4,17.700000000000017,,
7734,Caldes de Malavella,170335,2020,438.7,113.09999999999997,,
7735,Caldes de Montbui,080333,2020,947.3,114.59999999999992,,
7736,Calella,080351,2020,1443.8,286.79999999999995,,
7737,Calldetenes,080370,2020,84.4,4.200000000000003,,
7738,Callús,080386,2020,116.5,24.8,,
7739,Calonge de Segarra,080364,2020,5.7,-1.0999999999999996,,
7740,Calonge i Sant Antoni,170340,2020,623.7,108.80000000000008,,
7741,Camarasa,250621,2020,26.5,3.1999999999999997,,
7742,Camarles,439039,2020,185.5,39.69999999999999,,
7743,Cambrils,430385,2020,2544.2,601.8999999999999,,
7744,Camós,170353,2020,22.7,4.599999999999998,,
7745,Campdevànol,170366,2020,134.5,29.099999999999994,,
7746,Campelles,170372,2020,2.4,1.6,,
7747,Campins,080399,2020,26.6,7.200000000000003,,
7748,Campllong,170388,2020,9.3,2.200000000000001,,
7749,Camprodon,170391,2020,78.8,20.599999999999994,,
7750,Canejan,250637,2020,4.3,0.7999999999999998,,
7751,Canet d'Adri,170405,2020,28.3,10.400000000000002,,
7752,Canet de Mar,080403,2020,867.8,102.09999999999992,,
7753,"Canonja, la",439076,2020,381.7,86.30000000000001,,
7754,Canovelles,080410,2020,1440.0,231.20000000000005,,
7755,Cànoves i Samalús,080425,2020,162.5,21.80000000000001,,
7756,Cantallops,170412,2020,13.1,5.8,,
7757,Canyelles,080431,2020,310.2,54.89999999999998,,
7758,Capafonts,430398,2020,4.3,0.6999999999999997,,
7759,Capçanes,430402,2020,15.9,2.5,,
7760,Capellades,080446,2020,330.2,63.0,,
7761,Capmany,170427,2020,20.8,-1.6999999999999993,,
7762,Capolat,080459,2020,1.3,0.3,,
7763,Cardedeu,080462,2020,976.9,129.79999999999995,,
7764,Cardona,080478,2020,211.9,22.5,,
7765,Carme,080484,2020,59.7,17.400000000000006,,
7766,Caseres,430419,2020,12.9,4.4,,
7767,Cassà de la Selva,170448,2020,512.0,111.7,,
