,Literal,Codi,Any,Demanda,1,2,3,4,5,6 i més,Habitatges familiars secundaris,Habitatges familiars vacants,Habitatges familiars altres,Habitatges familiars principals,De lloguer,De propietat
2835,Vila-rodona,431704,2013,1.0,,,,,,,,,,,,
2836,Vila-seca,431711,2013,18.0,,,,,,,,,,,,
2837,Vilassar de Dalt,082140,2013,1.0,,,,,,,,,,,,
2838,Vilassar de Mar,082191,2013,21.0,,,,,,,,,,,,
2839,Vilobí del Penedès,083041,2013,1.0,,,,,,,,,,,,
2840,Abrera,080018,2012,3.0,,,,,,,,,,,,
2841,Aitona,250387,2012,4.0,,,,,,,,,,,,
2842,Albatàrrec,250077,2012,1.0,,,,,,,,,,,,
2843,Albinyana,430022,2012,1.0,,,,,,,,,,,,
2844,Alcarràs,250117,2012,1.0,,,,,,,,,,,,
2845,Alcoletge,250122,2012,2.0,,,,,,,,,,,,
2846,Alcover,430056,2012,2.0,,,,,,,,,,,,
2847,"Aldea, l'",439044,2012,2.0,,,,,,,,,,,,
2848,Alella,080039,2012,7.0,,,,,,,,,,,,
2849,Alfarràs,250138,2012,1.0,,,,,,,,,,,,
2850,Alguaire,250169,2012,1.0,,,,,,,,,,,,
2851,Almacelles,250194,2012,3.0,,,,,,,,,,,,
2852,Almoster,430115,2012,1.0,,,,,,,,,,,,
2853,Alp,170062,2012,2.0,,,,,,,,,,,,
2854,Altafulla,430120,2012,3.0,,,,,,,,,,,,
2855,"Ametlla de Mar, l'",430136,2012,1.0,,,,,,,,,,,,
2856,"Ampolla, l'",439060,2012,3.0,,,,,,,,,,,,
2857,Amposta,430141,2012,31.0,,,,,,,,,,,,
2858,"Arboç, l'",430167,2012,5.0,,,,,,,,,,,,
2859,Arbúcies,170097,2012,1.0,,,,,,,,,,,,
2860,Arenys de Mar,080060,2012,27.0,,,,,,,,,,,,
2861,Arenys de Munt,080076,2012,2.0,,,,,,,,,,,,
2862,Argentona,080095,2012,4.0,,,,,,,,,,,,
2863,Artés,080109,2012,6.0,,,,,,,,,,,,
2864,Avinyó,080121,2012,4.0,,,,,,,,,,,,
2865,Badalona,080155,2012,325.0,,,,,,,,,,,,
2866,Badia del Vallès,089045,2012,19.0,,,,,,,,,,,,
2867,Balaguer,250404,2012,4.0,,,,,,,,,,,,
2868,Balsareny,080180,2012,3.0,,,,,,,,,,,,
2869,Banyeres del Penedès,430206,2012,3.0,,,,,,,,,,,,
2870,Banyoles,170157,2012,71.0,,,,,,,,,,,,
2871,Barberà del Vallès,082520,2012,64.0,,,,,,,,,,,,
2872,Barcelona,080193,2012,8315.0,,,,,,,,,,,,
2873,Begues,080207,2012,3.0,,,,,,,,,,,,
2874,Bellpuig,250501,2012,23.0,,,,,,,,,,,,
2875,Benissanet,430265,2012,1.0,,,,,,,,,,,,
2876,Berga,080229,2012,41.0,,,,,,,,,,,,
2877,Besalú,170195,2012,2.0,,,,,,,,,,,,
2878,Bigues i Riells,080235,2012,30.0,,,,,,,,,,,,
2879,"Bisbal del Penedès, la",430287,2012,1.0,,,,,,,,,,,,
2880,"Bisbal d'Empordà, la",170221,2012,39.0,,,,,,,,,,,,
2881,Blanes,170237,2012,23.0,,,,,,,,,,,,
2882,Bolvir,170242,2012,11.0,,,,,,,,,,,,
2883,Cabacés,430350,2012,1.0,,,,,,,,,,,,
2884,Cabrera d'Anoia,080288,2012,1.0,,,,,,,,,,,,
2885,Cabrera de Mar,080291,2012,4.0,,,,,,,,,,,,
2886,Calaf,080312,2012,17.0,,,,,,,,,,,,
2887,Calafell,430379,2012,10.0,,,,,,,,,,,,
2888,Caldes de Montbui,080333,2012,2.0,,,,,,,,,,,,
2889,Caldes d'Estrac,080327,2012,1.0,,,,,,,,,,,,
2890,Calella,080351,2012,5.0,,,,,,,,,,,,
2891,Callús,080386,2012,13.0,,,,,,,,,,,,
2892,Cambrils,430385,2012,36.0,,,,,,,,,,,,
2893,Canet de Mar,080403,2012,6.0,,,,,,,,,,,,
2894,"Canonja, la",439076,2012,4.0,,,,,,,,,,,,
2895,Canovelles,080410,2012,2.0,,,,,,,,,,,,
2896,Capellades,080446,2012,3.0,,,,,,,,,,,,
2897,Cardona,080478,2012,19.0,,,,,,,,,,,,
2898,Castellar del Vallès,080517,2012,30.0,,,,,,,,,,,,
2899,Castellbisbal,080543,2012,2.0,,,,,,,,,,,,
2900,Castelldefels,080569,2012,319.0,,,,,,,,,,,,
2901,Castellfollit de la Roca,170464,2012,6.0,,,,,,,,,,,,
2902,Castelló d'Empúries,170470,2012,4.0,,,,,,,,,,,,
2903,"Cellera de Ter, la",171899,2012,1.0,,,,,,,,,,,,
2904,Celrà,170499,2012,1.0,,,,,,,,,,,,
2905,Cerdanyola del Vallès,082665,2012,74.0,,,,,,,,,,,,
2906,Cervelló,080689,2012,1.0,,,,,,,,,,,,
2907,Cervera,250729,2012,43.0,,,,,,,,,,,,
2908,Constantí,430477,2012,19.0,,,,,,,,,,,,
2909,Cornellà de Llobregat,080734,2012,596.0,,,,,,,,,,,,
2910,Cornellà del Terri,170561,2012,2.0,,,,,,,,,,,,
2911,Cubelles,080749,2012,4.0,,,,,,,,,,,,
2912,Cunit,430516,2012,5.0,,,,,,,,,,,,
2913,Deltebre,439018,2012,4.0,,,,,,,,,,,,
2914,Dosrius,080752,2012,3.0,,,,,,,,,,,,
2915,Esparreguera,080765,2012,1.0,,,,,,,,,,,,
2916,Esplugues de Llobregat,080771,2012,376.0,,,,,,,,,,,,
2917,Falset,430555,2012,1.0,,,,,,,,,,,,
2918,Figueres,170669,2012,214.0,,,,,,,,,,,,
2919,Flix,430607,2012,10.0,,,,,,,,,,,,
2920,Folgueroles,080832,2012,1.0,,,,,,,,,,,,
2921,Forallac,179026,2012,2.0,,,,,,,,,,,,
2922,"Franqueses del Vallès, les",080863,2012,48.0,,,,,,,,,,,,
2923,"Fuliola, la",250962,2012,2.0,,,,,,,,,,,,
2924,Gandesa,430640,2012,10.0,,,,,,,,,,,,
2925,"Garriga, la",080885,2012,1.0,,,,,,,,,,,,
2926,Gavà,080898,2012,301.0,,,,,,,,,,,,
2927,Gelida,080919,2012,16.0,,,,,,,,,,,,
2928,Girona,170792,2012,312.0,,,,,,,,,,,,
2929,Gironella,080924,2012,1.0,,,,,,,,,,,,
2930,"Granada, la",080945,2012,1.0,,,,,,,,,,,,
2931,Granollers,080961,2012,65.0,,,,,,,,,,,,
2932,Guardiola de Berguedà,080996,2012,3.0,,,,,,,,,,,,
2933,Horta de Sant Joan,430712,2012,7.0,,,,,,,,,,,,
2934,"Hospitalet de Llobregat, l'",081017,2012,1126.0,,,,,,,,,,,,
2935,Igualada,081022,2012,113.0,,,,,,,,,,,,
2936,"Jonquera, la",170865,2012,1.0,,,,,,,,,,,,
2937,Lladó,170887,2012,1.0,,,,,,,,,,,,
2938,"Llagosta, la",081056,2012,7.0,,,,,,,,,,,,
2939,Llagostera,170890,2012,1.0,,,,,,,,,,,,
2940,Llançà,170926,2012,34.0,,,,,,,,,,,,
2941,Lleida,251207,2012,441.0,,,,,,,,,,,,
2942,Lliçà d'Amunt,081075,2012,4.0,,,,,,,,,,,,
2943,Lliçà de Vall,081081,2012,1.0,,,,,,,,,,,,
2944,Llinars del Vallès,081069,2012,3.0,,,,,,,,,,,,
2945,Llívia,170947,2012,7.0,,,,,,,,,,,,
2946,Lloret de Mar,170950,2012,135.0,,,,,,,,,,,,
2947,Malgrat de Mar,081108,2012,2.0,,,,,,,,,,,,
2948,Manlleu,081120,2012,21.0,,,,,,,,,,,,
2949,Manresa,081136,2012,18.0,,,,,,,,,,,,
2950,Martorell,081141,2012,223.0,,,,,,,,,,,,
2951,Martorelles,081154,2012,1.0,,,,,,,,,,,,
2952,"Masies de Voltregà, les",081173,2012,1.0,,,,,,,,,,,,
2953,"Masnou, el",081189,2012,9.0,,,,,,,,,,,,
2954,Masquefa,081192,2012,2.0,,,,,,,,,,,,
2955,Matadepera,081206,2012,13.0,,,,,,,,,,,,
2956,Mataró,081213,2012,203.0,,,,,,,,,,,,
2957,Mieres,171058,2012,3.0,,,,,,,,,,,,
2958,Molins de Rei,081234,2012,28.0,,,,,,,,,,,,
2959,Mollerussa,251370,2012,104.0,,,,,,,,,,,,
2960,Mollet del Vallès,081249,2012,86.0,,,,,,,,,,,,
2961,Monistrol de Montserrat,081271,2012,1.0,,,,,,,,,,,,
2962,Montagut i Oix,171096,2012,3.0,,,,,,,,,,,,
2963,Montblanc,430862,2012,22.0,,,,,,,,,,,,
2964,Montcada i Reixac,081252,2012,30.0,,,,,,,,,,,,
2965,Montgat,081265,2012,28.0,,,,,,,,,,,,
2966,Montmeló,081350,2012,11.0,,,,,,,,,,,,
2967,Montornès del Vallès,081363,2012,7.0,,,,,,,,,,,,
2968,Mont-roig del Camp,430923,2012,3.0,,,,,,,,,,,,
2969,Móra d'Ebre,430939,2012,6.0,,,,,,,,,,,,
2970,Móra la Nova,430944,2012,1.0,,,,,,,,,,,,
2971,"Morell, el",430957,2012,1.0,,,,,,,,,,,,
2972,Navàs,081419,2012,3.0,,,,,,,,,,,,
2973,Navata,171117,2012,1.0,,,,,,,,,,,,
2974,Òdena,081430,2012,1.0,,,,,,,,,,,,
2975,Olot,171143,2012,141.0,,,,,,,,,,,,
2976,Olvan,081445,2012,1.0,,,,,,,,,,,,
2977,Palafolls,081555,2012,34.0,,,,,,,,,,,,
2978,Palafrugell,171175,2012,28.0,,,,,,,,,,,,
2979,Palamós,171181,2012,20.0,,,,,,,,,,,,
2980,Palau-solità i Plegamans,081568,2012,1.0,,,,,,,,,,,,
2981,"Pallaresos, els",431009,2012,2.0,,,,,,,,,,,,
2982,Pallejà,081574,2012,3.0,,,,,,,,,,,,
2983,Parets del Vallès,081593,2012,2.0,,,,,,,,,,,,
2984,Penelles,251641,2012,1.0,,,,,,,,,,,,
2985,Piera,081614,2012,17.0,,,,,,,,,,,,
2986,Pineda de Mar,081635,2012,4.0,,,,,,,,,,,,
2987,"Planes d'Hostoles, les",171334,2012,1.0,,,,,,,,,,,,
2988,Planoles,171349,2012,2.0,,,,,,,,,,,,
2989,"Pobla de Claramunt, la",081653,2012,2.0,,,,,,,,,,,,
2990,"Pobla de Mafumet, la",431093,2012,2.0,,,,,,,,,,,,
2991,"Pobla de Segur, la",251713,2012,3.0,,,,,,,,,,,,
2992,Polinyà,081672,2012,46.0,,,,,,,,,,,,
2993,"Pont de Vilomara i Rocafort, el",081825,2012,2.0,,,,,,,,,,,,
2994,Ponts,251728,2012,1.0,,,,,,,,,,,,
2995,Porqueres,171371,2012,1.0,,,,,,,,,,,,
2996,"Port de la Selva, el",171404,2012,5.0,,,,,,,,,,,,
2997,"Prat de Llobregat, el",081691,2012,288.0,,,,,,,,,,,,
2998,"Prats de Rei, els",081705,2012,9.0,,,,,,,,,,,,
2999,Premià de Dalt,082303,2012,22.0,,,,,,,,,,,,
3000,Premià de Mar,081727,2012,12.0,,,,,,,,,,,,
3001,"Preses, les",171390,2012,8.0,,,,,,,,,,,,
3002,Puigcerdà,171411,2012,32.0,,,,,,,,,,,,
3003,Puig-reig,081751,2012,1.0,,,,,,,,,,,,
3004,Reus,431233,2012,558.0,,,,,,,,,,,,
3005,Rialp,251832,2012,1.0,,,,,,,,,,,,
3006,Ribes de Freser,171450,2012,2.0,,,,,,,,,,,,
3007,Ripoll,171479,2012,2.0,,,,,,,,,,,,
3008,Ripollet,081803,2012,45.0,,,,,,,,,,,,
3009,Riudoms,431299,2012,1.0,,,,,,,,,,,,
3010,"Roca del Vallès, la",081810,2012,1.0,,,,,,,,,,,,
3011,Roda de Berà,431310,2012,22.0,,,,,,,,,,,,
3012,Roquetes,431331,2012,7.0,,,,,,,,,,,,
3013,Roses,171523,2012,29.0,,,,,,,,,,,,
3014,Rubí,081846,2012,30.0,,,,,,,,,,,,
3015,Sabadell,081878,2012,993.0,,,,,,,,,,,,
3016,Sallent,081918,2012,2.0,,,,,,,,,,,,
3017,Salou,439057,2012,45.0,,,,,,,,,,,,
3018,Salt,171557,2012,36.0,,,,,,,,,,,,
3019,Sant Adrià de Besòs,081944,2012,174.0,,,,,,,,,,,,
3020,Sant Andreu de la Barca,081960,2012,47.0,,,,,,,,,,,,
3021,Sant Andreu de Llavaneres,081976,2012,1.0,,,,,,,,,,,,
3022,Sant Antoni de Vilamajor,081982,2012,1.0,,,,,,,,,,,,
3023,Sant Boi de Llobregat,082009,2012,35.0,,,,,,,,,,,,
3024,Sant Carles de la Ràpita,431362,2012,47.0,,,,,,,,,,,,
3025,Sant Celoni,082021,2012,2.0,,,,,,,,,,,,
3026,Sant Climent de Llobregat,082042,2012,1.0,,,,,,,,,,,,
3027,Sant Cugat del Vallès,082055,2012,558.0,,,,,,,,,,,,
3028,Sant Esteve de Palautordera,082074,2012,1.0,,,,,,,,,,,,
3029,Sant Esteve Sesrovires,082080,2012,6.0,,,,,,,,,,,,
3030,Sant Feliu de Guíxols,171609,2012,53.0,,,,,,,,,,,,
3031,Sant Feliu de Llobregat,082114,2012,44.0,,,,,,,,,,,,
3032,Sant Feliu de Pallerols,171616,2012,1.0,,,,,,,,,,,,
3033,Sant Fost de Campsentelles,082093,2012,1.0,,,,,,,,,,,,
3034,Sant Fruitós de Bages,082135,2012,1.0,,,,,,,,,,,,
3035,Sant Gregori,171637,2012,10.0,,,,,,,,,,,,
3036,Sant Hilari Sacalm,171642,2012,7.0,,,,,,,,,,,,
3037,Sant Jaume de Llierca,171655,2012,2.0,,,,,,,,,,,,
3038,Sant Joan de les Abadesses,171674,2012,11.0,,,,,,,,,,,,
3039,Sant Joan de Vilatorrada,082188,2012,2.0,,,,,,,,,,,,
3040,Sant Joan Despí,082172,2012,158.0,,,,,,,,,,,,
3041,Sant Joan les Fonts,171851,2012,6.0,,,,,,,,,,,,
3042,Sant Julià de Vilatorta,082205,2012,8.0,,,,,,,,,,,,
3043,Sant Just Desvern,082212,2012,16.0,,,,,,,,,,,,
3044,Sant Martí de Llémena,171729,2012,1.0,,,,,,,,,,,,
3045,Sant Mateu de Bages,082299,2012,1.0,,,,,,,,,,,,
3046,Sant Pere de Ribes,082310,2012,16.0,,,,,,,,,,,,
3047,Sant Pere de Vilamajor,082346,2012,1.0,,,,,,,,,,,,
3048,Sant Pol de Mar,082359,2012,10.0,,,,,,,,,,,,
3049,Sant Quirze de Besora,082378,2012,2.0,,,,,,,,,,,,
3050,Sant Quirze del Vallès,082384,2012,76.0,,,,,,,,,,,,
3051,Sant Sadurní d'Anoia,082401,2012,5.0,,,,,,,,,,,,
3052,Sant Vicenç de Castellet,082628,2012,2.0,,,,,,,,,,,,
3053,Sant Vicenç de Montalt,082649,2012,3.0,,,,,,,,,,,,
3054,Sant Vicenç dels Horts,082634,2012,28.0,,,,,,,,,,,,
3055,Santa Bàrbara,431384,2012,4.0,,,,,,,,,,,,
3056,Santa Coloma de Cervelló,082444,2012,7.0,,,,,,,,,,,,
3057,Santa Coloma de Farners,171805,2012,33.0,,,,,,,,,,,,
3058,Santa Coloma de Gramenet,082457,2012,124.0,,,,,,,,,,,,
3059,Santa Cristina d'Aro,171812,2012,7.0,,,,,,,,,,,,
3060,Santa Eulàlia de Ronçana,082482,2012,1.0,,,,,,,,,,,,
3061,Santa Margarida de Montbui,082508,2012,19.0,,,,,,,,,,,,
3062,Santa Margarida i els Monjos,082515,2012,165.0,,,,,,,,,,,,
3063,Santa Maria de Martorelles,082567,2012,1.0,,,,,,,,,,,,
3064,Santa Oliva,431401,2012,1.0,,,,,,,,,,,,
3065,Santa Pau,171848,2012,1.0,,,,,,,,,,,,
3066,Santa Perpètua de Mogoda,082606,2012,63.0,,,,,,,,,,,,
3067,Santpedor,081923,2012,3.0,,,,,,,,,,,,
3068,"Selva del Camp, la",431457,2012,6.0,,,,,,,,,,,,
3069,"Sénia, la",430445,2012,1.0,,,,,,,,,,,,
3070,Senterada,252022,2012,1.0,,,,,,,,,,,,
3071,"Seu d'Urgell, la",252038,2012,42.0,,,,,,,,,,,,
3072,Sitges,082704,2012,143.0,,,,,,,,,,,,
3073,Solsona,252075,2012,4.0,,,,,,,,,,,,
3074,Sort,252094,2012,4.0,,,,,,,,,,,,
3075,Súria,082747,2012,10.0,,,,,,,,,,,,
3076,Taradell,082785,2012,6.0,,,,,,,,,,,,
3077,Tarragona,431482,2012,343.0,,,,,,,,,,,,
3078,Tàrrega,252173,2012,24.0,,,,,,,,,,,,
3079,Teià,082819,2012,5.0,,,,,,,,,,,,
3080,Terrassa,082798,2012,1202.0,,,,,,,,,,,,
3081,Tiana,082824,2012,51.0,,,,,,,,,,,,
3082,Tona,082830,2012,1.0,,,,,,,,,,,,
3083,Tordera,082845,2012,16.0,,,,,,,,,,,,
3084,Torelló,082858,2012,24.0,,,,,,,,,,,,
3085,"Torre de Cabdella, la",252271,2012,1.0,,,,,,,,,,,,
3086,"Torre de l'Espanyol, la",431520,2012,4.0,,,,,,,,,,,,
3087,Torredembarra,431536,2012,13.0,,,,,,,,,,,,
3088,Torrefarrera,252287,2012,3.0,,,,,,,,,,,,
3089,Torres de Segre,252326,2012,6.0,,,,,,,,,,,,
3090,Torroella de Montgrí,171997,2012,28.0,,,,,,,,,,,,
3091,Tortosa,431554,2012,16.0,,,,,,,,,,,,
3092,Tossa de Mar,172023,2012,1.0,,,,,,,,,,,,
3093,Tremp,252347,2012,2.0,,,,,,,,,,,,
3094,"Vall de Bianya, la",172082,2012,4.0,,,,,,,,,,,,
3095,"Vall d'en Bas, la",172076,2012,2.0,,,,,,,,,,,,
3096,Vallbona d'Anoia,082922,2012,1.0,,,,,,,,,,,,
3097,Vallcebre,082938,2012,1.0,,,,,,,,,,,,
3098,Vallirana,082956,2012,4.0,,,,,,,,,,,,
3099,Valls,431613,2012,51.0,,,,,,,,,,,,
3100,"Vendrell, el",431634,2012,83.0,,,,,,,,,,,,
3101,Vic,082981,2012,34.0,,,,,,,,,,,,
3102,Vidreres,172137,2012,1.0,,,,,,,,,,,,
3103,Vilabella,431652,2012,1.0,,,,,,,,,,,,
3104,Vilablareix,172155,2012,6.0,,,,,,,,,,,,
3105,Viladecans,083015,2012,70.0,,,,,,,,,,,,
3106,Viladecavalls,083008,2012,1.0,,,,,,,,,,,,
3107,Vilafant,172214,2012,1.0,,,,,,,,,,,,
3108,Vilafranca del Penedès,083054,2012,143.0,,,,,,,,,,,,
3109,Vilalba dels Arcs,431750,2012,1.0,,,,,,,,,,,,
3110,Vilallonga del Camp,431665,2012,1.0,,,,,,,,,,,,
3111,Vilanova del Camí,083020,2012,11.0,,,,,,,,,,,,
3112,Vilanova del Vallès,089024,2012,1.0,,,,,,,,,,,,
3113,Vilanova i la Geltrú,083073,2012,186.0,,,,,,,,,,,,
3114,Vila-rodona,431704,2012,1.0,,,,,,,,,,,,
3115,Vila-seca,431711,2012,8.0,,,,,,,,,,,,
3116,Vilassar de Mar,082191,2012,36.0,,,,,,,,,,,,
3117,Abrera,080018,2011,2.0,861.0,1258.0,1233.0,876.0,0.0,0.0,503.0,269.0,,4450.0,335.0,3887.0
3118,Agramunt,250030,2011,1.0,373.0,614.0,461.0,414.0,118.0,0.0,0.0,671.0,,2040.0,412.0,1534.0
3119,Aitona,250387,2011,7.0,,,,,,,129.0,108.0,,832.0,145.0,610.0
3120,Albatàrrec,250077,2011,1.0,,,,,,,0.0,79.0,,816.0,126.0,620.0
3121,Alcanar,430043,2011,1.0,1000.0,1056.0,1182.0,628.0,121.0,0.0,2099.0,1180.0,,4084.0,798.0,2950.0
3122,Alcarràs,250117,2011,17.0,595.0,1190.0,638.0,752.0,141.0,0.0,0.0,977.0,,3318.0,797.0,2348.0
3123,Alcoletge,250122,2011,7.0,,,,,,,222.0,0.0,,1224.0,172.0,999.0
3124,"Aldea, l'",439044,2011,2.0,,,,,,,111.0,151.0,,1631.0,,
3125,Alella,080039,2011,1.0,536.0,915.0,847.0,777.0,238.0,0.0,178.0,370.0,,3324.0,547.0,2537.0
3126,Alguaire,250169,2011,3.0,,,,,,,0.0,266.0,,1106.0,118.0,916.0
3127,Almacelles,250194,2011,3.0,433.0,882.0,597.0,321.0,105.0,0.0,171.0,497.0,,2432.0,388.0,1868.0
3128,Alp,170062,2011,1.0,,,,,,,2620.0,220.0,,768.0,242.0,385.0
3129,Alpicat,250236,2011,3.0,363.0,512.0,543.0,529.0,116.0,0.0,199.0,272.0,,2129.0,123.0,1860.0
3130,Altafulla,430120,2011,14.0,,,,,,,2131.0,593.0,,1861.0,340.0,1363.0
3131,"Ametlla de Mar, l'",430136,2011,1.0,577.0,1187.0,582.0,524.0,0.0,0.0,3729.0,1266.0,,2979.0,,
3132,"Ampolla, l'",439060,2011,1.0,,,,,,,1103.0,1106.0,,1422.0,,
3133,Amposta,430141,2011,11.0,1677.0,2347.0,2092.0,1743.0,242.0,0.0,328.0,2381.0,,8170.0,1139.0,6638.0
3134,"Arboç, l'",430167,2011,4.0,387.0,600.0,424.0,346.0,0.0,0.0,0.0,388.0,,1991.0,,
3135,Arbúcies,170097,2011,8.0,529.0,783.0,554.0,366.0,232.0,0.0,260.0,476.0,,2503.0,754.0,1595.0
3136,Arenys de Mar,080060,2011,160.0,1552.0,1866.0,1419.0,914.0,166.0,0.0,1128.0,1352.0,,5995.0,1504.0,4109.0
3137,Arenys de Munt,080076,2011,2.0,702.0,903.0,679.0,774.0,0.0,0.0,242.0,898.0,,3192.0,237.0,2574.0
3138,Argelaguer,170101,2011,1.0,,,,,,,47.0,33.0,,173.0,,
3139,Argentona,080095,2011,8.0,624.0,1161.0,1082.0,829.0,266.0,139.0,549.0,760.0,,4102.0,521.0,3321.0
3140,Artés,080109,2011,3.0,369.0,675.0,572.0,354.0,0.0,0.0,0.0,497.0,,2093.0,284.0,1620.0
3141,Avinyó,080121,2011,2.0,,,,,,,0.0,210.0,,873.0,167.0,625.0
3142,Badalona,080155,2011,345.0,16114.0,25053.0,20003.0,14843.0,3251.0,2528.0,2199.0,8881.0,,81793.0,12812.0,65514.0
3143,Badia del Vallès,089045,2011,14.0,1107.0,1709.0,1273.0,810.0,295.0,0.0,0.0,0.0,,5277.0,0.0,5021.0
3144,Balaguer,250404,2011,27.0,1382.0,1883.0,1315.0,1217.0,333.0,0.0,371.0,1586.0,,6304.0,1451.0,4590.0
3145,Banyeres del Penedès,430206,2011,11.0,,,,,,,298.0,174.0,,1128.0,0.0,965.0
3146,Banyoles,170157,2011,30.0,1354.0,1950.0,1720.0,1504.0,400.0,0.0,362.0,2231.0,,7003.0,1102.0,5456.0
3147,Barberà del Vallès,082520,2011,11.0,2109.0,4042.0,2963.0,2377.0,463.0,0.0,0.0,906.0,,12147.0,969.0,10588.0
3148,Barcelona,080193,2011,6707.0,198052.0,230095.0,127577.0,93294.0,25780.0,9280.0,38769.0,88259.0,,684078.0,205912.0,437631.0
3149,Batea,430228,2011,1.0,,,,,,,158.0,237.0,,765.0,0.0,699.0
3150,Begues,080207,2011,13.0,330.0,664.0,498.0,603.0,128.0,0.0,382.0,261.0,,2263.0,350.0,1785.0
3151,Begur,170139,2011,1.0,,,,,,,3327.0,218.0,,1680.0,139.0,1435.0
3152,Bell-lloc d'Urgell,250485,2011,3.0,,,,,,,0.0,71.0,,873.0,0.0,728.0
3153,Bellpuig,250501,2011,16.0,,,,,,,0.0,514.0,,1760.0,341.0,1215.0
3154,Bellver de Cerdanya,250518,2011,11.0,,,,,,,1116.0,437.0,,1047.0,273.0,699.0
3155,Benissanet,430265,2011,1.0,,,,,,,48.0,65.0,,463.0,66.0,347.0
3156,Berga,080229,2011,11.0,1925.0,2466.0,1223.0,1140.0,0.0,0.0,551.0,1531.0,,7038.0,1906.0,4551.0
3157,Besalú,170195,2011,2.0,,,,,,,0.0,206.0,,967.0,177.0,680.0
3158,Beuda,170216,2011,1.0,,,,,,,14.0,10.0,,58.0,,
3159,"Bisbal d'Empordà, la",170221,2011,51.0,924.0,1414.0,851.0,645.0,207.0,0.0,315.0,661.0,,4129.0,,
3160,Blanes,170237,2011,70.0,3840.0,5535.0,3113.0,2687.0,582.0,200.0,7062.0,2238.0,,15957.0,3401.0,11575.0
3161,Boadella i les Escaules,170293,2011,1.0,,,,,,,54.0,0.0,,102.0,,
3162,"Borges Blanques, les",250582,2011,5.0,552.0,748.0,493.0,425.0,0.0,0.0,0.0,1129.0,,2370.0,,
3163,Botarell,430332,2011,1.0,,,,,,,52.0,0.0,,409.0,0.0,287.0
3164,Cabacés,430350,2011,1.0,,,,,,,66.0,42.0,,128.0,,
3165,Cabrera de Mar,080291,2011,26.0,,,,,,,441.0,0.0,,1606.0,247.0,1263.0
3166,Cadaqués,170329,2011,1.0,,,,,,,2131.0,0.0,,1131.0,412.0,627.0
3167,Calaf,080312,2011,2.0,,,,,,,0.0,300.0,,1431.0,292.0,1065.0
3168,Calafell,430379,2011,6.0,2433.0,3640.0,1960.0,1688.0,269.0,0.0,13635.0,3254.0,,10092.0,1256.0,8002.0
3169,Caldes de Montbui,080333,2011,14.0,1375.0,1925.0,1522.0,1232.0,349.0,0.0,563.0,367.0,,6507.0,1147.0,4992.0
3170,Calella,080351,2011,10.0,2282.0,2439.0,1334.0,1078.0,193.0,0.0,1559.0,1537.0,,7519.0,1713.0,5194.0
3171,Callús,080386,2011,4.0,,,,,,,0.0,138.0,,740.0,210.0,469.0
3172,Camarles,439039,2011,2.0,,,,,,,151.0,316.0,,1245.0,0.0,1030.0
3173,Cambrils,430385,2011,92.0,2700.0,3886.0,2588.0,2594.0,791.0,0.0,13030.0,5098.0,,12622.0,2275.0,9388.0
3174,Campdevànol,170366,2011,1.0,,,,,,,197.0,172.0,,1393.0,228.0,1071.0
3175,Canet de Mar,080403,2011,3.0,1344.0,1782.0,1312.0,936.0,238.0,0.0,1307.0,800.0,,5613.0,756.0,4319.0
3176,"Canonja, la",439076,2011,2.0,0.0,1071.0,462.0,0.0,0.0,0.0,0.0,29.0,,2283.0,,
3177,Canovelles,080410,2011,1.0,930.0,1577.0,1343.0,1116.0,402.0,0.0,0.0,568.0,,5584.0,688.0,4469.0
3178,Cantallops,170412,2011,1.0,,,,,,,61.0,0.0,,134.0,,
3179,Capellades,080446,2011,2.0,457.0,645.0,500.0,447.0,0.0,0.0,130.0,331.0,,2123.0,354.0,1661.0
3180,Cardedeu,080462,2011,2.0,1273.0,1879.0,1463.0,1544.0,319.0,0.0,0.0,752.0,,6490.0,1218.0,4978.0
3181,Cardona,080478,2011,14.0,417.0,679.0,448.0,272.0,113.0,0.0,0.0,553.0,,1963.0,523.0,1268.0
3182,Cassà de la Selva,170448,2011,1.0,915.0,1134.0,746.0,874.0,116.0,0.0,234.0,580.0,,3828.0,764.0,2790.0
3183,Castellar del Vallès,080517,2011,149.0,1314.0,2314.0,2043.0,2157.0,303.0,0.0,505.0,1190.0,,8261.0,718.0,7012.0
3184,Castellbisbal,080543,2011,2.0,629.0,1176.0,1025.0,1084.0,254.0,0.0,823.0,0.0,,4254.0,348.0,3774.0
3185,Castelldefels,080569,2011,765.0,4604.0,7540.0,5435.0,4655.0,770.0,394.0,4523.0,4294.0,,23397.0,4866.0,17351.0
3186,Castellfollit de la Roca,170464,2011,6.0,,,,,,,0.0,118.0,,433.0,,
3187,Castelló d'Empúries,170470,2011,25.0,1016.0,1674.0,951.0,543.0,0.0,0.0,11045.0,844.0,,4523.0,1243.0,2936.0
3188,Castell-Platja d'Aro,170486,2011,23.0,1512.0,1408.0,783.0,563.0,194.0,0.0,10038.0,659.0,,4542.0,1158.0,2832.0
3189,"Catllar, el",430430,2011,2.0,,,,,,,796.0,106.0,,1531.0,,
3190,"Cellera de Ter, la",171899,2011,1.0,,,,,,,0.0,106.0,,779.0,,
3191,Celrà,170499,2011,1.0,,,,,,,0.0,217.0,,1791.0,506.0,1212.0
