,Literal,Codi,Any,Aturats
4334,"Piles, les",431055,2016,7.7
4335,Pineda de Mar,081635,2016,2405.8
4336,"Pinell de Brai, el",431068,2016,41.5
4337,Pinell de Solsonès,251667,2016,2.5
4338,Pinós,251673,2016,3.4
4339,Pira,431074,2016,18.1
4340,"Pla de Santa Maria, el",431080,2016,172.4
4341,"Pla del Penedès, el",081640,2016,71.8
4342,"Planes d'Hostoles, les",171334,2016,69.7
4343,Planoles,171349,2016,11.6
4344,"Plans de Sió, els",259118,2016,13.6
4345,"Poal, el",251689,2016,24.2
4346,"Pobla de Cérvoles, la",251692,2016,7.7
4347,"Pobla de Claramunt, la",081653,2016,140.7
4348,"Pobla de Lillet, la",081666,2016,61.8
4349,"Pobla de Mafumet, la",431093,2016,202.5
4350,"Pobla de Massaluca, la",431107,2016,12.6
4351,"Pobla de Montornès, la",431114,2016,224.7
4352,"Pobla de Segur, la",251713,2016,167.1
4353,Poboleda,431129,2016,22.8
4354,Polinyà,081672,2016,488.4
4355,"Pont d'Armentera, el",431135,2016,34.6
4356,"Pont de Bar, el",250306,2016,8.8
4357,Pont de Molins,171352,2016,30.2
4358,"Pont de Suert, el",251734,2016,89.4
4359,"Pont de Vilomara i Rocafort, el",081825,2016,243.0
4360,Pontils,431418,2016,6.3
4361,Pontons,081688,2016,47.3
4362,Pontós,171365,2016,11.4
4363,Ponts,251728,2016,139.9
4364,Porqueres,171371,2016,137.2
4365,Porrera,431140,2016,16.5
4366,"Port de la Selva, el",171404,2016,27.5
4367,Portbou,171387,2016,49.8
4368,"Portella, la",251749,2016,38.5
4369,Pradell de la Teixeta,431153,2016,6.4
4370,Prades,431166,2016,21.4
4371,Prat de Comte,431172,2016,5.8
4372,"Prat de Llobregat, el",081691,2016,4355.1
4373,Pratdip,431188,2016,39.0
4374,Prats de Lluçanès,081712,2016,125.0
4375,"Prats de Rei, els",081705,2016,20.3
4376,Prats i Sansor,251752,2016,7.5
4377,Preixana,251765,2016,10.8
4378,Preixens,251771,2016,22.6
4379,Premià de Dalt,082303,2016,572.9
4380,Premià de Mar,081727,2016,2136.0
4381,"Preses, les",171390,2016,60.8
4382,Prullans,251790,2016,6.1
4383,Puigcerdà,171411,2016,331.7
4384,Puigdàlber,081748,2016,27.1
4385,Puiggròs,251804,2016,16.8
4386,Puigpelat,431191,2016,83.6
4387,Puig-reig,081751,2016,218.6
4388,Puigverd d'Agramunt,251811,2016,10.2
4389,Puigverd de Lleida,251826,2016,68.6
4390,Pujalt,081764,2016,3.1
4391,"Quar, la",081770,2016,1.7
4392,Quart,171426,2016,144.8
4393,Queralbs,170433,2016,4.6
4394,Querol,431205,2016,46.5
4395,Rabós,171432,2016,7.0
4396,Rajadell,081786,2016,13.8
4397,Rasquera,431212,2016,31.8
4398,Regencós,171447,2016,2.5
4399,Rellinars,081799,2016,47.6
4400,Renau,431227,2016,4.3
4401,Reus,431233,2016,8226.1
4402,Rialp,251832,2016,29.6
4403,"Riba, la",431248,2016,27.6
4404,Riba-roja d'Ebre,431251,2016,68.4
4405,Ribera d'Ondara,259059,2016,15.2
4406,Ribera d'Urgellet,251850,2016,38.7
4407,Ribes de Freser,171450,2016,74.0
4408,Riells i Viabrea,171463,2016,306.8
4409,"Riera de Gaià, la",431264,2016,84.3
4410,Riner,251863,2016,4.7
4411,Ripoll,171479,2016,587.3
4412,Ripollet,081803,2016,3045.7
4413,Riu de Cerdanya,259139,2016,1.3
4414,Riudarenes,171485,2016,117.6
4415,Riudaura,171498,2016,16.4
4416,Riudecanyes,431270,2016,67.6
4417,Riudecols,431286,2016,47.3
4418,Riudellots de la Selva,171501,2016,76.4
4419,Riudoms,431299,2016,367.7
4420,Riumors,171518,2016,8.1
4421,"Roca del Vallès, la",081810,2016,594.6
4422,Rocafort de Queralt,431303,2016,11.8
4423,Roda de Berà,431310,2016,479.6
4424,Roda de Ter,081831,2016,377.8
4425,Rodonyà,431325,2016,28.2
4426,Roquetes,431331,2016,574.2
4427,Roses,171523,2016,1259.4
4428,Rosselló,251898,2016,141.0
4429,"Rourell, el",431346,2016,22.8
4430,Rubí,081846,2016,5831.5
4431,Rubió,081859,2016,6.3
4432,Rupià,171539,2016,6.0
4433,Rupit i Pruit,089019,2016,4.8
4434,Sabadell,081878,2016,14951.9
4435,Sagàs,081884,2016,1.5
4436,Salàs de Pallars,251902,2016,16.3
4437,Saldes,081901,2016,12.3
4438,Sales de Llierca,171544,2016,9.8
4439,Sallent,081918,2016,357.2
4440,Salomó,431359,2016,19.1
4441,Salou,439057,2016,1541.5
4442,Salt,171557,2016,2849.2
4443,Sanaüja,251919,2016,10.1
4444,Sant Adrià de Besòs,081944,2016,3227.0
4445,Sant Agustí de Lluçanès,081957,2016,0.2
4446,Sant Andreu de la Barca,081960,2016,1768.5
4447,Sant Andreu de Llavaneres,081976,2016,449.8
4448,Sant Andreu Salou,171576,2016,0.8
4449,Sant Aniol de Finestres,171833,2016,17.7
4450,Sant Antoni de Vilamajor,081982,2016,333.5
4451,Sant Bartomeu del Grau,081995,2016,60.0
4452,Sant Boi de Llobregat,082009,2016,5960.7
4453,Sant Boi de Lluçanès,082016,2016,17.2
4454,Sant Carles de la Ràpita,431362,2016,926.9
4455,Sant Cebrià de Vallalta,082037,2016,234.6
4456,Sant Celoni,082021,2016,1169.8
4457,Sant Climent de Llobregat,082042,2016,194.6
4458,Sant Climent Sescebes,171582,2016,18.2
4459,Sant Cugat del Vallès,082055,2016,3116.0
4460,Sant Cugat Sesgarrigues,082068,2016,50.2
4461,Sant Esteve de la Sarga,251961,2016,1.9
4462,Sant Esteve de Palautordera,082074,2016,104.8
4463,Sant Esteve Sesrovires,082080,2016,351.3
4464,Sant Feliu de Buixalleu,171595,2016,55.3
4465,Sant Feliu de Codines,082107,2016,362.3
4466,Sant Feliu de Guíxols,171609,2016,1475.8
4467,Sant Feliu de Llobregat,082114,2016,2538.5
4468,Sant Feliu de Pallerols,171616,2016,48.5
4469,Sant Feliu Sasserra,082129,2016,24.2
4470,Sant Ferriol,171621,2016,7.1
4471,Sant Fost de Campsentelles,082093,2016,462.7
4472,Sant Fruitós de Bages,082135,2016,429.8
4473,Sant Gregori,171637,2016,89.2
4474,Sant Guim de Freixenet,251924,2016,41.3
4475,Sant Guim de la Plana,251977,2016,2.6
4476,Sant Hilari Sacalm,171642,2016,245.7
4477,Sant Hipòlit de Voltregà,082153,2016,173.1
4478,Sant Iscle de Vallalta,081939,2016,96.6
4479,Sant Jaume d'Enveja,439023,2016,227.8
4480,Sant Jaume de Frontanyà,082166,2016,0.1
4481,Sant Jaume de Llierca,171655,2016,36.9
4482,Sant Jaume dels Domenys,431378,2016,213.0
4483,Sant Joan de les Abadesses,171674,2016,144.5
4484,Sant Joan de Mollet,171680,2016,17.5
4485,Sant Joan de Vilatorrada,082188,2016,604.7
4486,Sant Joan Despí,082172,2016,1745.9
4487,Sant Joan les Fonts,171851,2016,115.2
4488,Sant Jordi Desvalls,171668,2016,23.2
4489,Sant Julià de Cerdanyola,089030,2016,5.5
4490,Sant Julià de Ramis,171693,2016,143.8
4491,Sant Julià de Vilatorta,082205,2016,105.1
4492,Sant Julià del Llor i Bonmatí,179032,2016,72.7
4493,Sant Just Desvern,082212,2016,585.2
4494,Sant Llorenç d'Hortons,082227,2016,122.6
4495,Sant Llorenç de la Muga,171714,2016,5.8
4496,Sant Llorenç de Morunys,251930,2016,25.6
4497,Sant Llorenç Savall,082233,2016,132.8
4498,Sant Martí d'Albars,082251,2016,4.9
4499,Sant Martí de Centelles,082248,2016,79.5
4500,Sant Martí de Llémena,171729,2016,25.7
4501,Sant Martí de Riucorb,259025,2016,25.9
4502,Sant Martí de Tous,082264,2016,43.3
4503,Sant Martí Sarroca,082270,2016,163.3
4504,Sant Martí Sesgueioles,082286,2016,16.2
4505,Sant Martí Vell,171735,2016,11.3
4506,Sant Mateu de Bages,082299,2016,23.6
4507,Sant Miquel de Campmajor,171740,2016,8.0
4508,Sant Miquel de Fluvià,171753,2016,79.1
4509,Sant Mori,171766,2016,4.3
4510,Sant Pau de Segúries,171772,2016,32.5
4511,Sant Pere de Ribes,082310,2016,2311.4
4512,Sant Pere de Riudebitlles,082325,2016,112.4
4513,Sant Pere de Torelló,082331,2016,122.5
4514,Sant Pere de Vilamajor,082346,2016,259.3
4515,Sant Pere Pescador,171788,2016,123.9
4516,Sant Pere Sallavinera,081897,2016,2.6
4517,Sant Pol de Mar,082359,2016,219.1
4518,Sant Quintí de Mediona,082362,2016,161.7
4519,Sant Quirze de Besora,082378,2016,82.4
4520,Sant Quirze del Vallès,082384,2016,814.2
4521,Sant Quirze Safaja,082397,2016,20.2
4522,Sant Ramon,251945,2016,17.3
4523,Sant Sadurní d'Anoia,082401,2016,585.3
4524,Sant Sadurní d'Osormort,082418,2016,2.2
4525,Sant Salvador de Guardiola,080983,2016,168.8
4526,Sant Vicenç de Castellet,082628,2016,719.0
4527,Sant Vicenç de Montalt,082649,2016,220.7
4528,Sant Vicenç de Torelló,082652,2016,85.2
4529,Sant Vicenç dels Horts,082634,2016,2347.7
4530,Santa Bàrbara,431384,2016,277.4
4531,Santa Cecília de Voltregà,082439,2016,5.4
4532,Santa Coloma de Cervelló,082444,2016,352.7
4533,Santa Coloma de Farners,171805,2016,743.5
4534,Santa Coloma de Gramenet,082457,2016,9623.3
4535,Santa Coloma de Queralt,431397,2016,167.3
4536,Santa Cristina d'Aro,171812,2016,248.3
4537,Santa Eugènia de Berga,082460,2016,103.7
4538,Santa Eulàlia de Riuprimer,082476,2016,62.7
4539,Santa Eulàlia de Ronçana,082482,2016,375.3
4540,Santa Fe del Penedès,082495,2016,16.4
4541,Santa Llogaia d'Àlguema,171827,2016,20.8
4542,Santa Margarida de Montbui,082508,2016,978.3
4543,Santa Margarida i els Monjos,082515,2016,493.5
4544,Santa Maria d'Oló,082589,2016,31.0
4545,Santa Maria de Besora,082536,2016,5.1
4546,Santa Maria de Martorelles,082567,2016,51.3
4547,Santa Maria de Merlès,082554,2016,6.3
4548,Santa Maria de Miralles,082573,2016,8.0
4549,Santa Maria de Palautordera,082592,2016,582.1
4550,Santa Oliva,431401,2016,338.1
4551,Santa Pau,171848,2016,52.4
4552,Santa Perpètua de Mogoda,082606,2016,1709.2
4553,Santa Susanna,082613,2016,195.2
4554,Santpedor,081923,2016,336.7
4555,Sarral,431423,2016,81.6
4556,Sarrià de Ter,171864,2016,217.3
4557,Sarroca de Bellera,252017,2016,5.6
4558,Sarroca de Lleida,252000,2016,9.6
4559,"Saus, Camallera i Llampaies",171870,2016,32.1
4560,Savallà del Comtat,431439,2016,0.7
4561,"Secuita, la",431444,2016,72.6
4562,"Selva de Mar, la",171886,2016,8.1
4563,"Selva del Camp, la",431457,2016,280.7
4564,Senan,431460,2016,4.5
4565,"Sénia, la",430445,2016,536.3
4566,Senterada,252022,2016,12.3
4567,"Sentiu de Sió, la",250352,2016,22.2
4568,Sentmenat,082671,2016,497.3
4569,Serinyà,171903,2016,38.8
4570,Seròs,252043,2016,78.8
4571,Serra de Daró,171910,2016,2.4
4572,Setcases,171925,2016,1.5
4573,"Seu d'Urgell, la",252038,2016,684.3
4574,Seva,082690,2016,158.4
4575,Sidamon,252056,2016,33.8
4576,Sils,171931,2016,356.7
4577,Sitges,082704,2016,1199.8
4578,Siurana,170524,2016,3.1
4579,Sobremunt,082711,2016,5.2
4580,"Soleràs, el",252069,2016,6.8
4581,Solivella,431476,2016,15.1
4582,Solsona,252075,2016,516.2
4583,Sora,082726,2016,7.4
4584,Soriguera,252081,2016,16.0
4585,Sort,252094,2016,98.9
4586,Soses,252108,2016,84.7
4587,Subirats,082732,2016,131.2
4588,Sudanell,252115,2016,25.8
4589,Sunyer,252120,2016,10.3
4590,Súria,082747,2016,338.9
4591,Susqueda,171946,2016,4.8
4592,Tagamanent,082763,2016,19.3
4593,Talamanca,082779,2016,6.8
4594,Talarn,252154,2016,20.0
4595,Talavera,252167,2016,4.8
4596,"Tallada d'Empordà, la",171959,2016,10.3
4597,Taradell,082785,2016,295.6
4598,Tarragona,431482,2016,8963.8
4599,Tàrrega,252173,2016,1152.1
4600,Tarrés,252189,2016,2.8
4601,Tarroja de Segarra,252192,2016,3.3
4602,Tavèrnoles,082750,2016,4.6
4603,Tavertet,082802,2016,7.9
4604,Teià,082819,2016,223.7
4605,Térmens,252206,2016,64.0
4606,Terrades,171962,2016,12.4
4607,Terrassa,082798,2016,17650.4
4608,Tiana,082824,2016,329.6
4609,Tírvia,252213,2016,5.7
4610,Tiurana,252228,2016,0.0
4611,Tivenys,431495,2016,46.9
4612,Tivissa,431508,2016,89.7
4613,Tona,082830,2016,439.3
4614,Torà,252234,2016,50.3
4615,Tordera,082845,2016,1327.2
4616,Torelló,082858,2016,843.4
4617,"Torms, els",252249,2016,4.6
4618,Tornabous,252252,2016,38.2
4619,"Torre de Cabdella, la",252271,2016,13.8
4620,"Torre de Claramunt, la",082861,2016,304.8
4621,"Torre de Fontaubella, la",431515,2016,7.4
4622,"Torre de l'Espanyol, la",431520,2016,32.3
4623,Torrebesses,252265,2016,7.7
4624,Torredembarra,431536,2016,1215.5
4625,Torrefarrera,252287,2016,169.1
4626,Torrefeta i Florejacs,259078,2016,19.8
4627,Torregrossa,252304,2016,89.5
4628,Torrelameu,252311,2016,28.0
4629,Torrelavit,082877,2016,53.1
4630,Torrelles de Foix,082883,2016,212.3
4631,Torrelles de Llobregat,082896,2016,299.3
4632,Torrent,171978,2016,4.2
4633,Torres de Segre,252326,2016,153.1
4634,Torre-serona,252332,2016,13.0
4635,Torroella de Fluvià,171984,2016,30.3
4636,Torroella de Montgrí,171997,2016,545.9
4637,Torroja del Priorat,431541,2016,12.1
4638,Tortellà,172001,2016,27.6
4639,Tortosa,431554,2016,2590.3
4640,Toses,172018,2016,2.0
4641,Tossa de Mar,172023,2016,231.8
4642,Tremp,252347,2016,361.9
4643,Ullà,172044,2016,81.2
4644,Ullastrell,082900,2016,89.3
4645,Ullastret,172057,2016,8.3
4646,Ulldecona,431567,2016,412.5
4647,Ulldemolins,431573,2016,17.8
4648,Ultramort,172039,2016,2.0
4649,Urús,172060,2016,2.3
4650,Vacarisses,082917,2016,414.3
4651,"Vajol, la",170144,2016,8.9
4652,"Vall d'en Bas, la",172076,2016,92.0
4653,"Vall de Bianya, la",172082,2016,39.7
4654,"Vall de Boí, la",250432,2016,16.8
4655,Vall de Cardós,259010,2016,9.2
4656,Vallbona d'Anoia,082922,2016,98.3
4657,Vallbona de les Monges,252385,2016,8.1
4658,Vallcebre,082938,2016,10.2
4659,Vallclara,431589,2016,4.5
4660,Vallfogona de Balaguer,252402,2016,70.9
4661,Vallfogona de Ripollès,171707,2016,9.2
4662,Vallfogona de Riucorb,431592,2016,2.1
4663,Vallgorguina,082943,2016,156.2
4664,Vallirana,082956,2016,888.8
4665,Vall-llobrega,172095,2016,43.4
4666,Vallmoll,431606,2016,102.0
4667,Vallromanes,082969,2016,91.7
4668,Valls,431613,2016,1717.7
4669,"Valls d'Aguilar, les",259062,2016,7.0
4670,"Valls de Valira, les",252398,2016,27.7
4671,Vandellòs i l'Hospitalet de l'Infant,431628,2016,364.3
4672,"Vansa i Fórnols, la",259097,2016,10.2
4673,Veciana,082975,2016,1.8
4674,"Vendrell, el",431634,2016,3608.1
4675,Ventalló,172109,2016,26.7
4676,Verdú,252424,2016,39.8
4677,Verges,172116,2016,50.6
4678,Vespella de Gaià,431649,2016,36.3
4679,Vic,082981,2016,3075.3
4680,Vidrà,172121,2016,7.4
4681,Vidreres,172137,2016,475.2
4682,Vielha e Mijaran,252430,2016,239.1
4683,Vilabella,431652,2016,33.2
4684,Vilabertran,172142,2016,39.6
4685,Vilablareix,172155,2016,86.7
4686,Vilada,082994,2016,29.7
4687,Viladamat,172174,2016,11.9
4688,Viladasens,172168,2016,5.1
4689,Viladecans,083015,2016,4425.4
4690,Viladecavalls,083008,2016,448.9
4691,Vilademuls,172180,2016,30.0
4692,Viladrau,172207,2016,16.0
4693,Vilafant,172214,2016,260.6
4694,Vilafranca del Penedès,083054,2016,2923.0
4695,Vilagrassa,252445,2016,26.4
4696,Vilajuïga,172235,2016,62.8
4697,Vilalba dels Arcs,431750,2016,18.6
4698,Vilalba Sasserra,083067,2016,36.9
4699,Vilaller,252458,2016,19.7
4700,Vilallonga de Ter,172240,2016,11.3
4701,Vilallonga del Camp,431665,2016,125.3
4702,Vilamacolum,172253,2016,16.1
4703,Vilamalla,172266,2016,51.7
4704,Vilamaniscle,172272,2016,6.2
4705,Vilamòs,252477,2016,6.3
4706,Vilanant,172288,2016,10.4
4707,Vilanova d'Escornalbou,431671,2016,31.8
4708,Vilanova de Bellpuig,252483,2016,41.8
4709,Vilanova de l'Aguda,252496,2016,2.4
4710,Vilanova de la Barca,252542,2016,58.0
4711,Vilanova de Meià,252509,2016,11.5
4712,Vilanova de Prades,431687,2016,3.4
4713,Vilanova de Sau,083036,2016,11.9
4714,Vilanova de Segrià,252516,2016,44.9
4715,Vilanova del Camí,083020,2016,1223.7
4716,Vilanova del Vallès,089024,2016,248.6
4717,Vilanova i la Geltrú,083073,2016,4852.8
4718,Vilaplana,431690,2016,14.9
4719,Vila-rodona,431704,2016,75.8
4720,Vila-sacra,172305,2016,27.4
4721,Vila-sana,252521,2016,19.6
4722,Vila-seca,431711,2016,1339.3
4723,Vilassar de Dalt,082140,2016,451.9
4724,Vilassar de Mar,082191,2016,940.7
4725,Vilaür,172229,2016,6.0
4726,Vilaverd,431726,2016,21.9
4727,"Vilella Alta, la",431732,2016,3.3
4728,"Vilella Baixa, la",431747,2016,6.2
4729,Vilobí d'Onyar,172333,2016,104.8
4730,Vilobí del Penedès,083041,2016,34.9
4731,Vilopriu,172327,2016,6.8
4732,"Vilosell, el",252537,2016,6.3
4733,Vimbodí i Poblet,431763,2016,37.8
4734,Vinaixa,252555,2016,30.8
4735,Vinebre,431779,2016,31.5
4736,Vinyols i els Arcs,431785,2016,83.3
4737,Viver i Serrateix,083089,2016,7.5
4738,Xerta,430521,2016,67.3
4740,Abella de la Conca,250019,2017,8.5
4741,Abrera,080018,2017,604.8
4742,Àger,250024,2017,13.8
4743,Agramunt,250030,2017,237.2
4744,Aguilar de Segarra,080023,2017,9.4
4745,Agullana,170010,2017,33.4
4746,Aiguafreda,080142,2017,120.6
4747,Aiguamúrcia,430017,2017,69.3
4748,Aiguaviva,170025,2017,13.3
4749,Aitona,250387,2017,139.5
4750,"Alamús, els",250045,2017,21.7
4751,Alàs i Cerc,250058,2017,8.3
4752,"Albagés, l'",250061,2017,10.5
4753,Albanyà,170031,2017,6.7
4754,Albatàrrec,250077,2017,91.1
4755,Albesa,250083,2017,55.8
4756,"Albi, l'",250096,2017,35.0
4757,Albinyana,430022,2017,185.2
4758,"Albiol, l'",430038,2017,20.4
4759,Albons,170046,2017,26.6
4760,Alcanar,430043,2017,484.5
4761,Alcanó,250100,2017,5.0
4762,Alcarràs,250117,2017,581.3
4763,Alcoletge,250122,2017,162.3
4764,Alcover,430056,2017,288.4
4765,"Aldea, l'",439044,2017,200.8
4766,Aldover,430069,2017,40.7
4767,"Aleixar, l'",430075,2017,26.0
4768,Alella,080039,2017,276.8
4769,Alfara de Carles,430081,2017,21.8
4770,Alfarràs,250138,2017,216.8
4771,Alfés,250143,2017,8.3
4772,Alforja,430094,2017,112.2
4773,Algerri,250156,2017,14.0
4774,Alguaire,250169,2017,138.0
4775,Alins,250175,2017,4.3
4776,Alió,430108,2017,19.5
4777,Almacelles,250194,2017,220.1
4778,Almatret,250208,2017,5.8
4779,Almenar,250215,2017,139.3
4780,Almoster,430115,2017,45.7
4781,Alòs de Balaguer,250220,2017,4.5
4782,Alp,170062,2017,44.7
4783,Alpens,080044,2017,10.6
4784,Alpicat,250236,2017,166.0
4785,Alt Àneu,250241,2017,4.7
4786,Altafulla,430120,2017,240.8
4787,Amer,170078,2017,83.6
4788,"Ametlla de Mar, l'",430136,2017,374.2
4789,"Ametlla del Vallès, l'",080057,2017,299.6
4790,"Ampolla, l'",439060,2017,164.1
4791,Amposta,430141,2017,1411.3
4792,Anglès,170084,2017,268.2
4793,Anglesola,250273,2017,49.8
4794,Arbeca,250292,2017,82.3
4795,"Arboç, l'",430167,2017,397.3
4796,Arbolí,430154,2017,7.3
4797,Arbúcies,170097,2017,317.7
4798,Arenys de Mar,080060,2017,794.3
4799,Arenys de Munt,080076,2017,478.2
4800,Argelaguer,170101,2017,22.9
4801,Argençola,080082,2017,5.7
4802,"Argentera, l'",430173,2017,0.4
4803,Argentona,080095,2017,609.8
4804,"Armentera, l'",170118,2017,35.7
4805,Arnes,430189,2017,13.5
4806,Arres,250313,2017,0.3
4807,Arsèguel,250328,2017,0.9
4808,Artés,080109,2017,257.3
4809,Artesa de Lleida,250334,2017,64.3
4810,Artesa de Segre,250349,2017,127.3
4811,Ascó,430192,2017,81.5
4812,Aspa,250365,2017,4.8
4813,"Avellanes i Santa Linya, les",250371,2017,8.2
4814,Avià,080116,2017,81.8
4815,Avinyó,080121,2017,82.9
4816,Avinyonet de Puigventós,170123,2017,56.2
4817,Avinyonet del Penedès,080137,2017,76.1
4818,Badalona,080155,2017,14753.8
4819,Badia del Vallès,089045,2017,1227.6
4820,Bagà,080168,2017,89.2
4821,Baix Pallars,250390,2017,20.6
4822,Balaguer,250404,2017,1180.3
4823,Balenyà,080174,2017,224.7
4824,Balsareny,080180,2017,152.7
4825,Banyeres del Penedès,430206,2017,190.1
4826,Banyoles,170157,2017,847.2
4827,Barbens,250411,2017,27.5
4828,Barberà de la Conca,430213,2017,19.7
4829,Barberà del Vallès,082520,2017,1899.9
4830,Barcelona,080193,2017,74824.5
4831,"Baronia de Rialb, la",250426,2017,3.6
4832,Bàscara,170160,2017,39.1
4833,Bassella,250447,2017,4.6
4834,Batea,430228,2017,44.0
4835,Bausen,250450,2017,1.9
4836,Begues,080207,2017,218.2
4837,Begur,170139,2017,138.7
4838,Belianes,250463,2017,14.4
4839,Bellaguarda,251706,2017,1.8
4840,Bellcaire d'Empordà,170182,2017,31.0
4841,Bellcaire d'Urgell,250479,2017,31.8
4842,Bell-lloc d'Urgell,250485,2017,90.6
4843,Bellmunt d'Urgell,250498,2017,2.7
4844,Bellmunt del Priorat,430234,2017,23.7
4845,Bellprat,080214,2017,0.0
4846,Bellpuig,250501,2017,245.3
4847,Bellvei,430249,2017,164.5
4848,Bellver de Cerdanya,250518,2017,46.7
4849,Bellvís,250523,2017,86.1
4850,Benavent de Segrià,250539,2017,44.3
4851,Benifallet,430252,2017,34.6
4852,Benissanet,430265,2017,44.3
4853,Berga,080229,2017,1011.8
4854,Besalú,170195,2017,63.1
4855,Bescanó,170209,2017,181.6
4856,Beuda,170216,2017,7.5
4857,Bigues i Riells del Fai,080235,2017,478.1
4858,Biosca,250557,2017,4.5
4859,"Bisbal d'Empordà, la",170221,2017,739.1
4860,"Bisbal de Falset, la",430271,2017,6.2
4861,"Bisbal del Penedès, la",430287,2017,300.2
4862,Biure,172348,2017,11.7
4863,Blancafort,430290,2017,11.9
4864,Blanes,170237,2017,2743.7
4865,Boadella i les Escaules,170293,2017,11.6
4866,Bolvir,170242,2017,11.9
4867,Bonastre,430304,2017,51.9
4868,"Bòrdes, Es",250576,2017,8.4
4869,Bordils,170255,2017,69.6
4870,"Borges Blanques, les",250582,2017,331.9
4871,"Borges del Camp, les",430311,2017,114.3
4872,Borrassà,170268,2017,20.3
4873,Borredà,080240,2017,20.7
4874,Bossòst,250595,2017,25.3
4875,Bot,430326,2017,16.9
4876,Botarell,430332,2017,59.3
4877,Bovera,250560,2017,6.1
4878,Bràfim,430347,2017,28.1
4879,Breda,170274,2017,201.3
4880,"Bruc, el",080253,2017,82.8
4881,"Brull, el",080266,2017,6.4
4882,Brunyola i Sant Martí Sapresa,170280,2017,8.7
4883,Cabacés,430350,2017,11.2
4884,Cabanabona,250609,2017,2.0
4885,Cabanelles,170314,2017,18.7
4886,Cabanes,170307,2017,49.1
4887,"Cabanyes, les",080272,2017,30.2
4888,Cabó,250616,2017,3.8
4889,Cabra del Camp,430363,2017,86.3
4890,Cabrera d'Anoia,080288,2017,121.8
4891,Cabrera de Mar,080291,2017,143.8
4892,Cabrils,080305,2017,261.6
4893,Cadaqués,170329,2017,76.1
4894,Calaf,080312,2017,200.3
4895,Calafell,430379,2017,1918.8
4896,Calders,080348,2017,37.7
4897,Caldes d'Estrac,080327,2017,138.5
4898,Caldes de Malavella,170335,2017,359.6
4899,Caldes de Montbui,080333,2017,881.9
4900,Calella,080351,2017,1205.8
4901,Calldetenes,080370,2017,100.8
4902,Callús,080386,2017,94.6
4903,Calonge de Segarra,080364,2017,3.5
4904,Calonge i Sant Antoni,170340,2017,555.5
4905,Camarasa,250621,2017,26.8
4906,Camarles,439039,2017,168.8
4907,Cambrils,430385,2017,2084.8
4908,Camós,170353,2017,19.7
4909,Campdevànol,170366,2017,116.2
4910,Campelles,170372,2017,2.6
4911,Campins,080399,2017,19.2
4912,Campllong,170388,2017,12.3
4913,Camprodon,170391,2017,72.8
4914,Canejan,250637,2017,2.8
4915,Canet d'Adri,170405,2017,22.7
4916,Canet de Mar,080403,2017,827.8
4917,"Canonja, la",439076,2017,324.2
4918,Canovelles,080410,2017,1303.2
4919,Cànoves i Samalús,080425,2017,154.8
4920,Cantallops,170412,2017,12.5
4921,Canyelles,080431,2017,271.0
4922,Capafonts,430398,2017,1.3
4923,Capçanes,430402,2017,15.8
4924,Capellades,080446,2017,309.7
4925,Capmany,170427,2017,20.1
4926,Capolat,080459,2017,1.0
4927,Cardedeu,080462,2017,912.8
4928,Cardona,080478,2017,209.5
4929,Carme,080484,2017,47.7
4930,Caseres,430419,2017,11.1
4931,Cassà de la Selva,170448,2017,435.7
4932,Casserres,080497,2017,73.8
4933,Castell de l'Areny,080575,2017,1.2
4934,Castell de Mur,259046,2017,7.8
4935,Castellar de la Ribera,250642,2017,1.7
4936,Castellar de n'Hug,080522,2017,6.2
4937,Castellar del Riu,080500,2017,1.2
4938,Castellar del Vallès,080517,2017,1182.6
4939,Castellbell i el Vilar,080538,2017,214.3
4940,Castellbisbal,080543,2017,609.9
4941,Castellcir,080556,2017,31.3
4942,Castelldans,250674,2017,43.1
4943,Castelldefels,080569,2017,2945.0
4944,Castellet i la Gornal,080581,2017,119.6
4945,Castellfollit de la Roca,170464,2017,31.2
4946,Castellfollit de Riubregós,080608,2017,6.9
4947,Castellfollit del Boix,080594,2017,12.5
4948,Castellgalí,080615,2017,110.7
4949,Castellnou de Bages,080620,2017,40.6
4950,Castellnou de Seana,250680,2017,27.6
4951,Castelló d'Empúries,170470,2017,674.1
4952,Castelló de Farfanya,250693,2017,19.8
4953,Castellolí,080636,2017,11.4
4954,Castell-Platja d'Aro,170486,2017,454.2
4955,Castellserà,250707,2017,38.2
4956,Castellterçol,080641,2017,97.1
4957,Castellvell del Camp,430424,2017,95.8
4958,Castellví de la Marca,080654,2017,57.1
4959,Castellví de Rosanes,080667,2017,67.4
4960,"Catllar, el",430430,2017,179.2
4961,Cava,250714,2017,1.2
4962,"Cellera de Ter, la",171899,2017,73.3
4963,Celrà,170499,2017,194.3
4964,Centelles,080673,2017,384.1
4965,Cercs,082687,2017,56.2
4966,Cerdanyola del Vallès,082665,2017,2825.2
4967,Cervelló,080689,2017,419.1
4968,Cervera,250729,2017,465.7
4969,Cervià de les Garrigues,250735,2017,35.6
4970,Cervià de Ter,170502,2017,33.8
4971,Cistella,170519,2017,11.3
4972,Ciutadilla,250740,2017,4.2
4973,Clariana de Cardener,250753,2017,2.8
4974,"Cogul, el",250766,2017,4.9
4975,Colera,170545,2017,15.8
4976,Coll de Nargó,250772,2017,20.7
