,Literal,Codi,Any,Aturats
4977,Collbató,080692,2017,167.3
4978,Colldejou,430458,2017,10.8
4979,Collsuspina,080706,2017,11.3
4980,Colomers,170558,2017,5.6
4981,"Coma i la Pedra, la",251636,2017,8.3
4982,Conca de Dalt,251615,2017,10.4
4983,Conesa,430461,2017,2.7
4984,Constantí,430477,2017,546.3
4985,Copons,080713,2017,17.3
4986,Corbera d'Ebre,430483,2017,30.4
4987,Corbera de Llobregat,080728,2017,603.3
4988,Corbins,250788,2017,33.5
4989,Corçà,170577,2017,48.9
4990,Cornellà de Llobregat,080734,2017,5015.4
4991,Cornellà del Terri,170561,2017,56.8
4992,Cornudella de Montsant,430496,2017,27.3
4993,Creixell,430509,2017,259.5
4994,Crespià,170583,2017,5.2
4995,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,2017,51.9
4996,Cubelles,080749,2017,907.0
4997,Cubells,250791,2017,7.4
4998,Cunit,430516,2017,825.1
4999,Darnius,170600,2017,29.5
5000,Das,170617,2017,2.5
5001,Deltebre,439018,2017,764.9
5002,Dosrius,080752,2017,280.8
5003,Duesaigües,430537,2017,14.8
5004,"Escala, l'",170622,2017,500.7
5005,Esparreguera,080765,2017,1378.4
5006,Espinelves,170638,2017,4.4
5007,"Espluga Calba, l'",250812,2017,6.3
5008,"Espluga de Francolí, l'",430542,2017,169.1
5009,Esplugues de Llobregat,080771,2017,2312.5
5010,Espolla,170643,2017,10.6
5011,Esponellà,170656,2017,15.6
5012,Espot,250827,2017,6.8
5013,"Espunyola, l'",080787,2017,10.3
5014,"Esquirol, l'",082541,2017,77.1
5015,Estamariu,250886,2017,2.8
5016,"Estany, l'",080790,2017,12.6
5017,Estaràs,250851,2017,2.5
5018,Esterri d'Àneu,250864,2017,26.2
5019,Esterri de Cardós,250870,2017,1.9
5020,Falset,430555,2017,169.1
5021,"Far d'Empordà, el",170059,2017,21.6
5022,Farrera,250899,2017,6.4
5023,"Fatarella, la",430568,2017,37.3
5024,"Febró, la",430574,2017,1.8
5025,Figaró-Montmany,081347,2017,65.3
5026,Fígols,080804,2017,1.3
5027,Fígols i Alinyà,259084,2017,3.8
5028,"Figuera, la",430580,2017,3.4
5029,Figueres,170669,2017,3501.6
5030,Figuerola del Camp,430593,2017,14.2
5031,Flaçà,170675,2017,39.2
5032,Flix,430607,2017,138.9
5033,"Floresta, la",250925,2017,4.1
5034,Fogars de la Selva,080826,2017,99.8
5035,Fogars de Montclús,080811,2017,17.1
5036,Foixà,170681,2017,7.8
5037,Folgueroles,080832,2017,57.3
5038,Fondarella,250931,2017,21.0
5039,Fonollosa,080847,2017,63.8
5040,Fontanals de Cerdanya,170694,2017,7.8
5041,Fontanilles,170708,2017,5.8
5042,Fontcoberta,170715,2017,30.5
5043,Font-rubí,080850,2017,47.2
5044,Foradada,250946,2017,2.6
5045,Forallac,179026,2017,50.8
5046,Forès,430614,2017,2.3
5047,Fornells de la Selva,170736,2017,66.3
5048,Fortià,170741,2017,32.5
5049,"Franqueses del Vallès, les",080863,2017,1149.8
5050,Freginals,430629,2017,18.1
5051,"Fuliola, la",250962,2017,63.0
5052,Fulleda,250978,2017,2.3
5053,Gaià,080902,2017,9.4
5054,"Galera, la",430635,2017,28.4
5055,Gallifa,080879,2017,6.3
5056,Gandesa,430640,2017,124.2
5057,Garcia,430653,2017,26.7
5058,"Garidells, els",430666,2017,8.3
5059,"Garriga, la",080885,2017,682.4
5060,Garrigàs,170754,2017,19.2
5061,Garrigoles,170767,2017,6.0
5062,Garriguella,170773,2017,26.3
5063,Gavà,080898,2017,2490.8
5064,Gavet de la Conca,250984,2017,6.2
5065,Gelida,080919,2017,415.2
5066,Ger,170789,2017,3.7
5067,Gimenells i el Pla de la Font,259123,2017,30.2
5068,Ginestar,430672,2017,37.6
5069,Girona,170792,2017,5165.3
5070,Gironella,080924,2017,251.2
5071,Gisclareny,080930,2017,4.3
5072,Godall,430688,2017,25.0
5073,Golmés,250997,2017,80.3
5074,Gombrèn,170806,2017,8.1
5075,Gósol,251001,2017,3.2
5076,"Granada, la",080945,2017,88.5
5077,"Granadella, la",251018,2017,22.4
5078,Granera,080958,2017,0.8
5079,"Granja d'Escarp, la",251023,2017,29.9
5080,Granollers,080961,2017,3867.4
5081,Granyanella,251039,2017,9.3
5082,Granyena de les Garrigues,251057,2017,5.7
5083,Granyena de Segarra,251044,2017,4.4
5084,Gratallops,430691,2017,9.3
5085,Gualba,080977,2017,60.3
5086,Gualta,170813,2017,13.7
5087,Guardiola de Berguedà,080996,2017,65.7
5088,"Guiamets, els",430705,2017,9.8
5089,Guils de Cerdanya,170828,2017,7.5
5090,Guimerà,251095,2017,13.1
5091,"Guingueta d'Àneu, la",259031,2017,6.2
5092,Guissona,251109,2017,218.5
5093,Guixers,251116,2017,4.1
5094,Gurb,081000,2017,52.5
5095,Horta de Sant Joan,430712,2017,36.0
5096,"Hospitalet de Llobregat, l'",081017,2017,15415.5
5097,"Hostalets de Pierola, els",081629,2017,183.9
5098,Hostalric,170834,2017,247.2
5099,Igualada,081022,2017,2556.3
5100,Isona i Conca Dellà,251155,2017,30.5
5101,Isòvol,170849,2017,3.9
5102,Ivars d'Urgell,251137,2017,39.9
5103,Ivars de Noguera,251121,2017,12.7
5104,Ivorra,251142,2017,3.4
5105,Jafre,170852,2017,7.9
5106,"Jonquera, la",170865,2017,218.5
5107,Jorba,081038,2017,34.2
5108,Josa i Tuixén,259101,2017,2.3
5109,Juià,170871,2017,7.2
5110,Juncosa,251180,2017,8.0
5111,Juneda,251193,2017,111.8
5112,Les,251214,2017,31.2
5113,Linyola,251229,2017,84.8
5114,"Llacuna, la",081043,2017,40.4
5115,Lladó,170887,2017,23.3
5116,Lladorre,251235,2017,3.0
5117,Lladurs,251240,2017,1.8
5118,"Llagosta, la",081056,2017,910.3
5119,Llagostera,170890,2017,450.7
5120,Llambilles,170904,2017,14.3
5121,Llanars,170911,2017,12.1
5122,Llançà,170926,2017,243.8
5123,Llardecans,251253,2017,8.4
5124,Llavorsí,251266,2017,14.2
5125,Lleida,251207,2017,8253.3
5126,Llers,170932,2017,48.3
5127,Lles de Cerdanya,251272,2017,6.0
5128,Lliçà d'Amunt,081075,2017,795.2
5129,Lliçà de Vall,081081,2017,324.3
5130,Llimiana,251288,2017,5.8
5131,Llinars del Vallès,081069,2017,566.4
5132,Llívia,170947,2017,32.6
5133,"Lloar, el",430727,2017,5.8
5134,Llobera,251291,2017,6.6
5135,Llorac,430733,2017,2.5
5136,Llorenç del Penedès,430748,2017,122.7
5137,Lloret de Mar,170950,2017,2056.4
5138,"Llosses, les",170963,2017,7.9
5139,Lluçà,081094,2017,8.7
5140,Maçanet de Cabrenys,171024,2017,26.6
5141,Maçanet de la Selva,171030,2017,509.1
5142,Madremanya,170979,2017,7.9
5143,Maià de Montcal,170985,2017,19.3
5144,Maials,251333,2017,29.2
5145,Maldà,251305,2017,8.0
5146,Malgrat de Mar,081108,2017,1098.4
5147,Malla,081115,2017,3.9
5148,Manlleu,081120,2017,1525.6
5149,Manresa,081136,2017,4978.0
5150,Marçà,430764,2017,30.1
5151,Margalef,430751,2017,4.4
5152,Marganell,082423,2017,16.3
5153,Martorell,081141,2017,1823.2
5154,Martorelles,081154,2017,318.7
5155,Mas de Barberans,430770,2017,18.3
5156,Masarac,171002,2017,7.2
5157,Masdenverge,430786,2017,68.8
5158,"Masies de Roda, les",081167,2017,23.6
5159,"Masies de Voltregà, les",081173,2017,131.0
5160,Masllorenç,430799,2017,36.4
5161,"Masnou, el",081189,2017,1016.3
5162,"Masó, la",430803,2017,5.0
5163,Maspujols,430810,2017,33.3
5164,Masquefa,081192,2017,553.8
5165,"Masroig, el",430825,2017,17.0
5166,Massalcoreig,251312,2017,17.2
5167,Massanes,171019,2017,58.5
5168,Massoteres,251327,2017,6.4
5169,Matadepera,081206,2017,188.0
5170,Mataró,081213,2017,9747.6
5171,Mediona,081228,2017,129.7
5172,Menàrguens,251348,2017,28.6
5173,Meranges,170998,2017,3.1
5174,Mieres,171058,2017,11.9
5175,"Milà, el",430831,2017,7.5
5176,Miralcamp,251351,2017,58.1
5177,Miravet,430846,2017,38.4
5178,Moià,081385,2017,234.5
5179,"Molar, el",430859,2017,4.0
5180,Molins de Rei,081234,2017,1091.0
5181,Mollerussa,251370,2017,804.8
5182,Mollet de Peralada,171061,2017,8.8
5183,Mollet del Vallès,081249,2017,3687.8
5184,Molló,171077,2017,8.6
5185,"Molsosa, la",251364,2017,1.3
5186,Monistrol de Calders,081287,2017,42.0
5187,Monistrol de Montserrat,081271,2017,165.6
5188,Montagut i Oix,171096,2017,33.2
5189,Montblanc,430862,2017,315.9
5190,Montbrió del Camp,430884,2017,159.0
5191,Montcada i Reixac,081252,2017,2241.6
5192,Montclar,081304,2017,1.3
5193,Montellà i Martinet,251399,2017,19.9
5194,Montesquiu,081311,2017,45.5
5195,Montferrer i Castellbò,251403,2017,26.3
5196,Montferri,430897,2017,32.0
5197,Montgai,251386,2017,18.7
5198,Montgat,081265,2017,553.5
5199,Montmajor,081326,2017,11.7
5200,Montmaneu,081332,2017,2.2
5201,"Montmell, el",430901,2017,143.3
5202,Montmeló,081350,2017,487.7
5203,Montoliu de Lleida,251425,2017,8.8
5204,Montoliu de Segarra,251410,2017,3.4
5205,Montornès de Segarra,251431,2017,1.8
5206,Montornès del Vallès,081363,2017,1198.3
5207,Mont-ral,430918,2017,7.9
5208,Mont-ras,171100,2017,70.0
5209,Mont-roig del Camp,430923,2017,804.1
5210,Montseny,081379,2017,11.8
5211,Móra d'Ebre,430939,2017,360.9
5212,Móra la Nova,430944,2017,219.3
5213,"Morell, el",430957,2017,183.9
5214,"Morera de Montsant, la",430960,2017,5.9
5215,Muntanyola,081290,2017,28.5
5216,Mura,081398,2017,9.7
5217,Nalec,251459,2017,1.3
5218,Naut Aran,250254,2017,29.5
5219,Navarcles,081402,2017,301.3
5220,Navàs,081419,2017,333.8
5221,Navata,171117,2017,43.2
5222,Navès,251462,2017,9.9
5223,"Nou de Berguedà, la",081424,2017,7.9
5224,"Nou de Gaià, la",430976,2017,26.7
5225,Nulles,430982,2017,15.4
5226,Odèn,251484,2017,1.3
5227,Òdena,081430,2017,226.5
5228,Ogassa,171122,2017,9.7
5229,Olèrdola,081458,2017,179.8
5230,Olesa de Bonesvalls,081461,2017,71.6
5231,Olesa de Montserrat,081477,2017,1467.9
5232,Oliana,251497,2017,67.4
5233,Oliola,251500,2017,2.9
5234,Olius,251517,2017,14.9
5235,Olivella,081483,2017,213.3
5236,Olost,081496,2017,55.0
5237,Olot,171143,2017,1480.3
5238,"Oluges, les",251522,2017,2.9
5239,Olvan,081445,2017,45.1
5240,"Omellons, els",251538,2017,6.1
5241,"Omells de na Gaia, els",251543,2017,2.3
5242,Ordis,171156,2017,9.8
5243,Organyà,251556,2017,21.8
5244,Orís,081509,2017,8.3
5245,Oristà,081516,2017,13.9
5246,Orpí,081521,2017,6.0
5247,Òrrius,081537,2017,28.3
5248,Os de Balaguer,251569,2017,28.3
5249,Osor,171169,2017,26.3
5250,Ossó de Sió,251575,2017,9.2
5251,Pacs del Penedès,081542,2017,40.9
5252,Palafolls,081555,2017,563.4
5253,Palafrugell,171175,2017,1419.6
5254,Palamós,171181,2017,979.3
5255,"Palau d'Anglesola, el",251581,2017,68.5
5256,Palau de Santa Eulàlia,171194,2017,3.5
5257,Palau-sator,171215,2017,4.3
5258,Palau-saverdera,171208,2017,41.8
5259,Palau-solità i Plegamans,081568,2017,733.2
5260,"Pallaresos, els",431009,2017,197.2
5261,Pallejà,081574,2017,512.0
5262,"Palma d'Ebre, la",430995,2017,13.8
5263,"Palma de Cervelló, la",089058,2017,153.5
5264,Palol de Revardit,171236,2017,12.1
5265,Pals,171241,2017,69.3
5266,"Papiol, el",081580,2017,209.8
5267,Pardines,171254,2017,1.0
5268,Parets del Vallès,081593,2017,975.0
5269,Parlavà,171267,2017,11.2
5270,Passanant i Belltall,431016,2017,3.1
5271,Pau,171289,2017,18.7
5272,Paüls,431021,2017,21.6
5273,Pedret i Marzà,171292,2017,5.7
5274,Penelles,251641,2017,14.0
5275,"Pera, la",171306,2017,10.3
5276,Perafita,081607,2017,11.4
5277,Perafort,431037,2017,54.4
5278,Peralada,171328,2017,48.2
5279,Peramola,251654,2017,7.6
5280,"Perelló, el",431042,2017,105.1
5281,Piera,081614,2017,1152.3
5282,"Piles, les",431055,2017,7.7
5283,Pineda de Mar,081635,2017,2179.6
5284,"Pinell de Brai, el",431068,2017,44.1
5285,Pinell de Solsonès,251667,2017,3.3
5286,Pinós,251673,2017,3.3
5287,Pira,431074,2017,16.5
5288,"Pla de Santa Maria, el",431080,2017,143.4
5289,"Pla del Penedès, el",081640,2017,58.9
5290,"Planes d'Hostoles, les",171334,2017,69.9
5291,Planoles,171349,2017,8.8
5292,"Plans de Sió, els",259118,2017,11.8
5293,"Poal, el",251689,2017,15.5
5294,"Pobla de Cérvoles, la",251692,2017,6.7
5295,"Pobla de Claramunt, la",081653,2017,139.2
5296,"Pobla de Lillet, la",081666,2017,53.6
5297,"Pobla de Mafumet, la",431093,2017,220.2
5298,"Pobla de Massaluca, la",431107,2017,9.3
5299,"Pobla de Montornès, la",431114,2017,208.8
5300,"Pobla de Segur, la",251713,2017,132.3
5301,Poboleda,431129,2017,21.4
5302,Polinyà,081672,2017,433.0
5303,"Pont d'Armentera, el",431135,2017,21.9
5304,"Pont de Bar, el",250306,2017,6.4
5305,Pont de Molins,171352,2017,22.9
5306,"Pont de Suert, el",251734,2017,70.6
5307,"Pont de Vilomara i Rocafort, el",081825,2017,222.0
5308,Pontils,431418,2017,4.6
5309,Pontons,081688,2017,33.8
5310,Pontós,171365,2017,11.0
5311,Ponts,251728,2017,111.3
5312,Porqueres,171371,2017,122.9
5313,Porrera,431140,2017,14.1
5314,"Port de la Selva, el",171404,2017,24.5
5315,Portbou,171387,2017,35.2
5316,"Portella, la",251749,2017,30.2
5317,Pradell de la Teixeta,431153,2017,3.5
5318,Prades,431166,2017,23.4
5319,Prat de Comte,431172,2017,5.8
5320,"Prat de Llobregat, el",081691,2017,3798.0
5321,Pratdip,431188,2017,36.8
5322,Prats de Lluçanès,081712,2017,106.2
5323,"Prats de Rei, els",081705,2017,17.6
5324,Prats i Sansor,251752,2017,5.1
5325,Preixana,251765,2017,8.4
5326,Preixens,251771,2017,25.8
5327,Premià de Dalt,082303,2017,489.7
5328,Premià de Mar,081727,2017,1920.9
5329,"Preses, les",171390,2017,47.9
5330,Prullans,251790,2017,5.3
5331,Puigcerdà,171411,2017,297.5
5332,Puigdàlber,081748,2017,24.9
5333,Puiggròs,251804,2017,14.2
5334,Puigpelat,431191,2017,70.2
5335,Puig-reig,081751,2017,197.6
5336,Puigverd d'Agramunt,251811,2017,6.2
5337,Puigverd de Lleida,251826,2017,53.9
5338,Pujalt,081764,2017,3.6
5339,"Quar, la",081770,2017,4.0
5340,Quart,171426,2017,123.6
5341,Queralbs,170433,2017,5.4
5342,Querol,431205,2017,44.8
5343,Rabós,171432,2017,5.8
5344,Rajadell,081786,2017,14.1
5345,Rasquera,431212,2017,26.1
5346,Regencós,171447,2017,4.4
5347,Rellinars,081799,2017,39.5
5348,Renau,431227,2017,3.4
5349,Reus,431233,2017,7345.7
5350,Rialp,251832,2017,29.3
5351,"Riba, la",431248,2017,26.5
5352,Riba-roja d'Ebre,431251,2017,64.7
5353,Ribera d'Ondara,259059,2017,13.2
5354,Ribera d'Urgellet,251850,2017,28.3
5355,Ribes de Freser,171450,2017,66.7
5356,Riells i Viabrea,171463,2017,291.6
5357,"Riera de Gaià, la",431264,2017,86.9
5358,Riner,251863,2017,5.6
5359,Ripoll,171479,2017,523.9
5360,Ripollet,081803,2017,2635.4
5361,Riu de Cerdanya,259139,2017,0.8
5362,Riudarenes,171485,2017,110.7
5363,Riudaura,171498,2017,12.2
5364,Riudecanyes,431270,2017,51.3
5365,Riudecols,431286,2017,42.1
5366,Riudellots de la Selva,171501,2017,67.8
5367,Riudoms,431299,2017,340.0
5368,Riumors,171518,2017,7.7
5369,"Roca del Vallès, la",081810,2017,511.5
5370,Rocafort de Queralt,431303,2017,10.3
5371,Roda de Berà,431310,2017,420.1
5372,Roda de Ter,081831,2017,325.7
5373,Rodonyà,431325,2017,23.1
5374,Roquetes,431331,2017,463.8
5375,Roses,171523,2017,1144.1
5376,Rosselló,251898,2017,129.7
5377,"Rourell, el",431346,2017,24.2
5378,Rubí,081846,2017,5094.2
5379,Rubió,081859,2017,9.6
5380,Rupià,171539,2017,7.1
5381,Rupit i Pruit,089019,2017,4.5
5382,Sabadell,081878,2017,13440.8
5383,Sagàs,081884,2017,2.1
5384,Salàs de Pallars,251902,2017,13.3
5385,Saldes,081901,2017,11.0
5386,Sales de Llierca,171544,2017,8.9
5387,Sallent,081918,2017,320.3
5388,Salomó,431359,2017,16.2
5389,Salou,439057,2017,1406.9
5390,Salt,171557,2017,2499.2
5391,Sanaüja,251919,2017,8.0
5392,Sant Adrià de Besòs,081944,2017,2871.8
5393,Sant Agustí de Lluçanès,081957,2017,0.7
5394,Sant Andreu de la Barca,081960,2017,1494.2
5395,Sant Andreu de Llavaneres,081976,2017,416.1
5396,Sant Andreu Salou,171576,2017,2.3
5397,Sant Aniol de Finestres,171833,2017,11.8
5398,Sant Antoni de Vilamajor,081982,2017,308.8
5399,Sant Bartomeu del Grau,081995,2017,45.1
5400,Sant Boi de Llobregat,082009,2017,5094.9
5401,Sant Boi de Lluçanès,082016,2017,13.3
5402,Sant Carles de la Ràpita,431362,2017,827.9
5403,Sant Cebrià de Vallalta,082037,2017,208.4
5404,Sant Celoni,082021,2017,1046.3
5405,Sant Climent de Llobregat,082042,2017,169.7
5406,Sant Climent Sescebes,171582,2017,15.8
5407,Sant Cugat del Vallès,082055,2017,2723.3
5408,Sant Cugat Sesgarrigues,082068,2017,38.7
5409,Sant Esteve de la Sarga,251961,2017,2.6
5410,Sant Esteve de Palautordera,082074,2017,105.5
5411,Sant Esteve Sesrovires,082080,2017,307.4
5412,Sant Feliu de Buixalleu,171595,2017,47.8
5413,Sant Feliu de Codines,082107,2017,330.7
5414,Sant Feliu de Guíxols,171609,2017,1343.9
5415,Sant Feliu de Llobregat,082114,2017,2168.7
5416,Sant Feliu de Pallerols,171616,2017,45.3
5417,Sant Feliu Sasserra,082129,2017,19.1
5418,Sant Ferriol,171621,2017,9.2
5419,Sant Fost de Campsentelles,082093,2017,408.7
5420,Sant Fruitós de Bages,082135,2017,367.3
5421,Sant Gregori,171637,2017,84.1
5422,Sant Guim de Freixenet,251924,2017,35.8
5423,Sant Guim de la Plana,251977,2017,1.3
5424,Sant Hilari Sacalm,171642,2017,240.0
5425,Sant Hipòlit de Voltregà,082153,2017,146.6
5426,Sant Iscle de Vallalta,081939,2017,88.2
5427,Sant Jaume d'Enveja,439023,2017,192.1
5428,Sant Jaume de Frontanyà,082166,2017,1.0
5429,Sant Jaume de Llierca,171655,2017,29.3
5430,Sant Jaume dels Domenys,431378,2017,193.2
5431,Sant Joan de les Abadesses,171674,2017,130.9
5432,Sant Joan de Mollet,171680,2017,18.6
5433,Sant Joan de Vilatorrada,082188,2017,516.0
5434,Sant Joan Despí,082172,2017,1511.4
5435,Sant Joan les Fonts,171851,2017,98.2
5436,Sant Jordi Desvalls,171668,2017,27.7
5437,Sant Julià de Cerdanyola,089030,2017,4.4
5438,Sant Julià de Ramis,171693,2017,119.4
5439,Sant Julià de Vilatorta,082205,2017,92.8
5440,Sant Julià del Llor i Bonmatí,179032,2017,69.1
5441,Sant Just Desvern,082212,2017,516.6
5442,Sant Llorenç d'Hortons,082227,2017,113.5
5443,Sant Llorenç de la Muga,171714,2017,9.2
5444,Sant Llorenç de Morunys,251930,2017,16.8
5445,Sant Llorenç Savall,082233,2017,123.7
5446,Sant Martí d'Albars,082251,2017,5.5
5447,Sant Martí de Centelles,082248,2017,72.8
5448,Sant Martí de Llémena,171729,2017,20.7
5449,Sant Martí de Riucorb,259025,2017,21.5
5450,Sant Martí de Tous,082264,2017,43.4
5451,Sant Martí Sarroca,082270,2017,156.8
5452,Sant Martí Sesgueioles,082286,2017,11.1
5453,Sant Martí Vell,171735,2017,10.8
5454,Sant Mateu de Bages,082299,2017,16.3
5455,Sant Miquel de Campmajor,171740,2017,7.5
5456,Sant Miquel de Fluvià,171753,2017,74.8
5457,Sant Mori,171766,2017,6.0
5458,Sant Pau de Segúries,171772,2017,28.7
5459,Sant Pere de Ribes,082310,2017,2007.9
5460,Sant Pere de Riudebitlles,082325,2017,103.0
5461,Sant Pere de Torelló,082331,2017,106.3
5462,Sant Pere de Vilamajor,082346,2017,245.3
5463,Sant Pere Pescador,171788,2017,117.2
5464,Sant Pere Sallavinera,081897,2017,1.7
5465,Sant Pol de Mar,082359,2017,205.3
5466,Sant Quintí de Mediona,082362,2017,141.1
5467,Sant Quirze de Besora,082378,2017,75.2
5468,Sant Quirze del Vallès,082384,2017,715.9
5469,Sant Quirze Safaja,082397,2017,18.7
5470,Sant Ramon,251945,2017,14.3
5471,Sant Sadurní d'Anoia,082401,2017,521.6
5472,Sant Sadurní d'Osormort,082418,2017,1.5
5473,Sant Salvador de Guardiola,080983,2017,148.6
5474,Sant Vicenç de Castellet,082628,2017,629.0
5475,Sant Vicenç de Montalt,082649,2017,210.7
5476,Sant Vicenç de Torelló,082652,2017,71.8
5477,Sant Vicenç dels Horts,082634,2017,1986.5
5478,Santa Bàrbara,431384,2017,254.9
5479,Santa Cecília de Voltregà,082439,2017,5.3
5480,Santa Coloma de Cervelló,082444,2017,304.2
5481,Santa Coloma de Farners,171805,2017,632.5
5482,Santa Coloma de Gramenet,082457,2017,8515.3
5483,Santa Coloma de Queralt,431397,2017,134.2
5484,Santa Cristina d'Aro,171812,2017,217.1
5485,Santa Eugènia de Berga,082460,2017,86.7
5486,Santa Eulàlia de Riuprimer,082476,2017,53.8
5487,Santa Eulàlia de Ronçana,082482,2017,344.9
5488,Santa Fe del Penedès,082495,2017,13.5
5489,Santa Llogaia d'Àlguema,171827,2017,19.4
5490,Santa Margarida de Montbui,082508,2017,900.9
5491,Santa Margarida i els Monjos,082515,2017,439.6
5492,Santa Maria d'Oló,082589,2017,29.4
5493,Santa Maria de Besora,082536,2017,5.0
5494,Santa Maria de Martorelles,082567,2017,43.3
5495,Santa Maria de Merlès,082554,2017,6.8
5496,Santa Maria de Miralles,082573,2017,5.3
5497,Santa Maria de Palautordera,082592,2017,520.1
5498,Santa Oliva,431401,2017,306.1
5499,Santa Pau,171848,2017,46.5
5500,Santa Perpètua de Mogoda,082606,2017,1495.7
5501,Santa Susanna,082613,2017,182.3
5502,Santpedor,081923,2017,302.4
5503,Sarral,431423,2017,65.7
5504,Sarrià de Ter,171864,2017,177.4
5505,Sarroca de Bellera,252017,2017,4.1
5506,Sarroca de Lleida,252000,2017,7.3
5507,"Saus, Camallera i Llampaies",171870,2017,29.7
5508,Savallà del Comtat,431439,2017,0.4
5509,"Secuita, la",431444,2017,72.5
5510,"Selva de Mar, la",171886,2017,8.5
5511,"Selva del Camp, la",431457,2017,242.3
5512,Senan,431460,2017,2.8
5513,"Sénia, la",430445,2017,476.5
5514,Senterada,252022,2017,12.0
5515,"Sentiu de Sió, la",250352,2017,19.0
5516,Sentmenat,082671,2017,450.2
5517,Serinyà,171903,2017,31.3
5518,Seròs,252043,2017,71.7
5519,Serra de Daró,171910,2017,5.2
5520,Setcases,171925,2017,1.1
5521,"Seu d'Urgell, la",252038,2017,632.0
5522,Seva,082690,2017,144.4
5523,Sidamon,252056,2017,27.8
5524,Sils,171931,2017,296.0
5525,Sitges,082704,2017,1084.3
5526,Siurana,170524,2017,2.2
5527,Sobremunt,082711,2017,6.5
5528,"Soleràs, el",252069,2017,7.8
5529,Solivella,431476,2017,16.3
5530,Solsona,252075,2017,434.4
5531,Sora,082726,2017,8.5
5532,Soriguera,252081,2017,13.8
5533,Sort,252094,2017,93.8
5534,Soses,252108,2017,82.1
5535,Subirats,082732,2017,117.7
5536,Sudanell,252115,2017,16.1
5537,Sunyer,252120,2017,6.7
5538,Súria,082747,2017,296.6
5539,Susqueda,171946,2017,2.0
5540,Tagamanent,082763,2017,20.4
5541,Talamanca,082779,2017,10.7
5542,Talarn,252154,2017,21.0
5543,Talavera,252167,2017,3.5
5544,"Tallada d'Empordà, la",171959,2017,9.0
5545,Taradell,082785,2017,258.0
5546,Tarragona,431482,2017,8215.8
5547,Tàrrega,252173,2017,1030.1
5548,Tarrés,252189,2017,3.0
5549,Tarroja de Segarra,252192,2017,4.1
5550,Tavèrnoles,082750,2017,7.4
5551,Tavertet,082802,2017,6.1
5552,Teià,082819,2017,211.8
5553,Térmens,252206,2017,59.8
5554,Terrades,171962,2017,12.2
5555,Terrassa,082798,2017,15333.1
5556,Tiana,082824,2017,267.7
5557,Tírvia,252213,2017,5.0
5558,Tiurana,252228,2017,0.0
5559,Tivenys,431495,2017,42.1
5560,Tivissa,431508,2017,70.0
5561,Tona,082830,2017,403.4
5562,Torà,252234,2017,43.0
