,Literal,Codi,Any,Renda
3289,Castellnou de Bages,080620,2017,12.0
3290,Castelló d'Empúries,170470,2017,13.1
3291,Castell-Platja d'Aro,170486,2017,16.1
3292,Castellterçol,080641,2017,18.9
3293,Castellvell del Camp,430424,2017,15.4
3294,Castellví de la Marca,080654,2017,18.4
3295,Castellví de Rosanes,080667,2017,18.3
3296,"Catllar, el",430430,2017,16.2
3297,"Cellera de Ter, la",171899,2017,15.0
3298,Celrà,170499,2017,16.9
3299,Centelles,080673,2017,16.1
3300,Cercs,082687,2017,18.6
3301,Cerdanyola del Vallès,082665,2017,19.1
3302,Cervelló,080689,2017,13.3
3303,Cervera,250729,2017,21.7
3304,Collbató,080692,2017,11.9
3305,Constantí,430477,2017,13.3
3306,Corbera d'Ebre,430483,2017,18.3
3307,Corbera de Llobregat,080728,2017,14.0
3308,Corbins,250788,2017,16.2
3309,Corçà,170577,2017,16.2
3310,Cornellà de Llobregat,080734,2017,16.4
3311,Cornellà del Terri,170561,2017,13.9
3312,Creixell,430509,2017,21.2
3313,Cubelles,080749,2017,13.3
3314,Cunit,430516,2017,12.2
3315,Deltebre,439018,2017,17.6
3316,Dosrius,080752,2017,16.0
3317,"Escala, l'",170622,2017,16.7
3318,Esparreguera,080765,2017,15.4
3319,"Espluga de Francolí, l'",430542,2017,19.9
3320,Esplugues de Llobregat,080771,2017,17.7
3321,"Esquirol, l'",082541,2017,14.8
3322,Falset,430555,2017,14.0
3323,Figaró-Montmany,081347,2017,13.1
3324,Figueres,170669,2017,16.1
3325,Flaçà,170675,2017,16.9
3326,Flix,430607,2017,15.9
3327,Fogars de la Selva,080826,2017,18.3
3328,Folgueroles,080832,2017,17.8
3329,Fonollosa,080847,2017,16.7
3330,Fontcoberta,170715,2017,15.2
3331,Font-rubí,080850,2017,17.7
3332,Forallac,179026,2017,19.4
3333,Fornells de la Selva,170736,2017,15.8
3334,"Franqueses del Vallès, les",080863,2017,12.9
3335,"Fuliola, la",250962,2017,13.7
3336,Gandesa,430640,2017,18.3
3337,"Garriga, la",080885,2017,17.7
3338,Gavà,080898,2017,16.3
3339,Gelida,080919,2017,13.1
3340,Gimenells i el Pla de la Font,259123,2017,17.4
3341,Ginestar,430672,2017,16.7
3342,Girona,170792,2017,14.1
3343,Gironella,080924,2017,16.0
3344,Golmés,250997,2017,16.9
3345,"Granada, la",080945,2017,17.2
3346,"Granja d'Escarp, la",251023,2017,14.5
3347,Granollers,080961,2017,21.4
3348,Gualba,080977,2017,13.0
3349,Guissona,251109,2017,15.2
3350,Gurb,081000,2017,14.7
3351,Horta de Sant Joan,430712,2017,15.5
3352,"Hospitalet de Llobregat, l'",081017,2017,16.1
3353,"Hostalets de Pierola, els",081629,2017,15.2
3354,Hostalric,170834,2017,14.4
3355,Igualada,081022,2017,12.7
3356,Isona i Conca Dellà,251155,2017,13.7
3357,Ivars d'Urgell,251137,2017,13.4
3358,"Jonquera, la",170865,2017,15.1
3359,Juneda,251193,2017,14.8
3360,Linyola,251229,2017,15.0
3361,"Llagosta, la",081056,2017,16.0
3362,Llagostera,170890,2017,17.7
3363,Llançà,170926,2017,17.6
3364,Lleida,251207,2017,19.9
3365,Llers,170932,2017,16.5
3366,Lliçà d'Amunt,081075,2017,14.3
3367,Lliçà de Vall,081081,2017,15.0
3368,Llinars del Vallès,081069,2017,11.5
3369,Llívia,170947,2017,13.9
3370,Llorenç del Penedès,430748,2017,14.9
3371,Lloret de Mar,170950,2017,14.9
3372,Maçanet de la Selva,171030,2017,16.1
3373,Malgrat de Mar,081108,2017,15.4
3374,Manlleu,081120,2017,17.4
3375,Manresa,081136,2017,12.5
3376,Martorell,081141,2017,17.1
3377,Martorelles,081154,2017,19.6
3378,Masdenverge,430786,2017,15.4
3379,"Masies de Voltregà, les",081173,2017,27.6
3380,"Masnou, el",081189,2017,15.2
3381,Masquefa,081192,2017,14.1
3382,Matadepera,081206,2017,13.0
3383,Mataró,081213,2017,15.4
3384,Mediona,081228,2017,19.1
3385,Miralcamp,251351,2017,14.1
3386,Moià,081385,2017,15.9
3387,Molins de Rei,081234,2017,16.2
3388,Mollerussa,251370,2017,16.1
3389,Mollet del Vallès,081249,2017,14.1
3390,Monistrol de Montserrat,081271,2017,15.7
3391,Montblanc,430862,2017,12.6
3392,Montbrió del Camp,430884,2017,18.9
3393,Montcada i Reixac,081252,2017,12.3
3394,Montferrer i Castellbò,251403,2017,16.3
3395,Montgat,081265,2017,15.5
3396,"Montmell, el",430901,2017,18.2
3397,Montmeló,081350,2017,13.4
3398,Montornès del Vallès,081363,2017,14.7
3399,Mont-ras,171100,2017,13.7
3400,Mont-roig del Camp,430923,2017,14.9
3401,Móra d'Ebre,430939,2017,15.0
3402,Móra la Nova,430944,2017,16.6
3403,"Morell, el",430957,2017,16.4
3404,Naut Aran,250254,2017,17.4
3405,Navarcles,081402,2017,15.4
3406,Navàs,081419,2017,16.5
3407,Navata,171117,2017,16.9
3408,Òdena,081430,2017,16.2
3409,Olèrdola,081458,2017,15.6
3410,Olesa de Bonesvalls,081461,2017,17.0
3411,Olesa de Montserrat,081477,2017,16.6
3412,Oliana,251497,2017,16.3
3413,Olivella,081483,2017,14.9
3414,Olost,081496,2017,12.8
3415,Olot,171143,2017,15.0
3416,Os de Balaguer,251569,2017,14.8
3417,Palafolls,081555,2017,13.0
3418,Palafrugell,171175,2017,17.7
3419,Palamós,171181,2017,17.0
3420,"Palau d'Anglesola, el",251581,2017,18.7
3421,Palau-saverdera,171208,2017,19.4
3422,Palau-solità i Plegamans,081568,2017,15.6
3423,"Pallaresos, els",431009,2017,17.6
3424,Pallejà,081574,2017,17.1
3425,"Palma de Cervelló, la",089058,2017,14.6
3426,Pals,171241,2017,18.5
3427,"Papiol, el",081580,2017,11.3
3428,Parets del Vallès,081593,2017,14.6
3429,Perafort,431037,2017,14.0
3430,Peralada,171328,2017,14.8
3431,"Perelló, el",431042,2017,15.0
3432,Piera,081614,2017,15.8
3433,Pineda de Mar,081635,2017,15.6
3434,"Pla de Santa Maria, el",431080,2017,18.2
3435,"Pla del Penedès, el",081640,2017,11.4
3436,"Planes d'Hostoles, les",171334,2017,14.2
3437,"Pobla de Claramunt, la",081653,2017,15.5
3438,"Pobla de Lillet, la",081666,2017,16.1
3439,"Pobla de Mafumet, la",431093,2017,15.4
3440,"Pobla de Montornès, la",431114,2017,14.3
3441,"Pobla de Segur, la",251713,2017,14.8
3442,Polinyà,081672,2017,16.6
3443,"Pont de Suert, el",251734,2017,16.2
3444,"Pont de Vilomara i Rocafort, el",081825,2017,17.1
3445,Ponts,251728,2017,17.3
3446,Porqueres,171371,2017,20.7
3447,Portbou,171387,2017,17.7
3448,"Prat de Llobregat, el",081691,2017,19.2
3449,Prats de Lluçanès,081712,2017,13.1
3450,Premià de Dalt,082303,2017,13.5
3451,Premià de Mar,081727,2017,16.9
3452,"Preses, les",171390,2017,14.2
3453,Puigcerdà,171411,2017,18.2
3454,Puigpelat,431191,2017,15.0
3455,Puig-reig,081751,2017,15.6
3456,Puigverd de Lleida,251826,2017,17.3
3457,Quart,171426,2017,16.0
3458,Reus,431233,2017,15.9
3459,Riba-roja d'Ebre,431251,2017,16.9
3460,Ribes de Freser,171450,2017,15.5
3461,Riells i Viabrea,171463,2017,16.9
3462,"Riera de Gaià, la",431264,2017,15.2
3463,Ripoll,171479,2017,16.4
3464,Ripollet,081803,2017,17.6
3465,Riudarenes,171485,2017,13.0
3466,Riudecanyes,431270,2017,18.3
3467,Riudecols,431286,2017,13.7
3468,Riudellots de la Selva,171501,2017,16.2
3469,Riudoms,431299,2017,13.3
3470,"Roca del Vallès, la",081810,2017,12.5
3471,Roda de Berà,431310,2017,14.3
3472,Roda de Ter,081831,2017,15.6
3473,Roquetes,431331,2017,17.0
3474,Roses,171523,2017,17.1
3475,Rosselló,251898,2017,12.7
3476,Rubí,081846,2017,11.8
3477,Sabadell,081878,2017,14.4
3478,Sallent,081918,2017,15.9
3479,Salou,439057,2017,19.7
3480,Salt,171557,2017,18.3
3481,Sant Adrià de Besòs,081944,2017,16.4
3482,Sant Andreu de la Barca,081960,2017,12.2
3483,Sant Andreu de Llavaneres,081976,2017,17.5
3484,Sant Antoni de Vilamajor,081982,2017,15.7
3485,Sant Bartomeu del Grau,081995,2017,17.7
3486,Sant Boi de Llobregat,082009,2017,24.1
3487,Sant Carles de la Ràpita,431362,2017,18.5
3488,Sant Cebrià de Vallalta,082037,2017,18.2
3489,Sant Celoni,082021,2017,15.9
3490,Sant Climent de Llobregat,082042,2017,14.4
3491,Sant Cugat del Vallès,082055,2017,18.9
3492,Sant Esteve de Palautordera,082074,2017,16.4
3493,Sant Esteve Sesrovires,082080,2017,18.6
3494,Sant Feliu de Codines,082107,2017,18.9
3495,Sant Feliu de Guíxols,171609,2017,19.1
3496,Sant Feliu de Llobregat,082114,2017,14.7
3497,Sant Feliu de Pallerols,171616,2017,15.0
3498,Sant Fost de Campsentelles,082093,2017,17.3
3499,Sant Fruitós de Bages,082135,2017,16.4
3500,Sant Gregori,171637,2017,12.3
3501,Sant Guim de Freixenet,251924,2017,14.0
3502,Sant Hilari Sacalm,171642,2017,18.1
3503,Sant Hipòlit de Voltregà,082153,2017,16.1
3504,Sant Iscle de Vallalta,081939,2017,19.2
3505,Sant Jaume d'Enveja,439023,2017,17.5
3506,Sant Jaume dels Domenys,431378,2017,17.9
3507,Sant Joan de les Abadesses,171674,2017,20.0
3508,Sant Joan de Vilatorrada,082188,2017,17.3
3509,Sant Joan Despí,082172,2017,25.1
3510,Sant Joan les Fonts,171851,2017,16.9
3511,Sant Julià de Ramis,171693,2017,15.9
3512,Sant Julià de Vilatorta,082205,2017,14.7
3513,Sant Julià del Llor i Bonmatí,179032,2017,16.7
3514,Sant Just Desvern,082212,2017,14.6
3515,Sant Llorenç d'Hortons,082227,2017,15.9
3516,Sant Llorenç Savall,082233,2017,16.2
3517,Sant Martí de Centelles,082248,2017,17.0
3518,Sant Martí de Tous,082264,2017,17.6
3519,Sant Martí Sarroca,082270,2017,13.3
3520,Sant Pere de Ribes,082310,2017,18.4
3521,Sant Pere de Riudebitlles,082325,2017,13.8
3522,Sant Pere de Torelló,082331,2017,15.0
3523,Sant Pere de Vilamajor,082346,2017,22.0
3524,Sant Pere Pescador,171788,2017,17.3
3525,Sant Pol de Mar,082359,2017,16.3
3526,Sant Quintí de Mediona,082362,2017,14.6
3527,Sant Quirze de Besora,082378,2017,21.8
3528,Sant Quirze del Vallès,082384,2017,18.3
3529,Sant Sadurní d'Anoia,082401,2017,15.8
3530,Sant Salvador de Guardiola,080983,2017,12.0
3531,Sant Vicenç de Castellet,082628,2017,18.3
3532,Sant Vicenç de Montalt,082649,2017,15.2
3533,Sant Vicenç de Torelló,082652,2017,14.0
3534,Sant Vicenç dels Horts,082634,2017,16.0
3535,Santa Bàrbara,431384,2017,15.2
3536,Santa Coloma de Cervelló,082444,2017,16.6
3537,Santa Coloma de Farners,171805,2017,18.6
3538,Santa Coloma de Gramenet,082457,2017,17.8
3539,Santa Coloma de Queralt,431397,2017,11.8
3540,Santa Cristina d'Aro,171812,2017,15.8
3541,Santa Eugènia de Berga,082460,2017,17.4
3542,Santa Eulàlia de Riuprimer,082476,2017,16.6
3543,Santa Eulàlia de Ronçana,082482,2017,12.8
3544,Santa Margarida de Montbui,082508,2017,18.8
3545,Santa Margarida i els Monjos,082515,2017,16.0
3546,Santa Maria d'Oló,082589,2017,16.1
3547,Santa Maria de Palautordera,082592,2017,17.7
3548,Santa Oliva,431401,2017,13.8
3549,Santa Pau,171848,2017,17.1
3550,Santa Perpètua de Mogoda,082606,2017,15.9
3551,Santa Susanna,082613,2017,14.8
3552,Santpedor,081923,2017,11.5
3553,Sarral,431423,2017,17.0
3554,Sarrià de Ter,171864,2017,15.7
3555,"Secuita, la",431444,2017,12.7
3556,"Selva del Camp, la",431457,2017,13.7
3557,"Sénia, la",430445,2017,18.2
3558,Sentmenat,082671,2017,15.1
3559,Serinyà,171903,2017,20.7
3560,Seròs,252043,2017,14.1
3561,"Seu d'Urgell, la",252038,2017,16.0
3562,Seva,082690,2017,13.9
3563,Sils,171931,2017,16.4
3564,Sitges,082704,2017,17.4
3565,Solsona,252075,2017,17.9
3566,Sort,252094,2017,15.9
3567,Soses,252108,2017,14.1
3568,Subirats,082732,2017,23.6
3569,Súria,082747,2017,13.6
3570,Taradell,082785,2017,16.6
3571,Tarragona,431482,2017,22.9
3572,Tàrrega,252173,2017,13.5
3573,Teià,082819,2017,17.3
3574,Térmens,252206,2017,16.0
3575,Terrassa,082798,2017,13.6
3576,Tiana,082824,2017,17.3
3577,Tivissa,431508,2017,15.4
3578,Tona,082830,2017,13.4
3579,Torà,252234,2017,15.2
3580,Tordera,082845,2017,12.7
3581,Torelló,082858,2017,17.4
3582,"Torre de Claramunt, la",082861,2017,13.2
3583,Torredembarra,431536,2017,18.4
3584,Torrefarrera,252287,2017,12.1
3585,Torregrossa,252304,2017,13.7
3586,Torrelavit,082877,2017,14.2
3587,Torrelles de Foix,082883,2017,13.5
3588,Torrelles de Llobregat,082896,2017,15.2
3589,Torres de Segre,252326,2017,13.3
3590,Torroella de Montgrí,171997,2017,18.2
3591,Tortosa,431554,2017,11.5
3592,Tossa de Mar,172023,2017,16.6
3593,Tremp,252347,2017,18.2
3594,Ullà,172044,2017,19.9
3595,Ullastrell,082900,2017,15.0
3596,Ulldecona,431567,2017,16.3
3597,Vacarisses,082917,2017,14.1
3598,"Vall d'en Bas, la",172076,2017,16.8
3599,"Vall de Bianya, la",172082,2017,17.3
3600,"Vall de Boí, la",250432,2017,15.9
3601,Vallbona d'Anoia,082922,2017,22.2
3602,Vallfogona de Balaguer,252402,2017,15.8
3603,Vallgorguina,082943,2017,14.3
3604,Vallirana,082956,2017,14.4
3605,Vallmoll,431606,2017,16.2
3606,Vallromanes,082969,2017,17.4
3607,Valls,431613,2017,14.9
3608,Vandellòs i l'Hospitalet de l'Infant,431628,2017,15.2
3609,"Vendrell, el",431634,2017,19.2
3610,Verdú,252424,2017,16.6
3611,Verges,172116,2017,18.4
3612,Vic,082981,2017,18.0
3613,Vidreres,172137,2017,15.8
3614,Vielha e Mijaran,252430,2017,16.0
3615,Vilablareix,172155,2017,15.4
3616,Viladecans,083015,2017,14.7
3617,Viladecavalls,083008,2017,15.1
3618,Viladrau,172207,2017,14.2
3619,Vilafant,172214,2017,14.6
3620,Vilafranca del Penedès,083054,2017,13.6
3621,Vilajuïga,172235,2017,20.6
3622,Vilallonga del Camp,431665,2017,16.6
3623,Vilamalla,172266,2017,13.9
3624,Vilanova de Bellpuig,252483,2017,13.3
3625,Vilanova de la Barca,252542,2017,20.2
3626,Vilanova del Camí,083020,2017,20.5
3627,Vilanova del Vallès,089024,2017,16.8
3628,Vilanova i la Geltrú,083073,2017,16.7
3629,Vila-rodona,431704,2017,15.3
3630,Vila-seca,431711,2017,14.0
3631,Vilassar de Dalt,082140,2017,17.3
3632,Abrera,080018,2018,17.7
3633,Agramunt,250030,2018,15.1
3634,Aiguafreda,080142,2018,18.0
3635,Aitona,250387,2018,11.5
3636,Albatàrrec,250077,2018,12.6
3637,Albesa,250083,2018,14.3
3638,Albinyana,430022,2018,13.6
3639,Alcanar,430043,2018,13.0
3640,Alcarràs,250117,2018,13.0
3641,Alcoletge,250122,2018,14.0
3642,Alcover,430056,2018,15.5
3643,"Aldea, l'",439044,2018,13.1
3644,Alella,080039,2018,27.4
3645,Alfarràs,250138,2018,13.8
3646,Alforja,430094,2018,13.8
3647,Alguaire,250169,2018,14.3
3648,Almacelles,250194,2018,14.3
3649,Almenar,250215,2018,14.1
3650,Almoster,430115,2018,19.8
3651,Alp,170062,2018,15.8
3652,Alpicat,250236,2018,18.3
3653,Altafulla,430120,2018,19.4
3654,Amer,170078,2018,17.6
3655,"Ametlla de Mar, l'",430136,2018,13.2
3656,"Ametlla del Vallès, l'",080057,2018,23.2
3657,"Ampolla, l'",439060,2018,14.3
3658,Amposta,430141,2018,13.1
3659,Anglès,170084,2018,15.0
3660,Anglesola,250273,2018,14.6
3661,Arbeca,250292,2018,13.7
3662,"Arboç, l'",430167,2018,13.4
3663,Arbúcies,170097,2018,14.4
3664,Arenys de Mar,080060,2018,17.6
3665,Arenys de Munt,080076,2018,17.9
3666,Argentona,080095,2018,18.5
3667,Artés,080109,2018,16.7
3668,Artesa de Lleida,250334,2018,14.8
3669,Artesa de Segre,250349,2018,14.3
3670,Ascó,430192,2018,15.5
3671,Avià,080116,2018,17.6
3672,Avinyó,080121,2018,16.9
3673,Avinyonet de Puigventós,170123,2018,16.5
3674,Avinyonet del Penedès,080137,2018,16.4
3675,Badalona,080155,2018,16.2
3676,Badia del Vallès,089045,2018,12.9
3677,Bagà,080168,2018,17.7
3678,Balaguer,250404,2018,13.3
3679,Balenyà,080174,2018,15.8
3680,Balsareny,080180,2018,17.2
3681,Banyeres del Penedès,430206,2018,15.6
3682,Banyoles,170157,2018,16.5
3683,Barberà del Vallès,082520,2018,17.1
3684,Barcelona,080193,2018,21.5
3685,Batea,430228,2018,13.5
3686,Begues,080207,2018,21.7
3687,Begur,170139,2018,16.4
3688,Bellcaire d'Urgell,250479,2018,15.2
3689,Bell-lloc d'Urgell,250485,2018,15.6
3690,Bellpuig,250501,2018,13.6
3691,Bellvei,430249,2018,13.2
3692,Bellver de Cerdanya,250518,2018,16.8
3693,Bellvís,250523,2018,13.9
3694,Benavent de Segrià,250539,2018,17.1
3695,Benissanet,430265,2018,13.1
3696,Berga,080229,2018,16.8
3697,Besalú,170195,2018,17.3
3698,Bescanó,170209,2018,17.9
3699,"Bisbal d'Empordà, la",170221,2018,14.1
3700,"Bisbal del Penedès, la",430287,2018,14.1
3701,Blanes,170237,2018,14.6
3702,Bordils,170255,2018,17.7
3703,"Borges Blanques, les",250582,2018,14.5
3704,"Borges del Camp, les",430311,2018,14.8
3705,Bossòst,250595,2018,16.4
3706,Botarell,430332,2018,18.8
3707,Breda,170274,2018,15.7
3708,"Bruc, el",080253,2018,20.4
3709,Cabra del Camp,430363,2018,13.0
3710,Cabrera d'Anoia,080288,2018,15.2
3711,Cabrera de Mar,080291,2018,22.8
3712,Cabrils,080305,2018,24.7
3713,Cadaqués,170329,2018,13.5
3714,Calaf,080312,2018,14.9
3715,Calafell,430379,2018,14.2
3716,Caldes d'Estrac,080327,2018,21.6
3717,Caldes de Malavella,170335,2018,16.3
3718,Caldes de Montbui,080333,2018,17.8
3719,Calella,080351,2018,14.6
3720,Calldetenes,080370,2018,17.6
3721,Callús,080386,2018,15.8
3722,Camarles,439039,2018,13.4
3723,Cambrils,430385,2018,15.6
3724,Campdevànol,170366,2018,17.9
3725,Camprodon,170391,2018,17.3
3726,Canet de Mar,080403,2018,16.8
3727,"Canonja, la",439076,2018,14.1
3728,Canovelles,080410,2018,14.0
3729,Cànoves i Samalús,080425,2018,17.5
3730,Canyelles,080431,2018,18.2
3731,Capellades,080446,2018,16.4
3732,Cardedeu,080462,2018,17.7
3733,Cardona,080478,2018,17.0
3734,Cassà de la Selva,170448,2018,16.5
3735,Casserres,080497,2018,17.3
3736,Castellar del Vallès,080517,2018,18.2
3737,Castellbell i el Vilar,080538,2018,16.6
3738,Castellbisbal,080543,2018,17.4
3739,Castelldans,250674,2018,21.2
3740,Castelldefels,080569,2018,16.1
3741,Castellet i la Gornal,080581,2018,16.0
3742,Castellgalí,080615,2018,17.9
3743,Castellnou de Bages,080620,2018,12.4
3744,Castelló d'Empúries,170470,2018,14.1
3745,Castell-Platja d'Aro,170486,2018,17.1
3746,Castellterçol,080641,2018,19.2
3747,Castellvell del Camp,430424,2018,15.7
3748,Castellví de la Marca,080654,2018,19.1
3749,Castellví de Rosanes,080667,2018,18.0
3750,"Catllar, el",430430,2018,16.7
3751,"Cellera de Ter, la",171899,2018,15.6
3752,Celrà,170499,2018,17.3
3753,Centelles,080673,2018,16.4
3754,Cercs,082687,2018,18.8
3755,Cerdanyola del Vallès,082665,2018,19.4
3756,Cervelló,080689,2018,13.9
3757,Cervera,250729,2018,20.9
3758,Collbató,080692,2018,12.6
3759,Constantí,430477,2018,13.3
3760,Corbera d'Ebre,430483,2018,19.1
3761,Corbera de Llobregat,080728,2018,14.0
3762,Corbins,250788,2018,17.0
3763,Corçà,170577,2018,16.4
3764,Cornellà de Llobregat,080734,2018,16.6
3765,Cornellà del Terri,170561,2018,14.3
3766,Creixell,430509,2018,16.9
3767,Cubelles,080749,2018,14.2
3768,Cunit,430516,2018,13.0
3769,Deltebre,439018,2018,18.3
3770,Dosrius,080752,2018,15.9
3771,"Escala, l'",170622,2018,16.9
3772,Esparreguera,080765,2018,16.0
3773,"Espluga de Francolí, l'",430542,2018,20.9
3774,Esplugues de Llobregat,080771,2018,18.6
3775,"Esquirol, l'",082541,2018,15.0
3776,Falset,430555,2018,15.1
3777,Figaró-Montmany,081347,2018,13.7
3778,Figueres,170669,2018,16.3
3779,Flaçà,170675,2018,17.5
3780,Flix,430607,2018,15.9
3781,Fogars de la Selva,080826,2018,18.6
3782,Folgueroles,080832,2018,18.4
3783,Fonollosa,080847,2018,17.9
3784,Fontcoberta,170715,2018,15.9
3785,Font-rubí,080850,2018,18.2
3786,Forallac,179026,2018,20.7
3787,Fornells de la Selva,170736,2018,16.3
3788,"Franqueses del Vallès, les",080863,2018,13.3
3789,"Fuliola, la",250962,2018,14.0
3790,Gandesa,430640,2018,18.5
3791,"Garriga, la",080885,2018,18.3
3792,Gavà,080898,2018,16.7
3793,Gelida,080919,2018,13.3
3794,Gimenells i el Pla de la Font,259123,2018,17.5
3795,Ginestar,430672,2018,17.2
3796,Girona,170792,2018,14.6
3797,Gironella,080924,2018,17.5
3798,Golmés,250997,2018,17.5
3799,"Granada, la",080945,2018,17.2
3800,"Granja d'Escarp, la",251023,2018,14.6
3801,Granollers,080961,2018,20.9
3802,Gualba,080977,2018,13.8
3803,Guissona,251109,2018,15.3
3804,Gurb,081000,2018,15.5
3805,Horta de Sant Joan,430712,2018,15.6
3806,"Hospitalet de Llobregat, l'",081017,2018,16.5
3807,"Hostalets de Pierola, els",081629,2018,15.2
3808,Hostalric,170834,2018,14.6
3809,Igualada,081022,2018,14.2
3810,Isona i Conca Dellà,251155,2018,13.6
3811,Ivars d'Urgell,251137,2018,13.3
3812,"Jonquera, la",170865,2018,15.2
3813,Juneda,251193,2018,15.1
3814,Linyola,251229,2018,15.4
3815,"Llagosta, la",081056,2018,16.5
3816,Llagostera,170890,2018,17.6
3817,Llançà,170926,2018,18.0
3818,Lleida,251207,2018,19.4
3819,Llers,170932,2018,16.9
3820,Lliçà d'Amunt,081075,2018,16.1
3821,Lliçà de Vall,081081,2018,15.5
3822,Llinars del Vallès,081069,2018,11.9
3823,Llívia,170947,2018,14.3
3824,Llorenç del Penedès,430748,2018,15.2
3825,Lloret de Mar,170950,2018,15.4
3826,Maçanet de la Selva,171030,2018,16.3
3827,Malgrat de Mar,081108,2018,15.7
3828,Manlleu,081120,2018,18.3
3829,Manresa,081136,2018,13.3
3830,Martorell,081141,2018,17.5
3831,Martorelles,081154,2018,20.1
3832,Masdenverge,430786,2018,15.9
3833,"Masies de Voltregà, les",081173,2018,13.4
3834,"Masnou, el",081189,2018,15.6
3835,Masquefa,081192,2018,14.5
3836,Matadepera,081206,2018,13.6
3837,Mataró,081213,2018,15.6
3838,Mediona,081228,2018,19.3
3839,Miralcamp,251351,2018,14.7
3840,Moià,081385,2018,16.2
3841,Molins de Rei,081234,2018,16.5
3842,Mollerussa,251370,2018,16.5
3843,Mollet del Vallès,081249,2018,15.3
3844,Monistrol de Montserrat,081271,2018,16.0
3845,Montblanc,430862,2018,12.7
3846,Montbrió del Camp,430884,2018,19.0
3847,Montcada i Reixac,081252,2018,12.6
3848,Montferrer i Castellbò,251403,2018,16.5
3849,Montgat,081265,2018,16.1
3850,"Montmell, el",430901,2018,18.0
3851,Montmeló,081350,2018,13.7
3852,Montornès del Vallès,081363,2018,14.6
3853,Mont-ras,171100,2018,13.9
3854,Mont-roig del Camp,430923,2018,15.7
3855,Móra d'Ebre,430939,2018,16.1
3856,Móra la Nova,430944,2018,17.3
3857,"Morell, el",430957,2018,16.7
3858,Naut Aran,250254,2018,17.8
3859,Navarcles,081402,2018,15.9
3860,Navàs,081419,2018,16.5
3861,Navata,171117,2018,17.1
3862,Òdena,081430,2018,16.6
3863,Olèrdola,081458,2018,15.7
3864,Olesa de Bonesvalls,081461,2018,17.7
3865,Olesa de Montserrat,081477,2018,17.3
3866,Oliana,251497,2018,16.6
3867,Olivella,081483,2018,15.6
3868,Olost,081496,2018,13.7
3869,Olot,171143,2018,15.4
3870,Os de Balaguer,251569,2018,15.2
3871,Palafolls,081555,2018,13.1
3872,Palafrugell,171175,2018,18.1
3873,Palamós,171181,2018,17.4
3874,"Palau d'Anglesola, el",251581,2018,18.6
3875,Palau-saverdera,171208,2018,20.0
3876,Palau-solità i Plegamans,081568,2018,16.4
3877,"Pallaresos, els",431009,2018,18.9
3878,Pallejà,081574,2018,17.4
3879,"Palma de Cervelló, la",089058,2018,15.2
3880,Pals,171241,2018,30.9
3881,"Papiol, el",081580,2018,12.1
3882,Parets del Vallès,081593,2018,15.3
3883,Perafort,431037,2018,14.1
3884,Peralada,171328,2018,15.4
3885,"Perelló, el",431042,2018,15.5
3886,Piera,081614,2018,16.0
3887,Pineda de Mar,081635,2018,15.9
3888,"Pla de Santa Maria, el",431080,2018,17.9
3889,"Pla del Penedès, el",081640,2018,12.0
3890,"Planes d'Hostoles, les",171334,2018,15.0
3891,"Pobla de Claramunt, la",081653,2018,15.5
3892,"Pobla de Lillet, la",081666,2018,16.4
3893,"Pobla de Mafumet, la",431093,2018,14.9
3894,"Pobla de Montornès, la",431114,2018,15.2
3895,"Pobla de Segur, la",251713,2018,15.2
3896,Polinyà,081672,2018,16.8
3897,"Pont de Suert, el",251734,2018,16.7
3898,"Pont de Vilomara i Rocafort, el",081825,2018,17.3
3899,Ponts,251728,2018,17.3
3900,Porqueres,171371,2018,22.0
3901,Portbou,171387,2018,18.2
3902,"Prat de Llobregat, el",081691,2018,18.0
3903,Prats de Lluçanès,081712,2018,13.4
3904,Premià de Dalt,082303,2018,14.4
3905,Premià de Mar,081727,2018,17.2
3906,"Preses, les",171390,2018,15.5
3907,Puigcerdà,171411,2018,18.4
3908,Puigpelat,431191,2018,15.5
3909,Puig-reig,081751,2018,12.9
3910,Puigverd de Lleida,251826,2018,17.9
3911,Quart,171426,2018,16.3
3912,Reus,431233,2018,15.9
3913,Riba-roja d'Ebre,431251,2018,16.4
3914,Ribes de Freser,171450,2018,15.7
3915,Riells i Viabrea,171463,2018,30.5
3916,"Riera de Gaià, la",431264,2018,15.9
3917,Ripoll,171479,2018,17.2
3918,Ripollet,081803,2018,17.5
3919,Riudarenes,171485,2018,13.5
3920,Riudecanyes,431270,2018,19.0
3921,Riudecols,431286,2018,14.9
3922,Riudellots de la Selva,171501,2018,16.6
3923,Riudoms,431299,2018,14.0
3924,"Roca del Vallès, la",081810,2018,12.9
3925,Roda de Berà,431310,2018,14.9
3926,Roda de Ter,081831,2018,16.0
3927,Roquetes,431331,2018,17.4
3928,Roses,171523,2018,17.4
3929,Rosselló,251898,2018,13.1
3930,Rubí,081846,2018,12.1
3931,Sabadell,081878,2018,14.8
3932,Sallent,081918,2018,16.1
3933,Salou,439057,2018,21.6
3934,Salt,171557,2018,19.0
3935,Sant Adrià de Besòs,081944,2018,16.7
3936,Sant Andreu de la Barca,081960,2018,13.0
3937,Sant Andreu de Llavaneres,081976,2018,17.8
3938,Sant Antoni de Vilamajor,081982,2018,16.1
3939,Sant Bartomeu del Grau,081995,2018,17.9
