,Literal,Codi,Any,Renda
1339,"Vendrell, el",431634,2012,18.1
1340,Verdú,252424,2012,16.1
1341,Verges,172116,2012,16.9
1342,Vic,082981,2012,16.0
1343,Vidreres,172137,2012,13.8
1344,Vielha e Mijaran,252430,2012,15.3
1345,Vilablareix,172155,2012,12.2
1346,Viladecans,083015,2012,13.8
1347,Viladecavalls,083008,2012,15.8
1348,Viladrau,172207,2012,12.8
1349,Vilafant,172214,2012,13.2
1350,Vilafranca del Penedès,083054,2012,12.7
1351,Vilajuïga,172235,2012,18.0
1352,Vilallonga del Camp,431665,2012,14.9
1353,Vilamalla,172266,2012,12.8
1354,Vilanova de Bellpuig,252483,2012,12.9
1355,Vilanova de la Barca,252542,2012,18.7
1356,Vilanova del Camí,083020,2012,18.5
1357,Vilanova del Vallès,089024,2012,16.1
1358,Vilanova i la Geltrú,083073,2012,16.9
1359,Vila-rodona,431704,2012,14.1
1360,Vila-seca,431711,2012,13.2
1361,Vilassar de Dalt,082140,2012,15.8
1362,Abrera,080018,2013,16.3
1363,Agramunt,250030,2013,13.7
1364,Aiguafreda,080142,2013,15.6
1365,Aitona,250387,2013,12.1
1366,Albatàrrec,250077,2013,11.8
1367,Albesa,250083,2013,13.5
1368,Albinyana,430022,2013,12.5
1369,Alcanar,430043,2013,11.2
1370,Alcarràs,250117,2013,12.3
1371,Alcoletge,250122,2013,13.4
1372,Alcover,430056,2013,13.9
1373,"Aldea, l'",439044,2013,11.4
1374,Alella,080039,2013,21.5
1375,Alfarràs,250138,2013,12.3
1376,Alforja,430094,2013,12.3
1377,Alguaire,250169,2013,13.9
1378,Almacelles,250194,2013,12.4
1379,Almenar,250215,2013,13.1
1380,Almoster,430115,2013,17.4
1381,Alp,170062,2013,12.6
1382,Alpicat,250236,2013,16.5
1383,Altafulla,430120,2013,16.5
1384,Amer,170078,2013,15.1
1385,"Ametlla de Mar, l'",430136,2013,10.4
1386,"Ametlla del Vallès, l'",080057,2013,18.9
1387,"Ampolla, l'",439060,2013,11.1
1388,Amposta,430141,2013,11.4
1389,Anglès,170084,2013,13.6
1390,Anglesola,250273,2013,13.7
1391,Arbeca,250292,2013,12.2
1392,"Arboç, l'",430167,2013,12.1
1393,Arbúcies,170097,2013,12.7
1394,Arenys de Mar,080060,2013,15.0
1395,Arenys de Munt,080076,2013,15.3
1396,Argentona,080095,2013,16.0
1397,Artés,080109,2013,14.8
1398,Artesa de Lleida,250334,2013,14.1
1399,Artesa de Segre,250349,2013,12.4
1400,Ascó,430192,2013,16.1
1401,Avià,080116,2013,15.7
1402,Avinyó,080121,2013,14.9
1403,Avinyonet de Puigventós,170123,2013,15.2
1404,Avinyonet del Penedès,080137,2013,26.4
1405,Badalona,080155,2013,15.1
1406,Badia del Vallès,089045,2013,11.7
1407,Bagà,080168,2013,15.8
1408,Balaguer,250404,2013,12.3
1409,Balenyà,080174,2013,15.0
1410,Balsareny,080180,2013,14.9
1411,Banyeres del Penedès,430206,2013,14.3
1412,Banyoles,170157,2013,14.5
1413,Barberà del Vallès,082520,2013,15.9
1414,Barcelona,080193,2013,19.3
1415,Batea,430228,2013,12.3
1416,Begues,080207,2013,19.2
1417,Begur,170139,2013,14.2
1418,Bellcaire d'Urgell,250479,2013,13.9
1419,Bell-lloc d'Urgell,250485,2013,14.3
1420,Bellpuig,250501,2013,12.9
1421,Bellvei,430249,2013,11.7
1422,Bellver de Cerdanya,250518,2013,14.6
1423,Bellvís,250523,2013,13.4
1424,Benavent de Segrià,250539,2013,15.5
1425,Benissanet,430265,2013,11.3
1426,Berga,080229,2013,15.4
1427,Besalú,170195,2013,15.4
1428,Bescanó,170209,2013,15.6
1429,"Bisbal d'Empordà, la",170221,2013,12.0
1430,"Bisbal del Penedès, la",430287,2013,12.5
1431,Blanes,170237,2013,12.6
1432,Bordils,170255,2013,16.2
1433,"Borges Blanques, les",250582,2013,13.7
1434,"Borges del Camp, les",430311,2013,13.9
1435,Bossòst,250595,2013,14.1
1436,Botarell,430332,2013,14.3
1437,Breda,170274,2013,14.0
1438,"Bruc, el",080253,2013,16.7
1439,Cabra del Camp,430363,2013,12.3
1440,Cabrera d'Anoia,080288,2013,13.0
1441,Cabrera de Mar,080291,2013,19.3
1442,Cabrils,080305,2013,20.8
1443,Cadaqués,170329,2013,10.5
1444,Calaf,080312,2013,13.8
1445,Calafell,430379,2013,13.2
1446,Caldes d'Estrac,080327,2013,16.8
1447,Caldes de Malavella,170335,2013,14.7
1448,Caldes de Montbui,080333,2013,16.0
1449,Calella,080351,2013,13.2
1450,Calldetenes,080370,2013,15.3
1451,Callús,080386,2013,14.6
1452,Camarles,439039,2013,10.5
1453,Cambrils,430385,2013,13.9
1454,Campdevànol,170366,2013,16.3
1455,Camprodon,170391,2013,15.0
1456,Canet de Mar,080403,2013,14.9
1457,"Canonja, la",439076,2013,12.6
1458,Canovelles,080410,2013,13.3
1459,Cànoves i Samalús,080425,2013,15.9
1460,Canyelles,080431,2013,15.3
1461,Capellades,080446,2013,15.4
1462,Cardedeu,080462,2013,16.0
1463,Cardona,080478,2013,15.6
1464,Cassà de la Selva,170448,2013,15.0
1465,Casserres,080497,2013,16.1
1466,Castellar del Vallès,080517,2013,16.1
1467,Castellbell i el Vilar,080538,2013,14.3
1468,Castellbisbal,080543,2013,16.0
1469,Castelldans,250674,2013,17.1
1470,Castelldefels,080569,2013,14.4
1471,Castellet i la Gornal,080581,2013,13.7
1472,Castellgalí,080615,2013,15.9
1473,Castellnou de Bages,080620,2013,9.3
1474,Castelló d'Empúries,170470,2013,11.9
1475,Castell-Platja d'Aro,170486,2013,15.2
1476,Castellterçol,080641,2013,18.3
1477,Castellvell del Camp,430424,2013,14.5
1478,Castellví de la Marca,080654,2013,17.4
1479,Castellví de Rosanes,080667,2013,16.7
1480,"Catllar, el",430430,2013,14.4
1481,"Cellera de Ter, la",171899,2013,14.9
1482,Celrà,170499,2013,15.6
1483,Centelles,080673,2013,17.0
1484,Cercs,082687,2013,17.3
1485,Cerdanyola del Vallès,082665,2013,17.9
1486,Cervelló,080689,2013,13.0
1487,Cervera,250729,2013,18.0
1488,Collbató,080692,2013,11.1
1489,Constantí,430477,2013,12.6
1490,Corbera d'Ebre,430483,2013,16.5
1491,Corbera de Llobregat,080728,2013,14.1
1492,Corbins,250788,2013,14.7
1493,Corçà,170577,2013,15.4
1494,Cornellà de Llobregat,080734,2013,15.7
1495,Cornellà del Terri,170561,2013,13.8
1496,Creixell,430509,2013,17.1
1497,Cubelles,080749,2013,13.4
1498,Cunit,430516,2013,10.8
1499,Deltebre,439018,2013,16.0
1500,Dosrius,080752,2013,12.0
1501,"Escala, l'",170622,2013,15.5
1502,Esparreguera,080765,2013,14.3
1503,"Espluga de Francolí, l'",430542,2013,18.2
1504,Esplugues de Llobregat,080771,2013,16.6
1505,"Esquirol, l'",082541,2013,13.4
1506,Falset,430555,2013,13.3
1507,Figaró-Montmany,081347,2013,11.9
1508,Figueres,170669,2013,16.2
1509,Flaçà,170675,2013,17.1
1510,Flix,430607,2013,14.5
1511,Fogars de la Selva,080826,2013,16.3
1512,Folgueroles,080832,2013,17.4
1513,Fonollosa,080847,2013,15.4
1514,Fontcoberta,170715,2013,16.3
1515,Font-rubí,080850,2013,15.0
1516,Forallac,179026,2013,17.4
1517,Fornells de la Selva,170736,2013,14.8
1518,"Franqueses del Vallès, les",080863,2013,11.8
1519,"Fuliola, la",250962,2013,12.3
1520,Gandesa,430640,2013,16.3
1521,"Garriga, la",080885,2013,16.9
1522,Gavà,080898,2013,15.4
1523,Gelida,080919,2013,13.8
1524,Gimenells i el Pla de la Font,259123,2013,15.4
1525,Ginestar,430672,2013,15.2
1526,Girona,170792,2013,13.9
1527,Gironella,080924,2013,14.9
1528,Golmés,250997,2013,15.3
1529,"Granada, la",080945,2013,15.2
1530,"Granja d'Escarp, la",251023,2013,13.6
1531,Granollers,080961,2013,18.7
1532,Gualba,080977,2013,12.2
1533,Guissona,251109,2013,14.9
1534,Gurb,081000,2013,13.5
1535,Horta de Sant Joan,430712,2013,14.0
1536,"Hospitalet de Llobregat, l'",081017,2013,14.9
1537,"Hostalets de Pierola, els",081629,2013,14.7
1538,Hostalric,170834,2013,14.2
1539,Igualada,081022,2013,11.0
1540,Isona i Conca Dellà,251155,2013,13.0
1541,Ivars d'Urgell,251137,2013,13.1
1542,"Jonquera, la",170865,2013,14.4
1543,Juneda,251193,2013,13.5
1544,Linyola,251229,2013,13.2
1545,"Llagosta, la",081056,2013,14.3
1546,Llagostera,170890,2013,16.2
1547,Llançà,170926,2013,16.3
1548,Lleida,251207,2013,18.1
1549,Llers,170932,2013,15.1
1550,Lliçà d'Amunt,081075,2013,12.1
1551,Lliçà de Vall,081081,2013,13.9
1552,Llinars del Vallès,081069,2013,9.4
1553,Llívia,170947,2013,12.4
1554,Llorenç del Penedès,430748,2013,13.7
1555,Lloret de Mar,170950,2013,14.0
1556,Maçanet de la Selva,171030,2013,14.9
1557,Malgrat de Mar,081108,2013,14.4
1558,Manlleu,081120,2013,16.5
1559,Manresa,081136,2013,11.7
1560,Martorell,081141,2013,15.7
1561,Martorelles,081154,2013,18.2
1562,Masdenverge,430786,2013,14.6
1563,"Masies de Voltregà, les",081173,2013,20.9
1564,"Masnou, el",081189,2013,13.7
1565,Masquefa,081192,2013,12.7
1566,Matadepera,081206,2013,13.4
1567,Mataró,081213,2013,14.2
1568,Mediona,081228,2013,18.3
1569,Miralcamp,251351,2013,12.5
1570,Moià,081385,2013,15.1
1571,Molins de Rei,081234,2013,14.4
1572,Mollerussa,251370,2013,14.8
1573,Mollet del Vallès,081249,2013,13.6
1574,Monistrol de Montserrat,081271,2013,15.1
1575,Montblanc,430862,2013,12.7
1576,Montbrió del Camp,430884,2013,18.2
1577,Montcada i Reixac,081252,2013,11.4
1578,Montferrer i Castellbò,251403,2013,15.8
1579,Montgat,081265,2013,14.6
1580,"Montmell, el",430901,2013,14.5
1581,Montmeló,081350,2013,11.9
1582,Montornès del Vallès,081363,2013,14.3
1583,Mont-ras,171100,2013,12.7
1584,Mont-roig del Camp,430923,2013,14.6
1585,Móra d'Ebre,430939,2013,12.8
1586,Móra la Nova,430944,2013,15.3
1587,"Morell, el",430957,2013,15.0
1588,Naut Aran,250254,2013,14.6
1589,Navarcles,081402,2013,14.0
1590,Navàs,081419,2013,15.1
1591,Navata,171117,2013,16.0
1592,Òdena,081430,2013,15.2
1593,Olèrdola,081458,2013,14.1
1594,Olesa de Bonesvalls,081461,2013,15.1
1595,Olesa de Montserrat,081477,2013,15.7
1596,Oliana,251497,2013,14.7
1597,Olivella,081483,2013,13.5
1598,Olost,081496,2013,11.6
1599,Olot,171143,2013,13.5
1600,Os de Balaguer,251569,2013,14.6
1601,Palafolls,081555,2013,11.7
1602,Palafrugell,171175,2013,16.4
1603,Palamós,171181,2013,16.7
1604,"Palau d'Anglesola, el",251581,2013,17.8
1605,Palau-saverdera,171208,2013,16.9
1606,Palau-solità i Plegamans,081568,2013,14.6
1607,"Pallaresos, els",431009,2013,15.9
1608,Pallejà,081574,2013,16.2
1609,"Palma de Cervelló, la",089058,2013,13.9
1610,Pals,171241,2013,15.5
1611,"Papiol, el",081580,2013,10.5
1612,Parets del Vallès,081593,2013,13.7
1613,Perafort,431037,2013,12.8
1614,Peralada,171328,2013,13.2
1615,"Perelló, el",431042,2013,14.3
1616,Piera,081614,2013,16.1
1617,Pineda de Mar,081635,2013,14.5
1618,"Pla de Santa Maria, el",431080,2013,16.6
1619,"Pla del Penedès, el",081640,2013,11.2
1620,"Planes d'Hostoles, les",171334,2013,13.3
1621,"Pobla de Claramunt, la",081653,2013,15.4
1622,"Pobla de Lillet, la",081666,2013,15.2
1623,"Pobla de Mafumet, la",431093,2013,14.7
1624,"Pobla de Montornès, la",431114,2013,12.9
1625,"Pobla de Segur, la",251713,2013,13.7
1626,Polinyà,081672,2013,14.8
1627,"Pont de Suert, el",251734,2013,14.8
1628,"Pont de Vilomara i Rocafort, el",081825,2013,16.3
1629,Ponts,251728,2013,15.0
1630,Porqueres,171371,2013,18.9
1631,Portbou,171387,2013,16.6
1632,"Prat de Llobregat, el",081691,2013,15.6
1633,Prats de Lluçanès,081712,2013,12.1
1634,Premià de Dalt,082303,2013,13.1
1635,Premià de Mar,081727,2013,15.6
1636,"Preses, les",171390,2013,13.9
1637,Puigcerdà,171411,2013,16.0
1638,Puigpelat,431191,2013,13.6
1639,Puig-reig,081751,2013,14.2
1640,Puigverd de Lleida,251826,2013,16.1
1641,Quart,171426,2013,14.5
1642,Reus,431233,2013,14.9
1643,Riba-roja d'Ebre,431251,2013,15.7
1644,Ribes de Freser,171450,2013,15.0
1645,Riells i Viabrea,171463,2013,14.5
1646,"Riera de Gaià, la",431264,2013,14.3
1647,Ripoll,171479,2013,13.6
1648,Ripollet,081803,2013,16.3
1649,Riudarenes,171485,2013,13.2
1650,Riudecanyes,431270,2013,16.8
1651,Riudecols,431286,2013,13.6
1652,Riudellots de la Selva,171501,2013,15.0
1653,Riudoms,431299,2013,12.6
1654,"Roca del Vallès, la",081810,2013,10.8
1655,Roda de Berà,431310,2013,13.8
1656,Roda de Ter,081831,2013,14.7
1657,Roquetes,431331,2013,15.7
1658,Roses,171523,2013,16.1
1659,Rosselló,251898,2013,11.4
1660,Rubí,081846,2013,10.7
1661,Sabadell,081878,2013,14.5
1662,Sallent,081918,2013,15.2
1663,Salou,439057,2013,17.8
1664,Salt,171557,2013,16.7
1665,Sant Adrià de Besòs,081944,2013,15.2
1666,Sant Andreu de la Barca,081960,2013,11.2
1667,Sant Andreu de Llavaneres,081976,2013,16.0
1668,Sant Antoni de Vilamajor,081982,2013,14.5
1669,Sant Bartomeu del Grau,081995,2013,16.5
1670,Sant Boi de Llobregat,082009,2013,20.6
1671,Sant Carles de la Ràpita,431362,2013,15.9
1672,Sant Cebrià de Vallalta,082037,2013,17.1
1673,Sant Celoni,082021,2013,14.3
1674,Sant Climent de Llobregat,082042,2013,12.8
1675,Sant Cugat del Vallès,082055,2013,17.4
1676,Sant Esteve de Palautordera,082074,2013,15.0
1677,Sant Esteve Sesrovires,082080,2013,17.3
1678,Sant Feliu de Codines,082107,2013,17.2
1679,Sant Feliu de Guíxols,171609,2013,16.9
1680,Sant Feliu de Llobregat,082114,2013,12.7
1681,Sant Feliu de Pallerols,171616,2013,13.7
1682,Sant Fost de Campsentelles,082093,2013,15.5
1683,Sant Fruitós de Bages,082135,2013,13.9
1684,Sant Gregori,171637,2013,11.4
1685,Sant Guim de Freixenet,251924,2013,13.8
1686,Sant Hilari Sacalm,171642,2013,17.0
1687,Sant Hipòlit de Voltregà,082153,2013,15.1
1688,Sant Iscle de Vallalta,081939,2013,18.3
1689,Sant Jaume d'Enveja,439023,2013,16.0
1690,Sant Jaume dels Domenys,431378,2013,16.4
1691,Sant Joan de les Abadesses,171674,2013,16.4
1692,Sant Joan de Vilatorrada,082188,2013,15.7
1693,Sant Joan Despí,082172,2013,21.9
1694,Sant Joan les Fonts,171851,2013,15.7
1695,Sant Julià de Ramis,171693,2013,14.7
1696,Sant Julià de Vilatorta,082205,2013,13.3
1697,Sant Julià del Llor i Bonmatí,179032,2013,14.5
1698,Sant Just Desvern,082212,2013,14.0
1699,Sant Llorenç d'Hortons,082227,2013,14.7
1700,Sant Llorenç Savall,082233,2013,15.8
1701,Sant Martí de Centelles,082248,2013,15.6
1702,Sant Martí de Tous,082264,2013,16.5
1703,Sant Martí Sarroca,082270,2013,10.7
1704,Sant Pere de Ribes,082310,2013,16.9
1705,Sant Pere de Riudebitlles,082325,2013,13.3
1706,Sant Pere de Torelló,082331,2013,15.7
1707,Sant Pere de Vilamajor,082346,2013,20.4
1708,Sant Pere Pescador,171788,2013,16.3
1709,Sant Pol de Mar,082359,2013,14.6
1710,Sant Quintí de Mediona,082362,2013,13.4
1711,Sant Quirze de Besora,082378,2013,20.3
1712,Sant Quirze del Vallès,082384,2013,16.8
1713,Sant Sadurní d'Anoia,082401,2013,14.5
1714,Sant Salvador de Guardiola,080983,2013,11.9
1715,Sant Vicenç de Castellet,082628,2013,17.6
1716,Sant Vicenç de Montalt,082649,2013,13.5
1717,Sant Vicenç de Torelló,082652,2013,13.4
1718,Sant Vicenç dels Horts,082634,2013,13.5
1719,Santa Bàrbara,431384,2013,13.6
1720,Santa Coloma de Cervelló,082444,2013,15.5
1721,Santa Coloma de Farners,171805,2013,15.2
1722,Santa Coloma de Gramenet,082457,2013,15.6
1723,Santa Coloma de Queralt,431397,2013,10.7
1724,Santa Cristina d'Aro,171812,2013,14.7
1725,Santa Eugènia de Berga,082460,2013,15.1
1726,Santa Eulàlia de Riuprimer,082476,2013,14.6
1727,Santa Eulàlia de Ronçana,082482,2013,12.2
1728,Santa Margarida de Montbui,082508,2013,16.8
1729,Santa Margarida i els Monjos,082515,2013,15.5
1730,Santa Maria d'Oló,082589,2013,14.6
1731,Santa Maria de Palautordera,082592,2013,16.5
1732,Santa Oliva,431401,2013,12.9
1733,Santa Pau,171848,2013,16.1
1734,Santa Perpètua de Mogoda,082606,2013,17.4
1735,Santa Susanna,082613,2013,14.3
1736,Santpedor,081923,2013,10.6
1737,Sarral,431423,2013,15.2
1738,Sarrià de Ter,171864,2013,14.3
1739,"Secuita, la",431444,2013,12.9
1740,"Selva del Camp, la",431457,2013,12.6
1741,"Sénia, la",430445,2013,15.9
1742,Sentmenat,082671,2013,13.9
1743,Serinyà,171903,2013,16.8
1744,Seròs,252043,2013,13.6
1745,"Seu d'Urgell, la",252038,2013,13.8
1746,Seva,082690,2013,13.3
1747,Sils,171931,2013,15.3
1748,Sitges,082704,2013,16.2
1749,Solsona,252075,2013,16.1
1750,Sort,252094,2013,15.1
1751,Soses,252108,2013,12.9
1752,Subirats,082732,2013,21.2
1753,Súria,082747,2013,12.3
1754,Taradell,082785,2013,14.9
1755,Tarragona,431482,2013,20.9
1756,Tàrrega,252173,2013,12.7
1757,Teià,082819,2013,15.7
1758,Térmens,252206,2013,14.6
1759,Terrassa,082798,2013,12.4
1760,Tiana,082824,2013,15.4
1761,Tivissa,431508,2013,14.0
1762,Tona,082830,2013,13.4
1763,Torà,252234,2013,15.1
1764,Tordera,082845,2013,13.4
1765,Torelló,082858,2013,16.3
1766,"Torre de Claramunt, la",082861,2013,11.6
1767,Torredembarra,431536,2013,17.2
1768,Torrefarrera,252287,2013,12.5
1769,Torregrossa,252304,2013,12.5
1770,Torrelavit,082877,2013,13.3
1771,Torrelles de Foix,082883,2013,12.4
1772,Torrelles de Llobregat,082896,2013,14.4
1773,Torres de Segre,252326,2013,12.0
1774,Torroella de Montgrí,171997,2013,16.1
1775,Tortosa,431554,2013,10.1
1776,Tossa de Mar,172023,2013,14.8
1777,Tremp,252347,2013,16.4
1778,Ullà,172044,2013,17.9
1779,Ullastrell,082900,2013,15.3
1780,Ulldecona,431567,2013,15.2
1781,Vacarisses,082917,2013,14.3
1782,"Vall d'en Bas, la",172076,2013,15.5
1783,"Vall de Bianya, la",172082,2013,16.0
1784,"Vall de Boí, la",250432,2013,14.9
1785,Vallbona d'Anoia,082922,2013,19.2
1786,Vallfogona de Balaguer,252402,2013,14.3
1787,Vallgorguina,082943,2013,14.1
1788,Vallirana,082956,2013,13.4
1789,Vallmoll,431606,2013,14.2
1790,Vallromanes,082969,2013,15.1
1791,Valls,431613,2013,14.1
1792,Vandellòs i l'Hospitalet de l'Infant,431628,2013,13.3
1793,"Vendrell, el",431634,2013,17.9
1794,Verdú,252424,2013,16.0
1795,Verges,172116,2013,17.1
1796,Vic,082981,2013,15.9
1797,Vidreres,172137,2013,14.3
1798,Vielha e Mijaran,252430,2013,15.0
1799,Vilablareix,172155,2013,12.5
1800,Viladecans,083015,2013,13.9
1801,Viladecavalls,083008,2013,15.4
1802,Viladrau,172207,2013,13.3
1803,Vilafant,172214,2013,13.9
1804,Vilafranca del Penedès,083054,2013,12.3
1805,Vilajuïga,172235,2013,17.7
1806,Vilallonga del Camp,431665,2013,14.7
1807,Vilamalla,172266,2013,12.9
1808,Vilanova de Bellpuig,252483,2013,12.9
1809,Vilanova de la Barca,252542,2013,18.4
1810,Vilanova del Camí,083020,2013,18.5
1811,Vilanova del Vallès,089024,2013,16.3
1812,Vilanova i la Geltrú,083073,2013,15.9
1813,Vila-rodona,431704,2013,14.2
1814,Vila-seca,431711,2013,12.9
1815,Vilassar de Dalt,082140,2013,15.8
1816,Abrera,080018,2014,16.9
1817,Agramunt,250030,2014,13.7
1818,Aiguafreda,080142,2014,15.8
1819,Aitona,250387,2014,12.3
1820,Albatàrrec,250077,2014,11.5
1821,Albesa,250083,2014,13.6
1822,Albinyana,430022,2014,12.7
1823,Alcanar,430043,2014,11.3
1824,Alcarràs,250117,2014,12.0
1825,Alcoletge,250122,2014,13.0
1826,Alcover,430056,2014,14.4
1827,"Aldea, l'",439044,2014,11.5
1828,Alella,080039,2014,21.4
1829,Alfarràs,250138,2014,12.4
1830,Alforja,430094,2014,12.0
1831,Alguaire,250169,2014,13.9
1832,Almacelles,250194,2014,12.6
1833,Almenar,250215,2014,13.0
1834,Almoster,430115,2014,17.5
1835,Alp,170062,2014,12.9
1836,Alpicat,250236,2014,16.5
1837,Altafulla,430120,2014,16.3
1838,Amer,170078,2014,15.5
1839,"Ametlla de Mar, l'",430136,2014,10.6
1840,"Ametlla del Vallès, l'",080057,2014,19.1
1841,"Ampolla, l'",439060,2014,11.2
1842,Amposta,430141,2014,11.5
1843,Anglès,170084,2014,13.8
1844,Anglesola,250273,2014,13.8
1845,Arbeca,250292,2014,12.5
1846,"Arboç, l'",430167,2014,12.2
1847,Arbúcies,170097,2014,12.9
1848,Arenys de Mar,080060,2014,15.1
1849,Arenys de Munt,080076,2014,15.2
1850,Argentona,080095,2014,16.7
1851,Artés,080109,2014,14.8
1852,Artesa de Lleida,250334,2014,14.2
1853,Artesa de Segre,250349,2014,12.5
1854,Ascó,430192,2014,15.7
1855,Avià,080116,2014,15.9
1856,Avinyó,080121,2014,15.3
1857,Avinyonet de Puigventós,170123,2014,15.1
1858,Avinyonet del Penedès,080137,2014,16.0
1859,Badalona,080155,2014,15.3
1860,Badia del Vallès,089045,2014,11.9
1861,Bagà,080168,2014,15.8
1862,Balaguer,250404,2014,12.4
1863,Balenyà,080174,2014,14.9
1864,Balsareny,080180,2014,15.7
1865,Banyeres del Penedès,430206,2014,14.5
1866,Banyoles,170157,2014,14.8
1867,Barberà del Vallès,082520,2014,16.3
1868,Barcelona,080193,2014,19.5
1869,Batea,430228,2014,11.9
1870,Begues,080207,2014,19.6
1871,Begur,170139,2014,14.0
1872,Bellcaire d'Urgell,250479,2014,13.9
1873,Bell-lloc d'Urgell,250485,2014,13.9
1874,Bellpuig,250501,2014,12.8
1875,Bellvei,430249,2014,11.7
1876,Bellver de Cerdanya,250518,2014,14.4
1877,Bellvís,250523,2014,13.3
1878,Benavent de Segrià,250539,2014,15.6
1879,Benissanet,430265,2014,11.5
1880,Berga,080229,2014,15.5
1881,Besalú,170195,2014,15.4
1882,Bescanó,170209,2014,16.0
1883,"Bisbal d'Empordà, la",170221,2014,12.1
1884,"Bisbal del Penedès, la",430287,2014,12.4
1885,Blanes,170237,2014,12.9
1886,Bordils,170255,2014,16.3
1887,"Borges Blanques, les",250582,2014,13.6
1888,"Borges del Camp, les",430311,2014,13.8
1889,Bossòst,250595,2014,14.6
1890,Botarell,430332,2014,14.5
1891,Breda,170274,2014,14.2
1892,"Bruc, el",080253,2014,16.5
1893,Cabra del Camp,430363,2014,12.6
1894,Cabrera d'Anoia,080288,2014,13.3
1895,Cabrera de Mar,080291,2014,19.0
1896,Cabrils,080305,2014,21.7
1897,Cadaqués,170329,2014,10.9
1898,Calaf,080312,2014,13.9
1899,Calafell,430379,2014,13.2
1900,Caldes d'Estrac,080327,2014,16.5
1901,Caldes de Malavella,170335,2014,15.0
1902,Caldes de Montbui,080333,2014,16.4
1903,Calella,080351,2014,13.3
1904,Calldetenes,080370,2014,15.5
1905,Callús,080386,2014,14.3
1906,Camarles,439039,2014,10.4
1907,Cambrils,430385,2014,14.0
1908,Campdevànol,170366,2014,16.5
1909,Camprodon,170391,2014,15.0
1910,Canet de Mar,080403,2014,14.9
1911,"Canonja, la",439076,2014,12.8
1912,Canovelles,080410,2014,13.7
1913,Cànoves i Samalús,080425,2014,16.3
1914,Canyelles,080431,2014,15.4
1915,Capellades,080446,2014,15.6
1916,Cardedeu,080462,2014,16.0
1917,Cardona,080478,2014,15.4
1918,Cassà de la Selva,170448,2014,15.0
1919,Casserres,080497,2014,15.9
1920,Castellar del Vallès,080517,2014,16.2
1921,Castellbell i el Vilar,080538,2014,14.5
1922,Castellbisbal,080543,2014,16.3
1923,Castelldans,250674,2014,17.3
1924,Castelldefels,080569,2014,14.5
1925,Castellet i la Gornal,080581,2014,14.3
1926,Castellgalí,080615,2014,16.3
1927,Castellnou de Bages,080620,2014,9.7
1928,Castelló d'Empúries,170470,2014,11.8
1929,Castell-Platja d'Aro,170486,2014,15.4
1930,Castellterçol,080641,2014,17.4
1931,Castellvell del Camp,430424,2014,15.1
1932,Castellví de la Marca,080654,2014,17.4
1933,Castellví de Rosanes,080667,2014,16.6
1934,"Catllar, el",430430,2014,14.5
1935,"Cellera de Ter, la",171899,2014,15.0
1936,Celrà,170499,2014,15.6
1937,Centelles,080673,2014,16.6
1938,Cercs,082687,2014,17.4
1939,Cerdanyola del Vallès,082665,2014,17.8
1940,Cervelló,080689,2014,13.1
1941,Cervera,250729,2014,18.5
1942,Collbató,080692,2014,11.3
1943,Constantí,430477,2014,12.5
1944,Corbera d'Ebre,430483,2014,16.9
1945,Corbera de Llobregat,080728,2014,13.6
1946,Corbins,250788,2014,15.9
1947,Corçà,170577,2014,15.6
1948,Cornellà de Llobregat,080734,2014,15.9
1949,Cornellà del Terri,170561,2014,13.6
1950,Creixell,430509,2014,16.6
1951,Cubelles,080749,2014,13.7
1952,Cunit,430516,2014,11.0
1953,Deltebre,439018,2014,16.4
1954,Dosrius,080752,2014,12.0
1955,"Escala, l'",170622,2014,15.8
1956,Esparreguera,080765,2014,14.3
1957,"Espluga de Francolí, l'",430542,2014,18.5
1958,Esplugues de Llobregat,080771,2014,17.0
1959,"Esquirol, l'",082541,2014,13.8
1960,Falset,430555,2014,13.1
1961,Figaró-Montmany,081347,2014,11.9
1962,Figueres,170669,2014,15.9
1963,Flaçà,170675,2014,16.8
1964,Flix,430607,2014,14.4
1965,Fogars de la Selva,080826,2014,16.4
1966,Folgueroles,080832,2014,17.9
1967,Fonollosa,080847,2014,15.5
1968,Fontcoberta,170715,2014,16.3
1969,Font-rubí,080850,2014,15.1
1970,Forallac,179026,2014,17.7
1971,Fornells de la Selva,170736,2014,14.9
1972,"Franqueses del Vallès, les",080863,2014,12.2
1973,"Fuliola, la",250962,2014,12.5
1974,Gandesa,430640,2014,16.3
1975,"Garriga, la",080885,2014,17.0
1976,Gavà,080898,2014,15.7
1977,Gelida,080919,2014,13.4
1978,Gimenells i el Pla de la Font,259123,2014,15.7
1979,Ginestar,430672,2014,15.3
1980,Girona,170792,2014,13.7
1981,Gironella,080924,2014,15.0
1982,Golmés,250997,2014,15.6
1983,"Granada, la",080945,2014,15.4
1984,"Granja d'Escarp, la",251023,2014,14.3
1985,Granollers,080961,2014,18.9
1986,Gualba,080977,2014,11.7
1987,Guissona,251109,2014,15.0
1988,Gurb,081000,2014,13.9
1989,Horta de Sant Joan,430712,2014,14.1
1990,"Hospitalet de Llobregat, l'",081017,2014,15.0
1991,"Hostalets de Pierola, els",081629,2014,14.5
1992,Hostalric,170834,2014,14.0
1993,Igualada,081022,2014,10.9
1994,Isona i Conca Dellà,251155,2014,12.9
