,Literal,Codi,Any,Demanda
2201,Vic,082981,2015,151
2202,Vidrà,172121,2015,1
2203,Vielha e Mijaran,252430,2015,19
2204,Vilablareix,172155,2015,2
2205,Vilada,082994,2015,1
2206,Viladecans,083015,2015,145
2207,Vilafant,172214,2015,2
2208,Vilafranca del Penedès,083054,2015,232
2209,Vilallonga del Camp,431665,2015,2
2210,Vilamalla,172266,2015,1
2211,Vilanova de Segrià,252516,2015,3
2212,Vilanova del Camí,083020,2015,12
2213,Vilanova d'Escornalbou,431671,2015,2
2214,Vilanova i la Geltrú,083073,2015,215
2215,Vila-rodona,431704,2015,1
2216,Vila-seca,431711,2015,63
2217,Vilassar de Dalt,082140,2015,2
2218,Vilassar de Mar,082191,2015,31
2219,Vimbodí i Poblet,431763,2015,1
2220,Vinyols i els Arcs,431785,2015,1
2221,Abrera,080018,2014,34
2222,Agramunt,250030,2014,2
2223,Aiguafreda,080142,2014,3
2224,Aiguaviva,170025,2014,1
2225,Aitona,250387,2014,1
2226,Alcanar,430043,2014,1
2227,Alcarràs,250117,2014,2
2228,Alcoletge,250122,2014,15
2229,Alcover,430056,2014,2
2230,"Aleixar, l'",430075,2014,1
2231,Alella,080039,2014,5
2232,Alguaire,250169,2014,5
2233,Almacelles,250194,2014,1
2234,Almoster,430115,2014,1
2235,Alt Àneu,250241,2014,1
2236,Altafulla,430120,2014,14
2237,"Ametlla del Vallès, l'",080057,2014,2
2238,"Ampolla, l'",439060,2014,3
2239,Amposta,430141,2014,37
2240,Anglès,170084,2014,4
2241,Arbeca,250292,2014,3
2242,"Arboç, l'",430167,2014,13
2243,Arbúcies,170097,2014,6
2244,Arenys de Mar,080060,2014,9
2245,Arenys de Munt,080076,2014,2
2246,Argentona,080095,2014,1
2247,"Armentera, l'",170118,2014,5
2248,Artés,080109,2014,4
2249,Artesa de Segre,250349,2014,3
2250,Avinyó,080121,2014,10
2251,Avinyonet del Penedès,080137,2014,2
2252,Badalona,080155,2014,385
2253,Badia del Vallès,089045,2014,18
2254,Bagà,080168,2014,3
2255,Balaguer,250404,2014,76
2256,Balenyà,080174,2014,1
2257,Balsareny,080180,2014,3
2258,Banyeres del Penedès,430206,2014,2
2259,Banyoles,170157,2014,43
2260,Barberà del Vallès,082520,2014,114
2261,Barcelona,080193,2014,6139
2262,Batea,430228,2014,2
2263,Begues,080207,2014,2
2264,Bellcaire d'Urgell,250479,2014,1
2265,Bellpuig,250501,2014,1
2266,Bellver de Cerdanya,250518,2014,2
2267,Benissanet,430265,2014,1
2268,Berga,080229,2014,17
2269,Bigues i Riells,080235,2014,1
2270,"Bisbal del Penedès, la",430287,2014,2
2271,"Bisbal d'Empordà, la",170221,2014,16
2272,Blanes,170237,2014,64
2273,"Borges Blanques, les",250582,2014,6
2274,Botarell,430332,2014,2
2275,Cabanes,170307,2014,1
2276,"Cabanyes, les",080272,2014,1
2277,Cabrera de Mar,080291,2014,3
2278,Cabrils,080305,2014,1
2279,Cadaqués,170329,2014,9
2280,Calaf,080312,2014,25
2281,Calafell,430379,2014,16
2282,Caldes de Malavella,170335,2014,4
2283,Caldes de Montbui,080333,2014,4
2284,Calella,080351,2014,4
2285,Calldetenes,080370,2014,7
2286,Callús,080386,2014,14
2287,Cambrils,430385,2014,148
2288,Campdevànol,170366,2014,2
2289,Campllong,170388,2014,1
2290,Camprodon,170391,2014,1
2291,Canet de Mar,080403,2014,18
2292,"Canonja, la",439076,2014,8
2293,Canovelles,080410,2014,28
2294,Canyelles,080431,2014,2
2295,Capellades,080446,2014,3
2296,Cardedeu,080462,2014,5
2297,Cardona,080478,2014,5
2298,Carme,080484,2014,1
2299,Caseres,430419,2014,1
2300,Cassà de la Selva,170448,2014,5
2301,Castellar del Vallès,080517,2014,21
2302,Castellbell i el Vilar,080538,2014,3
2303,Castellbisbal,080543,2014,16
2304,Castellcir,080556,2014,1
2305,Castelldefels,080569,2014,82
2306,Castellet i la Gornal,080581,2014,5
2307,Castellfollit de la Roca,170464,2014,3
2308,Castelló d'Empúries,170470,2014,5
2309,Castell-Platja d'Aro,170486,2014,17
2310,Castellterçol,080641,2014,2
2311,Castellvell del Camp,430424,2014,1
2312,"Cellera de Ter, la",171899,2014,1
2313,Celrà,170499,2014,2
2314,Centelles,080673,2014,8
2315,Cerdanyola del Vallès,082665,2014,56
2316,Cervelló,080689,2014,1
2317,Cervera,250729,2014,15
2318,Colomers,170558,2014,1
2319,Constantí,430477,2014,22
2320,Corbera de Llobregat,080728,2014,8
2321,Cornellà de Llobregat,080734,2014,218
2322,Creixell,430509,2014,1
2323,Cubelles,080749,2014,10
2324,Cunit,430516,2014,19
2325,Deltebre,439018,2014,2
2326,Dosrius,080752,2014,1
2327,Esparreguera,080765,2014,3
2328,"Espluga de Francolí, l'",430542,2014,3
2329,Esplugues de Llobregat,080771,2014,76
2330,"Esquirol, l'",082541,2014,2
2331,"Estany, l'",080790,2014,1
2332,Figueres,170669,2014,94
2333,Flix,430607,2014,5
2334,Fondarella,250931,2014,1
2335,Fontcoberta,170715,2014,5
2336,Forallac,179026,2014,1
2337,Fornells de la Selva,170736,2014,1
2338,"Franqueses del Vallès, les",080863,2014,27
2339,"Fuliola, la",250962,2014,3
2340,Gandesa,430640,2014,16
2341,"Garriga, la",080885,2014,4
2342,Gavà,080898,2014,97
2343,Gelida,080919,2014,20
2344,Girona,170792,2014,181
2345,Gironella,080924,2014,3
2346,"Granada, la",080945,2014,2
2347,"Granadella, la",251018,2014,1
2348,Granollers,080961,2014,115
2349,Guissona,251109,2014,63
2350,Gurb,081000,2014,1
2351,Horta de Sant Joan,430712,2014,9
2352,"Hospitalet de Llobregat, l'",081017,2014,680
2353,Hostalric,170834,2014,5
2354,Igualada,081022,2014,122
2355,"Llagosta, la",081056,2014,4
2356,Llagostera,170890,2014,5
2357,Llançà,170926,2014,5
2358,Llavorsí,251266,2014,1
2359,Lleida,251207,2014,480
2360,Llers,170932,2014,1
2361,Lliçà d'Amunt,081075,2014,16
2362,Llívia,170947,2014,1
2363,Lloret de Mar,170950,2014,15
2364,Maçanet de la Selva,171030,2014,1
2365,Malgrat de Mar,081108,2014,20
2366,Manlleu,081120,2014,15
2367,Manresa,081136,2014,63
2368,Martorell,081141,2014,15
2369,Martorelles,081154,2014,1
2370,Mas de Barberans,430770,2014,1
2371,Masdenverge,430786,2014,1
2372,"Masies de Voltregà, les",081173,2014,6
2373,"Masnou, el",081189,2014,48
2374,Masquefa,081192,2014,2
2375,Matadepera,081206,2014,13
2376,Mataró,081213,2014,234
2377,Moià,081385,2014,9
2378,Molins de Rei,081234,2014,35
2379,Mollerussa,251370,2014,127
2380,Mollet del Vallès,081249,2014,112
2381,Monistrol de Montserrat,081271,2014,10
2382,Montagut i Oix,171096,2014,2
2383,Montblanc,430862,2014,12
2384,Montbrió del Camp,430884,2014,3
2385,Montcada i Reixac,081252,2014,68
2386,Montellà i Martinet,251399,2014,3
2387,Montgat,081265,2014,25
2388,Montmeló,081350,2014,9
2389,Montornès del Vallès,081363,2014,4
2390,Mont-roig del Camp,430923,2014,9
2391,Móra d'Ebre,430939,2014,20
2392,Móra la Nova,430944,2014,1
2393,"Morell, el",430957,2014,2
2394,Muntanyola,081290,2014,1
2395,Navarcles,081402,2014,3
2396,Òdena,081430,2014,1
2397,Olesa de Montserrat,081477,2014,41
2398,Olot,171143,2014,105
2399,Olvan,081445,2014,3
2400,Palafolls,081555,2014,8
2401,Palafrugell,171175,2014,63
2402,Palamós,171181,2014,8
2403,Palau-saverdera,171208,2014,1
2404,Palau-solità i Plegamans,081568,2014,2
2405,Parets del Vallès,081593,2014,18
2406,Penelles,251641,2014,2
2407,Perafort,431037,2014,1
2408,Piera,081614,2014,15
2409,Pineda de Mar,081635,2014,11
2410,"Pla de Santa Maria, el",431080,2014,2
2411,"Planes d'Hostoles, les",171334,2014,1
2412,"Pobla de Claramunt, la",081653,2014,1
2413,"Pobla de Mafumet, la",431093,2014,3
2414,"Pobla de Segur, la",251713,2014,10
2415,Polinyà,081672,2014,2
2416,"Pont de Suert, el",251734,2014,9
2417,"Pont de Vilomara i Rocafort, el",081825,2014,4
2418,Porqueres,171371,2014,2
2419,"Port de la Selva, el",171404,2014,1
2420,"Prat de Llobregat, el",081691,2014,165
2421,"Prats de Rei, els",081705,2014,3
2422,Premià de Dalt,082303,2014,1
2423,Premià de Mar,081727,2014,3
2424,"Preses, les",171390,2014,10
2425,Puigcerdà,171411,2014,7
2426,Puigdàlber,081748,2014,1
2427,Puigpelat,431191,2014,1
2428,Quart,171426,2014,1
2429,Reus,431233,2014,411
2430,Rialp,251832,2014,1
2431,Ripoll,171479,2014,20
2432,Ripollet,081803,2014,28
2433,Riudoms,431299,2014,1
2434,"Roca del Vallès, la",081810,2014,1
2435,Roda de Berà,431310,2014,3
2436,Roda de Ter,081831,2014,5
2437,Roquetes,431331,2014,3
2438,Roses,171523,2014,28
2439,Rubí,081846,2014,14
2440,Sabadell,081878,2014,550
2441,Sallent,081918,2014,9
2442,Salou,439057,2014,93
2443,Salt,171557,2014,113
2444,Sant Adrià de Besòs,081944,2014,171
2445,Sant Andreu de la Barca,081960,2014,20
2446,Sant Boi de Llobregat,082009,2014,33
2447,Sant Carles de la Ràpita,431362,2014,75
2448,Sant Celoni,082021,2014,3
2449,Sant Cugat del Vallès,082055,2014,241
2450,Sant Feliu de Codines,082107,2014,1
2451,Sant Feliu de Guíxols,171609,2014,25
2452,Sant Feliu de Llobregat,082114,2014,104
2453,Sant Fost de Campsentelles,082093,2014,15
2454,Sant Fruitós de Bages,082135,2014,1
2455,Sant Gregori,171637,2014,16
2456,Sant Hilari Sacalm,171642,2014,5
2457,Sant Hipòlit de Voltregà,082153,2014,4
2458,Sant Iscle de Vallalta,081939,2014,1
2459,Sant Jaume de Llierca,171655,2014,2
2460,Sant Joan de les Abadesses,171674,2014,6
2461,Sant Joan Despí,082172,2014,137
2462,Sant Joan les Fonts,171851,2014,8
2463,Sant Julià de Ramis,171693,2014,1
2464,Sant Just Desvern,082212,2014,24
2465,Sant Llorenç Savall,082233,2014,9
2466,Sant Martí de Centelles,082248,2014,3
2467,Sant Martí de Tous,082264,2014,1
2468,Sant Martí Sesgueioles,082286,2014,1
2469,Sant Pere de Ribes,082310,2014,17
2470,Sant Pere de Torelló,082331,2014,1
2471,Sant Pol de Mar,082359,2014,2
2472,Sant Quintí de Mediona,082362,2014,1
2473,Sant Quirze de Besora,082378,2014,2
2474,Sant Quirze del Vallès,082384,2014,65
2475,Sant Sadurní d'Anoia,082401,2014,33
2476,Sant Vicenç de Castellet,082628,2014,31
2477,Sant Vicenç de Montalt,082649,2014,1
2478,Sant Vicenç de Torelló,082652,2014,3
2479,Sant Vicenç dels Horts,082634,2014,4
2480,Santa Bàrbara,431384,2014,4
2481,Santa Coloma de Cervelló,082444,2014,2
2482,Santa Coloma de Farners,171805,2014,31
2483,Santa Coloma de Gramenet,082457,2014,150
2484,Santa Coloma de Queralt,431397,2014,2
2485,Santa Cristina d'Aro,171812,2014,1
2486,Santa Eugènia de Berga,082460,2014,5
2487,Santa Margarida de Montbui,082508,2014,22
2488,Santa Margarida i els Monjos,082515,2014,59
2489,Santa Maria d'Oló,082589,2014,1
2490,Santa Perpètua de Mogoda,082606,2014,73
2491,Santpedor,081923,2014,12
2492,Sarrià de Ter,171864,2014,2
2493,"Selva de Mar, la",171886,2014,1
2494,"Selva del Camp, la",431457,2014,6
2495,"Sénia, la",430445,2014,1
2496,Sentmenat,082671,2014,22
2497,"Seu d'Urgell, la",252038,2014,37
2498,Sils,171931,2014,2
2499,Sitges,082704,2014,124
2500,Solsona,252075,2014,8
2501,Soriguera,252081,2014,2
2502,Sort,252094,2014,10
2503,Sudanell,252115,2014,1
2504,Súria,082747,2014,2
2505,Talarn,252154,2014,1
2506,Talavera,252167,2014,1
2507,Taradell,082785,2014,3
2508,Tarragona,431482,2014,425
2509,Tàrrega,252173,2014,22
2510,Teià,082819,2014,2
2511,Terrassa,082798,2014,632
2512,Tiana,082824,2014,19
2513,Tírvia,252213,2014,2
2514,Tona,082830,2014,2
2515,Torà,252234,2014,2
2516,Tordera,082845,2014,25
2517,Torelló,082858,2014,59
2518,"Torre de Cabdella, la",252271,2014,2
2519,"Torre de Claramunt, la",082861,2014,1
2520,"Torre de l'Espanyol, la",431520,2014,2
2521,Torredembarra,431536,2014,23
2522,Torrelavit,082877,2014,1
2523,Torrelles de Foix,082883,2014,2
2524,Torrelles de Llobregat,082896,2014,2
2525,Torres de Segre,252326,2014,5
2526,Torroella de Montgrí,171997,2014,13
2527,Tortosa,431554,2014,25
2528,Tremp,252347,2014,34
2529,Vall de Cardós,259010,2014,1
2530,"Vall d'en Bas, la",172076,2014,2
2531,Vallbona d'Anoia,082922,2014,1
2532,Vallfogona de Balaguer,252402,2014,1
2533,Vallirana,082956,2014,9
2534,Valls,431613,2014,46
2535,Vandellòs i l'Hospitalet de l'Infant,431628,2014,6
2536,"Vendrell, el",431634,2014,145
2537,Vic,082981,2014,73
2538,Vidreres,172137,2014,1
2539,Vielha e Mijaran,252430,2014,30
2540,Vilablareix,172155,2014,2
2541,Viladecans,083015,2014,136
2542,Viladecavalls,083008,2014,1
2543,Vilafant,172214,2014,2
2544,Vilafranca del Penedès,083054,2014,159
2545,Vilagrassa,252445,2014,1
2546,Vilalba dels Arcs,431750,2014,1
2547,Vilallonga del Camp,431665,2014,1
2548,Vilanova de la Barca,252542,2014,2
2549,Vilanova de Segrià,252516,2014,1
2550,Vilanova del Camí,083020,2014,14
2551,Vilanova i la Geltrú,083073,2014,137
2552,Vila-rodona,431704,2014,1
2553,Vila-seca,431711,2014,60
2554,Vilassar de Dalt,082140,2014,1
2555,Vilassar de Mar,082191,2014,41
2556,Vilobí del Penedès,083041,2014,1
2557,Vinyols i els Arcs,431785,2014,1
2558,Abrera,080018,2013,34
2559,Agramunt,250030,2013,2
2560,Aiguafreda,080142,2013,1
2561,Aitona,250387,2013,2
2562,Albatàrrec,250077,2013,4
2563,Albinyana,430022,2013,2
2564,Alcanar,430043,2013,1
2565,Alcarràs,250117,2013,7
2566,Alcoletge,250122,2013,9
2567,Alcover,430056,2013,8
2568,"Aldea, l'",439044,2013,1
2569,Alella,080039,2013,2
2570,Alguaire,250169,2013,7
2571,Alins,250175,2013,1
2572,Almacelles,250194,2013,2
2573,Altafulla,430120,2013,3
2574,"Ametlla de Mar, l'",430136,2013,2
2575,"Ampolla, l'",439060,2013,9
2576,Amposta,430141,2013,39
2577,"Arboç, l'",430167,2013,4
2578,Arenys de Mar,080060,2013,29
2579,Argentona,080095,2013,1
2580,Artés,080109,2013,4
2581,Avià,080116,2013,1
2582,Avinyó,080121,2013,8
2583,Avinyonet del Penedès,080137,2013,1
2584,Badalona,080155,2013,1033
2585,Badia del Vallès,089045,2013,14
2586,Baix Pallars,250390,2013,1
2587,Balaguer,250404,2013,47
2588,Balsareny,080180,2013,2
2589,Banyeres del Penedès,430206,2013,1
2590,Banyoles,170157,2013,33
2591,Barberà del Vallès,082520,2013,82
2592,Barcelona,080193,2013,6586
2593,Bàscara,170160,2013,1
2594,Batea,430228,2013,1
2595,Begues,080207,2013,3
2596,Bell-lloc d'Urgell,250485,2013,2
2597,Bellpuig,250501,2013,7
2598,Berga,080229,2013,37
2599,Besalú,170195,2013,2
2600,"Bisbal del Penedès, la",430287,2013,1
2601,"Bisbal d'Empordà, la",170221,2013,20
2602,Blanes,170237,2013,91
2603,"Borges Blanques, les",250582,2013,13
2604,Botarell,430332,2013,1
2605,Breda,170274,2013,1
2606,Cabacés,430350,2013,1
2607,Cabrils,080305,2013,1
2608,Calaf,080312,2013,3
2609,Calafell,430379,2013,12
2610,Caldes de Montbui,080333,2013,2
2611,Calella,080351,2013,7
2612,Callús,080386,2013,27
2613,Camarles,439039,2013,1
2614,Cambrils,430385,2013,57
2615,Camós,170353,2013,1
2616,Campdevànol,170366,2013,2
2617,Canet de Mar,080403,2013,30
2618,"Canonja, la",439076,2013,4
2619,Canovelles,080410,2013,2
2620,Capellades,080446,2013,2
2621,Cardona,080478,2013,5
2622,Cassà de la Selva,170448,2013,1
2623,Castellar del Vallès,080517,2013,40
2624,Castellbisbal,080543,2013,3
2625,Castelldefels,080569,2013,40
2626,Castellfollit de la Roca,170464,2013,12
2627,Castelló d'Empúries,170470,2013,29
2628,Castell-Platja d'Aro,170486,2013,3
2629,Celrà,170499,2013,1
2630,Centelles,080673,2013,28
2631,Cerdanyola del Vallès,082665,2013,35
2632,Cervelló,080689,2013,1
2633,Cervera,250729,2013,13
2634,Collbató,080692,2013,2
2635,Constantí,430477,2013,6
2636,Copons,080713,2013,1
2637,Corbera de Llobregat,080728,2013,1
2638,Cornellà de Llobregat,080734,2013,267
2639,Cubelles,080749,2013,5
2640,Cunit,430516,2013,1
2641,Deltebre,439018,2013,1
2642,Esparreguera,080765,2013,3
2643,"Espluga de Francolí, l'",430542,2013,2
2644,Esplugues de Llobregat,080771,2013,76
2645,Espot,250827,2013,2
2646,Esterri d'Àneu,250864,2013,6
2647,Esterri de Cardós,250870,2013,1
2648,Figueres,170669,2013,146
2649,Figuerola del Camp,430593,2013,1
2650,Flaçà,170675,2013,1
2651,"Franqueses del Vallès, les",080863,2013,39
2652,"Fuliola, la",250962,2013,1
2653,Gandesa,430640,2013,11
2654,"Garriga, la",080885,2013,1
2655,Gavà,080898,2013,67
2656,Gelida,080919,2013,15
2657,Girona,170792,2013,111
2658,"Granada, la",080945,2013,1
2659,Granollers,080961,2013,42
2660,"Guingueta d'Àneu, la",259031,2013,1
2661,Guissona,251109,2013,33
2662,Horta de Sant Joan,430712,2013,7
2663,"Hospitalet de Llobregat, l'",081017,2013,698
2664,Igualada,081022,2013,80
2665,"Jonquera, la",170865,2013,1
2666,"Llagosta, la",081056,2013,6
2667,Llagostera,170890,2013,1
2668,Llançà,170926,2013,6
2669,Llavorsí,251266,2013,6
2670,Lleida,251207,2013,575
2671,Lliçà de Vall,081081,2013,1
2672,Llinars del Vallès,081069,2013,1
2673,Llívia,170947,2013,1
2674,Lloret de Mar,170950,2013,51
2675,Malgrat de Mar,081108,2013,4
2676,Manlleu,081120,2013,17
2677,Manresa,081136,2013,64
2678,Martorell,081141,2013,18
2679,"Masies de Voltregà, les",081173,2013,3
2680,"Masnou, el",081189,2013,143
2681,Masquefa,081192,2013,2
2682,Matadepera,081206,2013,6
2683,Mataró,081213,2013,209
2684,Molins de Rei,081234,2013,23
2685,Mollerussa,251370,2013,71
2686,Mollet del Vallès,081249,2013,62
2687,Monistrol de Montserrat,081271,2013,1
2688,Montblanc,430862,2013,4
2689,Montbrió del Camp,430884,2013,1
2690,Montcada i Reixac,081252,2013,62
2691,Montesquiu,081311,2013,1
2692,Montgat,081265,2013,21
2693,Montmeló,081350,2013,6
2694,Mont-ras,171100,2013,1
2695,Mont-roig del Camp,430923,2013,11
2696,Móra d'Ebre,430939,2013,1
2697,Navarcles,081402,2013,13
2698,Navàs,081419,2013,11
2699,Òdena,081430,2013,1
2700,Olesa de Montserrat,081477,2013,2
2701,Olot,171143,2013,136
2702,Olvan,081445,2013,3
2703,Palafolls,081555,2013,19
2704,Palafrugell,171175,2013,113
2705,Palamós,171181,2013,26
2706,"Palau d'Anglesola, el",251581,2013,1
2707,Palau-solità i Plegamans,081568,2013,5
2708,Pallejà,081574,2013,1
2709,"Palma de Cervelló, la",089058,2013,1
2710,Pals,171241,2013,1
2711,Pardines,171254,2013,2
2712,Parets del Vallès,081593,2013,48
2713,Penelles,251641,2013,4
2714,Perafort,431037,2013,1
2715,Piera,081614,2013,7
2716,Pineda de Mar,081635,2013,5
2717,"Pla de Santa Maria, el",431080,2013,2
2718,"Pla del Penedès, el",081640,2013,1
2719,"Planes d'Hostoles, les",171334,2013,1
2720,"Pobla de Claramunt, la",081653,2013,1
2721,"Pobla de Segur, la",251713,2013,4
2722,Polinyà,081672,2013,7
2723,"Pont de Vilomara i Rocafort, el",081825,2013,1
2724,"Port de la Selva, el",171404,2013,4
2725,"Prat de Llobregat, el",081691,2013,130
2726,"Prats de Rei, els",081705,2013,1
2727,Premià de Dalt,082303,2013,6
2728,Premià de Mar,081727,2013,10
2729,"Preses, les",171390,2013,9
2730,Puigcerdà,171411,2013,12
2731,Quart,171426,2013,1
2732,Reus,431233,2013,340
2733,Rialp,251832,2013,11
2734,Ribes de Freser,171450,2013,2
2735,Ripoll,171479,2013,10
2736,Ripollet,081803,2013,21
2737,Roquetes,431331,2013,6
2738,Roses,171523,2013,21
2739,Rosselló,251898,2013,1
2740,Rubí,081846,2013,29
2741,Sabadell,081878,2013,595
2742,Sallent,081918,2013,33
2743,Salou,439057,2013,43
2744,Salt,171557,2013,81
2745,Sant Adrià de Besòs,081944,2013,241
2746,Sant Andreu de la Barca,081960,2013,42
2747,Sant Andreu de Llavaneres,081976,2013,1
2748,Sant Aniol de Finestres,171833,2013,1
2749,Sant Boi de Llobregat,082009,2013,14
2750,Sant Carles de la Ràpita,431362,2013,74
2751,Sant Celoni,082021,2013,3
2752,Sant Climent de Llobregat,082042,2013,1
2753,Sant Cugat del Vallès,082055,2013,265
2754,Sant Esteve Sesrovires,082080,2013,1
2755,Sant Feliu de Codines,082107,2013,1
2756,Sant Feliu de Guíxols,171609,2013,13
2757,Sant Feliu de Llobregat,082114,2013,88
2758,Sant Feliu de Pallerols,171616,2013,1
2759,Sant Fost de Campsentelles,082093,2013,6
2760,Sant Fruitós de Bages,082135,2013,3
2761,Sant Gregori,171637,2013,24
2762,Sant Hilari Sacalm,171642,2013,6
2763,Sant Hipòlit de Voltregà,082153,2013,1
2764,Sant Iscle de Vallalta,081939,2013,1
2765,Sant Jaume de Llierca,171655,2013,2
2766,Sant Joan de les Abadesses,171674,2013,7
2767,Sant Joan de Vilatorrada,082188,2013,1
2768,Sant Joan Despí,082172,2013,75
2769,Sant Julià de Ramis,171693,2013,1
2770,Sant Just Desvern,082212,2013,7
2771,Sant Llorenç Savall,082233,2013,2
2772,Sant Martí Sarroca,082270,2013,1
2773,Sant Pere de Ribes,082310,2013,27
2774,Sant Pol de Mar,082359,2013,3
2775,Sant Quirze de Besora,082378,2013,1
2776,Sant Quirze del Vallès,082384,2013,85
2777,Sant Sadurní d'Anoia,082401,2013,26
2778,Sant Vicenç de Castellet,082628,2013,2
2779,Sant Vicenç de Montalt,082649,2013,1
2780,Sant Vicenç dels Horts,082634,2013,14
2781,Santa Coloma de Cervelló,082444,2013,3
2782,Santa Coloma de Farners,171805,2013,25
2783,Santa Coloma de Gramenet,082457,2013,99
2784,Santa Cristina d'Aro,171812,2013,8
2785,Santa Eulàlia de Ronçana,082482,2013,1
2786,Santa Margarida de Montbui,082508,2013,11
2787,Santa Margarida i els Monjos,082515,2013,52
2788,Santa Maria de Palautordera,082592,2013,1
2789,Santa Perpètua de Mogoda,082606,2013,59
2790,Santpedor,081923,2013,6
2791,Sarrià de Ter,171864,2013,1
2792,"Selva del Camp, la",431457,2013,3
2793,Sentmenat,082671,2013,16
2794,"Seu d'Urgell, la",252038,2013,40
2795,Sils,171931,2013,3
2796,Sitges,082704,2013,71
2797,Solsona,252075,2013,26
2798,Soriguera,252081,2013,5
2799,Sort,252094,2013,48
2800,Súria,082747,2013,6
2801,Taradell,082785,2013,1
2802,Tarragona,431482,2013,300
2803,Tàrrega,252173,2013,22
2804,Teià,082819,2013,4
2805,Terrassa,082798,2013,813
2806,Tiana,082824,2013,115
2807,Tona,082830,2013,1
2808,Tordera,082845,2013,33
2809,Torelló,082858,2013,51
2810,"Torre de Cabdella, la",252271,2013,1
2811,"Torre de l'Espanyol, la",431520,2013,2
2812,Torredembarra,431536,2013,11
2813,Torres de Segre,252326,2013,7
2814,Torroella de Montgrí,171997,2013,10
2815,Tortosa,431554,2013,34
2816,Tremp,252347,2013,2
2817,Vacarisses,082917,2013,2
2818,"Vall de Bianya, la",172082,2013,2
2819,Vall de Cardós,259010,2013,2
2820,"Vall d'en Bas, la",172076,2013,3
2821,Vallirana,082956,2013,3
2822,Valls,431613,2013,32
2823,"Vendrell, el",431634,2013,58
2824,Vic,082981,2013,79
2825,Vidreres,172137,2013,1
2826,Vielha e Mijaran,252430,2013,26
2827,Vilablareix,172155,2013,5
2828,Viladecans,083015,2013,58
2829,Vilademuls,172180,2013,1
2830,Vilafant,172214,2013,4
2831,Vilafranca del Penedès,083054,2013,158
2832,Vilanova de Sau,083036,2013,1
2833,Vilanova del Camí,083020,2013,9
2834,Vilanova i la Geltrú,083073,2013,114
2835,Vila-rodona,431704,2013,1
2836,Vila-seca,431711,2013,18
2837,Vilassar de Dalt,082140,2013,1
2838,Vilassar de Mar,082191,2013,21
2839,Vilobí del Penedès,083041,2013,1
2840,Abrera,080018,2012,3
2841,Aitona,250387,2012,4
2842,Albatàrrec,250077,2012,1
2843,Albinyana,430022,2012,1
2844,Alcarràs,250117,2012,1
2845,Alcoletge,250122,2012,2
2846,Alcover,430056,2012,2
2847,"Aldea, l'",439044,2012,2
2848,Alella,080039,2012,7
2849,Alfarràs,250138,2012,1
2850,Alguaire,250169,2012,1
2851,Almacelles,250194,2012,3
2852,Almoster,430115,2012,1
2853,Alp,170062,2012,2
2854,Altafulla,430120,2012,3
2855,"Ametlla de Mar, l'",430136,2012,1
2856,"Ampolla, l'",439060,2012,3
2857,Amposta,430141,2012,31
2858,"Arboç, l'",430167,2012,5
2859,Arbúcies,170097,2012,1
2860,Arenys de Mar,080060,2012,27
2861,Arenys de Munt,080076,2012,2
2862,Argentona,080095,2012,4
2863,Artés,080109,2012,6
2864,Avinyó,080121,2012,4
2865,Badalona,080155,2012,325
2866,Badia del Vallès,089045,2012,19
2867,Balaguer,250404,2012,4
2868,Balsareny,080180,2012,3
2869,Banyeres del Penedès,430206,2012,3
2870,Banyoles,170157,2012,71
2871,Barberà del Vallès,082520,2012,64
2872,Barcelona,080193,2012,8315
2873,Begues,080207,2012,3
2874,Bellpuig,250501,2012,23
2875,Benissanet,430265,2012,1
2876,Berga,080229,2012,41
2877,Besalú,170195,2012,2
2878,Bigues i Riells,080235,2012,30
2879,"Bisbal del Penedès, la",430287,2012,1
2880,"Bisbal d'Empordà, la",170221,2012,39
2881,Blanes,170237,2012,23
2882,Bolvir,170242,2012,11
2883,Cabacés,430350,2012,1
2884,Cabrera d'Anoia,080288,2012,1
2885,Cabrera de Mar,080291,2012,4
2886,Calaf,080312,2012,17
2887,Calafell,430379,2012,10
2888,Caldes de Montbui,080333,2012,2
2889,Caldes d'Estrac,080327,2012,1
2890,Calella,080351,2012,5
2891,Callús,080386,2012,13
2892,Cambrils,430385,2012,36
2893,Canet de Mar,080403,2012,6
2894,"Canonja, la",439076,2012,4
2895,Canovelles,080410,2012,2
2896,Capellades,080446,2012,3
2897,Cardona,080478,2012,19
2898,Castellar del Vallès,080517,2012,30
2899,Castellbisbal,080543,2012,2
2900,Castelldefels,080569,2012,319
2901,Castellfollit de la Roca,170464,2012,6
2902,Castelló d'Empúries,170470,2012,4
2903,"Cellera de Ter, la",171899,2012,1
2904,Celrà,170499,2012,1
2905,Cerdanyola del Vallès,082665,2012,74
2906,Cervelló,080689,2012,1
2907,Cervera,250729,2012,43
2908,Constantí,430477,2012,19
2909,Cornellà de Llobregat,080734,2012,596
2910,Cornellà del Terri,170561,2012,2
2911,Cubelles,080749,2012,4
2912,Cunit,430516,2012,5
2913,Deltebre,439018,2012,4
2914,Dosrius,080752,2012,3
2915,Esparreguera,080765,2012,1
2916,Esplugues de Llobregat,080771,2012,376
2917,Falset,430555,2012,1
2918,Figueres,170669,2012,214
2919,Flix,430607,2012,10
2920,Folgueroles,080832,2012,1
2921,Forallac,179026,2012,2
2922,"Franqueses del Vallès, les",080863,2012,48
