,Codi,Municipi,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
16,250096.0,"Albi, l'",8.0,-11.0,-12.099999999999994,-7.900000000000006,-4.299999999999997,-3.1000000000000014,-5.599999999999998,5.199999999999999
17,430022.0,Albinyana,-16.5,-3.1000000000000227,-31.899999999999977,-39.400000000000006,-14.700000000000017,9.100000000000023,-11.5,13.599999999999994
18,430038.0,"Albiol, l'",5.400000000000002,-1.4000000000000021,-6.699999999999999,-1.8999999999999986,2.099999999999998,-4.199999999999999,2.1000000000000014,4.0
19,170046.0,Albons,-2.3999999999999986,-1.3999999999999986,-5.600000000000001,-3.8999999999999986,-3.5,1.1999999999999993,-1.9000000000000021,10.300000000000004
20,430043.0,Alcanar,53.200000000000045,-46.39999999999998,-97.90000000000009,-50.5,-29.299999999999955,-24.100000000000023,-54.099999999999966,90.39999999999998
21,250100.0,Alcanó,1.9000000000000004,-1.2000000000000002,-1.0,0.7999999999999998,-1.0999999999999996,-0.20000000000000018,1.0,2.6000000000000005
22,250117.0,Alcarràs,12.600000000000023,13.5,-56.10000000000002,-61.60000000000002,-106.20000000000005,27.700000000000045,-40.700000000000045,117.40000000000009
23,250122.0,Alcoletge,-3.6999999999999886,-20.80000000000001,-11.300000000000011,-15.199999999999989,-26.69999999999999,-1.0,-10.0,30.0
24,430056.0,Alcover,-1.1999999999999886,1.8999999999999773,-73.39999999999998,-57.400000000000034,-24.30000000000001,8.700000000000045,-19.700000000000045,66.10000000000002
25,439044.0,"Aldea, l'",-22.399999999999977,-16.30000000000001,-30.19999999999999,-56.80000000000001,-23.899999999999977,-16.600000000000023,8.100000000000023,41.0
26,430069.0,Aldover,2.1000000000000014,-4.299999999999997,-10.5,-9.0,2.6000000000000014,0.7999999999999972,-1.7999999999999972,5.699999999999996
27,430075.0,"Aleixar, l'",-3.1000000000000014,-7.199999999999996,-7.5,-8.600000000000001,-4.0,3.6000000000000014,0.1999999999999993,15.499999999999996
28,80039.0,Alella,-30.0,-12.599999999999966,-60.0,-48.0,-57.80000000000001,-18.30000000000001,-8.0,42.19999999999999
29,430081.0,Alfara de Carles,-1.1999999999999993,-0.6999999999999993,-2.8000000000000007,-5.800000000000001,0.8000000000000007,0.0,0.09999999999999787,1.4000000000000021
30,250138.0,Alfarràs,-7.199999999999989,1.1999999999999886,-4.0,-17.0,-2.3999999999999773,8.399999999999977,-12.699999999999989,29.30000000000001
31,250143.0,Alfés,4.800000000000001,-2.6000000000000014,0.5,-4.899999999999999,-0.5,-1.9000000000000004,0.5999999999999996,2.3000000000000007
32,430094.0,Alforja,-17.80000000000001,-11.099999999999994,-6.400000000000006,-1.299999999999983,-22.700000000000003,-12.299999999999997,3.6999999999999886,14.0
33,250156.0,Algerri,-0.6000000000000014,-3.0,-0.5,-2.1999999999999993,-3.0,5.199999999999999,-4.799999999999999,0.29999999999999893
34,250169.0,Alguaire,0.0,-23.5,-29.700000000000017,-27.099999999999994,-29.0,-3.3000000000000114,0.5,10.5
35,250175.0,Alins,0.7000000000000002,-0.9000000000000004,-2.6999999999999993,0.1999999999999993,-0.7999999999999998,0.10000000000000053,-1.7000000000000002,2.3999999999999995
36,430108.0,Alió,2.8999999999999986,-1.7999999999999972,-9.200000000000003,-4.199999999999999,-3.1999999999999993,-3.8000000000000007,3.400000000000002,3.6999999999999993
37,250194.0,Almacelles,-25.80000000000001,-40.19999999999999,-25.200000000000045,-40.099999999999966,-31.200000000000017,10.200000000000017,-12.300000000000011,23.80000000000001
38,250208.0,Almatret,0.7999999999999989,-1.5999999999999996,-0.09999999999999964,-1.0,-1.7000000000000002,0.2999999999999998,-0.6999999999999993,-0.6000000000000005
39,250215.0,Almenar,-10.200000000000045,-22.799999999999983,-39.79999999999998,-24.80000000000001,-38.19999999999999,-7.5,3.5999999999999943,16.5
40,430115.0,Almoster,1.6999999999999957,4.200000000000003,-4.700000000000003,1.0,-12.099999999999994,-1.9000000000000057,2.4000000000000057,7.899999999999999
41,250220.0,Alòs de Balaguer,1.1999999999999993,-2.6999999999999993,-0.10000000000000053,-1.5,0.7000000000000002,-1.6,-1.5999999999999999,2.0999999999999996
42,170062.0,Alp,6.400000000000006,-16.1,-7.100000000000001,-7.099999999999994,4.0,-5.400000000000006,1.9000000000000057,19.199999999999996
43,80044.0,Alpens,0.8000000000000007,-0.5,-5.300000000000001,-1.4000000000000004,-1.3000000000000007,-2.4000000000000004,-0.4999999999999991,0.6000000000000005
44,250236.0,Alpicat,-9.5,-35.0,-39.39999999999998,-37.10000000000002,-34.19999999999999,-5.699999999999989,-6.300000000000011,29.80000000000001
45,250241.0,Alt Àneu,1.0,-0.6000000000000014,-0.3999999999999986,-1.3000000000000007,-6.3,2.2,-1.1000000000000005,3.3
46,430120.0,Altafulla,-3.6999999999999886,-2.900000000000034,-18.099999999999966,-30.600000000000023,-24.399999999999977,-9.400000000000006,-21.099999999999994,44.89999999999998
47,170078.0,Amer,3.0999999999999943,-16.10000000000001,-17.0,-6.5,-11.200000000000003,1.1000000000000085,-5.299999999999997,18.89999999999999
48,430136.0,"Ametlla de Mar, l'",0.7999999999999545,-16.59999999999991,-70.40000000000003,-36.0,-32.60000000000002,-38.19999999999999,-10.199999999999989,82.30000000000001
49,80057.0,"Ametlla del Vallès, l'",-13.199999999999989,-53.5,-51.30000000000001,-41.0,-38.099999999999966,-25.5,-5.400000000000034,51.30000000000001
50,439060.0,"Ampolla, l'",-14.899999999999977,-22.700000000000017,-18.400000000000006,-15.099999999999994,-11.5,-4.699999999999989,-3.3000000000000114,36.599999999999994
51,430141.0,Amposta,117.89999999999964,-126.89999999999964,-252.80000000000018,-158.70000000000005,-279.5,-117.70000000000005,-91.59999999999991,270.29999999999995
52,170084.0,Anglès,-14.0,-33.89999999999998,-40.69999999999999,-52.80000000000001,-32.60000000000002,-18.299999999999983,-1.4000000000000057,65.19999999999999
53,250273.0,Anglesola,12.5,1.0,-9.5,-15.699999999999996,-11.800000000000004,-0.6999999999999957,4.5,8.699999999999996
54,250292.0,Arbeca,-9.599999999999994,-18.500000000000014,-10.899999999999991,-10.100000000000009,-10.5,-0.09999999999999432,-4.1000000000000085,7.0
55,430167.0,"Arboç, l'",21.299999999999955,-49.700000000000045,-50.09999999999991,-98.10000000000002,-58.80000000000001,-22.5,-10.0,86.69999999999999
56,430154.0,Arbolí,0.7000000000000002,-0.8999999999999999,0.0,-0.10000000000000009,3.8,2.000000000000001,-0.9000000000000004,5.0
57,170097.0,Arbúcies,-0.8999999999999773,-43.80000000000001,-59.80000000000001,-33.599999999999966,-38.400000000000034,-36.5,-6.599999999999966,112.19999999999999
58,80060.0,Arenys de Mar,13.5,-61.90000000000009,-133.9999999999999,-116.0,-75.80000000000007,-30.0,-14.599999999999909,98.39999999999998
59,80076.0,Arenys de Munt,-9.699999999999932,-32.60000000000002,-44.0,-67.5,-58.30000000000001,-44.5,-44.0,88.19999999999999
60,170101.0,Argelaguer,-2.3000000000000007,-1.0,-1.8999999999999986,-2.8999999999999986,3.299999999999997,-4.799999999999997,-0.20000000000000284,5.700000000000003
61,80082.0,Argençola,1.2999999999999998,2.000000000000001,2.0,-2.8000000000000007,-3.3,0.7999999999999998,2.1999999999999993,-0.7999999999999989
62,430173.0,"Argentera, l'",-4.1000000000000005,-1.7999999999999998,-1.9000000000000004,-1.4,-1.2000000000000002,-0.10000000000000003,0.5,3.2
63,80095.0,Argentona,41.299999999999955,-81.59999999999991,-90.30000000000007,-78.0,-76.10000000000002,-40.0,-25.399999999999977,81.89999999999998
64,170118.0,"Armentera, l'",5.599999999999994,-9.899999999999999,-4.5,-0.19999999999999574,1.5,0.8999999999999986,-6.300000000000001,8.400000000000002
65,430189.0,Arnes,0.3000000000000007,-1.3000000000000007,-0.8000000000000007,-0.9000000000000004,-1.5999999999999996,1.5,-4.699999999999999,1.0
66,250313.0,Arres,2.7,-1.9,-1.9000000000000001,0.39999999999999997,-0.3,0.8,0.5,-1.3
67,250328.0,Arsèguel,0.5,0.5,-2.5999999999999996,0.30000000000000004,-1.1,-0.09999999999999998,0.5,0.5
68,80109.0,Artés,1.3999999999999773,-42.39999999999998,-58.60000000000002,-48.39999999999998,-46.5,-4.800000000000011,-9.199999999999989,34.80000000000001
69,250334.0,Artesa de Lleida,-8.5,-3.200000000000003,-6.199999999999989,0.6999999999999886,-9.299999999999997,-7.199999999999996,-8.899999999999999,6.699999999999996
70,250349.0,Artesa de Segre,-8.399999999999977,-17.5,-15.300000000000011,-15.699999999999989,-15.500000000000014,-20.799999999999997,6.799999999999997,20.000000000000014
71,430192.0,Ascó,6.400000000000006,-3.200000000000003,12.100000000000009,3.8999999999999915,-16.299999999999997,-7.299999999999997,4.5,6.3999999999999915
72,250365.0,Aspa,4.6000000000000005,0.0,-0.10000000000000142,-4.1,-2.8,-1.5,-1.0999999999999996,1.6999999999999997
73,250371.0,"Avellanes i Santa Linya, les",2.3000000000000007,-4.5,0.3999999999999986,-0.29999999999999893,-2.700000000000001,0.40000000000000036,-0.6999999999999993,1.799999999999999
74,80116.0,Avià,3.0,-23.10000000000001,-14.400000000000006,-12.599999999999994,-7.900000000000006,-2.0,-18.199999999999996,13.300000000000004
75,80121.0,Avinyó,-12.400000000000006,-20.60000000000001,-27.0,-8.700000000000003,-8.199999999999989,-11.900000000000006,-2.4000000000000057,30.700000000000003
76,170123.0,Avinyonet de Puigventós,-8.100000000000009,-13.200000000000003,-9.799999999999997,-5.599999999999994,-7.5,-8.900000000000006,1.6000000000000014,14.300000000000004
77,80137.0,Avinyonet del Penedès,0.7999999999999972,-6.0,-11.899999999999991,-7.900000000000006,-10.900000000000006,-6.299999999999997,1.2999999999999972,16.10000000000001
78,80155.0,Badalona,-96.60000000000218,-1814.5999999999985,-2154.100000000002,-2481.7999999999993,-1886.0,-587.8999999999996,-565.6999999999989,2126.0999999999985
79,89045.0,Badia del Vallès,-20.799999999999955,-147.4000000000001,-145.5999999999999,-158.79999999999995,-162.80000000000018,-103.29999999999995,-18.700000000000045,176.80000000000018
80,80168.0,Bagà,4.5,-28.80000000000001,-29.69999999999999,-32.0,-14.200000000000003,-5.200000000000003,-1.7000000000000028,13.5
81,250390.0,Baix Pallars,1.0999999999999979,1.3000000000000007,0.1999999999999993,-2.099999999999998,-1.6999999999999993,-6.500000000000002,-0.5,4.1
82,250404.0,Balaguer,-43.09999999999991,-111.20000000000005,-121.20000000000005,-114.19999999999982,-135.60000000000014,52.700000000000045,-75.79999999999995,126.29999999999995
83,80174.0,Balenyà,10.199999999999989,-45.39999999999998,-39.0,-55.69999999999999,-46.60000000000002,-5.599999999999994,-9.0,23.30000000000001
84,80180.0,Balsareny,4.100000000000023,-43.400000000000006,-36.599999999999994,-42.20000000000002,-19.400000000000006,-20.299999999999983,3.0,25.400000000000006
85,430206.0,Banyeres del Penedès,13.899999999999977,-25.0,-26.599999999999966,-29.0,-24.700000000000017,-3.0,-6.400000000000006,51.5
86,170157.0,Banyoles,37.59999999999991,-5.099999999999909,-134.9000000000001,-137.0,-101.59999999999991,-75.20000000000005,-40.799999999999955,180.0999999999999
87,250411.0,Barbens,-3.0,-0.5,-6.299999999999997,-8.7,0.1999999999999993,3.8000000000000007,-6.0,17.499999999999996
88,430213.0,Barberà de la Conca,7.199999999999999,-7.100000000000001,-4.699999999999999,-3.599999999999998,-1.4000000000000021,-4.0,-2.8999999999999986,5.5
89,82520.0,Barberà del Vallès,50.59999999999991,-265.0999999999999,-312.0999999999999,-335.8000000000002,-329.7999999999997,-170.60000000000014,-42.09999999999991,259.20000000000005
90,80193.0,Barcelona,-1536.7000000000116,-7468.5,-9751.5,-11117.299999999988,-7772.600000000006,-4050.300000000003,-1981.699999999997,18034.0
91,250426.0,"Baronia de Rialb, la",0.20000000000000018,0.20000000000000018,-3.1,-0.10000000000000009,-0.19999999999999973,0.49999999999999956,0.8000000000000007,0.2999999999999998
92,170160.0,Bàscara,14.099999999999994,-11.199999999999996,-7.5,-7.300000000000004,-2.6999999999999957,-5.800000000000004,1.5,12.800000000000004
93,250447.0,Bassella,2.0,-0.20000000000000018,-2.3999999999999995,1.8999999999999995,-0.5,-2.3,-0.5999999999999999,2.3
94,430228.0,Batea,-16.19999999999999,5.3999999999999915,-10.799999999999997,-11.200000000000003,-9.799999999999997,3.700000000000003,-0.4000000000000057,3.1000000000000014
95,250450.0,Bausen,0.7999999999999998,-0.6000000000000001,-0.8999999999999999,1.5,-2.1,0.3999999999999999,-0.8999999999999999,1.7000000000000002
96,80207.0,Begues,36.5,-32.5,-46.0,-50.0,-32.60000000000002,-14.899999999999977,6.299999999999983,65.20000000000002
97,170139.0,Begur,-22.599999999999994,-19.200000000000017,-22.19999999999999,-37.80000000000001,-25.0,-15.499999999999986,0.20000000000000284,15.699999999999989
98,250463.0,Belianes,-1.1999999999999993,-0.8999999999999986,1.1999999999999993,-6.100000000000001,-7.999999999999998,5.799999999999999,-4.899999999999999,0.8000000000000007
99,251706.0,Bellaguarda,1.0,0.7000000000000002,-3.4000000000000004,-1.6,-1.5999999999999999,1.9999999999999998,-2.0999999999999996,1.4000000000000001
100,170182.0,Bellcaire d'Empordà,-1.1999999999999957,-4.400000000000006,-5.799999999999997,1.6000000000000014,-1.6000000000000014,-1.1999999999999993,-8.0,-0.6000000000000014
101,250479.0,Bellcaire d'Urgell,-0.5999999999999943,-12.200000000000003,-11.700000000000003,-10.299999999999997,-4.900000000000002,-2.1000000000000014,-5.899999999999999,15.3
102,250485.0,Bell-lloc d'Urgell,3.700000000000003,8.700000000000003,-8.0,-18.200000000000003,-14.200000000000003,3.9000000000000057,-4.099999999999994,15.5
103,250498.0,Bellmunt d'Urgell,-1.200000000000001,-2.6999999999999993,-1.1000000000000005,0.10000000000000009,-1.1999999999999997,1.0,0.19999999999999973,1.3000000000000003
104,430234.0,Bellmunt del Priorat,-4.400000000000002,1.4000000000000021,0.29999999999999716,-1.0999999999999979,1.8999999999999986,-3.1999999999999993,-3.6999999999999993,-0.10000000000000142
105,80214.0,Bellprat,2.1999999999999997,-1.5,-2.9,-0.2,-0.2,0.0,0.5,2.1
106,250501.0,Bellpuig,16.69999999999999,-20.799999999999955,-24.200000000000045,-36.79999999999998,-9.799999999999983,-16.400000000000006,-6.599999999999994,45.19999999999999
107,430249.0,Bellvei,14.099999999999994,-25.5,-4.5,-24.19999999999999,-7.400000000000006,-8.199999999999989,1.299999999999983,27.400000000000006
108,250518.0,Bellver de Cerdanya,-13.200000000000003,-9.899999999999991,-3.8000000000000043,-11.899999999999999,-3.799999999999997,-8.100000000000001,4.299999999999997,24.000000000000007
109,250523.0,Bellvís,-3.1000000000000227,-7.799999999999983,-8.600000000000009,-8.099999999999994,-20.60000000000001,-3.799999999999997,-0.5,15.5
110,250539.0,Benavent de Segrià,-1.9000000000000057,-10.399999999999991,-9.900000000000006,-15.5,3.0,0.9000000000000057,-2.9000000000000057,3.5
111,430252.0,Benifallet,-0.20000000000000284,-0.3999999999999986,-2.6000000000000014,-0.7000000000000028,0.30000000000000426,-5.200000000000003,-0.8999999999999986,-0.3999999999999986
112,430265.0,Benissanet,-1.8999999999999915,-3.4000000000000057,-12.0,-2.5,-4.0,-5.299999999999997,-1.7999999999999972,5.299999999999997
113,80229.0,Berga,46.200000000000045,-185.4000000000001,-161.5,-163.0,-95.5,-49.89999999999998,-55.69999999999993,145.29999999999995
114,170195.0,Besalú,3.0,-8.799999999999983,-30.700000000000003,-22.799999999999997,-12.300000000000004,-3.700000000000003,11.500000000000007,7.699999999999989
115,170209.0,Bescanó,9.0,-15.400000000000006,-21.5,-29.599999999999994,-19.200000000000017,-17.5,-10.799999999999983,32.69999999999999
116,170216.0,Beuda,0.5999999999999996,1.0,1.8000000000000007,-3.9000000000000004,2.0999999999999996,3.0999999999999996,-4.6,4.1
117,80235.0,Bigues i Riells del Fai,27.0,-67.5,-46.299999999999955,-66.20000000000005,-74.29999999999995,-50.700000000000045,-3.099999999999966,80.39999999999998
118,250557.0,Biosca,-1.1999999999999997,1.9999999999999996,0.3000000000000007,0.0,-1.4000000000000004,0.20000000000000018,-1.9000000000000004,0.20000000000000018
119,170221.0,"Bisbal d'Empordà, la",-15.0,-87.39999999999986,-72.80000000000007,-155.70000000000005,-96.79999999999995,-73.20000000000005,-32.39999999999998,116.5
120,430271.0,"Bisbal de Falset, la",1.5,2.299999999999999,-0.29999999999999893,-4.4,-0.7999999999999998,-0.6000000000000005,1.3000000000000007,1.299999999999999
121,430287.0,"Bisbal del Penedès, la",11.199999999999989,-32.5,-28.30000000000001,-19.100000000000023,-52.19999999999999,-21.899999999999977,-8.100000000000023,58.0
122,172348.0,Biure,-0.3000000000000007,3.200000000000003,-6.800000000000001,0.8999999999999986,-3.0,-1.1999999999999993,1.8000000000000007,-2.6000000000000014
123,430290.0,Blancafort,-4.5,-1.5,-1.8999999999999986,-1.1000000000000014,-5.799999999999999,-4.1000000000000005,0.20000000000000018,4.699999999999999
124,170237.0,Blanes,-22.800000000000182,-216.80000000000018,-247.29999999999973,-341.3000000000002,-316.4000000000001,-107.59999999999991,-80.5,746.5999999999999
125,170293.0,Boadella i les Escaules,-4.4,1.799999999999999,-0.6999999999999993,0.0,-2.9000000000000004,-4.8999999999999995,-0.10000000000000053,2.8000000000000007
126,170242.0,Bolvir,0.1999999999999993,0.09999999999999964,0.5999999999999996,0.10000000000000142,-0.40000000000000036,-0.7000000000000011,-3.6999999999999993,0.40000000000000036
127,430304.0,Bonastre,-10.599999999999994,0.0,-6.700000000000003,-1.0,-2.6000000000000014,1.8000000000000043,-6.800000000000004,11.399999999999999
128,250576.0,"Bòrdes, Es",-0.9000000000000004,1.2999999999999998,0.10000000000000053,-0.6000000000000005,1.1000000000000005,0.9000000000000004,-2.700000000000001,6.200000000000001
129,170255.0,Bordils,-3.9000000000000057,-8.599999999999994,1.0999999999999943,-14.5,-4.700000000000003,-11.699999999999996,8.000000000000007,12.199999999999989
130,250582.0,"Borges Blanques, les",0.39999999999997726,2.5,-49.69999999999999,-27.600000000000023,-18.30000000000001,-15.199999999999989,-39.80000000000001,39.80000000000001
131,430311.0,"Borges del Camp, les",-8.200000000000017,0.9000000000000057,-9.900000000000006,-7.299999999999997,-7.0,-4.799999999999997,-4.799999999999997,23.60000000000001
132,170268.0,Borrassà,6.699999999999999,-8.7,-1.0,-5.5,0.0,2.3000000000000007,-2.400000000000002,4.0
133,80240.0,Borredà,3.6000000000000014,-5.199999999999999,-7.600000000000001,0.6000000000000014,-1.6000000000000014,-1.1999999999999993,-1.3000000000000007,5.400000000000002
134,250595.0,Bossòst,-5.600000000000001,-8.899999999999999,0.5,-9.000000000000004,-6.399999999999999,2.8999999999999986,-0.8999999999999986,15.400000000000002
135,430326.0,Bot,-6.0,-1.5,0.5,0.5999999999999979,-3.5,0.9000000000000021,-6.600000000000001,-0.3999999999999986
136,430332.0,Botarell,3.1000000000000085,-8.200000000000003,-3.4000000000000057,-19.299999999999997,-4.5,-12.599999999999994,-1.5,19.5
137,250560.0,Bovera,0.7999999999999998,0.7999999999999998,-1.5999999999999996,1.2000000000000002,-0.3000000000000007,-0.6999999999999993,-0.5,2.5
138,430347.0,Bràfim,-5.399999999999999,-3.1000000000000014,6.399999999999999,-2.5999999999999943,-6.100000000000001,-6.0,-4.200000000000003,6.5
139,170274.0,Breda,11.399999999999977,-25.5,-39.5,-31.799999999999983,-13.599999999999994,-18.200000000000017,4.700000000000017,20.599999999999994
140,80253.0,"Bruc, el",6.899999999999977,-27.39999999999999,-3.299999999999997,-19.200000000000003,-14.0,-1.7000000000000028,-4.0,1.6000000000000085
141,80266.0,"Brull, el",2.0,1.5999999999999996,-1.7000000000000002,-1.5999999999999996,1.2000000000000002,-0.3000000000000007,-2.8,7.7
142,170280.0,Brunyola i Sant Martí Sapresa,-2.0999999999999996,-0.6000000000000014,-1.299999999999999,0.6999999999999993,-2.9000000000000004,0.9000000000000004,-2.8,2.8999999999999995
143,430350.0,Cabacés,1.3000000000000007,-0.8000000000000007,-4.099999999999998,-2.700000000000001,-4.4,1.6000000000000014,0.1999999999999993,0.6999999999999993
144,250609.0,Cabanabona,-0.5,-1.0999999999999999,1.0999999999999999,-0.5,-0.2999999999999998,-2.0,1.7,0.40000000000000013
145,170314.0,Cabanelles,0.7000000000000011,-0.5,1.5,2.5,0.3999999999999986,-4.0,-1.5999999999999996,3.4000000000000004
146,170307.0,Cabanes,-8.0,3.299999999999997,-2.200000000000003,-0.8999999999999986,-4.799999999999997,-2.1000000000000014,1.2999999999999972,2.700000000000003
147,80272.0,"Cabanyes, les",0.29999999999999716,-2.0999999999999943,-13.100000000000001,-3.6000000000000014,-5.300000000000001,-1.5,-5.599999999999998,4.599999999999998
148,250616.0,Cabó,1.0999999999999996,2.2,0.9000000000000004,-1.8000000000000007,-1.2999999999999998,-0.09999999999999964,-1.0,1.5999999999999996
149,430363.0,Cabra del Camp,-0.8000000000000114,-9.999999999999986,-12.100000000000009,-8.899999999999991,-10.900000000000006,-1.5,6.0,11.900000000000006
150,80288.0,Cabrera d'Anoia,7.5,-20.0,1.0,-6.600000000000023,-22.39999999999999,-15.200000000000003,3.9000000000000057,7.900000000000006
151,80291.0,Cabrera de Mar,11.900000000000006,-23.5,-18.099999999999994,-22.0,-19.0,-2.3000000000000114,-3.9000000000000057,27.700000000000017
152,80305.0,Cabrils,-3.2000000000000455,-9.0,-42.0,-29.599999999999966,-14.699999999999989,-14.500000000000028,-7.199999999999989,45.900000000000006
153,170329.0,Cadaqués,12.299999999999997,-2.8999999999999915,-16.0,-16.400000000000006,0.7999999999999972,-3.8999999999999915,-11.200000000000003,16.799999999999997
154,80312.0,Calaf,53.10000000000002,-16.30000000000001,-59.80000000000001,-26.599999999999966,-58.80000000000001,-2.1000000000000227,-14.699999999999989,46.400000000000006
155,430379.0,Calafell,37.0,-136.5999999999999,-186.0,-237.9000000000001,-127.60000000000014,-114.79999999999995,-63.0,356.8000000000002
156,80348.0,Calders,5.200000000000003,-5.299999999999997,-7.900000000000006,-2.5,-9.099999999999994,-9.500000000000004,-0.3999999999999986,11.099999999999998
157,80327.0,Caldes d'Estrac,17.69999999999999,-2.1999999999999886,-12.200000000000017,-23.69999999999999,-12.900000000000006,-5.699999999999989,15.899999999999977,17.700000000000017
158,170335.0,Caldes de Malavella,1.8999999999999773,-62.39999999999998,-55.700000000000045,-45.69999999999999,-48.099999999999966,-15.400000000000034,-18.599999999999966,113.09999999999997
159,80333.0,Caldes de Montbui,31.799999999999955,-103.29999999999995,-170.0,-153.5000000000001,-99.5,-85.60000000000002,36.40000000000009,114.59999999999991
160,80351.0,Calella,-50.0,-128.89999999999986,-112.5,-151.20000000000005,-108.90000000000009,-23.700000000000045,-25.09999999999991,286.79999999999995
161,80370.0,Calldetenes,9.0,-29.900000000000006,-20.399999999999977,-16.60000000000001,-12.400000000000006,-12.299999999999997,-8.299999999999997,4.200000000000003
162,80386.0,Callús,8.699999999999989,-5.400000000000006,-13.299999999999983,-26.30000000000001,-22.5,0.10000000000000853,-3.0,24.799999999999997
163,80364.0,Calonge de Segarra,-2.0999999999999996,-0.7999999999999998,-2.0999999999999996,-1.0,-0.20000000000000018,2.8,0.5,-1.0999999999999996
164,170340.0,Calonge i Sant Antoni,-19.0,-39.30000000000007,-91.09999999999991,-44.40000000000009,-96.79999999999995,-21.0,-19.600000000000023,108.80000000000007
165,250621.0,Camarasa,-0.8000000000000043,-3.1999999999999957,-7.0,-3.3000000000000007,0.5,-2.1999999999999993,-1.3000000000000007,3.1999999999999993
166,439039.0,Camarles,-2.7999999999999545,-21.80000000000001,-41.20000000000002,-29.599999999999994,-42.69999999999999,-1.9000000000000057,-21.099999999999994,39.69999999999999
167,430385.0,Cambrils,37.69999999999982,-91.29999999999973,-203.30000000000018,-188.19999999999982,-160.5,-77.00000000000023,-65.5,601.8999999999999
168,170353.0,Camós,-0.5,-0.3000000000000007,-0.8000000000000007,-6.699999999999999,0.8999999999999986,-0.5999999999999979,-1.0,4.599999999999998
169,170366.0,Campdevànol,5.599999999999994,-34.099999999999994,-28.599999999999994,-25.5,-8.799999999999997,-7.900000000000006,-2.8999999999999915,29.099999999999994
170,170372.0,Campelles,-1.8999999999999995,-0.6000000000000001,0.8999999999999999,1.0,-1.9,-1.0,-0.8,1.5999999999999999
171,80399.0,Campins,5.5,-7.799999999999997,-3.6999999999999993,-1.6000000000000014,-8.0,3.900000000000002,-3.700000000000003,7.200000000000003
172,170388.0,Campllong,-6.199999999999999,-3.0,-5.600000000000001,2.6000000000000014,-1.5,-1.8000000000000007,-3.4000000000000004,2.200000000000001
173,170391.0,Camprodon,-10.899999999999991,-2.0999999999999943,-22.0,-27.400000000000006,-3.5,-10.699999999999996,-3.8999999999999986,20.599999999999994
174,250637.0,Canejan,-1.2000000000000002,1.2999999999999998,-0.7999999999999998,-0.8999999999999999,1.1999999999999997,0.6000000000000001,0.10000000000000009,0.7999999999999998
