Codi,Municipi,2012,2013,2014,2015,2016,2017,2018,2019,2020
82858.0,Torelló,1264.8,1327.5,1174.8,996.9,843.4,729.8,678.6,653.8,844.8
252249.0,"Torms, els",4.6,7.5,6.5,5.7,4.6,4.2,4.0,2.7,4.3
252252.0,Tornabous,56.6,51.1,47.9,39.6,38.2,29.0,29.4,24.7,32.8
252271.0,"Torre de Cabdella, la",15.5,18.3,22.1,16.8,13.8,14.8,11.7,14.2,14.6
82861.0,"Torre de Claramunt, la",390.6,411.5,386.3,357.5,304.8,281.3,269.9,248.5,269.8
431515.0,"Torre de Fontaubella, la",11.6,9.7,8.8,8.3,7.4,8.1,7.7,6.1,6.6
431520.0,"Torre de l'Espanyol, la",37.7,47.4,41.3,37.7,32.3,29.6,28.5,25.5,31.7
252265.0,Torrebesses,8.3,9.5,8.8,7.3,7.7,3.9,3.6,3.8,8.4
431536.0,Torredembarra,1521.5,1524.4,1487.1,1371.7,1215.5,1144.2,1058.3,1017.2,1218.7
252287.0,Torrefarrera,252.5,255.6,231.1,192.8,169.1,158.3,156.9,157.7,174.0
259078.0,Torrefeta i Florejacs,17.8,19.1,18.3,17.8,19.8,15.3,12.4,13.1,14.3
252304.0,Torregrossa,114.8,124.2,113.4,106.2,89.5,84.5,74.3,69.1,90.3
252311.0,Torrelameu,32.7,29.1,30.0,29.8,28.0,19.1,22.5,20.4,25.1
82877.0,Torrelavit,69.0,72.5,66.3,55.5,53.1,46.8,43.5,42.2,55.6
82883.0,Torrelles de Foix,284.8,285.0,268.2,244.0,212.3,193.1,198.7,183.4,206.5
82896.0,Torrelles de Llobregat,407.5,406.0,369.1,321.3,299.3,245.6,229.1,231.3,273.7
171978.0,Torrent,10.3,8.9,6.7,5.1,4.2,3.8,5.3,4.5,5.5
252326.0,Torres de Segre,129.5,152.9,158.3,154.9,153.1,153.3,153.9,150.2,175.1
252332.0,Torre-serona,15.9,18.3,16.3,14.2,13.0,10.1,8.7,9.3,8.1
171984.0,Torroella de Fluvià,49.0,39.8,38.7,38.5,30.3,23.2,23.2,27.8,36.5
171997.0,Torroella de Montgrí,803.2,802.8,707.9,625.2,545.9,498.3,477.4,457.3,584.4
431541.0,Torroja del Priorat,10.8,12.3,10.9,12.2,12.1,10.2,9.8,5.1,8.3
172001.0,Tortellà,35.5,37.9,37.0,37.3,27.6,26.6,24.3,24.0,26.6
431554.0,Tortosa,3352.3,3377.5,3183.7,2912.4,2590.3,2281.4,2054.0,1941.3,2322.3
172018.0,Toses,4.3,7.2,5.7,4.8,2.0,2.3,2.6,1.8,5.8
172023.0,Tossa de Mar,274.8,273.7,280.5,255.0,231.8,217.2,193.0,184.0,258.3
252347.0,Tremp,463.4,464.9,415.3,401.9,361.9,308.5,289.1,311.2,365.1
172044.0,Ullà,107.6,102.4,88.3,88.7,81.2,66.6,62.4,57.8,66.7
82900.0,Ullastrell,118.6,139.3,125.1,107.0,89.3,82.9,67.0,67.4,90.9
172057.0,Ullastret,12.6,15.3,15.2,12.8,8.3,5.4,4.1,5.6,9.3
431567.0,Ulldecona,580.0,573.7,547.2,488.8,412.5,361.8,372.3,364.1,429.0
431573.0,Ulldemolins,20.3,26.2,21.0,22.3,17.8,12.3,7.0,9.8,12.7
172039.0,Ultramort,9.3,8.0,5.3,3.3,2.0,2.3,3.3,1.2,5.0
172060.0,Urús,6.5,6.5,3.4,2.5,2.3,1.5,2.1,2.7,4.0
82917.0,Vacarisses,534.6,559.2,482.7,460.5,414.3,335.3,309.6,298.8,374.6
170144.0,"Vajol, la",7.2,7.5,9.1,9.4,8.9,7.3,11.3,15.8,7.3
172076.0,"Vall d'en Bas, la",129.0,139.8,125.7,102.8,92.0,80.7,65.8,58.2,82.3
172082.0,"Vall de Bianya, la",50.7,54.7,51.9,43.0,39.7,33.6,30.5,31.8,46.6
250432.0,"Vall de Boí, la",20.6,21.8,13.3,14.3,16.8,15.6,18.6,16.9,36.9
259010.0,Vall de Cardós,17.2,16.3,11.9,8.1,9.2,9.5,6.5,8.8,13.2
82922.0,Vallbona d'Anoia,113.7,119.9,111.4,108.3,98.3,93.6,84.7,78.3,81.5
252385.0,Vallbona de les Monges,6.2,7.2,6.5,5.6,8.1,4.3,8.1,7.8,8.6
82938.0,Vallcebre,14.3,16.0,12.5,11.3,10.2,10.3,5.6,6.1,8.8
431589.0,Vallclara,6.2,7.2,6.8,3.9,4.5,4.0,5.2,4.2,5.4
252402.0,Vallfogona de Balaguer,116.1,100.9,85.3,77.6,70.9,55.7,48.8,53.6,63.2
171707.0,Vallfogona de Ripollès,9.8,10.1,10.7,7.9,9.2,7.0,9.8,6.6,12.3
431592.0,Vallfogona de Riucorb,5.6,3.5,2.6,2.8,2.1,0.9,1.3,0.8,0.7
82943.0,Vallgorguina,208.7,225.2,199.4,174.3,156.2,139.4,135.2,140.2,187.4
82956.0,Vallirana,1243.5,1218.6,1147.3,1012.3,888.8,816.1,758.8,742.4,863.0
172095.0,Vall-llobrega,69.7,67.9,58.8,51.9,43.4,36.0,34.4,36.2,38.8
431606.0,Vallmoll,150.6,143.4,134.0,120.2,102.0,100.7,98.6,91.9,112.6
82969.0,Vallromanes,133.1,132.5,120.0,107.0,91.7,90.1,96.1,97.8,120.3
431613.0,Valls,2332.3,2345.9,2175.2,1983.3,1717.7,1558.4,1497.8,1491.8,1773.7
259062.0,"Valls d'Aguilar, les",6.8,6.9,8.1,7.2,7.0,2.6,2.7,0.8,4.2
252398.0,"Valls de Valira, les",28.3,30.6,35.3,36.0,27.7,27.7,22.0,17.7,19.8
431628.0,Vandellòs i l'Hospitalet de l'Infant,421.1,429.9,415.4,378.2,364.3,336.4,317.5,313.6,422.7
259097.0,"Vansa i Fórnols, la",10.6,15.6,10.6,10.7,10.2,9.3,6.9,7.1,10.8
82975.0,Veciana,6.4,3.8,3.3,2.8,1.8,2.3,3.1,3.3,3.1
431634.0,"Vendrell, el",4451.6,4564.3,4364.4,4042.0,3608.1,3237.1,3052.3,2851.0,3408.8
172109.0,Ventalló,37.2,40.8,33.9,32.1,26.7,26.4,25.4,21.1,23.7
252424.0,Verdú,50.5,50.2,50.9,48.4,39.8,27.7,30.0,32.8,36.5
172116.0,Verges,72.4,75.8,73.2,56.1,50.6,42.0,42.4,41.7,50.8
431649.0,Vespella de Gaià,48.8,41.0,40.5,42.5,36.3,26.0,23.6,30.7,40.7
82981.0,Vic,4022.8,4119.5,3809.5,3379.6,3075.3,2677.4,2469.6,2364.3,2841.8
172121.0,Vidrà,8.5,5.1,7.1,7.7,7.4,6.3,5.5,5.2,7.3
172137.0,Vidreres,574.7,634.4,608.2,541.5,475.2,401.3,382.6,372.9,476.5
252430.0,Vielha e Mijaran,303.1,286.2,279.3,266.5,239.1,214.3,187.7,170.8,268.9
431652.0,Vilabella,37.1,51.3,42.7,34.5,33.2,30.9,30.5,30.5,35.7
172142.0,Vilabertran,55.2,54.4,52.0,44.5,39.6,30.2,31.9,37.3,50.3
172155.0,Vilablareix,109.9,125.8,113.3,106.9,86.7,76.4,78.6,70.2,76.3
82994.0,Vilada,52.7,55.7,42.8,32.6,29.7,24.7,23.5,18.2,15.5
172174.0,Viladamat,20.7,24.8,23.1,16.5,11.9,12.1,7.8,8.1,11.8
172168.0,Viladasens,6.1,4.4,5.1,8.8,5.1,6.7,5.4,2.6,5.1
83015.0,Viladecans,6285.9,6459.3,5870.5,5169.8,4425.4,3837.0,3553.3,3362.8,3983.8
83008.0,Viladecavalls,595.4,623.3,589.9,514.2,448.9,376.1,325.7,327.1,377.8
172180.0,Vilademuls,44.8,46.2,43.3,31.7,30.0,25.8,26.6,25.2,36.8
172207.0,Viladrau,40.8,35.6,33.8,19.6,16.0,13.9,13.8,19.4,28.1
172214.0,Vilafant,366.2,340.2,303.8,267.8,260.6,247.4,222.3,220.3,265.0
83054.0,Vilafranca del Penedès,3846.0,3912.1,3747.0,3410.7,2923.0,2453.7,2241.9,2145.4,2501.0
252445.0,Vilagrassa,30.5,27.8,25.8,29.7,26.4,25.4,32.0,25.8,29.0
172235.0,Vilajuïga,76.0,80.9,75.2,67.4,62.8,61.2,53.7,50.8,59.2
431750.0,Vilalba dels Arcs,24.8,24.6,23.3,20.6,18.6,21.4,19.8,21.6,24.9
83067.0,Vilalba Sasserra,75.2,59.1,49.5,41.0,36.9,32.7,30.3,40.8,48.2
252458.0,Vilaller,29.7,28.7,23.8,25.0,19.7,16.1,12.8,15.7,23.4
172240.0,Vilallonga de Ter,21.0,21.8,18.2,13.4,11.3,10.6,10.3,7.3,10.1
431665.0,Vilallonga del Camp,179.6,152.0,134.8,122.4,125.3,114.2,113.2,100.1,128.9
172253.0,Vilamacolum,20.6,19.0,16.2,14.9,16.1,12.4,9.1,12.7,17.1
172266.0,Vilamalla,80.2,72.4,71.9,62.8,51.7,42.9,43.8,48.2,49.1
172272.0,Vilamaniscle,7.8,8.7,6.9,6.4,6.2,4.2,1.6,2.8,4.9
252477.0,Vilamòs,8.5,6.1,6.9,5.8,6.3,7.1,7.1,8.6,11.6
172288.0,Vilanant,16.2,14.8,15.6,15.1,10.4,10.5,9.2,6.4,11.0
431671.0,Vilanova d'Escornalbou,40.8,48.9,38.5,38.9,31.8,23.8,29.4,27.4,40.2
252483.0,Vilanova de Bellpuig,48.3,42.8,43.3,47.2,41.8,35.3,34.3,29.1,39.2
252496.0,Vilanova de l'Aguda,3.6,6.3,6.3,4.7,2.4,2.3,2.0,0.4,0.3
252542.0,Vilanova de la Barca,68.8,63.0,62.8,57.2,58.0,43.2,37.3,31.1,38.4
252509.0,Vilanova de Meià,13.7,14.2,13.8,11.6,11.5,9.9,6.0,8.9,13.8
431687.0,Vilanova de Prades,7.8,8.5,7.1,5.2,3.4,2.6,2.9,2.8,4.7
83036.0,Vilanova de Sau,11.1,14.5,12.1,11.7,11.9,11.3,9.8,10.4,13.9
252516.0,Vilanova de Segrià,55.7,59.7,59.1,47.3,44.9,35.3,33.7,35.4,43.8
83020.0,Vilanova del Camí,1635.1,1678.2,1561.2,1396.4,1223.7,1097.8,1054.9,976.2,1100.3
89024.0,Vilanova del Vallès,337.4,354.4,336.0,285.1,248.6,212.2,195.1,200.9,238.6
83073.0,Vilanova i la Geltrú,6735.5,6777.7,6223.8,5632.5,4852.8,4381.4,4062.4,4009.7,4803.8
431690.0,Vilaplana,27.8,23.8,19.3,16.9,14.9,12.3,17.0,17.8,23.5
431704.0,Vila-rodona,103.7,99.3,94.2,81.0,75.8,66.2,55.7,60.4,73.4
172305.0,Vila-sacra,45.3,37.7,26.2,24.7,27.4,29.4,31.0,25.3,27.7
252521.0,Vila-sana,40.1,40.9,32.2,24.8,19.6,21.5,19.3,16.6,24.8
431711.0,Vila-seca,1904.1,1905.6,1808.3,1572.1,1339.3,1240.3,1138.7,1127.5,1496.5
82140.0,Vilassar de Dalt,596.7,599.6,575.6,509.5,451.9,406.7,359.7,354.7,398.3
82191.0,Vilassar de Mar,1265.4,1280.9,1189.0,1079.7,940.7,861.4,824.4,786.6,898.4
172229.0,Vilaür,9.1,10.8,8.8,6.1,6.0,3.1,1.7,2.3,7.3
431726.0,Vilaverd,39.8,37.1,32.8,26.4,21.9,17.5,22.2,26.5,28.0
431732.0,"Vilella Alta, la",6.0,4.6,5.3,4.0,3.3,1.8,2.7,3.4,3.8
431747.0,"Vilella Baixa, la",14.4,12.7,11.3,10.5,6.2,9.3,11.1,9.7,9.2
172333.0,Vilobí d'Onyar,163.7,173.0,153.3,126.3,104.8,81.4,85.6,88.6,119.7
83041.0,Vilobí del Penedès,52.3,60.8,51.3,44.4,34.9,34.6,36.5,36.8,40.2
172327.0,Vilopriu,11.5,12.6,11.1,9.4,6.8,5.2,2.9,5.3,7.0
252537.0,"Vilosell, el",9.8,9.4,6.8,6.1,6.3,5.7,3.5,2.0,4.6
431763.0,Vimbodí i Poblet,55.7,49.9,44.5,43.3,37.8,37.3,35.8,31.8,35.0
252555.0,Vinaixa,34.3,35.4,31.4,31.3,30.8,25.0,21.3,16.8,19.7
431779.0,Vinebre,39.3,40.3,37.9,35.8,31.5,28.3,24.6,24.1,24.5
431785.0,Vinyols i els Arcs,136.9,130.9,123.6,102.7,83.3,71.3,86.1,81.3,111.1
83089.0,Viver i Serrateix,9.1,10.5,8.6,8.7,7.5,5.5,6.3,4.3,2.5
430521.0,Xerta,107.6,111.8,93.2,76.1,67.3,65.7,58.0,60.3,72.6
,Catalunya,634259.8,637294.8,593554.7,534458.5,470605.2,418294.4,392992.4,380763.6,461419.2
