Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
430173,"Argentera, l'",2,11,-9,0,0,0,0,1,-1,-10
080095,Argentona,391,329,62,54,70,-16,36,25,11,57
170118,"Armentera, l'",39,21,18,5,3,2,12,6,6,26
430189,Arnes,9,13,-4,4,4,0,0,0,0,-4
250313,Arres,2,0,2,1,0,1,0,0,0,3
250328,Arsèguel,3,4,-1,0,0,0,0,1,-1,-2
080109,Artés,258,163,95,32,39,-7,72,38,34,122
250334,Artesa de Lleida,36,50,-14,10,9,1,28,0,28,15
250349,Artesa de Segre,100,133,-33,19,25,-6,113,51,62,23
430192,Ascó,54,36,18,12,5,7,11,1,10,35
250365,Aspa,3,7,-4,0,0,0,1,0,1,-3
250371,"Avellanes i Santa Linya, les",17,16,1,1,2,-1,4,0,4,4
080116,Avià,84,52,32,10,2,8,13,7,6,46
080121,Avinyó,132,52,80,8,22,-14,26,7,19,85
170123,Avinyonet de Puigventós,70,44,26,3,7,-4,9,3,6,28
080137,Avinyonet del Penedès,88,82,6,6,10,-4,16,2,14,16
080155,Badalona,8947,9296,-349,1879,1918,-39,6751,4042,2709,2321
089045,Badia del Vallès,359,567,-208,78,130,-52,94,9,85,-175
080168,Bagà,112,66,46,3,9,-6,17,2,15,55
250390,Baix Pallars,16,17,-1,2,1,1,3,3,0,0
250404,Balaguer,502,498,4,158,153,5,449,143,306,315
080174,Balenyà,172,154,18,25,14,11,36,17,19,48
080180,Balsareny,104,125,-21,18,8,10,43,17,26,15
430206,Banyeres del Penedès,174,122,52,16,14,2,37,10,27,81
170157,Banyoles,565,540,25,123,133,-10,469,54,415,430
250411,Barbens,35,19,16,8,10,-2,14,4,10,24
430213,Barberà de la Conca,33,34,-1,16,4,12,10,0,10,21
082520,Barberà del Vallès,1483,1044,439,205,218,-13,306,115,191,617
080193,Barcelona,33487,46574,-13087,16336,15437,899,59493,29976,29517,17329
250426,"Baronia de Rialb, la",22,15,7,2,0,2,6,4,2,11
170160,Bàscara,42,28,14,3,3,0,17,3,14,28
250447,Bassella,4,7,-3,2,0,2,1,2,-1,-2
430228,Batea,28,33,-5,8,9,-1,26,16,10,4
250450,Bausen,2,1,1,0,0,0,0,0,0,1
080207,Begues,248,175,73,30,30,0,88,14,74,147
170139,Begur,145,201,-56,13,35,-22,61,34,27,-51
250463,Belianes,8,12,-4,0,0,0,12,1,11,7
251706,Bellaguarda,10,13,-3,0,0,0,2,0,2,-1
170182,Bellcaire d'Empordà,36,32,4,1,0,1,9,0,9,14
250479,Bellcaire d'Urgell,57,57,0,1,8,-7,21,3,18,11
250485,Bell-lloc d'Urgell,45,62,-17,16,14,2,34,3,31,16
250498,Bellmunt d'Urgell,8,9,-1,0,0,0,0,0,0,-1
430234,Bellmunt del Priorat,19,6,13,1,0,1,0,0,0,14
080214,Bellprat,6,4,2,0,0,0,1,0,1,3
250501,Bellpuig,200,174,26,40,37,3,110,8,102,131
430249,Bellvei,99,100,-1,9,18,-9,21,2,19,9
250518,Bellver de Cerdanya,116,73,43,6,11,-5,38,6,32,70
250523,Bellvís,49,59,-10,5,12,-7,71,13,58,41
250539,Benavent de Segrià,62,33,29,20,13,7,10,2,8,44
430252,Benifallet,2,10,-8,1,2,-1,3,2,1,-8
430265,Benissanet,24,40,-16,4,6,-2,37,22,15,-3
080229,Berga,503,498,5,65,100,-35,296,147,149,119
170195,Besalú,101,62,39,6,6,0,27,7,20,59
170209,Bescanó,225,88,137,10,9,1,37,9,28,166
170216,Beuda,11,11,0,3,1,2,1,0,1,3
080235,Bigues i Riells del Fai,392,308,84,31,33,-2,34,5,29,111
250557,Biosca,17,9,8,1,0,1,0,0,0,9
170221,"Bisbal d'Empordà, la",418,387,31,35,74,-39,252,11,241,233
430271,"Bisbal de Falset, la",5,6,-1,1,1,0,1,0,1,0
430287,"Bisbal del Penedès, la",221,170,51,24,29,-5,22,0,22,68
172348,Biure,8,6,2,1,5,-4,2,0,2,0
430290,Blancafort,27,22,5,1,1,0,9,1,8,13
170237,Blanes,1540,1403,137,285,368,-83,1051,331,720,774
170293,Boadella i les Escaules,13,8,5,1,0,1,3,0,3,9
170242,Bolvir,31,30,1,2,2,0,8,2,6,7
430304,Bonastre,33,33,0,2,4,-2,18,1,17,15
250576,"Bòrdes, Es",13,8,5,4,4,0,0,3,-3,2
170255,Bordils,68,67,1,12,4,8,37,33,4,13
250582,"Borges Blanques, les",196,197,-1,34,24,10,105,12,93,102
430311,"Borges del Camp, les",94,78,16,9,6,3,27,3,24,43
170268,Borrassà,16,28,-12,6,10,-4,4,1,3,-13
080240,Borredà,31,38,-7,6,0,6,6,0,6,5
250595,Bossòst,37,47,-10,28,42,-14,29,3,26,2
430326,Bot,20,24,-4,4,0,4,13,13,0,0
430332,Botarell,33,44,-11,10,6,4,14,0,14,7
250560,Bovera,6,7,-1,0,1,-1,1,0,1,-1
430347,Bràfim,37,33,4,1,8,-7,21,1,20,17
170274,Breda,120,129,-9,9,9,0,39,8,31,22
080253,"Bruc, el",134,83,51,9,5,4,6,7,-1,54
080266,"Brull, el",14,8,6,0,1,-1,0,0,0,5
170280,Brunyola i Sant Martí Sapresa,23,13,10,0,4,-4,1,0,1,7
430350,Cabacés,8,2,6,0,1,-1,0,1,-1,4
250609,Cabanabona,6,5,1,1,1,0,1,0,1,2
170314,Cabanelles,16,15,1,1,0,1,2,2,0,2
170307,Cabanes,49,36,13,5,5,0,20,1,19,32
080272,"Cabanyes, les",39,38,1,4,4,0,2,5,-3,-2
250616,Cabó,0,2,-2,0,0,0,0,0,0,-2
430363,Cabra del Camp,93,60,33,5,13,-8,22,7,15,40
080288,Cabrera d'Anoia,143,111,32,4,6,-2,4,0,4,34
080291,Cabrera de Mar,221,184,37,15,23,-8,27,19,8,37
080305,Cabrils,365,282,83,15,29,-14,61,60,1,70
170329,Cadaqués,71,89,-18,33,28,5,59,24,35,22
080312,Calaf,117,129,-12,20,32,-12,107,21,86,62
430379,Calafell,1818,1478,340,227,279,-52,525,511,14,302
080348,Calders,47,46,1,0,9,-9,3,3,0,-8
080327,Caldes d'Estrac,266,206,60,31,33,-2,42,21,21,79
170335,Caldes de Malavella,435,263,172,38,48,-10,60,32,28,190
080333,Caldes de Montbui,689,528,161,130,123,7,220,43,177,345
080351,Calella,938,847,91,118,167,-49,447,357,90,132
080370,Calldetenes,112,72,40,4,9,-5,18,6,12,47
080386,Callús,138,76,62,13,10,3,26,4,22,87
080364,Calonge de Segarra,3,10,-7,1,1,0,0,0,0,-7
170340,Calonge i Sant Antoni,594,536,58,79,87,-8,305,153,152,202
250621,Camarasa,57,21,36,7,1,6,5,1,4,46
439039,Camarles,83,84,-1,14,10,4,75,153,-78,-75
430385,Cambrils,1443,1124,319,403,419,-16,781,451,330,633
170353,Camós,23,24,-1,1,4,-3,2,0,2,-2
170366,Campdevànol,94,98,-4,9,7,2,17,15,2,0
170372,Campelles,6,8,-2,0,1,-1,0,0,0,-3
080399,Campins,36,25,11,4,4,0,6,0,6,17
170388,Campllong,20,15,5,1,8,-7,5,0,5,3
170391,Camprodon,126,171,-45,20,21,-1,34,5,29,-17
250637,Canejan,0,3,-3,1,2,-1,0,0,0,-4
170405,Canet d'Adri,26,31,-5,5,2,3,3,3,0,-2
080403,Canet de Mar,612,453,159,69,94,-25,157,44,113,247
080410,Canovelles,726,880,-154,142,147,-5,368,168,200,41
080425,Cànoves i Samalús,161,138,23,24,15,9,12,7,5,37
170412,Cantallops,13,16,-3,0,1,-1,7,0,7,3
080431,Canyelles,270,191,79,9,24,-15,28,13,15,79
430398,Capafonts,6,4,2,0,0,0,0,0,0,2
430402,Capçanes,21,15,6,0,0,0,9,2,7,13
080446,Capellades,209,174,35,15,25,-10,31,9,22,47
170427,Capmany,34,12,22,1,1,0,9,2,7,29
080459,Capolat,2,4,-2,0,0,0,0,0,0,-2
080462,Cardedeu,776,489,287,87,110,-23,139,38,101,365
080478,Cardona,115,130,-15,18,15,3,40,11,29,17
080484,Carme,33,17,16,2,3,-1,11,1,10,25
430419,Caseres,5,8,-3,2,2,0,4,0,4,1
170448,Cassà de la Selva,391,290,101,43,45,-2,198,26,172,271
080497,Casserres,41,80,-39,2,1,1,12,0,12,-26
080575,Castell de l'Areny,3,6,-3,0,0,0,1,0,1,-2
259046,Castell de Mur,2,7,-5,1,0,1,1,0,1,-3
250642,Castellar de la Ribera,1,3,-2,0,0,0,0,0,0,-2
080522,Castellar de n'Hug,15,20,-5,0,1,-1,1,1,0,-6
080500,Castellar del Riu,12,8,4,0,0,0,1,0,1,5
080517,Castellar del Vallès,792,622,170,110,149,-39,164,90,74,205
080538,Castellbell i el Vilar,194,161,33,17,23,-6,45,8,37,64
080543,Castellbisbal,354,362,-8,55,76,-21,137,78,59,30
080556,Castellcir,45,44,1,0,6,-6,3,0,3,-2
250674,Castelldans,28,39,-11,8,11,-3,26,13,13,-1
080569,Castelldefels,2631,2464,167,773,793,-20,1910,885,1025,1172
080581,Castellet i la Gornal,148,112,36,12,7,5,9,3,6,47
170464,Castellfollit de la Roca,46,38,8,5,10,-5,31,6,25,28
080608,Castellfollit de Riubregós,7,2,5,0,1,-1,0,0,0,4
080594,Castellfollit del Boix,12,13,-1,0,0,0,4,0,4,3
080615,Castellgalí,210,76,134,13,3,10,8,4,4,148
080620,Castellnou de Bages,100,53,47,1,1,0,2,1,1,48
250680,Castellnou de Seana,10,11,-1,3,1,2,8,0,8,9
170470,Castelló d'Empúries,494,550,-56,114,94,20,621,358,263,227
250693,Castelló de Farfanya,25,29,-4,1,3,-2,4,0,4,-2
080636,Castellolí,48,13,35,1,4,-3,1,0,1,33
170486,Castell-Platja d'Aro,600,622,-22,104,88,16,480,261,219,213
250707,Castellserà,43,29,14,4,6,-2,10,4,6,18
080641,Castellterçol,161,119,42,5,10,-5,32,11,21,58
430424,Castellvell del Camp,135,70,65,5,4,1,7,2,5,71
080654,Castellví de la Marca,76,82,-6,6,11,-5,37,8,29,18
080667,Castellví de Rosanes,110,55,55,9,6,3,17,10,7,65
430430,"Catllar, el",222,168,54,7,21,-14,39,4,35,75
250714,Cava,1,3,-2,0,0,0,0,0,0,-2
171899,"Cellera de Ter, la",66,60,6,3,3,0,34,14,20,26
170499,Celrà,209,138,71,30,21,9,84,34,50,130
080673,Centelles,218,161,57,17,37,-20,34,38,-4,33
082687,Cercs,61,39,22,5,4,1,5,0,5,28
082665,Cerdanyola del Vallès,1584,1942,-358,353,445,-92,1069,587,482,32
080689,Cervelló,557,413,144,56,48,8,63,25,38,190
250729,Cervera,233,287,-54,62,84,-22,195,53,142,66
250735,Cervià de les Garrigues,31,39,-8,1,3,-2,1,0,1,-9
170502,Cervià de Ter,28,12,16,1,1,0,12,2,10,26
170519,Cistella,12,24,-12,0,2,-2,2,0,2,-12
250740,Ciutadilla,12,13,-1,0,3,-3,6,0,6,2
250753,Clariana de Cardener,7,6,1,1,0,1,2,0,2,4
250766,"Cogul, el",5,6,-1,0,0,0,0,1,-1,-2
170545,Colera,29,28,1,1,4,-3,5,0,5,3
250772,Coll de Nargó,9,9,0,2,2,0,11,1,10,10
080692,Collbató,216,147,69,12,19,-7,24,25,-1,61
430458,Colldejou,8,6,2,0,3,-3,1,2,-1,-2
080706,Collsuspina,24,12,12,3,1,2,0,0,0,14
170558,Colomers,4,14,-10,0,0,0,1,0,1,-9
251636,"Coma i la Pedra, la",16,9,7,0,0,0,1,1,0,7
251615,Conca de Dalt,10,8,2,0,6,-6,3,1,2,-2
430461,Conesa,1,9,-8,0,0,0,0,0,0,-8
430477,Constantí,218,305,-87,64,84,-20,205,22,183,76
080713,Copons,14,11,3,0,0,0,1,0,1,4
430483,Corbera d'Ebre,16,20,-4,2,3,-1,19,0,19,14
080728,Corbera de Llobregat,726,463,263,52,95,-43,232,45,187,407
250788,Corbins,26,58,-32,14,14,0,20,14,6,-26
170577,Corçà,47,62,-15,6,6,0,21,0,21,6
080734,Cornellà de Llobregat,3330,3466,-136,716,733,-17,1937,103,1834,1681
170561,Cornellà del Terri,63,77,-14,9,9,0,22,12,10,-4
430496,Cornudella de Montsant,40,39,1,4,1,3,7,1,6,10
430509,Creixell,230,212,18,18,31,-13,62,19,43,48
170583,Crespià,14,24,-10,5,3,2,6,2,4,-4
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",69,72,-3,13,3,10,9,6,3,10
080749,Cubelles,975,784,191,102,126,-24,174,81,93,260
250791,Cubells,18,12,6,0,1,-1,4,0,4,9
430516,Cunit,1224,869,355,128,177,-49,313,122,191,497
170600,Darnius,29,17,12,1,5,-4,5,0,5,13
170617,Das,18,7,11,1,2,-1,0,0,0,10
439018,Deltebre,256,174,82,48,44,4,280,182,98,184
080752,Dosrius,239,211,28,30,32,-2,24,10,14,40
430537,Duesaigües,10,5,5,1,1,0,2,0,2,7
170622,"Escala, l'",370,335,35,70,108,-38,393,35,358,355
080765,Esparreguera,779,737,42,125,201,-76,266,53,213,179
170638,Espinelves,3,6,-3,0,0,0,0,0,0,-3
250812,"Espluga Calba, l'",22,19,3,1,3,-2,5,0,5,6
430542,"Espluga de Francolí, l'",171,169,2,34,19,15,55,3,52,69
080771,Esplugues de Llobregat,2110,2457,-347,334,376,-42,913,360,553,164
170643,Espolla,16,25,-9,1,0,1,3,0,3,-5
170656,Esponellà,29,19,10,2,1,1,3,0,3,14
250827,Espot,15,15,0,1,1,0,4,0,4,4
080787,"Espunyola, l'",3,13,-10,0,2,-2,0,0,0,-12
082541,"Esquirol, l'",69,62,7,3,8,-5,2,3,-1,1
250886,Estamariu,5,2,3,0,0,0,0,0,0,3
080790,"Estany, l'",16,18,-2,0,1,-1,3,0,3,0
250851,Estaràs,3,6,-3,2,0,2,0,0,0,-1
250864,Esterri d'Àneu,41,57,-16,16,16,0,109,17,92,76
250870,Esterri de Cardós,5,3,2,0,0,0,0,0,0,2
430555,Falset,76,69,7,16,11,5,36,11,25,37
170059,"Far d'Empordà, el",33,24,9,4,1,3,0,0,0,12
250899,Farrera,14,10,4,0,0,0,0,0,0,4
430568,"Fatarella, la",13,26,-13,3,5,-2,14,0,14,-1
430574,"Febró, la",0,1,-1,0,0,0,0,0,0,-1
081347,Figaró-Montmany,87,57,30,4,20,-16,13,1,12,26
080804,Fígols,5,4,1,0,1,-1,0,0,0,0
259084,Fígols i Alinyà,11,10,1,0,0,0,4,0,4,5
430580,"Figuera, la",8,17,-9,0,1,-1,1,0,1,-9
170669,Figueres,1364,1671,-307,441,542,-101,1362,416,946,538
430593,Figuerola del Camp,15,11,4,5,0,5,4,4,0,9
170675,Flaçà,51,43,8,5,4,1,19,11,8,17
430607,Flix,93,91,2,19,23,-4,67,9,58,56
250925,"Floresta, la",6,23,-17,0,3,-3,0,0,0,-20
080826,Fogars de la Selva,114,72,42,8,15,-7,9,14,-5,30
080811,Fogars de Montclús,31,26,5,0,0,0,1,0,1,6
170681,Foixà,8,5,3,1,0,1,0,0,0,4
080832,Folgueroles,76,51,25,3,6,-3,10,0,10,32
250931,Fondarella,13,25,-12,10,1,9,0,0,0,-3
080847,Fonollosa,97,57,40,7,12,-5,4,2,2,37
170694,Fontanals de Cerdanya,23,17,6,1,5,-4,3,0,3,5
170708,Fontanilles,10,10,0,0,1,-1,5,1,4,3
170715,Fontcoberta,71,35,36,3,1,2,4,0,4,42
080850,Font-rubí,63,47,16,8,7,1,17,14,3,20
250946,Foradada,12,6,6,0,0,0,0,0,0,6
179026,Forallac,89,93,-4,4,10,-6,14,1,13,3
430614,Forès,0,4,-4,0,0,0,0,0,0,-4
170736,Fornells de la Selva,198,47,151,6,2,4,15,0,15,170
170741,Fortià,21,22,-1,3,2,1,7,0,7,7
080863,"Franqueses del Vallès, les",1035,772,263,133,105,28,313,129,184,475
430629,Freginals,21,20,1,2,4,-2,10,5,5,4
250962,"Fuliola, la",36,33,3,7,6,1,19,2,17,21
250978,Fulleda,1,3,-2,0,0,0,0,0,0,-2
080902,Gaià,16,7,9,4,3,1,5,0,5,15
430635,"Galera, la",39,15,24,4,3,1,11,0,11,36
080879,Gallifa,2,3,-1,1,1,0,2,0,2,1
430640,Gandesa,61,69,-8,25,23,2,88,5,83,77
430653,Garcia,29,26,3,1,8,-7,9,1,8,4
430666,"Garidells, els",5,11,-6,0,1,-1,2,0,2,-5
080885,"Garriga, la",576,455,121,78,78,0,131,77,54,175
170754,Garrigàs,19,18,1,4,0,4,2,3,-1,4
170767,Garrigoles,5,12,-7,0,0,0,1,0,1,-6
170773,Garriguella,49,45,4,1,4,-3,11,5,6,7
080898,Gavà,1711,1656,55,414,387,27,737,266,471,553
250984,Gavet de la Conca,7,5,2,0,0,0,1,2,-1,1
080919,Gelida,366,263,103,37,27,10,69,31,38,151
170789,Ger,36,28,8,4,1,3,2,1,1,12
259123,Gimenells i el Pla de la Font,31,29,2,3,5,-2,12,1,11,11
430672,Ginestar,21,55,-34,7,4,3,28,24,4,-27
170792,Girona,3541,4184,-643,924,981,-57,3045,1952,1093,393
080924,Gironella,141,108,33,24,15,9,39,8,31,73
080930,Gisclareny,2,2,0,0,0,0,0,0,0,0
430688,Godall,11,15,-4,4,2,2,12,0,12,10
250997,Golmés,97,68,29,6,8,-2,27,17,10,37
170806,Gombrèn,11,14,-3,1,1,0,0,1,-1,-4
251001,Gósol,14,26,-12,0,2,-2,5,0,5,-9
080945,"Granada, la",93,58,35,4,12,-8,15,20,-5,22
251018,"Granadella, la",22,29,-7,5,3,2,13,0,13,8
080958,Granera,8,0,8,0,1,-1,0,0,0,7
251023,"Granja d'Escarp, la",13,31,-18,6,22,-16,8,0,8,-26
080961,Granollers,2286,2832,-546,526,561,-35,1447,905,542,-39
251039,Granyanella,0,13,-13,0,0,0,0,0,0,-13
251057,Granyena de les Garrigues,10,7,3,1,0,1,2,1,1,5
251044,Granyena de Segarra,0,3,-3,0,0,0,0,0,0,-3
430691,Gratallops,7,4,3,2,2,0,11,0,11,14
080977,Gualba,112,54,58,4,8,-4,12,3,9,63
170813,Gualta,20,15,5,4,1,3,23,11,12,20
080996,Guardiola de Berguedà,70,57,13,6,4,2,12,1,11,26
430705,"Guiamets, els",10,11,-1,2,1,1,3,0,3,3
170828,Guils de Cerdanya,42,30,12,2,6,-4,2,1,1,9
251095,Guimerà,10,13,-3,1,1,0,4,0,4,1
259031,"Guingueta d'Àneu, la",12,20,-8,3,7,-4,11,2,9,-3
251109,Guissona,217,181,36,67,51,16,448,17,431,483
251116,Guixers,3,5,-2,0,0,0,1,0,1,-1
081000,Gurb,110,55,55,1,2,-1,12,3,9,63
430712,Horta de Sant Joan,16,12,4,4,7,-3,21,5,16,17
081017,"Hospitalet de Llobregat, l'",12049,13554,-1505,2581,2455,126,7784,4241,3543,2164
081629,"Hostalets de Pierola, els",237,120,117,13,18,-5,37,1,36,148
170834,Hostalric,229,186,43,12,28,-16,90,28,62,89
081022,Igualada,1517,1381,136,297,327,-30,816,397,419,525
251155,Isona i Conca Dellà,41,28,13,4,8,-4,9,0,9,18
170849,Isòvol,31,16,15,0,0,0,3,0,3,18
251137,Ivars d'Urgell,34,53,-19,6,13,-7,42,12,30,4
251121,Ivars de Noguera,14,6,8,3,1,2,6,0,6,16
251142,Ivorra,1,3,-2,0,0,0,1,1,0,-2
170852,Jafre,32,11,21,0,1,-1,11,0,11,31
170865,"Jonquera, la",125,137,-12,37,67,-30,174,93,81,39
081038,Jorba,66,37,29,2,2,0,3,0,3,32
259101,Josa i Tuixén,13,14,-1,0,0,0,0,0,0,-1
170871,Juià,46,29,17,0,1,-1,15,0,15,31
251180,Juncosa,10,18,-8,3,2,1,3,1,2,-5
251193,Juneda,80,78,2,20,12,8,88,0,88,98
251214,Les,34,43,-9,11,19,-8,36,1,35,18
251229,Linyola,64,105,-41,27,12,15,91,13,78,52
081043,"Llacuna, la",49,35,14,3,7,-4,8,0,8,18
170887,Lladó,44,21,23,2,2,0,4,1,3,26
251235,Lladorre,2,9,-7,1,2,-1,2,0,2,-6
251240,Lladurs,1,7,-6,1,3,-2,0,0,0,-8
081056,"Llagosta, la",539,553,-14,130,187,-57,230,46,184,113
170890,Llagostera,347,283,64,33,37,-4,152,22,130,190
170904,Llambilles,35,21,14,1,0,1,4,2,2,17
170911,Llanars,26,30,-4,7,3,4,8,2,6,6
170926,Llançà,223,182,41,34,46,-12,123,31,92,121
251253,Llardecans,5,14,-9,0,2,-2,0,0,0,-11
251266,Llavorsí,21,19,2,2,6,-4,8,1,7,5
251207,Lleida,2991,3270,-279,1884,1842,42,3981,1333,2648,2411
170932,Llers,65,49,16,1,6,-5,13,2,11,22
251272,Lles de Cerdanya,17,10,7,1,1,0,1,0,1,8
081075,Lliçà d'Amunt,661,496,165,73,63,10,77,31,46,221
081081,Lliçà de Vall,298,225,73,37,24,13,15,12,3,89
251288,Llimiana,8,4,4,0,0,0,0,0,0,4
081069,Llinars del Vallès,524,346,178,53,67,-14,93,74,19,183
170947,Llívia,124,72,52,14,20,-6,35,7,28,74
430727,"Lloar, el",2,5,-3,0,0,0,0,0,0,-3
251291,Llobera,2,2,0,0,0,0,1,0,1,1
430733,Llorac,4,4,0,1,0,1,3,0,3,4
430748,Llorenç del Penedès,99,83,16,5,16,-11,25,5,20,25
170950,Lloret de Mar,1408,1420,-12,538,608,-70,2423,924,1499,1417
170963,"Llosses, les",17,17,0,0,1,-1,2,0,2,1
081094,Lluçà,9,2,7,0,0,0,0,1,-1,6
171024,Maçanet de Cabrenys,25,25,0,6,1,5,6,3,3,8
171030,Maçanet de la Selva,380,282,98,50,56,-6,99,26,73,165
170979,Madremanya,17,12,5,1,1,0,2,6,-4,1
170985,Maià de Montcal,21,19,2,3,3,0,7,0,7,9
251333,Maials,11,19,-8,7,3,4,23,1,22,18
251305,Maldà,11,17,-6,0,0,0,0,0,0,-6
081108,Malgrat de Mar,801,717,84,134,173,-39,240,126,114,159
081115,Malla,5,11,-6,0,0,0,0,0,0,-6
081120,Manlleu,518,677,-159,125,155,-30,449,264,185,-4
081136,Manresa,2259,2407,-148,636,577,59,1666,749,917,828
430764,Marçà,23,17,6,3,3,0,3,2,1,7
430751,Margalef,8,7,1,1,0,1,1,0,1,3
082423,Marganell,18,15,3,3,0,3,1,0,1,7
081141,Martorell,993,1134,-141,279,314,-35,700,235,465,289
081154,Martorelles,228,239,-11,28,51,-23,24,3,21,-13
430770,Mas de Barberans,8,18,-10,0,4,-4,4,0,4,-10
171002,Masarac,15,21,-6,1,2,-1,6,0,6,-1
430786,Masdenverge,54,54,0,12,9,3,13,2,11,14
081167,"Masies de Roda, les",31,38,-7,4,0,4,6,1,5,2
081173,"Masies de Voltregà, les",121,107,14,2,4,-2,16,2,14,26
430799,Masllorenç,25,31,-6,0,0,0,6,0,6,0
081189,"Masnou, el",846,848,-2,107,102,5,276,96,180,183
430803,"Masó, la",9,5,4,0,0,0,1,0,1,5
430810,Maspujols,126,24,102,2,4,-2,5,0,5,105
081192,Masquefa,381,335,46,31,29,2,70,28,42,90
430825,"Masroig, el",18,14,4,1,0,1,17,0,17,22
251312,Massalcoreig,4,12,-8,10,11,-1,4,1,3,-6
171019,Massanes,53,51,2,7,5,2,3,0,3,7
251327,Massoteres,9,24,-15,0,4,-4,7,0,7,-12
