Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
170101,Argelaguer,16,29,-13,0,7,-7,1,0,1,-19
080082,Argençola,12,11,1,2,3,-1,3,0,3,3
430173,"Argentera, l'",6,4,2,1,0,1,0,0,0,3
080095,Argentona,446,397,49,29,38,-9,33,35,-2,38
170118,"Armentera, l'",39,32,7,4,7,-3,16,3,13,17
430189,Arnes,28,10,18,5,4,1,2,1,1,20
250313,Arres,2,9,-7,0,0,0,0,0,0,-7
250328,Arsèguel,13,0,13,0,0,0,0,0,0,13
080109,Artés,231,184,47,27,23,4,50,43,7,58
250334,Artesa de Lleida,58,43,15,6,5,1,4,12,-8,8
250349,Artesa de Segre,87,83,4,22,20,2,54,34,20,26
430192,Ascó,63,44,19,14,6,8,11,0,11,38
250365,Aspa,5,12,-7,0,0,0,0,0,0,-7
250371,"Avellanes i Santa Linya, les",20,15,5,1,2,-1,2,7,-5,-1
080116,Avià,98,78,20,0,3,-3,7,13,-6,11
080121,Avinyó,106,63,43,15,10,5,11,1,10,58
170123,Avinyonet de Puigventós,85,49,36,1,6,-5,6,5,1,32
080137,Avinyonet del Penedès,91,68,23,4,14,-10,9,17,-8,5
080155,Badalona,8197,8807,-610,1734,1703,31,4926,5823,-897,-1476
089045,Badia del Vallès,420,484,-64,87,80,7,60,83,-23,-80
080168,Bagà,101,102,-1,11,8,3,13,0,13,15
250390,Baix Pallars,12,20,-8,1,4,-3,4,0,4,-7
250404,Balaguer,451,480,-29,133,149,-16,297,296,1,-44
080174,Balenyà,151,172,-21,20,16,4,17,34,-17,-34
080180,Balsareny,110,115,-5,18,11,7,14,8,6,8
430206,Banyeres del Penedès,143,150,-7,14,23,-9,12,14,-2,-18
170157,Banyoles,633,526,107,97,91,6,354,124,230,343
250411,Barbens,32,35,-3,5,6,-1,17,2,15,11
430213,Barberà de la Conca,20,15,5,3,1,2,5,8,-3,4
082520,Barberà del Vallès,1443,1199,244,220,181,39,286,176,110,393
080193,Barcelona,36485,43798,-7313,16681,14875,1806,44611,48418,-3807,-9314
250426,"Baronia de Rialb, la",4,24,-20,0,0,0,0,0,0,-20
170160,Bàscara,45,37,8,1,4,-3,8,8,0,5
250447,Bassella,11,3,8,0,0,0,1,1,0,8
430228,Batea,26,19,7,4,10,-6,16,5,11,12
250450,Bausen,0,1,-1,0,1,-1,0,0,0,-2
080207,Begues,261,201,60,24,23,1,38,54,-16,45
170139,Begur,148,204,-56,29,27,2,42,37,5,-49
250463,Belianes,14,10,4,0,2,-2,1,2,-1,1
251706,Bellaguarda,6,8,-2,1,0,1,0,0,0,-1
170182,Bellcaire d'Empordà,32,23,9,6,4,2,1,9,-8,3
250479,Bellcaire d'Urgell,52,32,20,4,6,-2,18,2,16,34
250485,Bell-lloc d'Urgell,74,60,14,7,9,-2,21,25,-4,8
250498,Bellmunt d'Urgell,1,7,-6,0,0,0,0,0,0,-6
430234,Bellmunt del Priorat,12,15,-3,0,0,0,3,0,3,0
080214,Bellprat,9,3,6,0,1,-1,0,1,-1,4
250501,Bellpuig,154,180,-26,32,46,-14,98,24,74,34
430249,Bellvei,182,114,68,17,4,13,19,14,5,86
250518,Bellver de Cerdanya,136,102,34,14,14,0,16,14,2,36
250523,Bellvís,38,47,-9,21,24,-3,94,35,59,47
250539,Benavent de Segrià,73,51,22,10,10,0,9,11,-2,20
430252,Benifallet,6,10,-4,3,1,2,2,0,2,0
430265,Benissanet,26,24,2,9,8,1,30,7,23,26
080229,Berga,560,497,63,89,80,9,167,265,-98,-26
170195,Besalú,81,71,10,8,6,2,20,26,-6,6
170209,Bescanó,217,119,98,14,12,2,11,14,-3,97
170216,Beuda,16,10,6,1,0,1,1,8,-7,0
080235,Bigues i Riells del Fai,454,325,129,31,38,-7,23,14,9,131
250557,Biosca,7,15,-8,0,0,0,0,0,0,-8
170221,"Bisbal d'Empordà, la",385,356,29,40,56,-16,150,86,64,77
430271,"Bisbal de Falset, la",10,10,0,0,3,-3,0,0,0,-3
430287,"Bisbal del Penedès, la",160,197,-37,23,27,-4,9,0,9,-32
172348,Biure,2,6,-4,0,0,0,3,0,3,-1
430290,Blancafort,16,19,-3,3,0,3,2,4,-2,-2
170237,Blanes,1390,1459,-69,311,368,-57,539,526,13,-113
170293,Boadella i les Escaules,22,6,16,1,0,1,1,3,-2,15
170242,Bolvir,28,20,8,3,1,2,5,1,4,14
430304,Bonastre,44,52,-8,1,7,-6,9,10,-1,-15
250576,"Bòrdes, Es",21,23,-2,6,0,6,3,0,3,7
170255,Bordils,74,70,4,5,5,0,31,42,-11,-7
250582,"Borges Blanques, les",186,190,-4,24,37,-13,42,29,13,-4
430311,"Borges del Camp, les",84,80,4,8,12,-4,25,1,24,24
170268,Borrassà,32,22,10,1,6,-5,7,6,1,6
080240,Borredà,35,40,-5,2,3,-1,4,0,4,-2
250595,Bossòst,40,48,-8,26,31,-5,11,41,-30,-43
430326,Bot,10,17,-7,2,1,1,5,3,2,-4
430332,Botarell,65,31,34,3,5,-2,18,7,11,43
250560,Bovera,5,7,-2,1,0,1,1,0,1,0
430347,Bràfim,35,34,1,0,1,-1,21,3,18,18
170274,Breda,136,151,-15,10,12,-2,8,6,2,-15
080253,"Bruc, el",146,100,46,11,14,-3,12,9,3,46
080266,"Brull, el",15,14,1,1,4,-3,3,1,2,0
170280,Brunyola i Sant Martí Sapresa,16,15,1,0,0,0,0,1,-1,0
430350,Cabacés,15,8,7,3,0,3,0,0,0,10
250609,Cabanabona,6,4,2,0,0,0,0,0,0,2
170314,Cabanelles,14,14,0,1,0,1,1,1,0,1
170307,Cabanes,21,51,-30,9,4,5,12,1,11,-14
080272,"Cabanyes, les",46,32,14,3,6,-3,0,1,-1,10
250616,Cabó,4,2,2,0,0,0,0,0,0,2
430363,Cabra del Camp,90,56,34,2,9,-7,7,8,-1,26
080288,Cabrera d'Anoia,96,82,14,5,2,3,5,0,5,22
080291,Cabrera de Mar,209,184,25,23,14,9,37,6,31,65
080305,Cabrils,330,236,94,32,24,8,60,33,27,129
170329,Cadaqués,86,62,24,35,17,18,43,38,5,47
080312,Calaf,97,104,-7,12,30,-18,53,56,-3,-28
430379,Calafell,1927,1586,341,230,267,-37,373,394,-21,283
080348,Calders,72,42,30,2,6,-4,5,0,5,31
080327,Caldes d'Estrac,214,185,29,15,14,1,24,51,-27,3
170335,Caldes de Malavella,449,287,162,50,35,15,48,30,18,195
080333,Caldes de Montbui,681,573,108,96,112,-16,88,48,40,132
080351,Calella,939,837,102,138,166,-28,368,396,-28,46
080370,Calldetenes,83,65,18,6,2,4,17,5,12,34
080386,Callús,138,59,79,5,11,-6,23,11,12,85
080364,Calonge de Segarra,3,5,-2,1,0,1,0,0,0,-1
170340,Calonge i Sant Antoni,621,551,70,63,75,-12,191,148,43,101
250621,Camarasa,22,23,-1,3,1,2,2,0,2,3
439039,Camarles,91,71,20,13,9,4,51,16,35,59
430385,Cambrils,1488,1147,341,431,455,-24,637,425,212,529
170353,Camós,16,29,-13,1,2,-1,3,0,3,-11
170366,Campdevànol,123,105,18,4,14,-10,14,11,3,11
170372,Campelles,11,8,3,1,1,0,0,0,0,3
080399,Campins,46,21,25,2,1,1,1,2,-1,25
170388,Campllong,50,14,36,1,1,0,4,2,2,38
170391,Camprodon,115,140,-25,13,33,-20,18,7,11,-34
250637,Canejan,0,1,-1,3,1,2,0,0,0,1
170405,Canet d'Adri,35,25,10,1,0,1,1,3,-2,9
080403,Canet de Mar,710,504,206,63,69,-6,110,35,75,275
080410,Canovelles,794,893,-99,101,174,-73,257,243,14,-158
080425,Cànoves i Samalús,182,116,66,11,22,-11,12,7,5,60
170412,Cantallops,10,14,-4,1,1,0,5,1,4,0
080431,Canyelles,291,223,68,24,22,2,15,18,-3,67
430398,Capafonts,12,4,8,0,0,0,0,0,0,8
430402,Capçanes,18,12,6,4,0,4,5,1,4,14
080446,Capellades,187,218,-31,28,26,2,16,8,8,-21
170427,Capmany,31,8,23,0,2,-2,3,1,2,23
080459,Capolat,8,4,4,0,0,0,0,0,0,4
080462,Cardedeu,758,621,137,90,88,2,96,24,72,211
080478,Cardona,99,98,1,20,14,6,19,2,17,24
080484,Carme,25,30,-5,2,3,-1,0,0,0,-6
430419,Caseres,5,5,0,2,0,2,3,0,3,5
170448,Cassà de la Selva,329,289,40,53,63,-10,134,44,90,120
080497,Casserres,64,72,-8,2,4,-2,14,1,13,3
080575,Castell de l'Areny,1,0,1,0,0,0,0,0,0,1
259046,Castell de Mur,10,6,4,0,0,0,1,0,1,5
250642,Castellar de la Ribera,3,7,-4,0,0,0,0,0,0,-4
080522,Castellar de n'Hug,8,14,-6,1,2,-1,1,3,-2,-9
080500,Castellar del Riu,22,13,9,0,0,0,0,2,-2,7
080517,Castellar del Vallès,808,670,138,78,138,-60,117,152,-35,43
080538,Castellbell i el Vilar,206,181,25,22,22,0,26,7,19,44
080543,Castellbisbal,489,346,143,85,91,-6,95,81,14,151
080556,Castellcir,67,24,43,1,0,1,1,7,-6,38
250674,Castelldans,44,35,9,5,3,2,6,13,-7,4
080569,Castelldefels,2566,2477,89,669,680,-11,1341,1508,-167,-89
080581,Castellet i la Gornal,149,149,0,14,10,4,13,15,-2,2
170464,Castellfollit de la Roca,47,49,-2,6,5,1,12,7,5,4
080608,Castellfollit de Riubregós,10,7,3,1,0,1,0,0,0,4
080594,Castellfollit del Boix,11,27,-16,2,1,1,1,3,-2,-17
080615,Castellgalí,147,122,25,13,3,10,9,19,-10,25
080620,Castellnou de Bages,80,35,45,3,5,-2,0,0,0,43
250680,Castellnou de Seana,26,28,-2,1,2,-1,6,0,6,3
170470,Castelló d'Empúries,447,466,-19,116,96,20,514,429,85,86
250693,Castelló de Farfanya,30,25,5,3,2,1,0,0,0,6
080636,Castellolí,27,8,19,0,3,-3,0,2,-2,14
170486,Castell-Platja d'Aro,568,597,-29,110,116,-6,392,309,83,48
250707,Castellserà,27,38,-11,0,2,-2,11,14,-3,-16
080641,Castellterçol,122,100,22,9,14,-5,12,11,1,18
430424,Castellvell del Camp,136,86,50,14,6,8,7,0,7,65
080654,Castellví de la Marca,45,73,-28,3,5,-2,16,18,-2,-32
080667,Castellví de Rosanes,102,59,43,9,13,-4,3,2,1,40
430430,"Catllar, el",218,163,55,19,28,-9,19,18,1,47
250714,Cava,7,3,4,0,0,0,2,0,2,6
171899,"Cellera de Ter, la",40,63,-23,2,4,-2,14,12,2,-23
170499,Celrà,209,164,45,14,5,9,53,45,8,62
080673,Centelles,252,226,26,31,32,-1,26,9,17,42
082687,Cercs,69,65,4,8,6,2,7,13,-6,0
082665,Cerdanyola del Vallès,1546,1982,-436,297,379,-82,765,696,69,-449
080689,Cervelló,478,349,129,53,62,-9,60,25,35,155
250729,Cervera,256,284,-28,59,71,-12,145,180,-35,-75
250735,Cervià de les Garrigues,24,47,-23,0,1,-1,1,2,-1,-25
170502,Cervià de Ter,28,24,4,0,0,0,6,8,-2,2
170519,Cistella,15,10,5,0,1,-1,4,2,2,6
250740,Ciutadilla,9,13,-4,1,0,1,0,2,-2,-5
250753,Clariana de Cardener,4,6,-2,0,1,-1,0,0,0,-3
250766,"Cogul, el",6,7,-1,0,2,-2,0,0,0,-3
170545,Colera,21,36,-15,3,2,1,7,0,7,-7
250772,Coll de Nargó,13,26,-13,4,1,3,7,8,-1,-11
080692,Collbató,220,188,32,24,23,1,17,14,3,36
430458,Colldejou,5,6,-1,3,1,2,1,2,-1,0
080706,Collsuspina,25,19,6,0,2,-2,0,4,-4,0
170558,Colomers,15,7,8,0,0,0,0,1,-1,7
251636,"Coma i la Pedra, la",7,17,-10,0,0,0,3,3,0,-10
251615,Conca de Dalt,18,22,-4,0,0,0,3,0,3,-1
430461,Conesa,5,10,-5,0,0,0,4,0,4,-1
430477,Constantí,165,271,-106,38,74,-36,69,14,55,-87
080713,Copons,12,8,4,0,0,0,0,1,-1,3
430483,Corbera d'Ebre,23,29,-6,4,1,3,13,0,13,10
080728,Corbera de Llobregat,657,496,161,82,106,-24,128,32,96,233
250788,Corbins,52,30,22,8,9,-1,16,11,5,26
170577,Corçà,72,57,15,6,8,-2,9,9,0,13
080734,Cornellà de Llobregat,3364,3346,18,570,644,-74,1074,923,151,95
170561,Cornellà del Terri,101,76,25,5,3,2,14,5,9,36
430496,Cornudella de Montsant,49,33,16,9,2,7,11,8,3,26
430509,Creixell,252,204,48,28,36,-8,33,5,28,68
170583,Crespià,9,13,-4,0,0,0,5,2,3,-1
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",41,75,-34,10,6,4,8,8,0,-30
080749,Cubelles,1032,833,199,120,160,-40,110,117,-7,152
250791,Cubells,13,12,1,2,0,2,3,3,0,3
430516,Cunit,1157,932,225,150,135,15,182,176,6,246
170600,Darnius,30,29,1,2,8,-6,3,2,1,-4
170617,Das,22,28,-6,1,0,1,1,0,1,-4
439018,Deltebre,230,198,32,48,67,-19,193,62,131,144
080752,Dosrius,297,231,66,19,42,-23,15,15,0,43
430537,Duesaigües,18,18,0,0,0,0,4,0,4,4
170622,"Escala, l'",393,339,54,102,97,5,218,37,181,240
080765,Esparreguera,754,748,6,104,133,-29,176,78,98,75
170638,Espinelves,7,4,3,0,0,0,1,0,1,4
250812,"Espluga Calba, l'",9,14,-5,5,2,3,4,2,2,0
430542,"Espluga de Francolí, l'",132,136,-4,19,29,-10,21,8,13,-1
080771,Esplugues de Llobregat,2109,2597,-488,331,359,-28,568,422,146,-370
170643,Espolla,11,19,-8,1,2,-1,3,0,3,-6
170656,Esponellà,21,18,3,2,0,2,2,3,-1,4
250827,Espot,12,11,1,0,1,-1,6,8,-2,-2
080787,"Espunyola, l'",11,6,5,1,1,0,0,0,0,5
082541,"Esquirol, l'",42,78,-36,9,2,7,5,9,-4,-33
250886,Estamariu,10,3,7,0,2,-2,0,0,0,5
080790,"Estany, l'",13,16,-3,0,0,0,3,0,3,0
250851,Estaràs,15,10,5,0,5,-5,0,0,0,0
250864,Esterri d'Àneu,65,61,4,15,12,3,18,45,-27,-20
250870,Esterri de Cardós,1,2,-1,0,0,0,0,0,0,-1
430555,Falset,65,73,-8,20,13,7,31,20,11,10
170059,"Far d'Empordà, el",23,15,8,1,3,-2,4,1,3,9
250899,Farrera,5,5,0,1,1,0,0,0,0,0
430568,"Fatarella, la",14,14,0,3,2,1,10,0,10,11
430574,"Febró, la",1,3,-2,0,0,0,0,0,0,-2
081347,Figaró-Montmany,60,48,12,6,6,0,12,2,10,22
080804,Fígols,6,0,6,1,0,1,0,0,0,7
259084,Fígols i Alinyà,8,5,3,0,0,0,1,0,1,4
430580,"Figuera, la",3,10,-7,0,1,-1,0,0,0,-8
170669,Figueres,1561,1537,24,377,450,-73,949,887,62,13
430593,Figuerola del Camp,18,16,2,0,1,-1,4,1,3,4
170675,Flaçà,44,56,-12,2,2,0,14,4,10,-2
430607,Flix,75,116,-41,28,21,7,41,20,21,-13
250925,"Floresta, la",6,8,-2,0,0,0,0,1,-1,-3
080826,Fogars de la Selva,105,106,-1,8,10,-2,5,4,1,-2
080811,Fogars de Montclús,29,42,-13,2,0,2,3,2,1,-10
170681,Foixà,12,19,-7,0,0,0,0,0,0,-7
080832,Folgueroles,58,67,-9,2,0,2,6,5,1,-6
250931,Fondarella,24,31,-7,17,7,10,4,3,1,4
080847,Fonollosa,60,64,-4,2,8,-6,1,0,1,-9
170694,Fontanals de Cerdanya,24,26,-2,2,1,1,0,2,-2,-3
170708,Fontanilles,5,9,-4,0,0,0,1,0,1,-3
170715,Fontcoberta,70,43,27,6,1,5,1,2,-1,31
080850,Font-rubí,53,77,-24,5,5,0,16,2,14,-10
250946,Foradada,6,9,-3,0,1,-1,2,0,2,-2
179026,Forallac,89,78,11,5,4,1,7,4,3,15
430614,Forès,2,2,0,0,0,0,0,0,0,0
170736,Fornells de la Selva,102,69,33,7,5,2,7,1,6,41
170741,Fortià,36,29,7,0,3,-3,5,8,-3,1
080863,"Franqueses del Vallès, les",1033,829,204,92,126,-34,208,168,40,210
430629,Freginals,13,13,0,0,2,-2,11,5,6,4
250962,"Fuliola, la",55,37,18,12,2,10,6,0,6,34
250978,Fulleda,1,12,-11,0,0,0,0,0,0,-11
080902,Gaià,16,8,8,0,1,-1,0,0,0,7
430635,"Galera, la",28,24,4,2,5,-3,14,0,14,15
080879,Gallifa,6,11,-5,1,0,1,5,0,5,1
430640,Gandesa,50,57,-7,11,37,-26,61,38,23,-10
430653,Garcia,11,14,-3,10,10,0,2,0,2,-1
430666,"Garidells, els",2,21,-19,1,0,1,0,0,0,-18
080885,"Garriga, la",502,508,-6,106,89,17,82,47,35,46
170754,Garrigàs,32,45,-13,0,2,-2,6,9,-3,-18
170767,Garrigoles,9,10,-1,0,0,0,1,0,1,0
170773,Garriguella,26,33,-7,2,3,-1,16,9,7,-1
080898,Gavà,1834,1714,120,381,395,-14,481,317,164,270
250984,Gavet de la Conca,20,18,2,0,0,0,3,0,3,5
080919,Gelida,383,264,119,24,29,-5,45,43,2,116
170789,Ger,29,31,-2,1,0,1,7,2,5,4
259123,Gimenells i el Pla de la Font,24,36,-12,4,6,-2,7,2,5,-9
430672,Ginestar,18,31,-13,4,3,1,21,29,-8,-20
170792,Girona,3575,4267,-692,855,940,-85,1832,1985,-153,-930
080924,Gironella,217,157,60,31,24,7,42,5,37,104
080930,Gisclareny,1,2,-1,0,0,0,0,0,0,-1
430688,Godall,13,31,-18,0,2,-2,4,1,3,-17
250997,Golmés,98,88,10,8,14,-6,39,34,5,9
170806,Gombrèn,9,17,-8,0,0,0,1,0,1,-7
251001,Gósol,19,15,4,0,0,0,1,0,1,5
080945,"Granada, la",88,102,-14,2,3,-1,6,11,-5,-20
251018,"Granadella, la",20,19,1,7,0,7,11,1,10,18
080958,Granera,1,0,1,0,0,0,0,0,0,1
251023,"Granja d'Escarp, la",12,19,-7,9,5,4,7,3,4,1
080961,Granollers,2521,2761,-240,443,526,-83,1020,1511,-491,-814
251039,Granyanella,3,13,-10,0,0,0,0,0,0,-10
251057,Granyena de les Garrigues,8,6,2,0,0,0,1,0,1,3
251044,Granyena de Segarra,4,7,-3,0,0,0,0,0,0,-3
430691,Gratallops,7,11,-4,3,2,1,2,0,2,-1
080977,Gualba,116,84,32,6,3,3,5,3,2,37
170813,Gualta,16,18,-2,2,0,2,5,12,-7,-7
080996,Guardiola de Berguedà,59,35,24,2,6,-4,8,2,6,26
430705,"Guiamets, els",16,13,3,1,0,1,5,4,1,5
170828,Guils de Cerdanya,65,36,29,4,4,0,2,0,2,31
251095,Guimerà,8,6,2,0,0,0,3,0,3,5
259031,"Guingueta d'Àneu, la",21,36,-15,2,3,-1,15,13,2,-14
251109,Guissona,177,194,-17,49,41,8,291,188,103,94
251116,Guixers,6,8,-2,0,0,0,0,0,0,-2
081000,Gurb,112,78,34,6,8,-2,11,4,7,39
430712,Horta de Sant Joan,17,10,7,5,9,-4,10,19,-9,-6
081017,"Hospitalet de Llobregat, l'",12079,13446,-1367,2483,2359,124,6371,3081,3290,2047
081629,"Hostalets de Pierola, els",272,168,104,4,17,-13,26,5,21,112
170834,Hostalric,204,236,-32,19,34,-15,67,25,42,-5
081022,Igualada,1384,1303,81,226,304,-78,444,286,158,161
251155,Isona i Conca Dellà,35,40,-5,5,8,-3,12,3,9,1
170849,Isòvol,36,19,17,1,1,0,4,5,-1,16
251137,Ivars d'Urgell,39,73,-34,5,8,-3,33,19,14,-23
251121,Ivars de Noguera,6,6,0,5,7,-2,0,0,0,-2
251142,Ivorra,1,13,-12,1,1,0,0,0,0,-12
170852,Jafre,16,22,-6,2,1,1,4,1,3,-2
170865,"Jonquera, la",97,164,-67,59,31,28,132,161,-29,-68
081038,Jorba,47,40,7,7,5,2,4,14,-10,-1
259101,Josa i Tuixén,4,16,-12,0,1,-1,1,0,1,-12
170871,Juià,28,41,-13,0,1,-1,22,5,17,3
251180,Juncosa,9,28,-19,2,2,0,1,0,1,-18
251193,Juneda,108,83,25,28,23,5,50,13,37,67
251214,Les,57,38,19,15,22,-7,10,14,-4,8
251229,Linyola,62,81,-19,19,22,-3,33,83,-50,-72
081043,"Llacuna, la",38,45,-7,7,2,5,16,1,15,13
170887,Lladó,30,27,3,2,1,1,4,1,3,7
251235,Lladorre,10,3,7,1,2,-1,0,0,0,6
251240,Lladurs,4,14,-10,0,0,0,0,0,0,-10
081056,"Llagosta, la",548,614,-66,89,119,-30,132,162,-30,-126
170890,Llagostera,386,294,92,28,28,0,107,34,73,165
170904,Llambilles,25,15,10,5,0,5,0,0,0,15
170911,Llanars,27,39,-12,1,1,0,5,1,4,-8
170926,Llançà,215,183,32,35,36,-1,80,98,-18,13
251253,Llardecans,14,20,-6,0,0,0,2,0,2,-4
251266,Llavorsí,23,14,9,3,2,1,6,4,2,12
251207,Lleida,2975,3191,-216,1641,1708,-67,2634,1671,963,680
170932,Llers,51,64,-13,3,4,-1,13,0,13,-1
251272,Lles de Cerdanya,11,12,-1,3,7,-4,0,0,0,-5
081075,Lliçà d'Amunt,630,498,132,70,70,0,42,36,6,138
081081,Lliçà de Vall,231,189,42,24,27,-3,16,11,5,44
251288,Llimiana,18,14,4,1,0,1,0,0,0,5
081069,Llinars del Vallès,496,360,136,39,66,-27,76,61,15,124
170947,Llívia,113,88,25,12,12,0,23,12,11,36
430727,"Lloar, el",9,7,2,0,0,0,2,0,2,4
251291,Llobera,3,4,-1,0,1,-1,0,0,0,-2
430733,Llorac,9,9,0,1,0,1,0,0,0,1
430748,Llorenç del Penedès,165,86,79,1,14,-13,12,10,2,68
170950,Lloret de Mar,1275,1450,-175,487,592,-105,1664,987,677,397
170963,"Llosses, les",13,24,-11,1,4,-3,0,0,0,-14
081094,Lluçà,15,13,2,1,0,1,0,0,0,3
171024,Maçanet de Cabrenys,19,30,-11,1,1,0,10,1,9,-2
171030,Maçanet de la Selva,407,318,89,44,78,-34,64,17,47,102
170979,Madremanya,12,4,8,1,0,1,1,0,1,10
170985,Maià de Montcal,32,15,17,2,0,2,1,6,-5,14
251333,Maials,27,23,4,8,6,2,15,3,12,18
251305,Maldà,11,7,4,0,0,0,0,0,0,4
081108,Malgrat de Mar,825,748,77,136,130,6,207,157,50,133
081115,Malla,12,9,3,0,0,0,0,0,0,3
081120,Manlleu,457,606,-149,79,161,-82,226,267,-41,-272
081136,Manresa,1907,2375,-468,471,584,-113,971,747,224,-357
430764,Marçà,25,20,5,2,3,-1,3,0,3,7
430751,Margalef,5,6,-1,2,3,-1,0,0,0,-2
082423,Marganell,21,20,1,2,0,2,7,0,7,10
081141,Martorell,964,1027,-63,188,245,-57,402,310,92,-28
081154,Martorelles,230,257,-27,12,20,-8,18,6,12,-23
430770,Mas de Barberans,7,15,-8,2,5,-3,7,2,5,-6
171002,Masarac,18,9,9,1,0,1,2,1,1,11
430786,Masdenverge,43,40,3,3,5,-2,15,3,12,13
081167,"Masies de Roda, les",39,40,-1,5,1,4,6,2,4,7
081173,"Masies de Voltregà, les",103,122,-19,8,1,7,8,0,8,-4
430799,Masllorenç,29,41,-12,4,6,-2,6,2,4,-10
081189,"Masnou, el",967,825,142,114,133,-19,183,128,55,178
430803,"Masó, la",11,10,1,0,0,0,0,0,0,1
430810,Maspujols,54,12,42,5,4,1,0,0,0,43
081192,Masquefa,386,324,62,21,41,-20,33,18,15,57
