ine5,ine6,municipiNom,comarca,provincia,serveiTerritorial,risc,nivell,altura,cens,superficie,,ine5,Codi_ine_6_txt
43109,431093,La Pobla de Mafumet,Tarragonès,Tarragona,Tarragona,aeroport,Obligat,98,3675,6.13,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,nuclear,Obligat,357,341,43.19,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,inundacions,Recomanat,357,341,43.19,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,nevades,Recomanat,357,341,43.19,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,357,341,43.19,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,sísmic,Recomanat,357,341,43.19,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,transport de mercaderies perilloses,Recomanat,357,341,43.19,,,
43110,431107,La Pobla de Massaluca,Terra Alta,Tarragona,Terres de l'Ebre,transport ferroviari passatgers,Obligat,357,341,43.19,,,
43111,431114,La Pobla de Montornès,Tarragonès,Tarragona,Tarragona,inundacions,Obligat,56,2861,12.29,,,
43111,431114,La Pobla de Montornès,Tarragonès,Tarragona,Tarragona,incendi forestal,Obligat,56,2861,12.29,,,
43111,431114,La Pobla de Montornès,Tarragonès,Tarragona,Tarragona,sísmic,Recomanat,56,2861,12.29,,,
43111,431114,La Pobla de Montornès,Tarragonès,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,56,2861,12.29,,,
43111,431114,La Pobla de Montornès,Tarragonès,Tarragona,Tarragona,nevades,Recomanat,56,2861,12.29,,,
25171,251713,La Pobla de Segur,Pallars Jussà,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,524,3016,33.38,,,
25171,251713,La Pobla de Segur,Pallars Jussà,Lleida,Alt Pirineu i Aran,inundacions,Obligat,524,3016,33.38,,,
25171,251713,La Pobla de Segur,Pallars Jussà,Lleida,Alt Pirineu i Aran,sísmic,Obligat,524,3016,33.38,,,
25171,251713,La Pobla de Segur,Pallars Jussà,Lleida,Alt Pirineu i Aran,territori,Obligat,524,3016,33.38,,,
25171,251713,La Pobla de Segur,Pallars Jussà,Lleida,Alt Pirineu i Aran,nevades,Obligat,524,3016,33.38,,,
25174,251749,La Portella,Segrià,Lleida,Lleida,sísmic,Recomanat,259,731,12.35,,,
25174,251749,La Portella,Segrià,Lleida,Lleida,nevades,Recomanat,259,731,12.35,,,
25174,251749,La Portella,Segrià,Lleida,Lleida,inundacions,Recomanat,259,731,12.35,,,
8177,81770,La Quar,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,885,52,37.74,,,
8177,81770,La Quar,Berguedà,Barcelona,Catalunya Central,incendi forestal,Obligat,885,52,37.74,,,
8177,81770,La Quar,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,885,52,37.74,,,
43124,431248,La Riba,Alt Camp,Tarragona,Tarragona,sísmic,Recomanat,263,605,8.03,,,
43124,431248,La Riba,Alt Camp,Tarragona,Tarragona,incendi forestal,Obligat,263,605,8.03,,,
43124,431248,La Riba,Alt Camp,Tarragona,Tarragona,nevades,Recomanat,263,605,8.03,,,
43124,431248,La Riba,Alt Camp,Tarragona,Tarragona,inundacions,Obligat,263,605,8.03,,,
43126,431264,La Riera de Gaià,Tarragonès,Tarragona,Tarragona,químic,Recomanat,28,1679,8.76,,,
43126,431264,La Riera de Gaià,Tarragonès,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,28,1679,8.76,,,
43126,431264,La Riera de Gaià,Tarragonès,Tarragona,Tarragona,nevades,Recomanat,28,1679,8.76,,,
43126,431264,La Riera de Gaià,Tarragonès,Tarragona,Tarragona,incendi forestal,Obligat,28,1679,8.76,,,
43126,431264,La Riera de Gaià,Tarragonès,Tarragona,Tarragona,inundacions,Obligat,28,1679,8.76,,,
43126,431264,La Riera de Gaià,Tarragonès,Tarragona,Tarragona,sísmic,Recomanat,28,1679,8.76,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,123,10504,36.77,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,radiològic,Recomanat,123,10504,36.77,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,123,10504,36.77,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,123,10504,36.77,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,químic,Obligat,123,10504,36.77,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,123,10504,36.77,,,
8181,81810,La Roca del Vallès,Vallès Oriental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,123,10504,36.77,,,
43144,431444,La Secuita,Tarragonès,Tarragona,Tarragona,nevades,Recomanat,169,1670,17.81,,,
43144,431444,La Secuita,Tarragonès,Tarragona,Tarragona,sísmic,Recomanat,169,1670,17.81,,,
43144,431444,La Secuita,Tarragonès,Tarragona,Tarragona,químic,Recomanat,169,1670,17.81,,,
43144,431444,La Secuita,Tarragonès,Tarragona,Tarragona,transport ferroviari passatgers,Obligat,169,1670,17.81,,,
17188,171886,La Selva de Mar,Alt Empordà,Girona,Girona,nevades,Recomanat,48,184,7.16,,,
17188,171886,La Selva de Mar,Alt Empordà,Girona,Girona,sísmic,Obligat,48,184,7.16,,,
17188,171886,La Selva de Mar,Alt Empordà,Girona,Girona,incendi forestal,Obligat,48,184,7.16,,,
17188,171886,La Selva de Mar,Alt Empordà,Girona,Girona,inundacions,Recomanat,48,184,7.16,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,radiològic,Obligat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,químic,Obligat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,nevades,Recomanat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,inundacions,Obligat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,incendi forestal,Obligat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,246,5559,35.2,,,
43145,431457,La Selva del Camp,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,246,5559,35.2,,,
43044,430445,La Sénia,Montsià,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,369,5799,108.63,,,
43044,430445,La Sénia,Montsià,Tarragona,Terres de l'Ebre,sísmic,Recomanat,369,5799,108.63,,,
43044,430445,La Sénia,Montsià,Tarragona,Terres de l'Ebre,nevades,Recomanat,369,5799,108.63,,,
43044,430445,La Sénia,Montsià,Tarragona,Terres de l'Ebre,inundacions,Obligat,369,5799,108.63,,,
25035,250352,La Sentiu de Sió,Noguera,Lleida,Lleida,sísmic,Recomanat,281,459,29.69,,,
25035,250352,La Sentiu de Sió,Noguera,Lleida,Lleida,nevades,Recomanat,281,459,29.69,,,
25035,250352,La Sentiu de Sió,Noguera,Lleida,Lleida,inundacions,Recomanat,281,459,29.69,,,
25203,252038,La Seu d'Urgell,Alt Urgell,Lleida,Alt Pirineu i Aran,químic,Recomanat,691,12249,15.16,,,
25203,252038,La Seu d'Urgell,Alt Urgell,Lleida,Alt Pirineu i Aran,sísmic,Obligat,691,12249,15.16,,,
25203,252038,La Seu d'Urgell,Alt Urgell,Lleida,Alt Pirineu i Aran,aeroport,Recomanat,691,12249,15.16,,,
25203,252038,La Seu d'Urgell,Alt Urgell,Lleida,Alt Pirineu i Aran,nevades,Obligat,691,12249,15.16,,,
25203,252038,La Seu d'Urgell,Alt Urgell,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,691,12249,15.16,,,
25203,252038,La Seu d'Urgell,Alt Urgell,Lleida,Alt Pirineu i Aran,inundacions,Obligat,691,12249,15.16,,,
17195,171959,La Tallada d'Empordà,Baix Empordà,Girona,Girona,incendi forestal,Obligat,20,458,16.75,,,
17195,171959,La Tallada d'Empordà,Baix Empordà,Girona,Girona,nevades,Recomanat,20,458,16.75,,,
17195,171959,La Tallada d'Empordà,Baix Empordà,Girona,Girona,inundacions,Obligat,20,458,16.75,,,
17195,171959,La Tallada d'Empordà,Baix Empordà,Girona,Girona,sísmic,Recomanat,20,458,16.75,,,
25227,252271,La Torre de Cabdella,Pallars Jussà,Lleida,Alt Pirineu i Aran,allaus,Obligat,1075,762,165.53,,,
25227,252271,La Torre de Cabdella,Pallars Jussà,Lleida,Alt Pirineu i Aran,sísmic,Obligat,1075,762,165.53,,,
25227,252271,La Torre de Cabdella,Pallars Jussà,Lleida,Alt Pirineu i Aran,inundacions,Obligat,1075,762,165.53,,,
25227,252271,La Torre de Cabdella,Pallars Jussà,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,1075,762,165.53,,,
25227,252271,La Torre de Cabdella,Pallars Jussà,Lleida,Alt Pirineu i Aran,nevades,Obligat,1075,762,165.53,,,
8286,82861,La Torre de Claramunt,Anoia,Barcelona,Catalunya Central,nevades,Recomanat,363,3767,14.85,,,
8286,82861,La Torre de Claramunt,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,363,3767,14.85,,,
8286,82861,La Torre de Claramunt,Anoia,Barcelona,Catalunya Central,inundacions,Recomanat,363,3767,14.85,,,
8286,82861,La Torre de Claramunt,Anoia,Barcelona,Catalunya Central,aeroport,Recomanat,363,3767,14.85,,,
8286,82861,La Torre de Claramunt,Anoia,Barcelona,Catalunya Central,incendi forestal,Obligat,363,3767,14.85,,,
43151,431515,La Torre de Fontaubella,Priorat,Tarragona,Tarragona,nuclear,Obligat,369,129,7.15,,,
43151,431515,La Torre de Fontaubella,Priorat,Tarragona,Tarragona,incendi forestal,Obligat,369,129,7.15,,,
43151,431515,La Torre de Fontaubella,Priorat,Tarragona,Tarragona,nevades,Recomanat,369,129,7.15,,,
43151,431515,La Torre de Fontaubella,Priorat,Tarragona,Tarragona,sísmic,Recomanat,369,129,7.15,,,
43151,431515,La Torre de Fontaubella,Priorat,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,369,129,7.15,,,
43152,431520,La Torre de l'Espanyol,Ribera d'Ebre,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,164,644,27.91,,,
43152,431520,La Torre de l'Espanyol,Ribera d'Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,164,644,27.91,,,
43152,431520,La Torre de l'Espanyol,Ribera d'Ebre,Tarragona,Terres de l'Ebre,inundacions,Recomanat,164,644,27.91,,,
43152,431520,La Torre de l'Espanyol,Ribera d'Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Recomanat,164,644,27.91,,,
43152,431520,La Torre de l'Espanyol,Ribera d'Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,164,644,27.91,,,
43152,431520,La Torre de l'Espanyol,Ribera d'Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,164,644,27.91,,,
17014,170144,La Vajol,Alt Empordà,Girona,Girona,nevades,Obligat,546,88,4.66,,,
17014,170144,La Vajol,Alt Empordà,Girona,Girona,sísmic,Obligat,546,88,4.66,,,
17014,170144,La Vajol,Alt Empordà,Girona,Girona,incendi forestal,Obligat,546,88,4.66,,,
17208,172082,La Vall de Bianya,Garrotxa,Girona,Girona,nevades,Recomanat,367,1297,93.72,,,
17208,172082,La Vall de Bianya,Garrotxa,Girona,Girona,inundacions,Obligat,367,1297,93.72,,,
17208,172082,La Vall de Bianya,Garrotxa,Girona,Girona,sísmic,Obligat,367,1297,93.72,,,
17208,172082,La Vall de Bianya,Garrotxa,Girona,Girona,incendi forestal,Obligat,367,1297,93.72,,,
25043,250432,La Vall de Boí,Alta Ribagorça,Lleida,Alt Pirineu i Aran,nevades,Obligat,1111,1004,219.5,,,
25043,250432,La Vall de Boí,Alta Ribagorça,Lleida,Alt Pirineu i Aran,sísmic,Obligat,1111,1004,219.5,,,
25043,250432,La Vall de Boí,Alta Ribagorça,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,1111,1004,219.5,,,
25043,250432,La Vall de Boí,Alta Ribagorça,Lleida,Alt Pirineu i Aran,allaus,Obligat,1111,1004,219.5,,,
25043,250432,La Vall de Boí,Alta Ribagorça,Lleida,Alt Pirineu i Aran,territori,Obligat,1111,1004,219.5,,,
25043,250432,La Vall de Boí,Alta Ribagorça,Lleida,Alt Pirineu i Aran,inundacions,Obligat,1111,1004,219.5,,,
17207,172076,La Vall d'en Bas,Garrotxa,Girona,Girona,sísmic,Obligat,510,2966,90.58,,,
17207,172076,La Vall d'en Bas,Garrotxa,Girona,Girona,incendi forestal,Obligat,510,2966,90.58,,,
17207,172076,La Vall d'en Bas,Garrotxa,Girona,Girona,nevades,Obligat,510,2966,90.58,,,
17207,172076,La Vall d'en Bas,Garrotxa,Girona,Girona,territori,Obligat,510,2966,90.58,,,
17207,172076,La Vall d'en Bas,Garrotxa,Girona,Girona,inundacions,Obligat,510,2966,90.58,,,
25909,259097,La Vansa i Fórnols,Alt Urgell,Lleida,Alt Pirineu i Aran,nevades,Obligat,989,210,106.24,,,
25909,259097,La Vansa i Fórnols,Alt Urgell,Lleida,Alt Pirineu i Aran,allaus,Obligat,989,210,106.24,,,
25909,259097,La Vansa i Fórnols,Alt Urgell,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,989,210,106.24,,,
25909,259097,La Vansa i Fórnols,Alt Urgell,Lleida,Alt Pirineu i Aran,sísmic,Obligat,989,210,106.24,,,
25909,259097,La Vansa i Fórnols,Alt Urgell,Lleida,Alt Pirineu i Aran,inundacions,Recomanat,989,210,106.24,,,
43173,431732,La Vilella Alta,Priorat,Tarragona,Tarragona,nuclear,Obligat,327,135,5.25,,,
43173,431732,La Vilella Alta,Priorat,Tarragona,Tarragona,inundacions,Recomanat,327,135,5.25,,,
43173,431732,La Vilella Alta,Priorat,Tarragona,Tarragona,sísmic,Recomanat,327,135,5.25,,,
43173,431732,La Vilella Alta,Priorat,Tarragona,Tarragona,incendi forestal,Obligat,327,135,5.25,,,
43173,431732,La Vilella Alta,Priorat,Tarragona,Tarragona,nevades,Recomanat,327,135,5.25,,,
43174,431747,La Vilella Baixa,Priorat,Tarragona,Tarragona,nevades,Recomanat,218,197,5.55,,,
43174,431747,La Vilella Baixa,Priorat,Tarragona,Tarragona,incendi forestal,Obligat,218,197,5.55,,,
43174,431747,La Vilella Baixa,Priorat,Tarragona,Tarragona,sísmic,Recomanat,218,197,5.55,,,
43174,431747,La Vilella Baixa,Priorat,Tarragona,Tarragona,inundacions,Recomanat,218,197,5.55,,,
43174,431747,La Vilella Baixa,Priorat,Tarragona,Tarragona,nuclear,Obligat,218,197,5.55,,,
25006,250061,L'Albagés,Garrigues,Lleida,Lleida,inundacions,Recomanat,372,419,26.03,,,
25006,250061,L'Albagés,Garrigues,Lleida,Lleida,incendi forestal,Obligat,372,419,26.03,,,
25006,250061,L'Albagés,Garrigues,Lleida,Lleida,sísmic,Recomanat,372,419,26.03,,,
25006,250061,L'Albagés,Garrigues,Lleida,Lleida,nevades,Recomanat,372,419,26.03,,,
25006,250061,L'Albagés,Garrigues,Lleida,Lleida,nuclear,Obligat,372,419,26.03,,,
25009,250096,L'Albi,Garrigues,Lleida,Lleida,sísmic,Recomanat,526,819,32.77,,,
25009,250096,L'Albi,Garrigues,Lleida,Lleida,nevades,Obligat,526,819,32.77,,,
25009,250096,L'Albi,Garrigues,Lleida,Lleida,transport de mercaderies perilloses,Obligat,526,819,32.77,,,
43003,430038,L'Albiol,Baix Camp,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,823,448,20.38,,,
43003,430038,L'Albiol,Baix Camp,Tarragona,Tarragona,nevades,Obligat,823,448,20.38,,,
43003,430038,L'Albiol,Baix Camp,Tarragona,Tarragona,químic,Recomanat,823,448,20.38,,,
43003,430038,L'Albiol,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,823,448,20.38,,,
43003,430038,L'Albiol,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,823,448,20.38,,,
43003,430038,L'Albiol,Baix Camp,Tarragona,Tarragona,incendi forestal,Obligat,823,448,20.38,,,
43904,439044,L'Aldea,Baix Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,9,4245,35.5,,,
43904,439044,L'Aldea,Baix Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,9,4245,35.5,,,
43904,439044,L'Aldea,Baix Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,9,4245,35.5,,,
43904,439044,L'Aldea,Baix Ebre,Tarragona,Terres de l'Ebre,transport de mercaderies perilloses,Obligat,9,4245,35.5,,,
43904,439044,L'Aldea,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Obligat,9,4245,35.5,,,
43904,439044,L'Aldea,Baix Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,9,4245,35.5,,,
43007,430075,L'Aleixar,Baix Camp,Tarragona,Tarragona,inundacions,Obligat,262,885,26.15,,,
43007,430075,L'Aleixar,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,262,885,26.15,,,
43007,430075,L'Aleixar,Baix Camp,Tarragona,Tarragona,incendi forestal,Obligat,262,885,26.15,,,
43007,430075,L'Aleixar,Baix Camp,Tarragona,Tarragona,nuclear,Obligat,262,885,26.15,,,
43007,430075,L'Aleixar,Baix Camp,Tarragona,Tarragona,nevades,Recomanat,262,885,26.15,,,
43007,430075,L'Aleixar,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,262,885,26.15,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,transport de mercaderies perilloses,Obligat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,territori,Obligat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació marina,Obligat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,19,7183,67.14,,,
43013,430136,L'Ametlla de Mar,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Obligat,19,7183,67.14,,,
8005,80057,L'Ametlla del Vallès,Vallès Oriental,Barcelona,Barcelona,inundacions,Recomanat,281,8303,14.13,,,
8005,80057,L'Ametlla del Vallès,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,281,8303,14.13,,,
8005,80057,L'Ametlla del Vallès,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,281,8303,14.13,,,
8005,80057,L'Ametlla del Vallès,Vallès Oriental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,281,8303,14.13,,,
8005,80057,L'Ametlla del Vallès,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,281,8303,14.13,,,
8005,80057,L'Ametlla del Vallès,Vallès Oriental,Barcelona,Barcelona,radiològic,Obligat,281,8303,14.13,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,8,3473,34.28,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Obligat,8,3473,34.28,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,8,3473,34.28,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,8,3473,34.28,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,transport de mercaderies perilloses,Obligat,8,3473,34.28,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,8,3473,34.28,,,
43906,439060,L'Ampolla,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació marina,Obligat,8,3473,34.28,,,
43016,430167,L'Arboç,Baix Penedès,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,166,5513,14.21,,,
43016,430167,L'Arboç,Baix Penedès,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,166,5513,14.21,,,
43016,430167,L'Arboç,Baix Penedès,Tarragona,Tarragona,inundacions,Recomanat,166,5513,14.21,,,
43016,430167,L'Arboç,Baix Penedès,Tarragona,Tarragona,sísmic,Recomanat,166,5513,14.21,,,
43016,430167,L'Arboç,Baix Penedès,Tarragona,Tarragona,nevades,Recomanat,166,5513,14.21,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,incendi forestal,Obligat,344,147,9.95,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,nevades,Recomanat,344,147,9.95,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,transport ferroviari passatgers,Obligat,344,147,9.95,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,nuclear,Obligat,344,147,9.95,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,inundacions,Recomanat,344,147,9.95,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,344,147,9.95,,,
43017,430173,L'Argentera,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,344,147,9.95,,,
17011,170118,L'Armentera,Alt Empordà,Girona,Girona,territori,Obligat,7,907,5.77,,,
17011,170118,L'Armentera,Alt Empordà,Girona,Girona,sísmic,Obligat,7,907,5.77,,,
17011,170118,L'Armentera,Alt Empordà,Girona,Girona,nevades,Recomanat,7,907,5.77,,,
17011,170118,L'Armentera,Alt Empordà,Girona,Girona,inundacions,Obligat,7,907,5.77,,,
25121,251214,Les,Aran,Lleida,Alt Pirineu i Aran,sísmic,Obligat,634,953,23.35,,,
25121,251214,Les,Aran,Lleida,Alt Pirineu i Aran,inundacions,Obligat,634,953,23.35,,,
25121,251214,Les,Aran,Lleida,Alt Pirineu i Aran,allaus,Obligat,634,953,23.35,,,
25121,251214,Les,Aran,Lleida,Alt Pirineu i Aran,incendi forestal,Recomanat,634,953,23.35,,,
25121,251214,Les,Aran,Lleida,Alt Pirineu i Aran,nevades,Obligat,634,953,23.35,,,
25121,251214,Les,Aran,Lleida,Alt Pirineu i Aran,transport de mercaderies perilloses,Recomanat,634,953,23.35,,,
25037,250371,Les Avellanes i Santa Linya,Noguera,Lleida,Lleida,sísmic,Recomanat,567,473,103.93,,,
25037,250371,Les Avellanes i Santa Linya,Noguera,Lleida,Lleida,nevades,Obligat,567,473,103.93,,,
25037,250371,Les Avellanes i Santa Linya,Noguera,Lleida,Lleida,incendi forestal,Obligat,567,473,103.93,,,
25037,250371,Les Avellanes i Santa Linya,Noguera,Lleida,Lleida,transport ferroviari passatgers,Obligat,567,473,103.93,,,
25058,250582,Les Borges Blanques,Garrigues,Lleida,Lleida,inundacions,Obligat,304,6019,61.68,,,
25058,250582,Les Borges Blanques,Garrigues,Lleida,Lleida,nevades,Recomanat,304,6019,61.68,,,
25058,250582,Les Borges Blanques,Garrigues,Lleida,Lleida,sísmic,Recomanat,304,6019,61.68,,,
25058,250582,Les Borges Blanques,Garrigues,Lleida,Lleida,transport de mercaderies perilloses,Obligat,304,6019,61.68,,,
25058,250582,Les Borges Blanques,Garrigues,Lleida,Lleida,químic,Obligat,304,6019,61.68,,,
43031,430311,Les Borges del Camp,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,238,2087,8.32,,,
43031,430311,Les Borges del Camp,Baix Camp,Tarragona,Tarragona,incendi forestal,Obligat,238,2087,8.32,,,
43031,430311,Les Borges del Camp,Baix Camp,Tarragona,Tarragona,inundacions,Obligat,238,2087,8.32,,,
43031,430311,Les Borges del Camp,Baix Camp,Tarragona,Tarragona,nevades,Recomanat,238,2087,8.32,,,
43031,430311,Les Borges del Camp,Baix Camp,Tarragona,Tarragona,nuclear,Obligat,238,2087,8.32,,,
43031,430311,Les Borges del Camp,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,238,2087,8.32,,,
8027,80272,Les Cabanyes,Alt Penedès,Barcelona,Barcelona,sísmic,Recomanat,252,967,1.19,,,
8027,80272,Les Cabanyes,Alt Penedès,Barcelona,Barcelona,nevades,Recomanat,252,967,1.19,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,181,19446,29.74,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,transport de mercaderies perilloses,Recomanat,181,19446,29.74,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,químic,Recomanat,181,19446,29.74,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,radiològic,Obligat,181,19446,29.74,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,181,19446,29.74,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,181,19446,29.74,,,
8086,80863,Les Franqueses del Vallès,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Recomanat,181,19446,29.74,,,
17096,170963,Les Llosses,Ripollès,Girona,Girona,inundacions,Obligat,1000,226,114.4,,,
17096,170963,Les Llosses,Ripollès,Girona,Girona,nevades,Obligat,1000,226,114.4,,,
17096,170963,Les Llosses,Ripollès,Girona,Girona,sísmic,Obligat,1000,226,114.4,,,
17096,170963,Les Llosses,Ripollès,Girona,Girona,incendi forestal,Recomanat,1000,226,114.4,,,
8116,81167,Les Masies de Roda,Osona,Barcelona,Catalunya Central,sísmic,Obligat,468,715,16.18,,,
8116,81167,Les Masies de Roda,Osona,Barcelona,Catalunya Central,inundacions,Obligat,468,715,16.18,,,
8116,81167,Les Masies de Roda,Osona,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,468,715,16.18,,,
8116,81167,Les Masies de Roda,Osona,Barcelona,Catalunya Central,nevades,Obligat,468,715,16.18,,,
8116,81167,Les Masies de Roda,Osona,Barcelona,Catalunya Central,incendi forestal,Recomanat,468,715,16.18,,,
8117,81173,Les Masies de Voltregà,Osona,Barcelona,Catalunya Central,químic,Recomanat,533,3165,22.19,,,
8117,81173,Les Masies de Voltregà,Osona,Barcelona,Catalunya Central,sísmic,Obligat,533,3165,22.19,,,
8117,81173,Les Masies de Voltregà,Osona,Barcelona,Catalunya Central,nevades,Obligat,533,3165,22.19,,,
8117,81173,Les Masies de Voltregà,Osona,Barcelona,Catalunya Central,incendi forestal,Recomanat,533,3165,22.19,,,
8117,81173,Les Masies de Voltregà,Osona,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,533,3165,22.19,,,
8117,81173,Les Masies de Voltregà,Osona,Barcelona,Catalunya Central,inundacions,Obligat,533,3165,22.19,,,
