Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Sant Jaume de Frontanyà,82166,Berguedà,Comarques Centrals,2018,30,1,13,33.33,433,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Sant Jaume de Llierca,171655,Garrotxa,Comarques Gironines,2018,840,15,1664,17.86,1981,111,,,0.000148,0.000113,,,,,,,,,,,,,,,,
Sant Jaume dels Domenys,431378,Baix Penedès,Penedès,2018,2551,23,6598,9.02,2586,287,,,0.000227,0.00045,,,,,,,,,,,,,,,,
Sant Joan de les Abadesses,171674,Ripollès,Comarques Gironines,2018,3224,45,4059,13.96,1259,90,,,0.000444,0.000277,,,,,,,,,,,,,,,,
Sant Joan de Mollet,171680,Gironès,Comarques Gironines,2018,502,3,267,5.98,532,89,,,0.00003,0.000018,,,,,,,,,,,,,,,,
Sant Joan de Vilatorrada,82188,Bages,Comarques Centrals,2018,10820,127,15956,11.74,1475,126,0.9597,0.9147,0.001254,0.001088,11,11,7,22,21,7,41,7,801,2269,837,3909,1283,595,5582,680
Sant Joan Despí,82172,Baix Llobregat,Metropolità,2018,34084,318,38004,9.33,1115,120,0.9429,0.8467,0.00314,0.002591,17,20,17,57,37,26,124,20,1644,5295,4151,5671,1938,1768,15565,1972
Sant Joan les Fonts,171851,Garrotxa,Comarques Gironines,2018,2966,26,6962,8.77,2347,268,,,0.000257,0.000475,,,,,,,,,,,,,,,,
Sant Jordi Desvalls,171668,Gironès,Comarques Gironines,2018,731,5,840,6.84,1149,168,,,0.000049,0.000057,,,,,,,,,,,,,,,,
Sant Julià de Cerdanyola,89030,Berguedà,Comarques Centrals,2018,244,1,53,4.1,217,53,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Sant Julià de Ramis,171693,Gironès,Comarques Gironines,2018,3461,30,6071,8.67,1754,202,,,0.000296,0.000414,,,,,,,,,,,,,,,,
Sant Julià de Vilatorta,82205,Osona,Comarques Centrals,2018,3096,14,1261,4.52,407,90,,,0.000138,0.000086,,,,,,,,,,,,,,,,
Sant Julià del Llor i Bonmatí,179032,Selva,Comarques Gironines,2018,1275,7,305,5.49,239,44,,,0.000069,0.000021,,,,,,,,,,,,,,,,
Sant Just Desvern,82212,Baix Llobregat,Metropolità,2018,17494,187,23015,10.69,1316,123,0.8068,0.7315,0.001846,0.001569,25,25,3,36,20,15,53,10,2132,6170,1372,4707,1455,1619,4947,613
Sant Llorenç d'Hortons,82227,Alt Penedès,Penedès,2018,2598,19,3721,7.31,1432,196,,,0.000188,0.000254,,,,,,,,,,,,,,,,
Sant Llorenç de la Muga,171714,Alt Empordà,Comarques Gironines,2018,251,2,170,7.97,677,85,,,0.00002,0.000012,,,,,,,,,,,,,,,,
Sant Llorenç de Morunys,251930,Solsonès,Comarques Centrals,2018,934,21,1631,22.48,1746,78,,,0.000207,0.000111,,,,,,,,,,,,,,,,
Sant Llorenç Savall,82233,Vallès Occidental,Metropolità,2018,2371,20,2067,8.44,872,103,,,0.000197,0.000141,,,,,,,,,,,,,,,,
Sant Martí d'Albars,82251,Osona,Comarques Centrals,2018,113,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Martí de Centelles,82248,Osona,Comarques Centrals,2018,1131,3,340,2.65,301,113,,,0.00003,0.000023,,,,,,,,,,,,,,,,
Sant Martí de Llémena,171729,Gironès,Comarques Gironines,2018,626,5,60,7.99,96,12,,,0.000049,0.000004,,,,,,,,,,,,,,,,
Sant Martí de Riucorb,259025,Urgell,Ponent,2018,648,3,137,4.63,211,46,,,0.00003,0.000009,,,,,,,,,,,,,,,,
Sant Martí de Tous,82264,Anoia,Penedès,2018,1206,15,1698,12.44,1408,113,,,0.000148,0.000116,,,,,,,,,,,,,,,,
Sant Martí Sarroca,82270,Alt Penedès,Penedès,2018,3231,30,6905,9.29,2137,230,,,0.000296,0.000471,,,,,,,,,,,,,,,,
Sant Martí Sesgueioles,82286,Anoia,Comarques Centrals,2018,344,5,211,14.53,613,42,,,0.000049,0.000014,,,,,,,,,,,,,,,,
Sant Martí Vell,171735,Gironès,Comarques Gironines,2018,249,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Mateu de Bages,82299,Bages,Comarques Centrals,2018,600,6,359,10,598,60,,,0.000059,0.000024,,,,,,,,,,,,,,,,
Sant Miquel de Campmajor,171740,Pla de l'Estany,Comarques Gironines,2018,228,1,80,4.39,351,80,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Sant Miquel de Fluvià,171753,Alt Empordà,Comarques Gironines,2018,746,6,242,8.04,324,40,,,0.000059,0.000016,,,,,,,,,,,,,,,,
Sant Mori,171766,Alt Empordà,Comarques Gironines,2018,177,1,86,5.65,486,86,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Sant Pau de Segúries,171772,Ripollès,Comarques Gironines,2018,707,9,606,12.73,857,67,,,0.000089,0.000041,,,,,,,,,,,,,,,,
Sant Pere de Ribes,82310,Garraf,Penedès,2018,30658,297,50749,9.69,1655,171,0.8118,0.4879,0.002933,0.00346,21,14,17,71,37,21,102,14,931,4145,3179,18762,4997,4259,12055,2421
Sant Pere de Riudebitlles,82325,Alt Penedès,Penedès,2018,2338,22,3976,9.41,1701,181,,,0.000217,0.000271,,,,,,,,,,,,,,,,
Sant Pere de Torelló,82331,Osona,Comarques Centrals,2018,2419,16,1297,6.61,536,81,,,0.000158,0.000088,,,,,,,,,,,,,,,,
Sant Pere de Vilamajor,82346,Vallès Oriental,Metropolità,2018,4371,8,985,1.83,225,123,,,0.000079,0.000067,,,,,,,,,,,,,,,,
Sant Pere Pescador,171788,Alt Empordà,Comarques Gironines,2018,2039,36,8044,17.66,3945,223,,,0.000355,0.000548,,,,,,,,,,,,,,,,
Sant Pere Sallavinera,81897,Anoia,Comarques Centrals,2018,155,2,18,12.9,116,9,,,0.00002,0.000001,,,,,,,,,,,,,,,,
Sant Pol de Mar,82359,Maresme,Metropolità,2018,5178,54,6668,10.43,1288,123,,,0.000533,0.000455,,,,,,,,,,,,,,,,
Sant Quintí de Mediona,82362,Alt Penedès,Penedès,2018,2179,19,1904,8.72,874,100,,,0.000188,0.00013,,,,,,,,,,,,,,,,
Sant Quirze de Besora,82378,Osona,Comarques Centrals,2018,2107,30,3602,14.24,1710,120,,,0.000296,0.000246,,,,,,,,,,,,,,,,
Sant Quirze del Vallès,82384,Vallès Occidental,Metropolità,2018,19939,195,46143,9.78,2314,237,0.7906,771,0.001925,0.003146,27,21,5,35,22,17,58,10,3011,6979,15513,9449,2978,1429,5925,859
Sant Quirze Safaja,82397,Moianès,Metropolità,2018,637,2,70,3.14,110,35,,,0.00002,0.000005,,,,,,,,,,,,,,,,
Sant Ramon,251945,Segarra,Ponent,2018,495,9,1464,18.18,2958,163,,,0.000089,0.0001,,,,,,,,,,,,,,,,
Sant Sadurní d'Anoia,82401,Alt Penedès,Penedès,2018,12866,133,20942,10.34,1628,157,0.9695,0.9645,0.001313,0.001428,8,12,4,26,19,12,40,12,642,2377,1085,4477,1574,1372,7744,1671
Sant Sadurní d'Osormort,82418,Osona,Comarques Centrals,2018,79,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Salvador de Guardiola,80983,Bages,Comarques Centrals,2018,3168,14,1094,4.42,345,78,,,0.000138,0.000075,,,,,,,,,,,,,,,,
Sant Vicenç de Castellet,82628,Bages,Comarques Centrals,2018,9274,97,9681,10.46,1044,100,0.9278,0.7477,0.000958,0.00066,,,,,,,,,,,,,,,,
Sant Vicenç de Montalt,82649,Maresme,Metropolità,2018,6372,44,9064,6.91,1422,206,0.7949,0.8476,0.000434,0.000618,,,,,,,,,,,,,,,,
Sant Vicenç de Torelló,82652,Osona,Comarques Centrals,2018,2014,9,702,4.47,349,78,,,0.000089,0.000048,,,,,,,,,,,,,,,,
Sant Vicenç dels Horts,82634,Baix Llobregat,Metropolità,2018,27901,289,42485,10.36,1523,147,0.8179,0.6162,0.002854,0.002896,15,30,15,51,43,15,97,23,2119,9582,3678,7657,3586,1360,12159,2344
Santa Bàrbara,431384,Montsià,Terres de l'Ebre,2018,3777,60,7710,15.89,2041,129,,,0.000592,0.000526,,,,,,,,,,,,,,,,
Santa Cecília de Voltregà,82439,Osona,Comarques Centrals,2018,187,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Coloma de Cervelló,82444,Baix Llobregat,Metropolità,2018,8179,37,6279,4.52,768,170,0.4865,0.6474,0.000365,0.000428,,,,,,,,,,,,,,,,
Santa Coloma de Farners,171805,Selva,Comarques Gironines,2018,12894,149,21598,11.56,1675,145,0.9172,0.8948,0.001471,0.001472,10,11,9,30,23,11,45,10,1089,1732,2159,4453,2045,878,8516,726
Santa Coloma de Gramenet,82457,Barcelonès,Metropolità,2018,118821,1223,138938,10.29,1169,114,0.9975,0.9982,0.012076,0.009472,28,38,65,190,209,71,534,88,2345,8571,15440,22353,19167,5362,57530,8170
Santa Coloma de Queralt,431397,Conca de Barberà,Camp de Tarragona,2018,2697,37,5555,13.72,2060,150,,,0.000365,0.000379,,,,,,,,,,,,,,,,
Santa Cristina d'Aro,171812,Baix Empordà,Comarques Gironines,2018,5203,49,7661,9.42,1472,156,0.7234,0.5115,0.000484,0.000522,,,,,,,,,,,,,,,,
Santa Eugènia de Berga,82460,Osona,Comarques Centrals,2018,2226,16,1825,7.19,820,114,,,0.000158,0.000124,,,,,,,,,,,,,,,,
Santa Eulàlia de Riuprimer,82476,Osona,Comarques Centrals,2018,1309,12,713,9.17,545,59,,,0.000118,0.000049,,,,,,,,,,,,,,,,
Santa Eulàlia de Ronçana,82482,Vallès Oriental,Metropolità,2018,7192,53,6572,7.37,914,124,,,0.000523,0.000448,,,,,,,,,,,,,,,,
Santa Fe del Penedès,82495,Alt Penedès,Penedès,2018,379,2,229,5.28,604,115,,,0.00002,0.000016,,,,,,,,,,,,,,,,
Santa Llogaia d'Àlguema,171827,Alt Empordà,Comarques Gironines,2018,363,11,6395,30.3,17617,581,,,0.000109,0.000436,,,,,,,,,,,,,,,,
Santa Margarida de Montbui,82508,Anoia,Penedès,2018,9874,62,9718,6.28,984,157,0.9344,0.9382,0.000612,0.000663,,,,,,,,,,,,,,,,
Santa Margarida i els Monjos,82515,Alt Penedès,Penedès,2018,7503,64,7887,8.53,1051,123,,,0.000632,0.000538,,,,,,,,,,,,,,,,
Santa Maria d'Oló,82589,Moianès,Comarques Centrals,2018,1024,7,1373,6.84,1341,196,,,0.000069,0.000094,,,,,,,,,,,,,,,,
Santa Maria de Besora,82536,Osona,Comarques Centrals,2018,143,2,87,13.99,608,44,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Santa Maria de Martorelles,82567,Vallès Oriental,Metropolità,2018,882,3,129,3.4,146,43,,,0.00003,0.000009,,,,,,,,,,,,,,,,
Santa Maria de Merlès,82554,Berguedà,Comarques Centrals,2018,183,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Maria de Miralles,82573,Anoia,Penedès,2018,128,1,671,7.81,5242,671,,,0.00001,0.000046,,,,,,,,,,,,,,,,
Santa Maria de Palautordera,82592,Vallès Oriental,Metropolità,2018,9325,111,14722,11.9,1579,133,,,0.001096,0.001004,,,,,,,,,,,,,,,,
Santa Oliva,431401,Baix Penedès,Penedès,2018,3328,28,7300,8.41,2194,261,,,0.000276,0.000498,,,,,,,,,,,,,,,,
Santa Pau,171848,Garrotxa,Comarques Gironines,2018,1573,10,1045,6.36,664,105,,,0.000099,0.000071,,,,,,,,,,,,,,,,
Santa Perpètua de Mogoda,82606,Vallès Occidental,Metropolità,2018,25705,268,37621,10.43,1464,140,0.7778,0.5582,0.002646,0.002565,31,41,7,52,30,24,64,19,3890,11154,1036,8539,1756,1719,7653,1874
Santa Susanna,82613,Maresme,Metropolità,2018,3381,57,19703,16.86,5828,346,0.5686,0.7001,0.000563,0.001343,,,,,,,,,,,,,,,,
Santpedor,81923,Bages,Comarques Centrals,2018,7532,75,7966,9.96,1058,106,,,0.000741,0.000543,,,,,,,,,,,,,,,,
Sarral,431423,Conca de Barberà,Camp de Tarragona,2018,1544,13,1100,8.42,712,85,,,0.000128,0.000075,,,,,,,,,,,,,,,,
Sarrià de Ter,171864,Gironès,Comarques Gironines,2018,5114,56,20800,10.95,4067,371,0.75,0.4456,0.000553,0.001418,,,,,,,,,,,,,,,,
Sarroca de Bellera,252017,Pallars Jussà,Alt Pirineu i Aran,2018,120,2,125,16.67,1042,63,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Sarroca de Lleida,252000,Segrià,Ponent,2018,361,3,177,8.31,490,59,,,0.00003,0.000012,,,,,,,,,,,,,,,,
"Saus, Camallera i Llampaies",171870,Alt Empordà,Comarques Gironines,2018,848,10,1076,11.79,1269,108,,,0.000099,0.000073,,,,,,,,,,,,,,,,
Savallà del Comtat,431439,Conca de Barberà,Camp de Tarragona,2018,60,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Secuita, la",431444,Tarragonès,Camp de Tarragona,2018,1697,10,820,5.89,483,82,,,0.000099,0.000056,,,,,,,,,,,,,,,,
"Selva de Mar, la",171886,Alt Empordà,Comarques Gironines,2018,187,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Selva del Camp, la",431457,Baix Camp,Camp de Tarragona,2018,5632,57,13153,10.12,2335,231,0.8393,0.5805,0.000563,0.000897,,,,,,,,,,,,,,,,
Senan,431460,Conca de Barberà,Camp de Tarragona,2018,47,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Sénia, la",430445,Montsià,Terres de l'Ebre,2018,5644,107,24234,18.96,4294,226,,,0.001057,0.001652,,,,,,,,,,,,,,,,
Senterada,252022,Pallars Jussà,Alt Pirineu i Aran,2018,139,1,56,7.19,403,56,,,0.00001,0.000004,,,,,,,,,,,,,,,,
"Sentiu de Sió, la",250352,Noguera,Ponent,2018,427,4,432,9.37,1012,108,,,0.000039,0.000029,,,,,,,,,,,,,,,,
Sentmenat,82671,Vallès Occidental,Metropolità,2018,8957,99,15871,11.05,1772,160,0.7629,0.5863,0.000978,0.001082,,,,,,,,,,,,,,,,
Serinyà,171903,Pla de l'Estany,Comarques Gironines,2018,1108,10,1010,9.03,912,101,,,0.000099,0.000069,,,,,,,,,,,,,,,,
Seròs,252043,Segrià,Ponent,2018,1889,19,1789,10.06,947,94,,,0.000188,0.000122,,,,,,,,,,,,,,,,
Serra de Daró,171910,Baix Empordà,Comarques Gironines,2018,210,5,1870,23.81,8905,374,,,0.000049,0.000127,,,,,,,,,,,,,,,,
Setcases,171925,Ripollès,Comarques Gironines,2018,168,6,351,35.71,2089,59,,,0.000059,0.000024,,,,,,,,,,,,,,,,
"Seu d'Urgell, la",252038,Alt Urgell,Alt Pirineu i Aran,2018,12041,222,22750,18.44,1889,102,0.9393,0.8071,0.002192,0.001551,16,15,9,43,52,19,56,12,859,3383,1686,4372,3525,1004,7012,909
Seva,82690,Osona,Comarques Centrals,2018,3472,19,928,5.47,267,49,,,0.000188,0.000063,,,,,,,,,,,,,,,,
Sidamon,252056,Pla d'Urgell,Ponent,2018,733,7,1669,9.55,2277,238,,,0.000069,0.000114,,,,,,,,,,,,,,,,
Sils,171931,Selva,Comarques Gironines,2018,5969,42,7960,7.04,1334,190,675,0.4241,0.000415,0.000543,,,,,,,,,,,,,,,,
Sitges,82704,Garraf,Penedès,2018,28969,564,62233,19.47,2148,110,0.8636,0.6707,0.005569,0.004243,36,53,18,77,157,40,154,29,3112,8049,6131,7139,10632,3201,20390,3579
Siurana,170524,Alt Empordà,Comarques Gironines,2018,162,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sobremunt,82711,Osona,Comarques Centrals,2018,79,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Soleràs, el",252069,Garrigues,Ponent,2018,328,2,86,6.1,262,43,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Solivella,431476,Conca de Barberà,Camp de Tarragona,2018,619,10,568,16.16,918,57,,,0.000099,0.000039,,,,,,,,,,,,,,,,
Solsona,252075,Solsonès,Comarques Centrals,2018,9014,179,25678,19.86,2849,143,0.9545,0.9328,0.001767,0.001751,,,,,,,,,,,,,,,,
Sora,82726,Osona,Comarques Centrals,2018,205,2,292,9.76,1424,146,,,0.00002,0.00002,,,,,,,,,,,,,,,,
Soriguera,252081,Pallars Sobirà,Alt Pirineu i Aran,2018,399,2,122,5.01,306,61,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Sort,252094,Pallars Sobirà,Alt Pirineu i Aran,2018,2164,62,8403,28.65,3883,136,0.7377,527,0.000612,0.000573,,,,,,,,,,,,,,,,
Soses,252108,Segrià,Ponent,2018,1764,19,3230,10.77,1831,170,,,0.000188,0.00022,,,,,,,,,,,,,,,,
Subirats,82732,Alt Penedès,Penedès,2018,3025,28,2718,9.26,899,97,,,0.000276,0.000185,,,,,,,,,,,,,,,,
Sudanell,252115,Segrià,Ponent,2018,851,7,596,8.23,700,85,,,0.000069,0.000041,,,,,,,,,,,,,,,,
Sunyer,252120,Segrià,Ponent,2018,355,3,1855,8.45,5225,618,,,0.00003,0.000126,,,,,,,,,,,,,,,,
Súria,82747,Bages,Comarques Centrals,2018,5895,82,8676,13.91,1472,106,975,0.9789,0.00081,0.000591,,,,,,,,,,,,,,,,
Susqueda,171946,Selva,Comarques Gironines,2018,97,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tagamanent,82763,Vallès Oriental,Metropolità,2018,333,1,148,3,444,148,,,0.00001,0.00001,,,,,,,,,,,,,,,,
Talamanca,82779,Bages,Comarques Centrals,2018,202,3,72,14.85,356,24,,,0.00003,0.000005,,,,,,,,,,,,,,,,
Talarn,252154,Pallars Jussà,Alt Pirineu i Aran,2018,651,2,2135,3.07,3280,1068,,,0.00002,0.000146,,,,,,,,,,,,,,,,
Talavera,252167,Segarra,Ponent,2018,247,2,172,8.1,696,86,,,0.00002,0.000012,,,,,,,,,,,,,,,,
"Tallada d'Empordà, la",171959,Baix Empordà,Comarques Gironines,2018,459,3,615,6.54,1340,205,,,0.00003,0.000042,,,,,,,,,,,,,,,,
Taradell,82785,Osona,Comarques Centrals,2018,6412,64,6101,9.98,951,95,,,0.000632,0.000416,,,,,,,,,,,,,,,,
Tarragona,431482,Tarragonès,Camp de Tarragona,2018,132299,1816,323430,13.73,2445,178,0.8897,691,0.017931,0.022049,153,127,104,316,339,177,486,114,21659,35507,49635,76697,41588,21212,56570,20562
Tàrrega,252173,Urgell,Ponent,2018,16795,275,48058,16.37,2861,175,0.8741,0.8237,0.002715,0.003276,19,30,13,56,60,24,59,14,3292,12475,3079,9907,5257,1813,9972,2263
Tarrés,252189,Garrigues,Ponent,2018,99,2,45,20.2,455,23,,,0.00002,0.000003,,,,,,,,,,,,,,,,
Tarroja de Segarra,252192,Segarra,Ponent,2018,183,2,62,10.93,339,31,,,0.00002,0.000004,,,,,,,,,,,,,,,,
Tavèrnoles,82750,Osona,Comarques Centrals,2018,320,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tavertet,82802,Osona,Comarques Centrals,2018,111,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Teià,82819,Maresme,Metropolità,2018,6312,54,6399,8.56,1014,119,0.6863,0.6741,0.000533,0.000436,,,,,,,,,,,,,,,,
Térmens,252206,Noguera,Ponent,2018,1383,16,3161,11.57,2286,198,,,0.000158,0.000215,,,,,,,,,,,,,,,,
Terrades,171962,Alt Empordà,Comarques Gironines,2018,314,2,95,6.37,303,48,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Terrassa,82798,Vallès Occidental,Metropolità,2018,218535,2587,445412,11.84,2038,172,0.9533,0.8292,0.025544,0.030365,188,215,122,465,430,193,845,129,19781,68842,59003,91950,45186,22232,121793,16625
Tiana,82824,Maresme,Metropolità,2018,8709,49,5280,5.63,606,108,,,0.000484,0.00036,,,,,,,,,,,,,,,,
Tírvia,252213,Pallars Sobirà,Alt Pirineu i Aran,2018,134,1,22,7.46,164,22,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Tiurana,252228,Noguera,Ponent,2018,74,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tivenys,431495,Baix Ebre,Terres de l'Ebre,2018,882,14,648,15.87,735,46,,,0.000138,0.000044,,,,,,,,,,,,,,,,
Tivissa,431508,Ribera d'Ebre,Terres de l'Ebre,2018,1639,20,1450,12.2,885,73,,,0.000197,0.000099,,,,,,,,,,,,,,,,
Tona,82830,Osona,Comarques Centrals,2018,8131,93,12892,11.44,1586,139,0.9213,0.8247,0.000918,0.000879,,,,,,,,,,,,,,,,
Torà,252234,Segarra,Ponent,2018,1244,19,1823,15.27,1465,96,,,0.000188,0.000124,,,,,,,,,,,,,,,,
Tordera,82845,Maresme,Metropolità,2018,16937,182,28456,10.75,1680,156,0.8771,0.8599,0.001797,0.00194,15,13,6,34,27,15,61,11,1186,2398,1884,7878,1662,1066,11764,618
Torelló,82858,Osona,Comarques Centrals,2018,14172,171,26491,12.07,1869,155,0.9639,0.9475,0.001688,0.001806,9,11,9,32,35,15,54,6,851,4608,2655,5713,2544,995,8533,592
"Torms, els",252249,Garrigues,Ponent,2018,151,3,96,19.87,636,32,,,0.00003,0.000007,,,,,,,,,,,,,,,,
Tornabous,252252,Urgell,Ponent,2018,879,5,498,5.69,567,100,,,0.000049,0.000034,,,,,,,,,,,,,,,,
"Torre de Cabdella, la",252271,Pallars Jussà,Alt Pirineu i Aran,2018,747,3,151,4.02,202,50,,,0.00003,0.00001,,,,,,,,,,,,,,,,
"Torre de Claramunt, la",82861,Anoia,Penedès,2018,3716,17,4103,4.57,1104,241,,,0.000168,0.00028,,,,,,,,,,,,,,,,
"Torre de Fontaubella, la",431515,Priorat,Camp de Tarragona,2018,137,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Torre de l'Espanyol, la",431520,Ribera d'Ebre,Terres de l'Ebre,2018,628,4,215,6.37,342,54,,,0.000039,0.000015,,,,,,,,,,,,,,,,
Torre-serona,252332,Segrià,Ponent,2018,386,1,40,2.59,104,40,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Torrebesses,252265,Segrià,Ponent,2018,289,2,96,6.92,332,48,,,0.00002,0.000007,,,,,,,,,,,,,,,,
Torredembarra,431536,Tarragonès,Camp de Tarragona,2018,15992,274,36123,17.13,2259,132,0.0076,0.0074,0.002705,0.002463,19,23,14,49,60,22,70,17,1814,4228,2664,6899,4382,1625,11999,2512
Torrefarrera,252287,Segrià,Ponent,2018,4630,67,15697,14.47,3390,234,,,0.000662,0.00107,,,,,,,,,,,,,,,,
Torrefeta i Florejacs,259078,Segarra,Ponent,2018,590,4,125,6.78,212,31,,,0.000039,0.000009,,,,,,,,,,,,,,,,
Torregrossa,252304,Pla d'Urgell,Ponent,2018,2190,19,1528,8.68,698,80,,,0.000188,0.000104,,,,,,,,,,,,,,,,
Torrelameu,252311,Noguera,Ponent,2018,742,9,1400,12.13,1887,156,,,0.000089,0.000095,,,,,,,,,,,,,,,,
Torrelavit,82877,Alt Penedès,Penedès,2018,1430,9,708,6.29,495,79,,,0.000089,0.000048,,,,,,,,,,,,,,,,
Torrelles de Foix,82883,Alt Penedès,Penedès,2018,2281,15,1617,6.58,709,108,,,0.000148,0.00011,,,,,,,,,,,,,,,,
Torrelles de Llobregat,82896,Baix Llobregat,Metropolità,2018,5945,35,5551,5.89,934,159,,,0.000346,0.000378,,,,,,,,,,,,,,,,
Torrent,171978,Baix Empordà,Comarques Gironines,2018,165,2,149,12.12,903,75,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Torres de Segre,252326,Segrià,Ponent,2018,2307,27,6053,11.7,2624,224,,,0.000267,0.000413,,,,,,,,,,,,,,,,
Torroella de Fluvià,171984,Alt Empordà,Comarques Gironines,2018,723,5,799,6.92,1105,160,,,0.000049,0.000054,,,,,,,,,,,,,,,,
Torroella de Montgrí,171997,Baix Empordà,Comarques Gironines,2018,11537,224,29995,19.42,2600,134,0.9401,0.7588,0.002212,0.002045,15,18,11,31,53,18,58,20,719,3542,3940,4508,3120,1275,11370,1521
Torroja del Priorat,431541,Priorat,Camp de Tarragona,2018,148,1,103,6.76,696,103,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Tortellà,172001,Garrotxa,Comarques Gironines,2018,801,8,720,9.99,899,90,,,0.000079,0.000049,,,,,,,,,,,,,,,,
Tortosa,431554,Baix Ebre,Terres de l'Ebre,2018,33510,575,96264,17.16,2873,167,0.8277,0.5366,0.005678,0.006563,44,46,27,101,123,43,158,33,5202,16645,14220,23795,12147,5294,15119,3842
Toses,172018,Ripollès,Comarques Gironines,2018,165,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tossa de Mar,172023,Selva,Comarques Gironines,2018,5584,129,15787,23.1,2827,122,0.9762,0.9793,0.001274,0.001076,,,,,,,,,,,,,,,,
Tremp,252347,Pallars Jussà,Alt Pirineu i Aran,2018,5824,117,16406,20.09,2817,140,0.9224,0.8737,0.001155,0.001118,,,,,,,,,,,,,,,,
Ullà,172044,Baix Empordà,Comarques Gironines,2018,1139,10,1413,8.78,1241,141,,,0.000099,0.000096,,,,,,,,,,,,,,,,
Ullastrell,82900,Vallès Occidental,Metropolità,2018,2069,12,784,5.8,379,65,,,0.000118,0.000053,,,,,,,,,,,,,,,,
Ullastret,172057,Baix Empordà,Comarques Gironines,2018,286,2,86,6.99,301,43,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Ulldecona,431567,Montsià,Terres de l'Ebre,2018,6240,94,11205,15.06,1796,119,0.9,0.7746,0.000928,0.000764,,,,,,,,,,,,,,,,
Ulldemolins,431573,Priorat,Camp de Tarragona,2018,402,7,326,17.41,811,47,,,0.000069,0.000022,,,,,,,,,,,,,,,,
Ultramort,172039,Baix Empordà,Comarques Gironines,2018,214,1,108,4.67,505,108,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Urús,172060,Cerdanya,Alt Pirineu i Aran,2018,178,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vacarisses,82917,Vallès Occidental,Metropolità,2018,6486,34,6943,5.24,1070,204,,,0.000336,0.000473,,,,,,,,,,,,,,,,
"Vajol, la",170144,Alt Empordà,Comarques Gironines,2018,85,2,48,23.53,565,24,,,0.00002,0.000003,,,,,,,,,,,,,,,,
"Vall d'en Bas, la",172076,Garrotxa,Comarques Gironines,2018,3029,25,2143,8.25,707,86,0.0417,0.0402,0.000247,0.000146,,,,,,,,,,,,,,,,
"Vall de Bianya, la",172082,Garrotxa,Comarques Gironines,2018,1286,10,752,7.78,585,75,,,0.000099,0.000051,,,,,,,,,,,,,,,,
"Vall de Boí, la",250432,Alta Ribagorça,Alt Pirineu i Aran,2018,1022,26,1898,25.44,1857,73,,,0.000257,0.000129,,,,,,,,,,,,,,,,
Vall de Cardós,259010,Pallars Sobirà,Alt Pirineu i Aran,2018,372,2,89,5.38,239,45,,,0.00002,0.000006,,,,,,,,,,,,,,,,
