Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Abella de la Conca,250019,Pallars Jussà,Alt Pirineu i Aran,2018,181,2,104,11.05,575,52,,,0.00002,0.000007,,,,,,,,,,,,,,,,
Abrera,80018,Baix Llobregat,Metropolità,2018,12334,118,24374,9.57,1976,207,513,0.1673,0.001165,0.001662,10,9,6,23,16,11,36,7,2093,3462,4881,7024,1303,808,4268,535
Àger,250024,Noguera,Ponent,2018,611,11,1510,18,2471,137,,,0.000109,0.000103,,,,,,,,,,,,,,,,
Agramunt,250030,Urgell,Ponent,2018,5393,96,16026,17.8,2972,167,,,0.000948,0.001093,,,,,,,,,,,,,,,,
Aguilar de Segarra,80023,Bages,Comarques Centrals,2018,277,31,801,111.91,2892,26,,,0.000306,0.000055,,,,,,,,,,,,,,,,
Agullana,170010,Alt Empordà,Comarques Gironines,2018,841,6,1808,7.13,2150,301,,,0.000059,0.000123,,,,,,,,,,,,,,,,
Aiguafreda,80142,Vallès Oriental,Metropolità,2018,2501,24,5436,9.6,2174,227,,,0.000237,0.000371,,,,,,,,,,,,,,,,
Aiguamúrcia,430017,Alt Camp,Camp de Tarragona,2018,893,7,586,7.84,656,84,,,0.000069,0.00004,,,,,,,,,,,,,,,,
Aiguaviva,170025,Gironès,Comarques Gironines,2018,767,9,1238,11.73,1614,138,,,0.000089,0.000084,,,,,,,,,,,,,,,,
Aitona,250387,Segrià,Ponent,2018,2545,25,2825,9.82,1110,113,,,0.000247,0.000193,,,,,,,,,,,,,,,,
"Alamús, els",250045,Segrià,Ponent,2018,796,9,2759,11.31,3466,307,,,0.000089,0.000188,,,,,,,,,,,,,,,,
Alàs i Cerc,250058,Alt Urgell,Alt Pirineu i Aran,2018,342,1,108,2.92,316,108,,,0.00001,0.000007,,,,,,,,,,,,,,,,
"Albagés, l'",250061,Garrigues,Ponent,2018,375,3,138,8,368,46,,,0.00003,0.000009,,,,,,,,,,,,,,,,
Albanyà,170031,Alt Empordà,Comarques Gironines,2018,139,1,37,7.19,266,37,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Albatàrrec,250077,Segrià,Ponent,2018,2335,15,1469,6.42,629,98,,,0.000148,0.0001,,,,,,,,,,,,,,,,
Albesa,250083,Noguera,Ponent,2018,1576,7,477,4.44,303,68,,,0.000069,0.000033,,,,,,,,,,,,,,,,
"Albi, l'",250096,Garrigues,Ponent,2018,762,9,499,11.81,655,55,,,0.000089,0.000034,,,,,,,,,,,,,,,,
Albinyana,430022,Baix Penedès,Penedès,2018,2371,17,1434,7.17,605,84,,,0.000168,0.000098,,,,,,,,,,,,,,,,
"Albiol, l'",430038,Baix Camp,Camp de Tarragona,2018,464,1,79,2.16,170,79,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Albons,170046,Baix Empordà,Comarques Gironines,2018,765,4,176,5.23,230,44,,,0.000039,0.000012,,,,,,,,,,,,,,,,
Alcanar,430043,Montsià,Terres de l'Ebre,2018,9402,141,16723,15,1779,119,0.8676,609,0.001392,0.00114,,,,,,,,,,,,,,,,
Alcanó,250100,Segrià,Ponent,2018,232,2,44,8.62,190,22,,,0.00002,0.000003,,,,,,,,,,,,,,,,
Alcarràs,250117,Segrià,Ponent,2018,9422,105,22477,11.14,2386,214,0.8137,0.5926,0.001037,0.001532,,,,,,,,,,,,,,,,
Alcoletge,250122,Segrià,Ponent,2018,3419,29,5330,8.48,1559,184,,,0.000286,0.000363,,,,,,,,,,,,,,,,
Alcover,430056,Alt Camp,Camp de Tarragona,2018,5108,60,10268,11.75,2010,171,,,0.000592,0.0007,,,,,,,,,,,,,,,,
"Aldea, l'",439044,Baix Ebre,Terres de l'Ebre,2018,4137,64,11995,15.47,2899,187,,,0.000632,0.000818,,,,,,,,,,,,,,,,
Aldover,430069,Baix Ebre,Terres de l'Ebre,2018,838,8,384,9.55,458,48,,,0.000079,0.000026,,,,,,,,,,,,,,,,
"Aleixar, l'",430075,Baix Camp,Camp de Tarragona,2018,864,5,304,5.79,352,61,,,0.000049,0.000021,,,,,,,,,,,,,,,,
Alella,80039,Maresme,Metropolità,2018,9764,89,13695,9.12,1403,154,,,0.000879,0.000934,,,,,,,,,,,,,,,,
Alfara de Carles,430081,Baix Ebre,Terres de l'Ebre,2018,368,6,214,16.3,582,36,,,0.000059,0.000015,,,,,,,,,,,,,,,,
Alfarràs,250138,Segrià,Ponent,2018,2822,41,6187,14.53,2192,151,,,0.000405,0.000422,,,,,,,,,,,,,,,,
Alfés,250143,Segrià,Ponent,2018,313,6,671,19.17,2144,112,,,0.000059,0.000046,,,,,,,,,,,,,,,,
Alforja,430094,Baix Camp,Camp de Tarragona,2018,1788,11,1741,6.15,974,158,,,0.000109,0.000119,,,,,,,,,,,,,,,,
Algerri,250156,Noguera,Ponent,2018,399,5,516,12.53,1293,103,,,0.000049,0.000035,,,,,,,,,,,,,,,,
Alguaire,250169,Segrià,Ponent,2018,2937,25,5876,8.51,2001,235,,,0.000247,0.000401,,,,,,,,,,,,,,,,
Alins,250175,Pallars Sobirà,Alt Pirineu i Aran,2018,290,1,9,3.45,31,9,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Alió,430108,Alt Camp,Camp de Tarragona,2018,426,1,52,2.35,122,52,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Almacelles,250194,Segrià,Ponent,2018,6789,69,14736,10.16,2171,214,0.9403,0.9032,0.000681,0.001005,,,,,,,,,,,,,,,,
Almatret,250208,Segrià,Ponent,2018,314,7,247,22.29,787,35,,,0.000069,0.000017,,,,,,,,,,,,,,,,
Almenar,250215,Segrià,Ponent,2018,3453,36,9298,10.43,2693,258,,,0.000355,0.000634,,,,,,,,,,,,,,,,
Almoster,430115,Baix Camp,Camp de Tarragona,2018,1342,6,663,4.47,494,111,,,0.000059,0.000045,,,,,,,,,,,,,,,,
Alòs de Balaguer,250220,Noguera,Ponent,2018,131,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Alp,170062,Cerdanya,Alt Pirineu i Aran,2018,1559,28,3846,17.96,2467,137,,,0.000276,0.000262,,,,,,,,,,,,,,,,
Alpens,80044,Osona,Comarques Centrals,2018,273,2,137,7.33,502,69,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Alpicat,250236,Segrià,Ponent,2018,6230,51,9801,8.19,1573,192,0.9348,0.9936,0.000504,0.000668,,,,,,,,,,,,,,,,
Alt Àneu,250241,Pallars Sobirà,Alt Pirineu i Aran,2018,406,2,121,4.93,298,61,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Altafulla,430120,Tarragonès,Camp de Tarragona,2018,5120,60,9895,11.72,1933,165,,,0.000592,0.000675,,,,,,,,,,,,,,,,
Amer,170078,Selva,Comarques Gironines,2018,2256,26,2636,11.52,1168,101,,,0.000257,0.00018,,,,,,,,,,,,,,,,
"Ametlla de Mar, l'",430136,Baix Ebre,Terres de l'Ebre,2018,6801,132,15080,19.41,2217,114,0.8468,0.5565,0.001303,0.001028,,,,,,,,,,,,,,,,
"Ametlla del Vallès, l'",80057,Vallès Oriental,Metropolità,2018,8496,85,20664,10,2432,243,0.3452,0.1415,0.000839,0.001409,,,,,,,,,,,,,,,,
"Ampolla, l'",439060,Baix Ebre,Terres de l'Ebre,2018,3280,56,5873,17.07,1791,105,,,0.000553,0.0004,,,,,,,,,,,,,,,,
Amposta,430141,Montsià,Terres de l'Ebre,2018,20606,398,72415,19.31,3514,182,0.8874,0.7264,0.00393,0.004937,39,37,19,84,62,35,105,17,7365,10588,7065,18915,6821,3991,15498,2172
Anglès,170084,Selva,Comarques Gironines,2018,5519,61,8419,11.05,1525,138,0.9836,0.9857,0.000602,0.000574,,,,,,,,,,,,,,,,
Anglesola,250273,Urgell,Ponent,2018,1328,15,1600,11.3,1205,107,,,0.000148,0.000109,,,,,,,,,,,,,,,,
Arbeca,250292,Garrigues,Ponent,2018,2162,24,2239,11.1,1036,93,,,0.000237,0.000153,,,,,,,,,,,,,,,,
"Arboç, l'",430167,Baix Penedès,Penedès,2018,5505,63,12472,11.44,2266,198,0.7581,0.5341,0.000622,0.00085,,,,,,,,,,,,,,,,
Arbolí,430154,Baix Camp,Camp de Tarragona,2018,116,1,22,8.62,190,22,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Arbúcies,170097,Selva,Comarques Gironines,2018,6515,74,8563,11.36,1314,116,,,0.000731,0.000584,,,,,,,,,,,,,,,,
Arenys de Mar,80060,Maresme,Metropolità,2018,15533,211,24738,13.58,1593,117,0.8558,0.5632,0.002083,0.001686,18,14,6,37,32,21,70,13,688,1420,1995,4511,5822,1521,7587,1194
Arenys de Munt,80076,Maresme,Metropolità,2018,8838,95,10601,10.75,1199,112,0.8556,0.6489,0.000938,0.000723,,,,,,,,,,,,,,,,
Argelaguer,170101,Garrotxa,Comarques Gironines,2018,423,2,127,4.73,300,64,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Argençola,80082,Anoia,Penedès,2018,219,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Argentera, l'",430173,Baix Camp,Camp de Tarragona,2018,129,1,324,7.75,2512,324,,,0.00001,0.000022,,,,,,,,,,,,,,,,
Argentona,80095,Maresme,Metropolità,2018,12295,107,11495,8.7,935,107,835,0.6747,0.001057,0.000784,9,3,5,11,13,8,49,9,1161,560,925,2353,1394,461,3667,974
"Armentera, l'",170118,Alt Empordà,Comarques Gironines,2018,937,12,672,12.81,717,56,,,0.000118,0.000046,,,,,,,,,,,,,,,,
Arnes,430189,Terra Alta,Terres de l'Ebre,2018,466,6,318,12.88,682,53,,,0.000059,0.000022,,,,,,,,,,,,,,,,
Arres,250313,Aran,Alt Pirineu i Aran,2018,63,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Arsèguel,250328,Alt Urgell,Alt Pirineu i Aran,2018,85,1,22,11.76,259,22,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Artés,80109,Bages,Comarques Centrals,2018,5648,61,7748,10.8,1372,127,,,0.000602,0.000528,,,,,,,,,,,,,,,,
Artesa de Lleida,250334,Segrià,Ponent,2018,1538,21,3624,13.65,2356,173,,,0.000207,0.000247,,,,,,,,,,,,,,,,
Artesa de Segre,250349,Noguera,Ponent,2018,3447,70,18057,20.31,5238,258,,,0.000691,0.001231,,,,,,,,,,,,,,,,
Ascó,430192,Ribera d'Ebre,Terres de l'Ebre,2018,1674,20,3688,11.95,2203,184,,,0.000197,0.000251,,,,,,,,,,,,,,,,
Aspa,250365,Segrià,Ponent,2018,217,2,18,9.22,83,9,,,0.00002,0.000001,,,,,,,,,,,,,,,,
"Avellanes i Santa Linya, les",250371,Noguera,Ponent,2018,455,2,1176,4.4,2585,588,,,0.00002,0.00008,,,,,,,,,,,,,,,,
Avià,80116,Berguedà,Comarques Centrals,2018,2250,13,1170,5.78,520,90,,,0.000128,0.00008,,,,,,,,,,,,,,,,
Avinyó,80121,Bages,Comarques Centrals,2018,2250,19,2064,8.44,917,109,,,0.000188,0.000141,,,,,,,,,,,,,,,,
Avinyonet de Puigventós,170123,Alt Empordà,Comarques Gironines,2018,1604,11,2177,6.86,1357,198,,,0.000109,0.000148,,,,,,,,,,,,,,,,
Avinyonet del Penedès,80137,Alt Penedès,Penedès,2018,1669,17,1466,10.19,878,86,,,0.000168,0.0001,,,,,,,,,,,,,,,,
Badalona,80155,Barcelonès,Metropolità,2018,217741,2224,347649,10.21,1597,156,0.9453,0.8812,0.02196,0.023701,113,96,86,397,336,160,899,137,9570,25668,73156,84813,38513,17644,84645,13640
Badia del Vallès,89045,Vallès Occidental,Metropolità,2018,13417,107,7744,7.97,577,72,,,0.001057,0.000528,4,2,1,8,9,7,66,10,219,1334,189,496,401,231,4262,612
Bagà,80168,Berguedà,Comarques Centrals,2018,2152,36,2792,16.73,1297,78,,,0.000355,0.00019,,,,,,,,,,,,,,,,
Baix Pallars,250390,Pallars Sobirà,Alt Pirineu i Aran,2018,330,2,57,6.06,173,29,,,0.00002,0.000004,,,,,,,,,,,,,,,,
Balaguer,250404,Noguera,Ponent,2018,16841,269,40422,15.97,2400,150,0.9392,0.8347,0.002656,0.002756,20,19,7,55,52,19,78,19,1807,7565,3176,10836,4908,1462,8107,2561
Balenyà,80174,Osona,Comarques Centrals,2018,3783,28,8164,7.4,2158,292,,,0.000276,0.000557,,,,,,,,,,,,,,,,
Balsareny,80180,Bages,Comarques Centrals,2018,3205,32,2494,9.98,778,78,,,0.000316,0.00017,,,,,,,,,,,,,,,,
Banyeres del Penedès,430206,Baix Penedès,Penedès,2018,3128,19,1821,6.07,582,96,,,0.000188,0.000124,,,,,,,,,,,,,,,,
Banyoles,170157,Pla de l'Estany,Comarques Gironines,2018,19615,291,47926,14.84,2443,165,0.8239,596,0.002873,0.003267,14,19,15,52,59,29,82,21,1385,3395,4322,18126,6030,3070,9467,2131
Barbens,250411,Pla d'Urgell,Ponent,2018,939,10,1234,10.65,1314,123,,,0.000099,0.000084,,,,,,,,,,,,,,,,
Barberà de la Conca,430213,Conca de Barberà,Camp de Tarragona,2018,476,5,257,10.5,540,51,,,0.000049,0.000018,,,,,,,,,,,,,,,,
Barberà del Vallès,82520,Vallès Occidental,Metropolità,2018,32839,445,92494,13.55,2817,208,0.6318,0.3768,0.004394,0.006306,34,41,17,83,84,44,112,30,11050,14226,17183,15423,11258,6286,13407,3661
Barcelona,80193,Barcelonès,Metropolità,2018,1620343,26653,3187440,16.45,1967,120,0.9943,0.9942,0.263172,0.2173,1971,1159,901,4323,5428,2494,8431,1946,180118,278426,376330,511053,551490,208145,915884,165994
"Baronia de Rialb, la",250426,Noguera,Ponent,2018,231,1,30,4.33,130,30,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Bàscara,170160,Alt Empordà,Comarques Gironines,2018,1000,23,2364,23,2364,103,,,0.000227,0.000161,,,,,,,,,,,,,,,,
Bassella,250447,Alt Urgell,Alt Pirineu i Aran,2018,231,1,311,4.33,1346,311,,,0.00001,0.000021,,,,,,,,,,,,,,,,
Batea,430228,Terra Alta,Terres de l'Ebre,2018,1898,31,2414,16.33,1272,78,,,0.000306,0.000165,,,,,,,,,,,,,,,,
Bausen,250450,Aran,Alt Pirineu i Aran,2018,64,1,83,15.63,1297,83,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Begues,80207,Baix Llobregat,Metropolità,2018,6961,50,9931,7.18,1427,199,,,0.000494,0.000677,,,,,,,,,,,,,,,,
Begur,170139,Baix Empordà,Comarques Gironines,2018,3934,63,7137,16.01,1814,113,,,0.000622,0.000487,,,,,,,,,,,,,,,,
Belianes,250463,Urgell,Ponent,2018,525,12,1183,22.86,2253,99,,,0.000118,0.000081,,,,,,,,,,,,,,,,
Bell-lloc d'Urgell,250485,Pla d'Urgell,Ponent,2018,2289,15,1965,6.55,858,131,,,0.000148,0.000134,,,,,,,,,,,,,,,,
Bellaguarda,251706,Garrigues,Ponent,2018,301,4,45,13.29,150,11,,,0.000039,0.000003,,,,,,,,,,,,,,,,
Bellcaire d'Empordà,170182,Baix Empordà,Comarques Gironines,2018,671,12,2673,17.88,3984,223,,,0.000118,0.000182,,,,,,,,,,,,,,,,
Bellcaire d'Urgell,250479,Noguera,Ponent,2018,1252,12,2074,9.58,1657,173,,,0.000118,0.000141,,,,,,,,,,,,,,,,
Bellmunt d'Urgell,250498,Noguera,Ponent,2018,193,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Bellmunt del Priorat,430234,Priorat,Camp de Tarragona,2018,300,3,102,10,340,34,,,0.00003,0.000007,,,,,,,,,,,,,,,,
Bellprat,80214,Anoia,Penedès,2018,74,1,172,13.51,2324,172,,,0.00001,0.000012,,,,,,,,,,,,,,,,
Bellpuig,250501,Urgell,Ponent,2018,5060,74,11064,14.62,2187,150,,,0.000731,0.000754,,,,,,,,,,,,,,,,
Bellvei,430249,Baix Penedès,Penedès,2018,2190,23,6092,10.5,2782,265,,,0.000227,0.000415,,,,,,,,,,,,,,,,
Bellver de Cerdanya,250518,Cerdanya,Alt Pirineu i Aran,2018,1979,39,3783,19.71,1912,97,,,0.000385,0.000258,,,,,,,,,,,,,,,,
Bellvís,250523,Pla d'Urgell,Ponent,2018,2266,33,5555,14.56,2451,168,,,0.000326,0.000379,,,,,,,,,,,,,,,,
Benavent de Segrià,250539,Segrià,Ponent,2018,1468,7,1690,4.77,1151,241,,,0.000069,0.000115,,,,,,,,,,,,,,,,
Benifallet,430252,Baix Ebre,Terres de l'Ebre,2018,714,11,480,15.41,672,44,,,0.000109,0.000033,,,,,,,,,,,,,,,,
Benissanet,430265,Ribera d'Ebre,Terres de l'Ebre,2018,1142,10,445,8.76,390,45,,,0.000099,0.00003,,,,,,,,,,,,,,,,
Berga,80229,Berguedà,Comarques Centrals,2018,16199,298,48745,18.4,3009,164,0.9422,0.9081,0.002942,0.003323,21,27,12,54,58,32,76,18,6476,6240,3313,9666,4215,2935,13751,2149
Besalú,170195,Garrotxa,Comarques Gironines,2018,2467,61,7460,24.73,3024,122,,,0.000602,0.000509,,,,,,,,,,,,,,,,
Bescanó,170209,Gironès,Comarques Gironines,2018,4941,45,9408,9.11,1904,209,,,0.000444,0.000641,,,,,,,,,,,,,,,,
Beuda,170216,Garrotxa,Comarques Gironines,2018,187,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Bigues i Riells,80235,Vallès Oriental,Metropolità,2018,9003,55,5606,6.11,623,102,,,0.000543,0.000382,,,,,,,,,,,,,,,,
Biosca,250557,Segarra,Ponent,2018,181,1,28,5.52,155,28,,,0.00001,0.000002,,,,,,,,,,,,,,,,
"Bisbal d'Empordà, la",170221,Baix Empordà,Comarques Gironines,2018,10859,229,37179,21.09,3424,162,0.9511,0.8549,0.002261,0.002535,10,7,10,70,37,21,63,11,1014,3236,3074,14595,2582,1916,9287,1475
"Bisbal de Falset, la",430271,Priorat,Camp de Tarragona,2018,219,1,65,4.57,297,65,,,0.00001,0.000004,,,,,,,,,,,,,,,,
"Bisbal del Penedès, la",430287,Baix Penedès,Penedès,2018,3464,18,2286,5.2,660,127,,,0.000178,0.000156,,,,,,,,,,,,,,,,
Biure,172348,Alt Empordà,Comarques Gironines,2018,238,3,483,12.61,2029,161,,,0.00003,0.000033,,,,,,,,,,,,,,,,
Blancafort,430290,Conca de Barberà,Camp de Tarragona,2018,379,2,109,5.28,288,55,,,0.00002,0.000007,,,,,,,,,,,,,,,,
Blanes,170237,Selva,Comarques Gironines,2018,38790,584,90039,15.06,2321,154,0.8787,0.5494,0.005766,0.006138,21,44,27,109,133,40,179,31,1858,15927,6704,20986,9880,3136,27454,4094
Boadella i les Escaules,170293,Alt Empordà,Comarques Gironines,2018,269,1,123,3.72,457,123,,,0.00001,0.000008,,,,,,,,,,,,,,,,
Bolvir,170242,Cerdanya,Alt Pirineu i Aran,2018,383,4,127,10.44,332,32,,,0.000039,0.000009,,,,,,,,,,,,,,,,
Bonastre,430304,Baix Penedès,Penedès,2018,687,6,231,8.73,336,39,,,0.000059,0.000016,,,,,,,,,,,,,,,,
"Bòrdes, Es",250576,Aran,Alt Pirineu i Aran,2018,266,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Bordils,170255,Gironès,Comarques Gironines,2018,1701,14,1369,8.23,805,98,,,0.000138,0.000093,,,,,,,,,,,,,,,,
"Borges Blanques, les",250582,Garrigues,Ponent,2018,6002,78,9187,13,1531,118,0.9231,0.75,0.00077,0.000626,,,,,,,,,,,,,,,,
"Borges del Camp, les",430311,Baix Camp,Camp de Tarragona,2018,2080,20,2002,9.62,963,100,,,0.000197,0.000136,,,,,,,,,,,,,,,,
Borrassà,170268,Alt Empordà,Comarques Gironines,2018,702,7,863,9.97,1229,123,,,0.000069,0.000059,,,,,,,,,,,,,,,,
Borredà,80240,Berguedà,Comarques Centrals,2018,456,6,483,13.16,1059,81,,,0.000059,0.000033,,,,,,,,,,,,,,,,
Bossòst,250595,Aran,Alt Pirineu i Aran,2018,1110,53,5455,47.75,4914,103,,,0.000523,0.000372,,,,,,,,,,,,,,,,
Bot,430326,Terra Alta,Terres de l'Ebre,2018,601,6,258,9.98,429,43,,,0.000059,0.000018,,,,,,,,,,,,,,,,
Botarell,430332,Baix Camp,Camp de Tarragona,2018,1070,7,558,6.54,521,80,,,0.000069,0.000038,,,,,,,,,,,,,,,,
Bovera,250560,Garrigues,Ponent,2018,257,4,56,15.56,218,14,,,0.000039,0.000004,,,,,,,,,,,,,,,,
Bràfim,430347,Alt Camp,Camp de Tarragona,2018,673,4,146,5.94,217,37,,,0.000039,0.00001,,,,,,,,,,,,,,,,
Breda,170274,Selva,Comarques Gironines,2018,3733,48,5568,12.86,1492,116,,,0.000474,0.00038,,,,,,,,,,,,,,,,
"Bruc, el",80253,Anoia,Penedès,2018,2027,18,3306,8.88,1631,184,,,0.000178,0.000225,,,,,,,,,,,,,,,,
"Brull, el",80266,Osona,Comarques Centrals,2018,257,1,516,3.89,2008,516,,,0.00001,0.000035,,,,,,,,,,,,,,,,
Brunyola,170280,Selva,Comarques Gironines,2018,369,4,738,10.84,2000,185,,,0.000039,0.00005,,,,,,,,,,,,,,,,
Cabacés,430350,Priorat,Camp de Tarragona,2018,305,3,151,9.84,495,50,,,0.00003,0.00001,,,,,,,,,,,,,,,,
Cabanabona,250609,Noguera,Ponent,2018,76,1,5,13.16,66,5,,,0.00001,0,,,,,,,,,,,,,,,,
Cabanelles,170314,Alt Empordà,Comarques Gironines,2018,273,1,94,3.66,344,94,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Cabanes,170307,Alt Empordà,Comarques Gironines,2018,944,11,2399,11.65,2541,218,,,0.000109,0.000164,,,,,,,,,,,,,,,,
"Cabanyes, les",80272,Alt Penedès,Penedès,2018,965,11,1473,11.4,1526,134,,,0.000109,0.0001,,,,,,,,,,,,,,,,
Cabó,250616,Alt Urgell,Alt Pirineu i Aran,2018,97,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Cabra del Camp,430363,Alt Camp,Camp de Tarragona,2018,1141,6,345,5.26,302,58,,,0.000059,0.000024,,,,,,,,,,,,,,,,
Cabrera d'Anoia,80288,Anoia,Penedès,2018,1376,4,2132,2.91,1549,533,,,0.000039,0.000145,,,,,,,,,,,,,,,,
Cabrera de Mar,80291,Maresme,Metropolità,2018,4664,89,46706,19.08,10014,525,0.0814,0.0106,0.000879,0.003184,,,,,,,,,,,,,,,,
Cabrils,80305,Maresme,Metropolità,2018,7348,40,6779,5.44,923,169,,,0.000395,0.000462,,,,,,,,,,,,,,,,
Cadaqués,170329,Alt Empordà,Comarques Gironines,2018,2752,65,5731,23.62,2082,88,,,0.000642,0.000391,,,,,,,,,,,,,,,,
Calaf,80312,Anoia,Comarques Centrals,2018,3547,49,7015,13.81,1978,143,,,0.000484,0.000478,,,,,,,,,,,,,,,,
Calafell,430379,Baix Penedès,Penedès,2018,25444,322,40762,12.66,1602,127,0.8864,0.7242,0.003179,0.002779,21,17,28,44,76,25,97,14,1304,5660,4853,8332,4998,1905,12375,1335
Calders,80348,Moianès,Comarques Centrals,2018,946,5,905,5.29,957,181,,,0.000049,0.000062,,,,,,,,,,,,,,,,
Caldes d'Estrac,80327,Maresme,Metropolità,2018,2859,21,1083,7.35,379,52,,,0.000207,0.000074,,,,,,,,,,,,,,,,
Caldes de Malavella,170335,Selva,Comarques Gironines,2018,7458,57,5231,7.64,701,92,0.8727,0.8034,0.000563,0.000357,,,,,,,,,,,,,,,,
Caldes de Montbui,80333,Vallès Oriental,Metropolità,2018,17449,245,33952,14.04,1946,139,0.9087,0.7496,0.002419,0.002315,17,23,4,45,42,23,70,21,1753,7197,680,7335,3226,1832,9563,2366
Calella,80351,Maresme,Metropolità,2018,18728,415,40681,22.16,2172,98,0.9951,0.9955,0.004098,0.002773,13,8,37,63,123,35,114,22,1180,995,4641,4985,10515,2242,13820,2303
Calldetenes,80370,Osona,Comarques Centrals,2018,2497,25,2293,10.01,918,92,,,0.000247,0.000156,,,,,,,,,,,,,,,,
Callús,80386,Bages,Comarques Centrals,2018,2095,16,1541,7.64,736,96,,,0.000158,0.000105,,,,,,,,,,,,,,,,
Calonge,80364,Baix Empordà,Comarques Gironines,2018,10897,120,23216,11.01,2130,193,0.7778,0.6636,0.001185,0.001583,6,11,7,20,7,11,44,14,624,1864,1632,6244,348,704,10084,1716
Calonge de Segarra,170340,Anoia,Comarques Centrals,2018,191,3,1778,15.71,9309,593,,,0.00003,0.000121,,,,,,,,,,,,,,,,
Camarasa,250621,Noguera,Ponent,2018,842,9,881,10.69,1046,98,,,0.000089,0.00006,,,,,,,,,,,,,,,,
Camarles,439039,Baix Ebre,Terres de l'Ebre,2018,3278,46,8485,14.03,2588,184,,,0.000454,0.000578,,,,,,,,,,,,,,,,
Cambrils,430385,Baix Camp,Camp de Tarragona,2018,33362,478,54985,14.33,1648,115,0.9075,0.8438,0.00472,0.003749,34,32,17,76,133,40,119,27,2354,6788,4361,7803,8645,3195,19009,2830
Camós,170353,Pla de l'Estany,Comarques Gironines,2018,690,2,127,2.9,184,64,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Campdevànol,170366,Ripollès,Comarques Gironines,2018,3204,35,9754,10.92,3044,279,,,0.000346,0.000665,,,,,,,,,,,,,,,,
Campelles,170372,Ripollès,Comarques Gironines,2018,133,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Campins,80399,Vallès Oriental,Metropolità,2018,515,1,9,1.94,17,9,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Campllong,170388,Gironès,Comarques Gironines,2018,535,4,1307,7.48,2443,327,,,0.000039,0.000089,,,,,,,,,,,,,,,,
Camprodon,170391,Ripollès,Comarques Gironines,2018,2261,70,5397,30.96,2387,77,,,0.000691,0.000368,,,,,,,,,,,,,,,,
Canejan,250637,Aran,Alt Pirineu i Aran,2018,84,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Canet d'Adri,170405,Gironès,Comarques Gironines,2018,708,3,337,4.24,476,112,,,0.00003,0.000023,,,,,,,,,,,,,,,,
Canet de Mar,80403,Maresme,Metropolità,2018,14583,179,17799,12.27,1221,99,0.9655,0.85,0.001767,0.001213,14,14,12,20,31,17,63,8,1938,4659,1982,1669,1671,896,4209,775
"Canonja, la",439076,Tarragonès,Camp de Tarragona,2018,5842,48,9052,8.22,1549,189,0.7872,386,0.000474,0.000617,,,,,,,,,,,,,,,,
Canovelles,80410,Vallès Oriental,Metropolità,2018,16317,176,21372,10.79,1310,121,0.8439,0.5569,0.001738,0.001457,11,11,7,31,26,9,75,6,2047,4563,912,4751,2184,422,5630,863
Cànoves i Samalús,80425,Vallès Oriental,Metropolità,2018,2995,11,1161,3.67,388,106,,,0.000109,0.000079,,,,,,,,,,,,,,,,
Cantallops,170412,Alt Empordà,Comarques Gironines,2018,313,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Canyelles,80431,Garraf,Penedès,2018,4481,26,5278,5.8,1178,203,,,0.000257,0.00036,,,,,,,,,,,,,,,,
