Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
"Perelló, el",431042,Baix Ebre,Terres de l'Ebre,2017,2884,52,3938,18.03,1365,76,,,0.000504,0.000263,,,,,,,,,,,,,,,,
Piera,81614,Anoia,Penedès,2017,15194,131,19911,8.62,1310,152,,,0.001269,0.001332,4,13,5,28,21,14,36,10,308,3617,1522,4372,1273,1919,5665,1235
"Piles, les",431055,Conca de Barberà,Camp de Tarragona,2017,216,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pineda de Mar,81635,Maresme,Metropolità,2017,26349,345,46319,13.09,1758,134,0.9536,0.8556,0.003343,0.003098,21,23,27,60,58,25,107,24,2686,6554,6721,7778,3516,1718,14705,2641
"Pinell de Brai, el",431068,Terra Alta,Terres de l'Ebre,2017,1012,13,1643,12.85,1624,126,,,0.000126,0.00011,,,,,,,,,,,,,,,,
Pinell de Solsonès,251667,Solsonès,Comarques Centrals,2017,211,1,130,4.74,616,130,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Pinós,251673,Solsonès,Comarques Centrals,2017,312,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pira,431074,Conca de Barberà,Camp de Tarragona,2017,500,2,193,4,386,97,,,0.000019,0.000013,,,,,,,,,,,,,,,,
"Pla de Santa Maria, el",431080,Alt Camp,Camp de Tarragona,2017,2266,21,1837,9.27,811,87,,,0.000203,0.000123,,,,,,,,,,,,,,,,
"Pla del Penedès, el",81640,Alt Penedès,Penedès,2017,1232,7,1945,5.68,1579,278,,,0.000068,0.00013,,,,,,,,,,,,,,,,
"Planes d'Hostoles, les",171334,Garrotxa,Comarques Gironines,2017,1629,26,1490,15.96,915,57,,,0.000252,0.0001,,,,,,,,,,,,,,,,
Planoles,171349,Ripollès,Comarques Gironines,2017,303,2,82,6.6,271,41,,,0.000019,0.000005,,,,,,,,,,,,,,,,
"Plans de Sió, els",259118,Segarra,Ponent,2017,509,3,487,5.89,957,162,,,0.000029,0.000033,,,,,,,,,,,,,,,,
"Poal, el",251689,Pla d'Urgell,Ponent,2017,637,9,547,14.13,859,61,,,0.000087,0.000037,,,,,,,,,,,,,,,,
"Pobla de Cérvoles, la",251692,Garrigues,Ponent,2017,194,1,43,5.15,222,43,,,0.00001,0.000003,,,,,,,,,,,,,,,,
"Pobla de Claramunt, la",81653,Anoia,Penedès,2017,2190,10,3426,4.57,1564,343,,,0.000097,0.000229,,,,,,,,,,,,,,,,
"Pobla de Lillet, la",81666,Berguedà,Comarques Centrals,2017,1097,20,1094,18.23,997,55,,,0.000194,0.000073,,,,,,,,,,,,,,,,
"Pobla de Mafumet, la",431093,Tarragonès,Camp de Tarragona,2017,3854,26,4434,6.75,1150,171,,,0.000252,0.000297,,,,,,,,,,,,,,,,
"Pobla de Massaluca, la",431107,Terra Alta,Terres de l'Ebre,2017,335,4,272,11.94,812,68,,,0.000039,0.000018,,,,,,,,,,,,,,,,
"Pobla de Montornès, la",431114,Tarragonès,Camp de Tarragona,2017,2795,13,872,4.65,312,67,,,0.000126,0.000058,,,,,,,,,,,,,,,,
"Pobla de Segur, la",251713,Pallars Jussà,Alt Pirineu i Aran,2017,2949,55,9570,18.65,3245,174,,,0.000533,0.00064,,,,,,,,,,,,,,,,
Poboleda,431129,Priorat,Camp de Tarragona,2017,356,7,282,19.66,792,40,,,0.000068,0.000019,,,,,,,,,,,,,,,,
Polinyà,81672,Vallès Occidental,Metropolità,2017,8383,74,11823,8.83,1410,160,0.8514,0.7392,0.000717,0.000791,,,,,,,,,,,,,,,,
"Pont d'Armentera, el",431135,Alt Camp,Camp de Tarragona,2017,501,9,866,17.96,1729,96,,,0.000087,0.000058,,,,,,,,,,,,,,,,
"Pont de Bar, el",250306,Alt Urgell,Alt Pirineu i Aran,2017,171,1,34,5.85,199,34,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Pont de Molins,171352,Alt Empordà,Comarques Gironines,2017,531,5,946,9.42,1782,189,,,0.000048,0.000063,,,,,,,,,,,,,,,,
"Pont de Suert, el",251734,Alta Ribagorça,Alt Pirineu i Aran,2017,2265,59,4988,26.05,2202,85,0.9492,0.9421,0.000572,0.000334,,,,,,,,,,,,,,,,
"Pont de Vilomara i Rocafort, el",81825,Bages,Comarques Centrals,2017,3794,27,3403,7.12,897,126,,,0.000262,0.000228,,,,,,,,,,,,,,,,
Pontils,431418,Conca de Barberà,Camp de Tarragona,2017,118,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pontons,81688,Alt Penedès,Penedès,2017,456,3,173,6.58,379,58,,,0.000029,0.000012,,,,,,,,,,,,,,,,
Pontós,171365,Alt Empordà,Comarques Gironines,2017,240,1,129,4.17,538,129,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Ponts,251728,Noguera,Ponent,2017,2622,48,5645,18.31,2153,118,,,0.000465,0.000378,,,,,,,,,,,,,,,,
Porqueres,171371,Pla de l'Estany,Comarques Gironines,2017,4594,26,4120,5.66,897,158,,,0.000252,0.000276,,,,,,,,,,,,,,,,
Porrera,431140,Priorat,Camp de Tarragona,2017,441,8,341,18.14,773,43,,,0.000078,0.000023,,,,,,,,,,,,,,,,
"Port de la Selva, el",171404,Alt Empordà,Comarques Gironines,2017,992,32,3277,32.26,3303,102,,,0.00031,0.000219,,,,,,,,,,,,,,,,
Portbou,171387,Alt Empordà,Comarques Gironines,2017,1107,24,3036,21.68,2743,127,,,0.000233,0.000203,,,,,,,,,,,,,,,,
"Portella, la",251749,Segrià,Ponent,2017,708,6,770,8.47,1088,128,,,0.000058,0.000052,,,,,,,,,,,,,,,,
Pradell de la Teixeta,431153,Priorat,Camp de Tarragona,2017,163,2,82,12.27,503,41,,,0.000019,0.000005,,,,,,,,,,,,,,,,
Prades,431166,Baix Camp,Camp de Tarragona,2017,599,11,552,18.36,922,50,,,0.000107,0.000037,,,,,,,,,,,,,,,,
Prat de Comte,431172,Terra Alta,Terres de l'Ebre,2017,181,2,50,11.05,276,25,,,0.000019,0.000003,,,,,,,,,,,,,,,,
"Prat de Llobregat, el",81691,Baix Llobregat,Metropolità,2017,63897,940,146724,14.71,2296,156,0.7787,0.5166,0.009107,0.009815,39,73,59,148,190,78,296,57,4582,19928,24813,20801,28500,10994,32784,4322
Pratdip,431188,Baix Camp,Camp de Tarragona,2017,718,4,528,5.57,735,132,,,0.000039,0.000035,,,,,,,,,,,,,,,,
Prats de Lluçanès,81712,Osona,Comarques Centrals,2017,2533,52,5093,20.53,2011,98,,,0.000504,0.000341,,,,,,,,,,,,,,,,
"Prats de Rei, els",81705,Anoia,Comarques Centrals,2017,535,6,880,11.21,1645,147,,,0.000058,0.000059,,,,,,,,,,,,,,,,
Prats i Sansor,251752,Cerdanya,Alt Pirineu i Aran,2017,232,4,2021,17.24,8711,505,,,0.000039,0.000135,,,,,,,,,,,,,,,,
Preixana,251765,Urgell,Ponent,2017,381,4,288,10.5,756,72,,,0.000039,0.000019,,,,,,,,,,,,,,,,
Preixens,251771,Noguera,Ponent,2017,443,2,75,4.51,169,38,,,0.000019,0.000005,,,,,,,,,,,,,,,,
Premià de Dalt,82303,Maresme,Metropolità,2017,10345,64,9496,6.19,918,148,0.9063,0.4564,0.00062,0.000635,5,4,6,10,8,2,24,5,828,4780,371,615,712,64,1718,408
Premià de Mar,81727,Maresme,Metropolità,2017,28049,380,32298,13.55,1151,85,0.9553,0.9195,0.003682,0.00216,21,20,17,61,71,31,131,28,1623,3584,2177,6130,4423,2186,10157,2018
"Preses, les",171390,Garrotxa,Comarques Gironines,2017,1764,23,10484,13.04,5943,456,0.6087,122,0.000223,0.000701,,,,,,,,,,,,,,,,
Prullans,251790,Cerdanya,Alt Pirineu i Aran,2017,224,5,334,22.32,1491,67,,,0.000048,0.000022,,,,,,,,,,,,,,,,
Puig-reig,81751,Berguedà,Comarques Centrals,2017,4086,73,7813,17.87,1912,107,,,0.000707,0.000523,,,,,,,,,,,,,,,,
Puigcerdà,171411,Cerdanya,Alt Pirineu i Aran,2017,8839,253,27323,28.62,3091,108,0.8182,0.6539,0.002451,0.001828,,,,,,,,,,,,,,,,
Puigdàlber,81748,Alt Penedès,Penedès,2017,506,4,259,7.91,512,65,,,0.000039,0.000017,,,,,,,,,,,,,,,,
Puiggròs,251804,Garrigues,Ponent,2017,280,1,43,3.57,154,43,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Puigpelat,431191,Alt Camp,Camp de Tarragona,2017,1147,6,1051,5.23,916,175,,,0.000058,0.00007,,,,,,,,,,,,,,,,
Puigverd d'Agramunt,251811,Urgell,Ponent,2017,228,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Puigverd de Lleida,251826,Segrià,Ponent,2017,1350,11,784,8.15,581,71,,,0.000107,0.000052,,,,,,,,,,,,,,,,
Pujalt,81764,Anoia,Comarques Centrals,2017,203,2,50,9.85,246,25,,,0.000019,0.000003,,,,,,,,,,,,,,,,
"Quar, la",81770,Berguedà,Comarques Centrals,2017,57,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Quart,171426,Gironès,Comarques Gironines,2017,3570,20,4102,5.6,1149,205,,,0.000194,0.000274,,,,,,,,,,,,,,,,
Queralbs,170433,Ripollès,Comarques Gironines,2017,176,2,23,11.36,131,12,,,0.000019,0.000002,,,,,,,,,,,,,,,,
Querol,431205,Alt Camp,Camp de Tarragona,2017,532,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Rabós,171432,Alt Empordà,Comarques Gironines,2017,175,2,90,11.43,514,45,,,0.000019,0.000006,,,,,,,,,,,,,,,,
Rajadell,81786,Bages,Comarques Centrals,2017,536,46,718,85.82,1340,16,,,0.000446,0.000048,,,,,,,,,,,,,,,,
Rasquera,431212,Ribera d'Ebre,Terres de l'Ebre,2017,796,11,1255,13.82,1577,114,,,0.000107,0.000084,,,,,,,,,,,,,,,,
Regencós,171447,Baix Empordà,Comarques Gironines,2017,279,4,2536,14.34,9090,634,,,0.000039,0.00017,,,,,,,,,,,,,,,,
Rellinars,81799,Vallès Occidental,Metropolità,2017,735,2,132,2.72,180,66,,,0.000019,0.000009,,,,,,,,,,,,,,,,
Renau,431227,Tarragonès,Camp de Tarragona,2017,153,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Reus,431233,Baix Camp,Camp de Tarragona,2017,103123,1631,273666,15.82,2654,168,0.9442,0.8412,0.015802,0.018306,95,104,58,326,352,137,458,101,9719,39242,29700,59282,48892,16178,59557,11096
Rialp,251832,Pallars Sobirà,Alt Pirineu i Aran,2017,666,5,977,7.51,1467,195,,,0.000048,0.000065,,,,,,,,,,,,,,,,
Riba-roja d'Ebre,431251,Ribera d'Ebre,Terres de l'Ebre,2017,1116,17,1293,15.23,1159,76,,,0.000165,0.000086,,,,,,,,,,,,,,,,
"Riba, la",431248,Alt Camp,Camp de Tarragona,2017,590,4,125,6.78,212,31,,,0.000039,0.000008,,,,,,,,,,,,,,,,
Ribera d'Ondara,259059,Segarra,Ponent,2017,433,3,102,6.93,236,34,,,0.000029,0.000007,,,,,,,,,,,,,,,,
Ribera d'Urgellet,251850,Alt Urgell,Alt Pirineu i Aran,2017,936,4,171,4.27,183,43,,,0.000039,0.000011,,,,,,,,,,,,,,,,
Ribes de Freser,171450,Ripollès,Comarques Gironines,2017,1783,34,1742,19.07,977,51,,,0.000329,0.000117,,,,,,,,,,,,,,,,
Riells i Viabrea,171463,Selva,Comarques Gironines,2017,3922,26,2920,6.63,745,112,,,0.000252,0.000195,,,,,,,,,,,,,,,,
"Riera de Gaià, la",431264,Tarragonès,Camp de Tarragona,2017,1704,12,1542,7.04,905,129,,,0.000116,0.000103,,,,,,,,,,,,,,,,
Riner,251863,Solsonès,Comarques Centrals,2017,262,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Ripoll,171479,Ripollès,Comarques Gironines,2017,10611,183,22329,17.25,2104,122,0.8361,0.7446,0.001773,0.001494,9,23,7,30,36,15,53,10,729,4025,2824,3046,2843,983,6593,1286
Ripollet,81803,Vallès Occidental,Metropolità,2017,37899,383,55680,10.11,1469,145,0.8747,0.6893,0.003711,0.003725,27,37,11,69,61,25,126,27,4555,11449,3723,11911,4435,1719,14948,2940
Riu de Cerdanya,259139,Cerdanya,Alt Pirineu i Aran,2017,93,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Riudarenes,171485,Selva,Comarques Gironines,2017,2145,16,1902,7.46,887,119,,,0.000155,0.000127,,,,,,,,,,,,,,,,
Riudaura,171498,Garrotxa,Comarques Gironines,2017,475,1,127,2.11,267,127,,,0.00001,0.000008,,,,,,,,,,,,,,,,
Riudecanyes,431270,Baix Camp,Camp de Tarragona,2017,1101,8,591,7.27,537,74,,,0.000078,0.00004,,,,,,,,,,,,,,,,
Riudecols,431286,Baix Camp,Camp de Tarragona,2017,1165,10,1390,8.58,1193,139,,,0.000097,0.000093,,,,,,,,,,,,,,,,
Riudellots de la Selva,171501,Selva,Comarques Gironines,2017,2029,30,9185,14.79,4527,306,,,0.000291,0.000614,,,,,,,,,,,,,,,,
Riudoms,431299,Baix Camp,Camp de Tarragona,2017,6515,81,19686,12.43,3022,243,0.8025,0.2936,0.000785,0.001317,,,,,,,,,,,,,,,,
Riumors,171518,Alt Empordà,Comarques Gironines,2017,266,2,122,7.52,459,61,,,0.000019,0.000008,,,,,,,,,,,,,,,,
"Roca del Vallès, la",81810,Vallès Oriental,Metropolità,2017,10536,184,30129,17.46,2860,164,0.1739,0.1066,0.001783,0.002015,11,16,3,21,88,12,24,9,994,5455,747,3483,13430,2409,2795,816
Rocafort de Queralt,431303,Conca de Barberà,Camp de Tarragona,2017,241,1,112,4.15,465,112,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Roda de Berà,431310,Tarragonès,Camp de Tarragona,2017,6354,86,25877,13.53,4073,301,0.7674,0.5233,0.000833,0.001731,,,,,,,,,,,,,,,,
Roda de Ter,81831,Osona,Comarques Centrals,2017,6125,55,5345,8.98,873,97,0.9818,0.9035,0.000533,0.000358,,,,,,,,,,,,,,,,
Rodonyà,431325,Alt Camp,Camp de Tarragona,2017,498,7,3289,14.06,6604,470,,,0.000068,0.00022,,,,,,,,,,,,,,,,
Roquetes,431331,Baix Ebre,Terres de l'Ebre,2017,8084,70,9843,8.66,1218,141,0.8857,0.6546,0.000678,0.000658,,,,,,,,,,,,,,,,
Roses,171523,Alt Empordà,Comarques Gironines,2017,19216,371,46682,19.31,2429,126,0.9137,0.8546,0.003594,0.003123,17,22,18,71,94,23,100,26,1037,4696,5332,7263,5981,1864,17855,2654
Rosselló,251898,Segrià,Ponent,2017,3083,19,2302,6.16,747,121,,,0.000184,0.000154,,,,,,,,,,,,,,,,
"Rourell, el",431346,Alt Camp,Camp de Tarragona,2017,369,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Rubí,81846,Vallès Occidental,Metropolità,2017,75568,766,102038,10.14,1350,133,0.8812,0.7214,0.007421,0.006825,56,46,32,156,115,61,255,45,8994,10982,7702,26130,9035,5897,29418,3880
Rubió,81859,Anoia,Penedès,2017,230,1,43,4.35,187,43,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Rupià,171539,Baix Empordà,Comarques Gironines,2017,264,6,485,22.73,1837,81,,,0.000058,0.000032,,,,,,,,,,,,,,,,
Rupit i Pruit,89019,Osona,Comarques Centrals,2017,281,9,408,32.03,1452,45,,,0.000087,0.000027,,,,,,,,,,,,,,,,
Sabadell,81878,Vallès Occidental,Metropolità,2017,209931,2630,431770,12.53,2057,164,0.9631,0.8055,0.025481,0.028882,171,179,100,451,478,200,893,158,20976,58656,99992,63930,51909,20955,100880,14472
Sagàs,81884,Berguedà,Comarques Centrals,2017,155,1,17,6.45,110,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Salàs de Pallars,251902,Pallars Jussà,Alt Pirineu i Aran,2017,337,2,77,5.93,228,39,,,0.000019,0.000005,,,,,,,,,,,,,,,,
Saldes,81901,Berguedà,Comarques Centrals,2017,275,6,596,21.82,2167,99,,,0.000058,0.00004,,,,,,,,,,,,,,,,
Sales de Llierca,171544,Garrotxa,Comarques Gironines,2017,147,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sallent,81918,Bages,Comarques Centrals,2017,6594,107,15914,16.23,2413,149,,,0.001037,0.001065,,,,,,,,,,,,,,,,
Salomó,431359,Tarragonès,Camp de Tarragona,2017,545,5,269,9.17,494,54,,,0.000048,0.000018,,,,,,,,,,,,,,,,
Salou,439057,Tarragonès,Camp de Tarragona,2017,26233,382,44902,14.56,1712,118,0.9686,0.9514,0.003701,0.003004,13,15,39,63,97,33,103,19,702,2941,8085,6494,8116,2417,14853,1294
Salt,171557,Gironès,Comarques Gironines,2017,29836,364,62003,12.2,2078,170,0.9808,0.9424,0.003527,0.004147,13,15,16,62,98,25,108,27,1198,5638,4845,9186,17501,4287,15947,3401
Sanaüja,251919,Segarra,Ponent,2017,401,7,364,17.46,908,52,,,0.000068,0.000024,,,,,,,,,,,,,,,,
Sant Adrià de Besòs,81944,Barcelonès,Metropolità,2017,36624,397,61396,10.84,1676,155,932,0.7443,0.003846,0.004107,15,41,12,37,55,33,177,27,1022,14891,12601,5000,4123,6584,14925,2250
Sant Agustí de Lluçanès,81957,Osona,Comarques Centrals,2017,86,1,107,11.63,1244,107,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Sant Andreu de la Barca,81960,Baix Llobregat,Metropolità,2017,27303,277,39060,10.15,1431,141,0.8592,0.7033,0.002684,0.002613,10,31,17,46,42,26,91,14,1539,8626,3183,8727,3433,2018,10302,1232
Sant Andreu de Llavaneres,81976,Maresme,Metropolità,2017,10758,96,14219,8.92,1322,148,,,0.00093,0.000951,2,13,4,21,12,5,32,7,111,5956,924,3862,581,239,2055,491
Sant Andreu Salou,171576,Gironès,Comarques Gironines,2017,150,2,122,13.33,813,61,,,0.000019,0.000008,,,,,,,,,,,,,,,,
Sant Aniol de Finestres,171833,Garrotxa,Comarques Gironines,2017,363,2,114,5.51,314,57,,,0.000019,0.000008,,,,,,,,,,,,,,,,
Sant Antoni de Vilamajor,81982,Vallès Oriental,Metropolità,2017,6005,60,6606,9.99,1100,110,0.7667,0.5242,0.000581,0.000442,,,,,,,,,,,,,,,,
Sant Bartomeu del Grau,81995,Osona,Comarques Centrals,2017,858,2,53,2.33,62,27,,,0.000019,0.000004,,,,,,,,,,,,,,,,
Sant Boi de Llobregat,82009,Baix Llobregat,Metropolità,2017,82142,966,174108,11.76,2120,180,0.8685,0.5162,0.009359,0.011646,54,83,48,139,139,84,350,69,5043,44736,20237,41443,11093,9886,35917,5753
Sant Boi de Lluçanès,82016,Osona,Comarques Centrals,2017,515,7,488,13.59,948,70,,,0.000068,0.000033,,,,,,,,,,,,,,,,
Sant Carles de la Ràpita,431362,Montsià,Terres de l'Ebre,2017,14902,244,30107,16.37,2020,123,0.8811,699,0.002364,0.002014,13,15,15,50,49,19,75,8,1108,3658,3354,7104,4581,1339,7663,1300
Sant Cebrià de Vallalta,82037,Maresme,Metropolità,2017,3310,35,3518,10.57,1063,101,,,0.000339,0.000235,,,,,,,,,,,,,,,,
Sant Celoni,82021,Vallès Oriental,Metropolità,2017,17588,308,46774,17.51,2659,152,0.8669,0.5309,0.002984,0.003129,8,25,17,66,46,28,103,15,921,8430,3684,12249,3889,2836,13275,1490
Sant Climent de Llobregat,82042,Baix Llobregat,Metropolità,2017,4038,21,1635,5.2,405,78,,,0.000203,0.000109,,,,,,,,,,,,,,,,
Sant Climent Sescebes,171582,Alt Empordà,Comarques Gironines,2017,636,6,260,9.43,409,43,,,0.000058,0.000017,,,,,,,,,,,,,,,,
Sant Cugat del Vallès,82055,Vallès Occidental,Metropolità,2017,89516,1024,152586,11.44,1705,149,0.7432,0.5714,0.009921,0.010207,88,59,26,193,209,124,259,66,8342,20286,6615,48386,18515,8397,36291,5754
Sant Cugat Sesgarrigues,82068,Alt Penedès,Penedès,2017,980,12,6834,12.24,6973,570,,,0.000116,0.000457,,,,,,,,,,,,,,,,
Sant Esteve de la Sarga,251961,Pallars Jussà,Alt Pirineu i Aran,2017,130,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Esteve de Palautordera,82074,Vallès Oriental,Metropolità,2017,2648,30,2106,11.33,795,70,,,0.000291,0.000141,,,,,,,,,,,,,,,,
Sant Esteve Sesrovires,82080,Baix Llobregat,Metropolità,2017,7670,66,10227,8.6,1333,155,,,0.000639,0.000684,,,,,,,,,,,,,,,,
Sant Feliu de Buixalleu,171595,Selva,Comarques Gironines,2017,825,6,2076,7.27,2516,346,,,0.000058,0.000139,,,,,,,,,,,,,,,,
Sant Feliu de Codines,82107,Vallès Oriental,Metropolità,2017,6045,55,4779,9.1,791,87,,,0.000533,0.00032,,,,,,,,,,,,,,,,
Sant Feliu de Guíxols,171609,Baix Empordà,Comarques Gironines,2017,21721,317,42221,14.59,1944,133,0.9401,0.8529,0.003071,0.002824,14,28,10,62,68,22,91,22,956,6194,7234,7951,4433,2030,11448,1975
Sant Feliu de Llobregat,82114,Baix Llobregat,Metropolità,2017,44198,491,61262,11.11,1386,125,0.9552,0.8375,0.004757,0.004098,28,17,23,95,71,50,174,33,5529,5709,3953,14314,4905,4812,19983,2057
Sant Feliu de Pallerols,171616,Garrotxa,Comarques Gironines,2017,1342,14,732,10.43,545,52,,,0.000136,0.000049,,,,,,,,,,,,,,,,
Sant Feliu Sasserra,82129,Bages,Comarques Centrals,2017,606,9,334,14.85,551,37,,,0.000087,0.000022,,,,,,,,,,,,,,,,
Sant Ferriol,171621,Garrotxa,Comarques Gironines,2017,228,1,163,4.39,715,163,,,0.00001,0.000011,,,,,,,,,,,,,,,,
Sant Fost de Campsentelles,82093,Vallès Oriental,Metropolità,2017,8664,41,8151,4.73,941,199,0.8537,0.7651,0.000397,0.000545,,,,,,,,,,,,,,,,
Sant Fruitós de Bages,82135,Bages,Comarques Centrals,2017,8512,134,35768,15.74,4202,267,0.4627,0.2402,0.001298,0.002393,,,,,,,,,,,,,,,,
Sant Gregori,171637,Gironès,Comarques Gironines,2017,3636,37,3362,10.18,925,91,,,0.000358,0.000225,,,,,,,,,,,,,,,,
Sant Guim de Freixenet,251924,Segarra,Ponent,2017,1028,22,1986,21.4,1932,90,,,0.000213,0.000133,,,,,,,,,,,,,,,,
Sant Guim de la Plana,251977,Segarra,Ponent,2017,177,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Hilari Sacalm,171642,Selva,Comarques Gironines,2017,5578,77,9706,13.8,1740,126,,,0.000746,0.000649,,,,,,,,,,,,,,,,
Sant Hipòlit de Voltregà,82153,Osona,Comarques Centrals,2017,3453,39,3707,11.29,1074,95,,,0.000378,0.000248,,,,,,,,,,,,,,,,
Sant Iscle de Vallalta,81939,Maresme,Metropolità,2017,1295,13,2666,10.04,2059,205,,,0.000126,0.000178,,,,,,,,,,,,,,,,
Sant Jaume d'Enveja,439023,Montsià,Terres de l'Ebre,2017,3479,36,3805,10.35,1094,106,,,0.000349,0.000255,,,,,,,,,,,,,,,,
Sant Jaume de Frontanyà,82166,Berguedà,Comarques Centrals,2017,30,1,13,33.33,433,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Sant Jaume de Llierca,171655,Garrotxa,Comarques Gironines,2017,852,14,1891,16.43,2219,135,,,0.000136,0.000126,,,,,,,,,,,,,,,,
Sant Jaume dels Domenys,431378,Baix Penedès,Penedès,2017,2561,22,4335,8.59,1693,197,,,0.000213,0.00029,,,,,,,,,,,,,,,,
Sant Joan de les Abadesses,171674,Ripollès,Comarques Gironines,2017,3270,46,4097,14.07,1253,89,,,0.000446,0.000274,,,,,,,,,,,,,,,,
Sant Joan de Mollet,171680,Gironès,Comarques Gironines,2017,498,2,147,4.02,295,74,,,0.000019,0.00001,,,,,,,,,,,,,,,,
Sant Joan de Vilatorrada,82188,Bages,Comarques Centrals,2017,10802,125,17127,11.57,1586,137,944,0.8113,0.001211,0.001146,8,9,6,26,18,8,42,8,449,1941,781,6036,969,715,5490,746
Sant Joan Despí,82172,Baix Llobregat,Metropolità,2017,33873,334,43413,9.86,1282,130,0.9311,0.7486,0.003236,0.002904,20,21,19,62,40,24,128,20,3865,6715,4277,6440,2166,1562,16330,2058
Sant Joan les Fonts,171851,Garrotxa,Comarques Gironines,2017,2931,26,3760,8.87,1283,145,,,0.000252,0.000252,,,,,,,,,,,,,,,,
Sant Jordi Desvalls,171668,Gironès,Comarques Gironines,2017,732,6,761,8.2,1040,127,,,0.000058,0.000051,,,,,,,,,,,,,,,,
Sant Julià de Cerdanyola,89030,Berguedà,Comarques Centrals,2017,242,1,53,4.13,219,53,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Sant Julià de Ramis,171693,Gironès,Comarques Gironines,2017,3447,30,6133,8.7,1779,204,,,0.000291,0.00041,,,,,,,,,,,,,,,,
Sant Julià de Vilatorta,82205,Osona,Comarques Centrals,2017,3101,13,1203,4.19,388,93,,,0.000126,0.00008,,,,,,,,,,,,,,,,
Sant Julià del Llor i Bonmatí,179032,Selva,Comarques Gironines,2017,1321,8,500,6.06,379,63,,,0.000078,0.000033,,,,,,,,,,,,,,,,
Sant Just Desvern,82212,Baix Llobregat,Metropolità,2017,17201,178,21321,10.35,1240,120,0.8034,0.6963,0.001725,0.001426,16,23,3,36,18,19,54,9,1952,5951,619,4301,1343,1849,4753,553
Sant Llorenç d'Hortons,82227,Alt Penedès,Penedès,2017,2547,19,3727,7.46,1463,196,,,0.000184,0.000249,,,,,,,,,,,,,,,,
Sant Llorenç de la Muga,171714,Alt Empordà,Comarques Gironines,2017,251,1,51,3.98,203,51,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Sant Llorenç de Morunys,251930,Solsonès,Comarques Centrals,2017,949,21,1666,22.13,1756,79,,,0.000203,0.000111,,,,,,,,,,,,,,,,
Sant Llorenç Savall,82233,Vallès Occidental,Metropolità,2017,2361,20,2076,8.47,879,104,,,0.000194,0.000139,,,,,,,,,,,,,,,,
Sant Martí d'Albars,82251,Osona,Comarques Centrals,2017,110,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Martí de Centelles,82248,Osona,Comarques Centrals,2017,1125,4,633,3.56,563,158,,,0.000039,0.000042,,,,,,,,,,,,,,,,
Sant Martí de Llémena,171729,Gironès,Comarques Gironines,2017,612,2,48,3.27,78,24,,,0.000019,0.000003,,,,,,,,,,,,,,,,
Sant Martí de Riucorb,259025,Urgell,Ponent,2017,661,2,114,3.03,172,57,,,0.000019,0.000008,,,,,,,,,,,,,,,,
Sant Martí de Tous,82264,Anoia,Penedès,2017,1196,11,1558,9.2,1303,142,,,0.000107,0.000104,,,,,,,,,,,,,,,,
Sant Martí Sarroca,82270,Alt Penedès,Penedès,2017,3197,31,7044,9.7,2203,227,,,0.0003,0.000471,,,,,,,,,,,,,,,,
Sant Martí Sesgueioles,82286,Anoia,Comarques Centrals,2017,354,5,211,14.12,596,42,,,0.000048,0.000014,,,,,,,,,,,,,,,,
