Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Canovelles,80410,Vallès Oriental,Metropolità,2019,16629,169,17307,10.16,1041,102,0.8614,0.5709,0.001719,0.001525,11,9,6,34,26,8,68,7,1387,3214,671,4231,1733,242,4821,1008
Cànoves i Samalús,80425,Vallès Oriental,Metropolità,2019,3117,9,689,2.89,221,77,,,0.000092,0.000061,,,,,,,,,,,,,,,,
Cantallops,170412,Alt Empordà,Comarques Gironines,2019,313,1,42,3.19,134,42,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Canyelles,80431,Garraf,Penedès,2019,4647,27,4729,5.81,1018,175,,,0.000275,0.000417,,,,,,,,,,,,,,,,
Capafonts,430398,Baix Camp,Camp de Tarragona,2019,121,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Capçanes,430402,Priorat,Camp de Tarragona,2019,398,2,65,5.03,163,33,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Capellades,80446,Anoia,Penedès,2019,5293,59,4742,11.15,896,80,,,0.0006,0.000418,,,,,,,,,,,,,,,,
Capmany,170427,Alt Empordà,Comarques Gironines,2019,613,8,733,13.05,1196,92,,,0.000081,0.000065,,,,,,,,,,,,,,,,
Capolat,80459,Berguedà,Comarques Centrals,2019,94,1,61,10.64,649,61,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Cardedeu,80462,Vallès Oriental,Metropolità,2019,18357,235,26461,12.8,1441,113,0.9067,0.8227,0.00239,0.002332,20,18,9,43,35,18,80,12,920,2673,2632,7455,1683,868,9345,885
Cardona,80478,Bages,Comarques Centrals,2019,4636,84,7807,18.12,1684,93,0.8313,0.4624,0.000854,0.000688,,,,,,,,,,,,,,,,
Carme,80484,Anoia,Penedès,2019,765,4,194,5.23,254,49,,,0.000041,0.000017,,,,,,,,,,,,,,,,
Caseres,430419,Terra Alta,Terres de l'Ebre,2019,259,1,50,3.86,193,50,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Cassà de la Selva,170448,Gironès,Comarques Gironines,2019,10380,84,11540,8.09,1112,137,0.8854,0.7023,0.000854,0.001017,6,9,3,14,12,6,27,7,722,2232,1062,1354,522,299,4867,482
Casserres,80497,Berguedà,Comarques Centrals,2019,1608,22,1141,13.68,710,52,,,0.000224,0.000101,,,,,,,,,,,,,,,,
Castell de l'Areny,80575,Berguedà,Comarques Centrals,2019,68,1,13,14.71,191,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Castell de Mur,259046,Pallars Jussà,Alt Pirineu i Aran,2019,183,1,0,5.46,0,0,,,0.00001,0,,,,,,,,,,,,,,,,
Castell-Platja d'Aro,170486,Baix Empordà,Comarques Gironines,2019,10860,354,53146,32.6,4894,150,0.9193,0.8113,0.003601,0.004683,17,13,16,53,146,24,67,18,858,2455,5411,10149,15665,2913,14080,1615
Castellar de la Ribera,250642,Solsonès,Comarques Centrals,2019,134,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Castellar de n'Hug,80522,Berguedà,Comarques Centrals,2019,159,7,207,44.03,1302,30,,,0.000071,0.000018,,,,,,,,,,,,,,,,
Castellar del Riu,80500,Berguedà,Comarques Centrals,2019,169,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Castellar del Vallès,80517,Vallès Occidental,Metropolità,2019,24187,212,30503,8.77,1261,144,0.8221,0.5436,0.002156,0.002688,14,15,7,33,35,27,66,15,1497,2030,1992,9104,2014,2707,9884,1275
Castellbell i el Vilar,80538,Bages,Comarques Centrals,2019,3647,40,3114,10.97,854,78,,,0.000407,0.000274,,,,,,,,,,,,,,,,
Castellbisbal,80543,Vallès Occidental,Metropolità,2019,12390,103,17632,8.31,1423,171,0.7019,0.3705,0.001048,0.001554,17,14,6,13,12,5,30,6,3658,5841,655,1513,702,246,4424,593
Castellcir,80556,Moianès,Metropolità,2019,752,2,248,2.66,330,124,,,0.00002,0.000022,,,,,,,,,,,,,,,,
Castelldans,250674,Garrigues,Ponent,2019,960,10,695,10.42,724,70,,,0.000102,0.000061,,,,,,,,,,,,,,,,
Castelldefels,80569,Baix Llobregat,Metropolità,2019,67004,678,72236,10.12,1078,107,0.7903,0.6413,0.006897,0.006366,42,49,32,121,123,64,192,55,2456,7734,9827,13149,10667,4854,19826,3723
Castellet i la Gornal,80581,Alt Penedès,Penedès,2019,2292,13,2331,5.67,1017,179,,,0.000132,0.000205,,,,,,,,,,,,,,,,
Castellfollit de la Roca,170464,Garrotxa,Comarques Gironines,2019,961,11,753,11.45,784,68,,,0.000112,0.000066,,,,,,,,,,,,,,,,
Castellfollit de Riubregós,80608,Anoia,Comarques Centrals,2019,151,2,126,13.25,834,63,,,0.00002,0.000011,,,,,,,,,,,,,,,,
Castellfollit del Boix,80594,Bages,Comarques Centrals,2019,436,2,96,4.59,220,48,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Castellgalí,80615,Bages,Comarques Centrals,2019,2062,15,407,7.27,197,27,,,0.000153,0.000036,,,,,,,,,,,,,,,,
Castellnou de Bages,80620,Bages,Comarques Centrals,2019,1397,1,83,0.72,59,83,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Castellnou de Seana,250680,Pla d'Urgell,Ponent,2019,683,5,108,7.32,158,22,,,0.000051,0.00001,,,,,,,,,,,,,,,,
Castelló d'Empúries,170470,Alt Empordà,Comarques Gironines,2019,10906,234,42752,21.46,3920,183,0.7421,0.5482,0.00238,0.003767,25,40,16,46,31,17,46,13,1576,8249,7644,10345,1731,1667,10572,968
Castelló de Farfanya,250693,Noguera,Ponent,2019,536,2,103,3.73,192,52,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Castellolí,80636,Anoia,Penedès,2019,619,7,632,11.31,1021,90,,,0.000071,0.000056,,,,,,,,,,,,,,,,
Castellserà,250707,Urgell,Ponent,2019,1003,9,574,8.97,572,64,,,0.000092,0.000051,,,,,,,,,,,,,,,,
Castellterçol,80641,Moianès,Metropolità,2019,2463,32,2737,12.99,1111,86,,,0.000326,0.000241,,,,,,,,,,,,,,,,
Castellvell del Camp,430424,Baix Camp,Camp de Tarragona,2019,2857,3,331,1.05,116,110,,,0.000031,0.000029,,,,,,,,,,,,,,,,
Castellví de la Marca,80654,Alt Penedès,Penedès,2019,1535,11,839,7.17,547,76,,,0.000112,0.000074,,,,,,,,,,,,,,,,
Castellví de Rosanes,80667,Baix Llobregat,Metropolità,2019,1884,9,828,4.78,439,92,,,0.000092,0.000073,,,,,,,,,,,,,,,,
"Catllar, el",430430,Tarragonès,Camp de Tarragona,2019,4451,21,4154,4.72,933,198,,,0.000214,0.000366,,,,,,,,,,,,,,,,
Cava,250714,Alt Urgell,Alt Pirineu i Aran,2019,47,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Cellera de Ter, la",171899,Selva,Comarques Gironines,2019,1946,30,4122,15.42,2118,137,,,0.000305,0.000363,,,,,,,,,,,,,,,,
Celrà,170499,Gironès,Comarques Gironines,2019,5452,53,8361,9.72,1534,158,,,0.000539,0.000737,,,,,,,,,,,,,,,,
Centelles,80673,Osona,Comarques Centrals,2019,7404,98,8923,13.24,1205,91,0.8958,0.7719,0.000997,0.000786,,,,,,,,,,,,,,,,
Cercs,82687,Berguedà,Comarques Centrals,2019,1145,8,238,6.99,208,30,,,0.000081,0.000021,,,,,,,,,,,,,,,,
Cerdanyola del Vallès,82665,Vallès Occidental,Metropolità,2019,57403,667,54701,11.62,953,82,907,0.7809,0.006785,0.00482,50,32,16,110,97,62,251,49,2586,7914,2523,14138,5618,3807,14736,3379
Cervelló,80689,Baix Llobregat,Metropolità,2019,9054,57,5804,6.3,641,102,,,0.00058,0.000511,,,,,,,,,,,,,,,,
Cervera,250729,Segarra,Ponent,2019,9180,137,16496,14.92,1797,120,0.5746,0.5661,0.001394,0.001454,,,,,,,,,,,,,,,,
Cervià de les Garrigues,250735,Garrigues,Ponent,2019,640,5,152,7.81,238,30,,,0.000051,0.000013,,,,,,,,,,,,,,,,
Cervià de Ter,170502,Gironès,Comarques Gironines,2019,968,10,274,10.33,283,27,,,0.000102,0.000024,,,,,,,,,,,,,,,,
Cistella,170519,Alt Empordà,Comarques Gironines,2019,282,2,134,7.09,475,67,,,0.00002,0.000012,,,,,,,,,,,,,,,,
Ciutadilla,250740,Urgell,Ponent,2019,208,2,210,9.62,1010,105,,,0.00002,0.000019,,,,,,,,,,,,,,,,
Clariana de Cardener,250753,Solsonès,Comarques Centrals,2019,157,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Cogul, el",250766,Garrigues,Ponent,2019,158,3,155,18.99,981,52,,,0.000031,0.000014,,,,,,,,,,,,,,,,
Colera,170545,Alt Empordà,Comarques Gironines,2019,448,4,276,8.93,616,69,,,0.000041,0.000024,,,,,,,,,,,,,,,,
Coll de Nargó,250772,Alt Urgell,Alt Pirineu i Aran,2019,550,8,1245,14.55,2264,156,,,0.000081,0.00011,,,,,,,,,,,,,,,,
Collbató,80692,Baix Llobregat,Metropolità,2019,4466,22,2385,4.93,534,108,,,0.000224,0.00021,,,,,,,,,,,,,,,,
Colldejou,430458,Baix Camp,Camp de Tarragona,2019,176,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Collsuspina,80706,Moianès,Comarques Centrals,2019,342,2,118,5.85,345,59,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Colomers,170558,Baix Empordà,Comarques Gironines,2019,176,1,59,5.68,335,59,,,0.00001,0.000005,,,,,,,,,,,,,,,,
"Coma i la Pedra, la",251636,Solsonès,Comarques Centrals,2019,265,2,79,7.55,298,40,,,0.00002,0.000007,,,,,,,,,,,,,,,,
Conca de Dalt,251615,Pallars Jussà,Alt Pirineu i Aran,2019,418,1,87,2.39,208,87,,,0.00001,0.000008,,,,,,,,,,,,,,,,
Conesa,430461,Conca de Barberà,Camp de Tarragona,2019,103,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Constantí,430477,Tarragonès,Camp de Tarragona,2019,6540,58,9274,8.87,1418,160,0.4483,0.2621,0.00059,0.000817,,,,,,,,,,,,,,,,
Copons,80713,Anoia,Penedès,2019,310,2,124,6.45,400,62,,,0.00002,0.000011,,,,,,,,,,,,,,,,
Corbera d'Ebre,430483,Terra Alta,Terres de l'Ebre,2019,1016,11,864,10.83,850,79,,,0.000112,0.000076,,,,,,,,,,,,,,,,
Corbera de Llobregat,80728,Baix Llobregat,Metropolità,2019,14822,88,9502,5.94,641,108,0.8736,0.7117,0.000895,0.000837,4,3,2,21,15,8,30,5,131,396,201,3806,666,356,3560,386
Corbins,250788,Segrià,Ponent,2019,1444,10,940,6.93,651,94,,,0.000102,0.000083,,,,,,,,,,,,,,,,
Corçà,170577,Baix Empordà,Comarques Gironines,2019,1267,12,2323,9.47,1833,194,,,0.000122,0.000205,,,,,,,,,,,,,,,,
Cornellà de Llobregat,80734,Baix Llobregat,Metropolità,2019,88592,1095,120244,12.36,1357,110,0.8902,0.7594,0.011138,0.010596,53,80,42,199,155,64,430,72,4760,17194,21743,27934,11812,5098,26571,5132
Cornellà del Terri,170561,Pla de l'Estany,Comarques Gironines,2019,2364,24,3198,10.15,1353,133,,,0.000244,0.000282,,,,,,,,,,,,,,,,
Cornudella de Montsant,430496,Priorat,Camp de Tarragona,2019,941,15,1199,15.94,1274,80,,,0.000153,0.000106,,,,,,,,,,,,,,,,
Creixell,430509,Tarragonès,Camp de Tarragona,2019,3642,20,3534,5.49,970,177,,,0.000203,0.000311,,,,,,,,,,,,,,,,
Crespià,170583,Pla de l'Estany,Comarques Gironines,2019,246,2,82,8.13,333,41,,,0.00002,0.000007,,,,,,,,,,,,,,,,
"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,Baix Empordà,Comarques Gironines,2019,1279,4,243,3.13,190,61,,,0.000041,0.000021,,,,,,,,,,,,,,,,
Cubelles,80749,Garraf,Penedès,2019,15329,124,19988,8.09,1304,161,0.6333,0.2748,0.001261,0.001761,7,14,19,24,13,4,39,4,95,2214,3043,7188,666,83,6534,165
Cubells,250791,Noguera,Ponent,2019,343,4,76,11.66,222,19,,,0.000041,0.000007,,,,,,,,,,,,,,,,
Cunit,430516,Baix Penedès,Penedès,2019,12952,88,10144,6.79,783,115,0.5698,469,0.000895,0.000894,2,6,7,20,8,10,28,7,35,761,2496,1613,508,344,3717,670
Darnius,170600,Alt Empordà,Comarques Gironines,2019,546,3,167,5.49,306,56,,,0.000031,0.000015,,,,,,,,,,,,,,,,
Das,170617,Cerdanya,Alt Pirineu i Aran,2019,253,2,47,7.91,186,24,,,0.00002,0.000004,,,,,,,,,,,,,,,,
Deltebre,439018,Baix Ebre,Terres de l'Ebre,2019,11482,165,20624,14.37,1796,125,0.6792,0.6704,0.001678,0.001817,16,10,9,34,25,15,45,11,1003,2114,2538,5273,2111,865,5932,788
Dosrius,80752,Maresme,Metropolità,2019,5481,30,3129,5.47,571,104,,,0.000305,0.000276,,,,,,,,,,,,,,,,
Duesaigües,430537,Baix Camp,Camp de Tarragona,2019,245,1,101,4.08,412,101,,,0.00001,0.000009,,,,,,,,,,,,,,,,
"Escala, l'",170622,Alt Empordà,Comarques Gironines,2019,10339,232,25018,22.44,2420,108,0.9063,0.6597,0.00236,0.002205,13,14,9,41,48,22,70,15,199,1449,3258,5916,2472,854,9922,948
Esparreguera,80765,Baix Llobregat,Metropolità,2019,22251,244,23542,10.97,1058,96,,,0.002482,0.002075,19,19,8,33,43,17,91,14,1963,4210,1107,3847,2573,688,7984,1170
Espinelves,170638,Osona,Comarques Centrals,2019,215,2,109,9.3,507,55,,,0.00002,0.00001,,,,,,,,,,,,,,,,
"Espluga Calba, l'",250812,Garrigues,Ponent,2019,341,3,135,8.8,396,45,,,0.000031,0.000012,,,,,,,,,,,,,,,,
"Espluga de Francolí, l'",430542,Conca de Barberà,Camp de Tarragona,2019,3755,50,4756,13.32,1267,95,,,0.000509,0.000419,,,,,,,,,,,,,,,,
Esplugues de Llobregat,80771,Baix Llobregat,Metropolità,2019,46680,510,55356,10.93,1186,109,0.9306,0.8864,0.005188,0.004878,28,38,22,97,80,30,183,32,1632,7796,6352,12357,4785,3097,16889,2448
Espolla,170643,Alt Empordà,Comarques Gironines,2019,416,3,159,7.21,382,53,,,0.000031,0.000014,,,,,,,,,,,,,,,,
Esponellà,170656,Pla de l'Estany,Comarques Gironines,2019,438,1,55,2.28,126,55,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Espot,250827,Pallars Sobirà,Alt Pirineu i Aran,2019,364,5,176,13.74,484,35,,,0.000051,0.000016,,,,,,,,,,,,,,,,
"Espunyola, l'",80787,Berguedà,Comarques Centrals,2019,254,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Esquirol, l'",82541,Osona,Comarques Centrals,2019,2181,18,914,8.25,419,51,,,0.000183,0.000081,,,,,,,,,,,,,,,,
Estamariu,250886,Alt Urgell,Alt Pirineu i Aran,2019,118,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Estany, l'",80790,Moianès,Comarques Centrals,2019,406,5,270,12.32,665,54,,,0.000051,0.000024,,,,,,,,,,,,,,,,
Estaràs,250851,Segarra,Ponent,2019,162,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Esterri d'Àneu,250864,Pallars Sobirà,Alt Pirineu i Aran,2019,772,15,1351,19.43,1750,90,,,0.000153,0.000119,,,,,,,,,,,,,,,,
Esterri de Cardós,250870,Pallars Sobirà,Alt Pirineu i Aran,2019,70,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Falset,430555,Priorat,Camp de Tarragona,2019,2834,44,4500,15.53,1588,102,907,0.8559,0.000448,0.000397,,,,,,,,,,,,,,,,
"Far d'Empordà, el",170059,Alt Empordà,Comarques Gironines,2019,599,1,20,1.67,33,20,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Farrera,250899,Pallars Sobirà,Alt Pirineu i Aran,2019,116,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Fatarella, la",430568,Terra Alta,Terres de l'Ebre,2019,941,13,552,13.82,587,42,,,0.000132,0.000049,,,,,,,,,,,,,,,,
"Febró, la",430574,Baix Camp,Camp de Tarragona,2019,40,1,46,25,1150,46,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Figaró-Montmany,81347,Vallès Oriental,Metropolità,2019,1114,10,419,8.98,376,42,,,0.000102,0.000037,,,,,,,,,,,,,,,,
Fígols,80804,Berguedà,Comarques Centrals,2019,42,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Fígols i Alinyà,259084,Alt Urgell,Alt Pirineu i Aran,2019,252,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Figuera, la",430580,Priorat,Camp de Tarragona,2019,111,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Figueres,170669,Alt Empordà,Comarques Gironines,2019,46654,875,129229,18.76,2770,148,0.8578,0.5654,0.008901,0.011388,70,77,44,177,190,74,195,48,9863,20654,16446,29335,15486,6324,28201,2920
Figuerola del Camp,430593,Alt Camp,Camp de Tarragona,2019,320,7,362,21.88,1131,52,,,0.000071,0.000032,,,,,,,,,,,,,,,,
Flaçà,170675,Gironès,Comarques Gironines,2019,1093,10,565,9.15,517,57,,,0.000102,0.00005,,,,,,,,,,,,,,,,
Flix,430607,Ribera d'Ebre,Terres de l'Ebre,2019,3408,64,6147,18.78,1804,96,,,0.000651,0.000542,,,,,,,,,,,,,,,,
"Floresta, la",250925,Garrigues,Ponent,2019,147,3,57,20.41,388,19,,,0.000031,0.000005,,,,,,,,,,,,,,,,
Fogars de la Selva,80826,Selva,Comarques Gironines,2019,1451,11,1644,7.58,1133,149,,,0.000112,0.000145,,,,,,,,,,,,,,,,
Fogars de Montclús,80811,Vallès Oriental,Metropolità,2019,470,2,47,4.26,100,24,,,0.00002,0.000004,,,,,,,,,,,,,,,,
Foixà,170681,Baix Empordà,Comarques Gironines,2019,297,1,101,3.37,340,101,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Folgueroles,80832,Osona,Comarques Centrals,2019,2267,13,1064,5.73,469,82,,,0.000132,0.000094,,,,,,,,,,,,,,,,
Fondarella,250931,Pla d'Urgell,Ponent,2019,784,9,2922,11.48,3727,325,,,0.000092,0.000257,,,,,,,,,,,,,,,,
Fonollosa,80847,Bages,Comarques Centrals,2019,1453,3,206,2.06,142,69,,,0.000031,0.000018,,,,,,,,,,,,,,,,
Font-rubí,80850,Alt Penedès,Penedès,2019,1327,6,534,4.52,402,89,,,0.000061,0.000047,,,,,,,,,,,,,,,,
Fontanals de Cerdanya,170694,Cerdanya,Alt Pirineu i Aran,2019,444,1,100,2.25,225,100,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Fontanilles,170708,Baix Empordà,Comarques Gironines,2019,139,1,28,7.19,201,28,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Fontcoberta,170715,Pla de l'Estany,Comarques Gironines,2019,1468,8,1069,5.45,728,134,,,0.000081,0.000094,,,,,,,,,,,,,,,,
Foradada,250946,Noguera,Ponent,2019,186,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Forallac,179026,Baix Empordà,Comarques Gironines,2019,1687,34,7740,20.15,4588,228,,,0.000346,0.000682,,,,,,,,,,,,,,,,
Forès,430614,Conca de Barberà,Camp de Tarragona,2019,43,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Fornells de la Selva,170736,Gironès,Comarques Gironines,2019,2650,40,13360,15.09,5042,334,,,0.000407,0.001177,,,,,,,,,,,,,,,,
Fortià,170741,Alt Empordà,Comarques Gironines,2019,763,8,3302,10.48,4328,413,,,0.000081,0.000291,,,,,,,,,,,,,,,,
"Franqueses del Vallès, les",80863,Vallès Oriental,Metropolità,2019,20092,161,33046,8.01,1645,205,0.7233,0.3793,0.001638,0.002912,16,24,10,38,7,9,50,7,1822,10131,2316,10728,706,758,5901,684
Freginals,430629,Montsià,Terres de l'Ebre,2019,346,6,288,17.34,832,48,,,0.000061,0.000025,,,,,,,,,,,,,,,,
"Fuliola, la",250962,Urgell,Ponent,2019,1248,13,1518,10.42,1216,117,,,0.000132,0.000134,,,,,,,,,,,,,,,,
Fulleda,250978,Garrigues,Ponent,2019,85,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gaià,80902,Bages,Comarques Centrals,2019,175,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Galera, la",430635,Montsià,Terres de l'Ebre,2019,731,11,575,15.05,787,52,,,0.000112,0.000051,,,,,,,,,,,,,,,,
Gallifa,80879,Vallès Occidental,Metropolità,2019,172,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gandesa,430640,Terra Alta,Terres de l'Ebre,2019,3064,57,5433,18.6,1773,95,0.9464,0.7086,0.00058,0.000479,,,,,,,,,,,,,,,,
Garcia,430653,Ribera d'Ebre,Terres de l'Ebre,2019,527,4,231,7.59,438,58,,,0.000041,0.00002,,,,,,,,,,,,,,,,
"Garidells, els",430666,Alt Camp,Camp de Tarragona,2019,187,1,20,5.35,107,20,,,0.00001,0.000002,,,,,,,,,,,,,,,,
"Garriga, la",80885,Vallès Oriental,Metropolità,2019,16514,180,24956,10.9,1511,139,0.8629,0.5518,0.001831,0.002199,13,19,4,36,31,19,51,7,912,6553,1062,7312,1620,1226,5770,501
Garrigàs,170754,Alt Empordà,Comarques Gironines,2019,437,8,850,18.31,1945,106,,,0.000081,0.000075,,,,,,,,,,,,,,,,
Garrigoles,170767,Baix Empordà,Comarques Gironines,2019,162,1,27,6.17,167,27,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Garriguella,170773,Alt Empordà,Comarques Gironines,2019,855,5,327,5.85,382,65,,,0.000051,0.000029,,,,,,,,,,,,,,,,
Gavà,80898,Baix Llobregat,Metropolità,2019,46771,561,79813,11.99,1706,142,0.8768,0.7421,0.005706,0.007033,32,41,30,98,100,38,187,35,2692,12110,13270,18149,5751,3973,21277,2591
Gavet de la Conca,250984,Pallars Jussà,Alt Pirineu i Aran,2019,261,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gelida,80919,Alt Penedès,Penedès,2019,7533,51,4759,6.77,632,93,,,0.000519,0.000419,,,,,,,,,,,,,,,,
Ger,170789,Cerdanya,Alt Pirineu i Aran,2019,448,3,213,6.7,475,71,,,0.000031,0.000019,,,,,,,,,,,,,,,,
Gimenells i el Pla de la Font,259123,Segrià,Ponent,2019,1111,10,1453,9,1308,145,,,0.000102,0.000128,,,,,,,,,,,,,,,,
Ginestar,430672,Ribera d'Ebre,Terres de l'Ebre,2019,753,8,257,10.62,341,32,,,0.000081,0.000023,,,,,,,,,,,,,,,,
Girona,170792,Gironès,Comarques Gironines,2019,101852,1618,189240,15.89,1858,117,0.9525,0.8545,0.016458,0.016677,162,86,61,289,333,151,434,102,14430,15002,24460,46087,29883,10719,40603,8056
Gironella,80924,Berguedà,Comarques Centrals,2019,4826,68,5299,14.09,1098,78,,,0.000692,0.000467,,,,,,,,,,,,,,,,
Gisclareny,80930,Berguedà,Comarques Centrals,2019,25,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Godall,430688,Montsià,Terres de l'Ebre,2019,575,13,402,22.61,699,31,,,0.000132,0.000035,,,,,,,,,,,,,,,,
Golmés,250997,Pla d'Urgell,Ponent,2019,1840,42,13226,22.83,7188,315,75,0.0074,0.000427,0.001166,,,,,,,,,,,,,,,,
Gombrèn,170806,Ripollès,Comarques Gironines,2019,188,3,125,15.96,665,42,,,0.000031,0.000011,,,,,,,,,,,,,,,,
Gósol,251001,Berguedà,Comarques Centrals,2019,206,4,121,19.42,587,30,,,0.000041,0.000011,,,,,,,,,,,,,,,,
"Granada, la",80945,Alt Penedès,Penedès,2019,2157,12,2842,5.56,1318,237,,,0.000122,0.00025,,,,,,,,,,,,,,,,
"Granadella, la",251018,Garrigues,Ponent,2019,712,10,513,14.04,721,51,,,0.000102,0.000045,,,,,,,,,,,,,,,,
Granera,80958,Moianès,Metropolità,2019,69,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Granja d'Escarp, la",251023,Segrià,Ponent,2019,936,11,634,11.75,677,58,,,0.000112,0.000056,,,,,,,,,,,,,,,,
Granollers,80961,Vallès Oriental,Metropolità,2019,61275,1027,137108,16.76,2238,134,0.8973,0.6536,0.010447,0.012082,85,67,35,213,201,85,286,55,8073,20371,12915,31924,18816,7925,29939,7145
Granyanella,251039,Segarra,Ponent,2019,148,5,4624,33.78,31243,925,,,0.000051,0.000407,,,,,,,,,,,,,,,,
Granyena de les Garrigues,251057,Garrigues,Ponent,2019,132,2,35,15.15,265,18,,,0.00002,0.000003,,,,,,,,,,,,,,,,
Granyena de Segarra,251044,Segarra,Ponent,2019,142,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gratallops,430691,Priorat,Camp de Tarragona,2019,229,4,262,17.47,1144,66,,,0.000041,0.000023,,,,,,,,,,,,,,,,
Gualba,80977,Vallès Oriental,Metropolità,2019,1500,11,579,7.33,386,53,,,0.000112,0.000051,,,,,,,,,,,,,,,,
Gualta,170813,Baix Empordà,Comarques Gironines,2019,397,9,1351,22.67,3403,150,,,0.000092,0.000119,,,,,,,,,,,,,,,,
Guardiola de Berguedà,80996,Berguedà,Comarques Centrals,2019,908,25,1213,27.53,1336,49,,,0.000254,0.000107,,,,,,,,,,,,,,,,
"Guiamets, els",430705,Priorat,Camp de Tarragona,2019,270,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Guils de Cerdanya,170828,Cerdanya,Alt Pirineu i Aran,2019,537,1,24,1.86,45,24,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Guimerà,251095,Urgell,Ponent,2019,265,3,703,11.32,2653,234,,,0.000031,0.000062,,,,,,,,,,,,,,,,
"Guingueta d'Àneu, la",259031,Pallars Sobirà,Alt Pirineu i Aran,2019,297,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Guissona,251109,Segarra,Ponent,2019,7136,73,6774,10.23,949,93,0.5833,0.5391,0.000743,0.000597,,,,,,,,,,,,,,,,
Guixers,251116,Solsonès,Comarques Centrals,2019,134,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gurb,81000,Osona,Comarques Centrals,2019,2681,34,7385,12.68,2755,217,,,0.000346,0.000651,,,,,,,,,,,,,,,,
Horta de Sant Joan,430712,Terra Alta,Terres de l'Ebre,2019,1149,18,953,15.67,829,53,,,0.000183,0.000084,,,,,,,,,,,,,,,,
"Hospitalet de Llobregat, l'",81017,Barcelonès,Metropolità,2019,264923,2923,284842,11.03,1075,97,0.9656,0.8807,0.029733,0.025101,95,115,112,492,572,175,1185,177,7481,31381,30296,71704,36859,10723,83818,12580
"Hostalets de Pierola, els",81629,Anoia,Penedès,2019,2973,10,1038,3.36,349,104,,,0.000102,0.000091,,,,,,,,,,,,,,,,
Hostalric,170834,Selva,Comarques Gironines,2019,4221,43,3935,10.19,932,92,0.9048,0.8017,0.000437,0.000347,,,,,,,,,,,,,,,,
