Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Piera,81614,Anoia,Penedès,2019,15603,136,14316,8.72,918,105,0.7279,0.7256,0.001383,0.001262,5,12,6,25,26,11,41,10,364,2117,1328,3779,1257,696,4046,729
"Piles, les",431055,Conca de Barberà,Camp de Tarragona,2019,212,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pineda de Mar,81635,Maresme,Metropolità,2019,27272,311,33380,11.4,1224,107,0.9474,0.8466,0.003163,0.002942,19,22,26,57,58,22,89,18,701,5021,4919,5929,3023,1214,10860,1713
"Pinell de Brai, el",431068,Terra Alta,Terres de l'Ebre,2019,1017,12,1261,11.8,1240,105,,,0.000122,0.000111,,,,,,,,,,,,,,,,
Pinell de Solsonès,251667,Solsonès,Comarques Centrals,2019,200,1,100,5,500,100,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Pinós,251673,Solsonès,Comarques Centrals,2019,287,1,995,3.48,3467,995,,,0.00001,0.000088,,,,,,,,,,,,,,,,
Pira,431074,Conca de Barberà,Camp de Tarragona,2019,493,3,208,6.09,422,69,,,0.000031,0.000018,,,,,,,,,,,,,,,,
"Pla de Santa Maria, el",431080,Alt Camp,Camp de Tarragona,2019,2327,18,1186,7.74,510,66,,,0.000183,0.000105,,,,,,,,,,,,,,,,
"Pla del Penedès, el",81640,Alt Penedès,Penedès,2019,1256,8,1524,6.37,1213,191,,,0.000081,0.000134,,,,,,,,,,,,,,,,
"Planes d'Hostoles, les",171334,Garrotxa,Comarques Gironines,2019,1683,21,965,12.48,573,46,,,0.000214,0.000085,,,,,,,,,,,,,,,,
Planoles,171349,Ripollès,Comarques Gironines,2019,288,2,64,6.94,222,32,,,0.00002,0.000006,,,,,,,,,,,,,,,,
"Plans de Sió, els",259118,Segarra,Ponent,2019,506,3,371,5.93,733,124,,,0.000031,0.000033,,,,,,,,,,,,,,,,
"Poal, el",251689,Pla d'Urgell,Ponent,2019,648,8,360,12.35,556,45,,,0.000081,0.000032,,,,,,,,,,,,,,,,
"Pobla de Cérvoles, la",251692,Garrigues,Ponent,2019,191,1,34,5.24,178,34,,,0.00001,0.000003,,,,,,,,,,,,,,,,
"Pobla de Claramunt, la",81653,Anoia,Penedès,2019,2193,11,2738,5.02,1249,249,,,0.000112,0.000241,,,,,,,,,,,,,,,,
"Pobla de Lillet, la",81666,Berguedà,Comarques Centrals,2019,1095,19,853,17.35,779,45,,,0.000193,0.000075,,,,,,,,,,,,,,,,
"Pobla de Mafumet, la",431093,Tarragonès,Camp de Tarragona,2019,3904,23,1935,5.89,496,84,,,0.000234,0.000171,,,,,,,,,,,,,,,,
"Pobla de Massaluca, la",431107,Terra Alta,Terres de l'Ebre,2019,318,5,351,15.72,1104,70,,,0.000051,0.000031,,,,,,,,,,,,,,,,
"Pobla de Montornès, la",431114,Tarragonès,Camp de Tarragona,2019,2839,17,959,5.99,338,56,,,0.000173,0.000085,,,,,,,,,,,,,,,,
"Pobla de Segur, la",251713,Pallars Jussà,Alt Pirineu i Aran,2019,2984,48,4178,16.09,1400,87,,,0.000488,0.000368,,,,,,,,,,,,,,,,
Poboleda,431129,Priorat,Camp de Tarragona,2019,313,8,235,25.56,751,29,,,0.000081,0.000021,,,,,,,,,,,,,,,,
Polinyà,81672,Vallès Occidental,Metropolità,2019,8479,65,7567,7.67,892,116,623,593,0.000661,0.000667,,,,,,,,,,,,,,,,
"Pont d'Armentera, el",431135,Alt Camp,Camp de Tarragona,2019,505,7,477,13.86,945,68,,,0.000071,0.000042,,,,,,,,,,,,,,,,
"Pont de Bar, el",250306,Alt Urgell,Alt Pirineu i Aran,2019,157,1,27,6.37,172,27,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Pont de Molins,171352,Alt Empordà,Comarques Gironines,2019,529,8,1075,15.12,2032,134,,,0.000081,0.000095,,,,,,,,,,,,,,,,
"Pont de Suert, el",251734,Alta Ribagorça,Alt Pirineu i Aran,2019,2220,55,4590,24.77,2068,83,0.9057,0.8516,0.000559,0.000404,,,,,,,,,,,,,,,,
"Pont de Vilomara i Rocafort, el",81825,Bages,Comarques Centrals,2019,3830,21,2007,5.48,524,96,,,0.000214,0.000177,,,,,,,,,,,,,,,,
Pontils,431418,Conca de Barberà,Camp de Tarragona,2019,117,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pontons,81688,Alt Penedès,Penedès,2019,532,3,136,5.64,256,45,,,0.000031,0.000012,,,,,,,,,,,,,,,,
Pontós,171365,Alt Empordà,Comarques Gironines,2019,266,1,189,3.76,711,189,,,0.00001,0.000017,,,,,,,,,,,,,,,,
Ponts,251728,Noguera,Ponent,2019,2601,45,4736,17.3,1821,105,,,0.000458,0.000417,,,,,,,,,,,,,,,,
Porqueres,171371,Pla de l'Estany,Comarques Gironines,2019,4621,28,4347,6.06,941,155,,,0.000285,0.000383,,,,,,,,,,,,,,,,
Porrera,431140,Priorat,Camp de Tarragona,2019,439,6,191,13.67,435,32,,,0.000061,0.000017,,,,,,,,,,,,,,,,
"Port de la Selva, el",171404,Alt Empordà,Comarques Gironines,2019,970,31,2504,31.96,2581,81,,,0.000315,0.000221,,,,,,,,,,,,,,,,
Portbou,171387,Alt Empordà,Comarques Gironines,2019,1075,24,1474,22.33,1371,61,,,0.000244,0.00013,,,,,,,,,,,,,,,,
"Portella, la",251749,Segrià,Ponent,2019,728,7,667,9.62,916,95,,,0.000071,0.000059,,,,,,,,,,,,,,,,
Pradell de la Teixeta,431153,Priorat,Camp de Tarragona,2019,152,2,65,13.16,428,33,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Prades,431166,Baix Camp,Camp de Tarragona,2019,589,11,598,18.68,1015,54,,,0.000112,0.000053,,,,,,,,,,,,,,,,
Prat de Comte,431172,Terra Alta,Terres de l'Ebre,2019,183,1,13,5.46,71,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
"Prat de Llobregat, el",81691,Baix Llobregat,Metropolità,2019,64599,873,109698,13.51,1698,126,0.7715,0.4918,0.00888,0.009667,40,76,48,132,177,59,291,50,3237,15204,21192,14285,21463,7046,23861,3410
Pratdip,431188,Baix Camp,Camp de Tarragona,2019,738,4,319,5.42,432,80,,,0.000041,0.000028,,,,,,,,,,,,,,,,
Prats de Lluçanès,81712,Osona,Comarques Centrals,2019,2569,52,4300,20.24,1674,83,,,0.000529,0.000379,,,,,,,,,,,,,,,,
"Prats de Rei, els",81705,Anoia,Comarques Centrals,2019,532,7,671,13.16,1261,96,,,0.000071,0.000059,,,,,,,,,,,,,,,,
Prats i Sansor,251752,Cerdanya,Alt Pirineu i Aran,2019,219,2,708,9.13,3233,354,,,0.00002,0.000062,,,,,,,,,,,,,,,,
Preixana,251765,Urgell,Ponent,2019,385,3,122,7.79,317,41,,,0.000031,0.000011,,,,,,,,,,,,,,,,
Preixens,251771,Noguera,Ponent,2019,432,2,58,4.63,134,29,,,0.00002,0.000005,,,,,,,,,,,,,,,,
Premià de Dalt,82303,Maresme,Metropolità,2019,10448,61,4024,5.84,385,66,0.8333,0.7107,0.00062,0.000355,2,5,5,11,6,5,23,4,146,820,247,601,320,218,1461,211
Premià de Mar,81727,Maresme,Metropolità,2019,28119,381,27910,13.55,993,73,0.9592,0.9401,0.003876,0.00246,26,20,21,64,64,28,135,23,825,2879,2109,4796,3513,2151,9959,1678
"Preses, les",171390,Garrotxa,Comarques Gironines,2019,1788,24,7925,13.42,4432,330,0.4583,0.0809,0.000244,0.000698,,,,,,,,,,,,,,,,
Prullans,251790,Cerdanya,Alt Pirineu i Aran,2019,231,5,317,21.65,1372,63,,,0.000051,0.000028,,,,,,,,,,,,,,,,
Puig-reig,81751,Berguedà,Comarques Centrals,2019,4178,67,5326,16.04,1275,79,,,0.000682,0.000469,,,,,,,,,,,,,,,,
Puigcerdà,171411,Cerdanya,Alt Pirineu i Aran,2019,9258,254,22095,27.44,2387,87,0.8333,0.65,0.002584,0.001947,,,,,,,,,,,,,,,,
Puigdàlber,81748,Alt Penedès,Penedès,2019,526,4,186,7.6,354,47,,,0.000041,0.000016,,,,,,,,,,,,,,,,
Puiggròs,251804,Garrigues,Ponent,2019,276,1,38,3.62,138,38,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Puigpelat,431191,Alt Camp,Camp de Tarragona,2019,1149,6,804,5.22,700,134,,,0.000061,0.000071,,,,,,,,,,,,,,,,
Puigverd d'Agramunt,251811,Urgell,Ponent,2019,255,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Puigverd de Lleida,251826,Segrià,Ponent,2019,1355,10,613,7.38,452,61,,,0.000102,0.000054,,,,,,,,,,,,,,,,
Pujalt,81764,Anoia,Comarques Centrals,2019,210,2,39,9.52,186,20,,,0.00002,0.000003,,,,,,,,,,,,,,,,
"Quar, la",81770,Berguedà,Comarques Centrals,2019,53,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Quart,171426,Gironès,Comarques Gironines,2019,3724,19,1921,5.1,516,101,,,0.000193,0.000169,,,,,,,,,,,,,,,,
Queralbs,170433,Ripollès,Comarques Gironines,2019,191,2,18,10.47,94,9,,,0.00002,0.000002,,,,,,,,,,,,,,,,
Querol,431205,Alt Camp,Camp de Tarragona,2019,507,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Rabós,171432,Alt Empordà,Comarques Gironines,2019,178,1,35,5.62,197,35,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Rajadell,81786,Bages,Comarques Centrals,2019,548,59,1011,107.66,1845,17,,,0.0006,0.000089,,,,,,,,,,,,,,,,
Rasquera,431212,Ribera d'Ebre,Terres de l'Ebre,2019,781,13,1168,16.65,1496,90,,,0.000132,0.000103,,,,,,,,,,,,,,,,
Regencós,171447,Baix Empordà,Comarques Gironines,2019,269,4,397,14.87,1476,99,,,0.000041,0.000035,,,,,,,,,,,,,,,,
Rellinars,81799,Vallès Occidental,Metropolità,2019,780,2,108,2.56,138,54,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Renau,431227,Tarragonès,Camp de Tarragona,2019,157,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Reus,431233,Baix Camp,Camp de Tarragona,2019,104373,1524,218702,14.6,2095,144,0.9282,0.8064,0.015502,0.019273,104,112,59,312,309,122,408,98,7847,31402,25152,47442,34362,12932,50624,8941
Rialp,251832,Pallars Sobirà,Alt Pirineu i Aran,2019,661,6,751,9.08,1136,125,,,0.000061,0.000066,,,,,,,,,,,,,,,,
Riba-roja d'Ebre,431251,Ribera d'Ebre,Terres de l'Ebre,2019,1126,15,999,13.32,887,67,,,0.000153,0.000088,,,,,,,,,,,,,,,,
"Riba, la",431248,Alt Camp,Camp de Tarragona,2019,585,2,98,3.42,168,49,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Ribera d'Ondara,259059,Segarra,Ponent,2019,426,4,80,9.39,188,20,,,0.000041,0.000007,,,,,,,,,,,,,,,,
Ribera d'Urgellet,251850,Alt Urgell,Alt Pirineu i Aran,2019,935,5,400,5.35,428,80,,,0.000051,0.000035,,,,,,,,,,,,,,,,
Ribes de Freser,171450,Ripollès,Comarques Gironines,2019,1754,34,1497,19.38,853,44,,,0.000346,0.000132,,,,,,,,,,,,,,,,
Riells i Viabrea,171463,Selva,Comarques Gironines,2019,4124,22,2424,5.33,588,110,,,0.000224,0.000214,,,,,,,,,,,,,,,,
"Riera de Gaià, la",431264,Tarragonès,Camp de Tarragona,2019,1744,8,867,4.59,497,108,,,0.000081,0.000076,,,,,,,,,,,,,,,,
Riner,251863,Solsonès,Comarques Centrals,2019,263,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Ripoll,171479,Ripollès,Comarques Gironines,2019,10686,167,17074,15.63,1598,102,0.8242,0.7464,0.001699,0.001505,10,23,7,28,27,10,49,13,1126,3653,2171,2276,1464,581,4326,1477
Ripollet,81803,Vallès Occidental,Metropolità,2019,38665,368,42325,9.52,1095,115,0.8449,0.6581,0.003743,0.00373,29,39,15,66,49,23,121,26,3853,7557,3469,9959,2734,1443,11098,2212
Riu de Cerdanya,259139,Cerdanya,Alt Pirineu i Aran,2019,93,2,35,21.51,376,18,,,0.00002,0.000003,,,,,,,,,,,,,,,,
Riudarenes,171485,Selva,Comarques Gironines,2019,2182,13,1157,5.96,530,89,,,0.000132,0.000102,,,,,,,,,,,,,,,,
Riudaura,171498,Garrotxa,Comarques Gironines,2019,478,1,100,2.09,209,100,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Riudecanyes,431270,Baix Camp,Camp de Tarragona,2019,1124,8,467,7.12,415,58,,,0.000081,0.000041,,,,,,,,,,,,,,,,
Riudecols,431286,Baix Camp,Camp de Tarragona,2019,1180,10,845,8.47,716,85,,,0.000102,0.000074,,,,,,,,,,,,,,,,
Riudellots de la Selva,171501,Selva,Comarques Gironines,2019,2076,32,5132,15.41,2472,160,,,0.000326,0.000452,,,,,,,,,,,,,,,,
Riudoms,431299,Baix Camp,Camp de Tarragona,2019,6594,75,16589,11.37,2516,221,0.6533,0.2384,0.000763,0.001462,,,,,,,,,,,,,,,,
Riumors,171518,Alt Empordà,Comarques Gironines,2019,258,1,7,3.88,27,7,,,0.00001,0.000001,,,,,,,,,,,,,,,,
"Roca del Vallès, la",81810,Vallès Oriental,Metropolità,2019,10650,179,24872,16.81,2335,139,0.2,122,0.001821,0.002192,9,17,3,20,87,13,21,9,499,4516,585,2069,11858,2048,1862,1435
Rocafort de Queralt,431303,Conca de Barberà,Camp de Tarragona,2019,225,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Roda de Berà,431310,Tarragonès,Camp de Tarragona,2019,6567,84,12265,12.79,1868,146,,,0.000854,0.001081,,,,,,,,,,,,,,,,
Roda de Ter,81831,Osona,Comarques Centrals,2019,6301,49,5109,7.78,811,104,0.9792,0.9209,0.000498,0.00045,,,,,,,,,,,,,,,,
Rodonyà,431325,Alt Camp,Camp de Tarragona,2019,490,7,2680,14.29,5469,383,,,0.000071,0.000236,,,,,,,,,,,,,,,,
Roquetes,431331,Baix Ebre,Terres de l'Ebre,2019,7973,79,10156,9.91,1274,129,0.8312,0.4016,0.000804,0.000895,,,,,,,,,,,,,,,,
Roses,171523,Alt Empordà,Comarques Gironines,2019,19550,373,37959,19.08,1942,102,0.9293,0.8578,0.003794,0.003345,20,23,18,71,100,23,95,23,1121,4828,3462,6166,5237,1557,13678,1910
Rosselló,251898,Segrià,Ponent,2019,3145,23,2694,7.31,857,117,,,0.000234,0.000237,,,,,,,,,,,,,,,,
"Rourell, el",431346,Alt Camp,Camp de Tarragona,2019,366,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Rubí,81846,Vallès Occidental,Metropolità,2019,77464,735,75974,9.49,981,103,0.8601,0.7245,0.007476,0.006695,60,48,37,141,101,59,245,44,6499,9090,7230,16910,5341,4350,23168,3386
Rubió,81859,Anoia,Penedès,2019,239,1,83,4.18,347,83,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Rupià,171539,Baix Empordà,Comarques Gironines,2019,272,6,327,22.06,1202,55,,,0.000061,0.000029,,,,,,,,,,,,,,,,
Rupit i Pruit,89019,Osona,Comarques Centrals,2019,279,9,306,32.26,1097,34,,,0.000092,0.000027,,,,,,,,,,,,,,,,
Sabadell,81878,Vallès Occidental,Metropolità,2019,213644,2573,349828,12.04,1637,136,0.9639,0.8081,0.026173,0.030828,197,201,97,424,455,170,870,159,17940,48247,79734,51998,41191,15153,82712,12853
Sagàs,81884,Berguedà,Comarques Centrals,2019,148,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Salàs de Pallars,251902,Pallars Jussà,Alt Pirineu i Aran,2019,320,2,26,6.25,81,13,,,0.00002,0.000002,,,,,,,,,,,,,,,,
Saldes,81901,Berguedà,Comarques Centrals,2019,274,8,774,29.2,2825,97,,,0.000081,0.000068,,,,,,,,,,,,,,,,
Sales de Llierca,171544,Garrotxa,Comarques Gironines,2019,154,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sallent,81918,Bages,Comarques Centrals,2019,6658,96,10930,14.42,1642,114,,,0.000977,0.000963,,,,,,,,,,,,,,,,
Salomó,431359,Tarragonès,Camp de Tarragona,2019,557,4,156,7.18,280,39,,,0.000041,0.000014,,,,,,,,,,,,,,,,
Salou,439057,Tarragonès,Camp de Tarragona,2019,27476,371,35933,13.5,1308,97,0.9695,0.9551,0.003774,0.003167,19,17,36,59,93,29,96,22,932,3049,6551,5063,4916,2141,11990,1291
Salt,171557,Gironès,Comarques Gironines,2019,31362,366,48830,11.67,1557,133,983,0.9506,0.003723,0.004303,25,18,16,64,92,24,99,28,981,6485,3228,6686,13647,4106,11042,2655
Sanaüja,251919,Segarra,Ponent,2019,380,5,169,13.16,445,34,,,0.000051,0.000015,,,,,,,,,,,,,,,,
Sant Adrià de Besòs,81944,Barcelonès,Metropolità,2019,37097,387,55792,10.43,1504,144,0.7743,0.6566,0.003937,0.004917,16,44,13,42,57,25,166,24,776,11773,14675,5593,3132,5729,12648,1466
Sant Agustí de Lluçanès,81957,Osona,Comarques Centrals,2019,85,1,80,11.76,941,80,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Sant Andreu de la Barca,81960,Baix Llobregat,Metropolità,2019,27558,261,28169,9.47,1022,108,0.8675,0.7317,0.002655,0.002482,8,27,18,44,40,20,90,14,331,5183,2629,6126,2644,1181,8989,1086
Sant Andreu de Llavaneres,81976,Maresme,Metropolità,2019,10968,94,10781,8.57,983,115,,,0.000956,0.00095,3,14,5,16,13,5,28,10,28,4421,808,2649,732,187,1461,495
Sant Andreu Salou,171576,Gironès,Comarques Gironines,2019,155,3,129,19.35,832,43,,,0.000031,0.000011,,,,,,,,,,,,,,,,
Sant Aniol de Finestres,171833,Garrotxa,Comarques Gironines,2019,341,2,90,5.87,264,45,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Sant Antoni de Vilamajor,81982,Vallès Oriental,Metropolità,2019,6135,53,5269,8.64,859,99,0.4231,0.3101,0.000539,0.000464,,,,,,,,,,,,,,,,
Sant Bartomeu del Grau,81995,Osona,Comarques Centrals,2019,858,3,311,3.5,362,104,,,0.000031,0.000027,,,,,,,,,,,,,,,,
Sant Boi de Llobregat,82009,Baix Llobregat,Metropolità,2019,83605,925,141322,11.06,1690,153,0.8571,0.4819,0.009409,0.012454,56,81,44,130,125,84,340,65,8867,29640,11740,40477,8162,7969,29987,4480
Sant Boi de Lluçanès,82016,Osona,Comarques Centrals,2019,541,6,389,11.09,719,65,,,0.000061,0.000034,,,,,,,,,,,,,,,,
Sant Carles de la Ràpita,431362,Montsià,Terres de l'Ebre,2019,14789,236,23730,15.96,1605,101,0.8841,0.7153,0.002401,0.002091,19,14,15,41,48,19,74,6,1229,3631,2473,5145,3584,1316,5582,770
Sant Cebrià de Vallalta,82037,Maresme,Metropolità,2019,3385,33,2484,9.75,734,75,,,0.000336,0.000219,,,,,,,,,,,,,,,,
Sant Celoni,82021,Vallès Oriental,Metropolità,2019,17904,299,33127,16.7,1850,111,0.8464,0.5519,0.003041,0.002919,11,22,13,63,48,27,101,14,611,7460,2193,9266,2871,1689,7892,1145
Sant Climent de Llobregat,82042,Baix Llobregat,Metropolità,2019,4129,16,694,3.88,168,43,,,0.000163,0.000061,,,,,,,,,,,,,,,,
Sant Climent Sescebes,171582,Alt Empordà,Comarques Gironines,2019,626,6,219,9.58,350,37,,,0.000061,0.000019,,,,,,,,,,,,,,,,
Sant Cugat del Vallès,82055,Vallès Occidental,Metropolità,2019,91006,995,117791,10.93,1294,118,0.7203,0.5354,0.010121,0.01038,103,58,24,194,187,120,241,68,6157,15971,6292,36686,13024,6898,27924,4839
Sant Cugat Sesgarrigues,82068,Alt Penedès,Penedès,2019,1007,14,5804,13.9,5764,415,,,0.000142,0.000511,,,,,,,,,,,,,,,,
Sant Esteve de la Sarga,251961,Pallars Jussà,Alt Pirineu i Aran,2019,124,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Esteve de Palautordera,82074,Vallès Oriental,Metropolità,2019,2820,29,2050,10.28,727,71,,,0.000295,0.000181,,,,,,,,,,,,,,,,
Sant Esteve Sesrovires,82080,Baix Llobregat,Metropolità,2019,7612,56,4861,7.36,639,87,,,0.00057,0.000428,,,,,,,,,,,,,,,,
Sant Feliu de Buixalleu,171595,Selva,Comarques Gironines,2019,783,5,1557,6.39,1989,311,,,0.000051,0.000137,,,,,,,,,,,,,,,,
Sant Feliu de Codines,82107,Vallès Oriental,Metropolità,2019,6259,53,4063,8.47,649,77,,,0.000539,0.000358,,,,,,,,,,,,,,,,
Sant Feliu de Guíxols,171609,Baix Empordà,Comarques Gironines,2019,21925,285,31127,13,1420,109,0.9321,0.8563,0.002899,0.002743,18,26,14,47,58,20,83,19,712,4510,5369,5850,2532,874,9878,1402
Sant Feliu de Llobregat,82114,Baix Llobregat,Metropolità,2019,44860,441,38300,9.83,854,87,0.9557,0.8482,0.004486,0.003375,33,16,14,79,62,42,164,31,3119,5009,1481,6926,3252,3506,13236,1771
Sant Feliu de Pallerols,171616,Garrotxa,Comarques Gironines,2019,1371,13,598,9.48,436,46,,,0.000132,0.000053,,,,,,,,,,,,,,,,
Sant Feliu Sasserra,82129,Bages,Comarques Centrals,2019,602,9,282,14.95,468,31,,,0.000092,0.000025,,,,,,,,,,,,,,,,
Sant Ferriol,171621,Garrotxa,Comarques Gironines,2019,243,1,128,4.12,527,128,,,0.00001,0.000011,,,,,,,,,,,,,,,,
Sant Fost de Campsentelles,82093,Vallès Oriental,Metropolità,2019,8737,46,5487,5.26,628,119,0.8409,0.7216,0.000468,0.000484,,,,,,,,,,,,,,,,
Sant Fruitós de Bages,82135,Bages,Comarques Centrals,2019,8703,132,31922,15.17,3668,242,0.4046,0.2089,0.001343,0.002813,,,,,,,,,,,,,,,,
Sant Gregori,171637,Gironès,Comarques Gironines,2019,3817,31,2610,8.12,684,84,,,0.000315,0.00023,,,,,,,,,,,,,,,,
Sant Guim de Freixenet,251924,Segarra,Ponent,2019,1025,20,1362,19.51,1329,68,,,0.000203,0.00012,,,,,,,,,,,,,,,,
Sant Guim de la Plana,251977,Segarra,Ponent,2019,185,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Hilari Sacalm,171642,Selva,Comarques Gironines,2019,5627,70,7188,12.44,1277,103,,,0.000712,0.000633,,,,,,,,,,,,,,,,
Sant Hipòlit de Voltregà,82153,Osona,Comarques Centrals,2019,3484,32,2380,9.18,683,74,,,0.000326,0.00021,,,,,,,,,,,,,,,,
Sant Iscle de Vallalta,81939,Maresme,Metropolità,2019,1332,11,2014,8.26,1512,183,,,0.000112,0.000177,,,,,,,,,,,,,,,,
Sant Jaume d'Enveja,439023,Montsià,Terres de l'Ebre,2019,3503,30,2683,8.56,766,89,,,0.000305,0.000236,,,,,,,,,,,,,,,,
Sant Jaume de Frontanyà,82166,Berguedà,Comarques Centrals,2019,30,1,10,33.33,333,10,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Sant Jaume de Llierca,171655,Garrotxa,Comarques Gironines,2019,865,14,1085,16.18,1254,78,,,0.000142,0.000096,,,,,,,,,,,,,,,,
Sant Jaume dels Domenys,431378,Baix Penedès,Penedès,2019,2622,28,5562,10.68,2121,199,,,0.000285,0.00049,,,,,,,,,,,,,,,,
Sant Joan de les Abadesses,171674,Ripollès,Comarques Gironines,2019,3232,42,2792,13,864,66,,,0.000427,0.000246,,,,,,,,,,,,,,,,
Sant Joan de Mollet,171680,Gironès,Comarques Gironines,2019,507,3,216,5.92,426,72,,,0.000031,0.000019,,,,,,,,,,,,,,,,
Sant Joan de Vilatorrada,82188,Bages,Comarques Centrals,2019,10936,121,12532,11.06,1146,104,0.9407,0.7874,0.001231,0.001104,9,9,8,22,18,6,41,8,1827,1276,723,2893,813,386,4031,583
Sant Joan Despí,82172,Baix Llobregat,Metropolità,2019,34123,295,30519,8.65,894,103,0.9315,0.8137,0.003001,0.002689,13,20,19,49,36,25,115,18,1234,4374,3631,4412,1598,1317,12678,1275
Sant Joan les Fonts,171851,Garrotxa,Comarques Gironines,2019,3006,30,3006,9.98,1000,100,,,0.000305,0.000265,,,,,,,,,,,,,,,,
Sant Jordi Desvalls,171668,Gironès,Comarques Gironines,2019,761,6,692,7.88,909,115,,,0.000061,0.000061,,,,,,,,,,,,,,,,
Sant Julià de Cerdanyola,89030,Berguedà,Comarques Centrals,2019,228,1,42,4.39,184,42,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Sant Julià de Ramis,171693,Gironès,Comarques Gironines,2019,3515,33,5043,9.39,1435,153,,,0.000336,0.000444,,,,,,,,,,,,,,,,
Sant Julià de Vilatorta,82205,Osona,Comarques Centrals,2019,3114,11,772,3.53,248,70,,,0.000112,0.000068,,,,,,,,,,,,,,,,
Sant Julià del Llor i Bonmatí,179032,Selva,Comarques Gironines,2019,1286,7,238,5.44,185,34,,,0.000071,0.000021,,,,,,,,,,,,,,,,
Sant Just Desvern,82212,Baix Llobregat,Metropolità,2019,17805,166,15832,9.32,889,95,0.7925,0.6028,0.001689,0.001395,21,21,2,32,18,13,52,7,1350,3948,478,3494,1081,1243,3883,355
Sant Llorenç d'Hortons,82227,Alt Penedès,Penedès,2019,2413,17,2732,7.05,1132,161,,,0.000173,0.000241,,,,,,,,,,,,,,,,
Sant Llorenç de la Muga,171714,Alt Empordà,Comarques Gironines,2019,264,2,136,7.58,515,68,,,0.00002,0.000012,,,,,,,,,,,,,,,,
Sant Llorenç de Morunys,251930,Solsonès,Comarques Centrals,2019,949,22,1335,23.18,1407,61,,,0.000224,0.000118,,,,,,,,,,,,,,,,
Sant Llorenç Savall,82233,Vallès Occidental,Metropolità,2019,2373,20,1638,8.43,690,82,,,0.000203,0.000144,,,,,,,,,,,,,,,,
Sant Martí d'Albars,82251,Osona,Comarques Centrals,2019,112,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Martí de Centelles,82248,Osona,Comarques Centrals,2019,1167,4,378,3.43,324,95,,,0.000041,0.000033,,,,,,,,,,,,,,,,
Sant Martí de Llémena,171729,Gironès,Comarques Gironines,2019,633,4,23,6.32,36,6,,,0.000041,0.000002,,,,,,,,,,,,,,,,
Sant Martí de Riucorb,259025,Urgell,Ponent,2019,646,4,107,6.19,166,27,,,0.000041,0.000009,,,,,,,,,,,,,,,,
Sant Martí de Tous,82264,Anoia,Penedès,2019,1235,13,1281,10.53,1037,99,,,0.000132,0.000113,,,,,,,,,,,,,,,,
Sant Martí Sarroca,82270,Alt Penedès,Penedès,2019,3264,28,4899,8.58,1501,175,,,0.000285,0.000432,,,,,,,,,,,,,,,,
Sant Martí Sesgueioles,82286,Anoia,Comarques Centrals,2019,343,5,164,14.58,478,33,,,0.000051,0.000014,,,,,,,,,,,,,,,,
Sant Martí Vell,171735,Gironès,Comarques Gironines,2019,252,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Mateu de Bages,82299,Bages,Comarques Centrals,2019,603,6,385,9.95,638,64,,,0.000061,0.000034,,,,,,,,,,,,,,,,
